company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 14:34:55+00:00,-20462000.0,32708000.0,,,35447000.0,-234000.0,30087000.0,184192000.0,,-1776000.0,-161513000.0,246784000.0,,,,-1776000.0,-161513000.0,246784000.0,83261000.0,94906000.0,94906000.0,,53636000.0,13976000.0,,,-637758000.0,-30072000.0,,-199944000.0,,526779000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q1TTM,2009-04-01,2010-03-31,,-21962000.0,68311000.0,31367000.0,211000.0,70167000.0,-297000.0,70925000.0,296828000.0,,20698000.0,-554170000.0,545793000.0,,,,20698000.0,-554170000.0,545793000.0,12024000.0,231439000.0,231439000.0,,104951000.0,13809000.0,,,-1408531000.0,-64610000.0,,-289939000.0,,940933000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 14:28:58+00:00,-16759000.0,16515000.0,,,17480000.0,-440000.0,39164000.0,154930000.0,,65842000.0,-188563000.0,143565000.0,,,,65842000.0,-188563000.0,143565000.0,20404000.0,47349000.0,47349000.0,,23057000.0,10905000.0,,,-455678000.0,-11261000.0,,-99993000.0,,295135000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q4,2011-10-01,2011-12-31,,-148178000.0,19335000.0,12195000.0,139000.0,24326000.0,-1219000.0,35445000.0,30779000.0,,-58462000.0,-88716000.0,169563000.0,,,,-58462000.0,-88716000.0,169563000.0,21166000.0,108699000.0,108699000.0,,-18242000.0,27918000.0,,-17207000.0,-393554000.0,-23077000.0,,-99952000.0,,476093000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 14:23:50+00:00,-470814000.0,71131000.0,12195000.0,139000.0,88124000.0,1807000.0,107639000.0,125606000.0,,-292614000.0,-451181000.0,679122000.0,,,,-292614000.0,-451181000.0,679122000.0,-62866000.0,355630000.0,355630000.0,,56598000.0,38397000.0,0.0,-17207000.0,-1377556000.0,-111932000.0,-14561000.0,-424849000.0,,1509121000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q3TTM,2010-10-01,2011-09-30,,-326307000.0,67998000.0,42902000.0,276000.0,83128000.0,3134000.0,102304000.0,137554000.0,,-285253000.0,-493625000.0,688886000.0,,,,-285253000.0,-493625000.0,688886000.0,-86858000.0,340687000.0,340687000.0,,94769000.0,25484000.0,,,-1267544000.0,-111130000.0,-14561000.0,-433730000.0,,1211356000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q3,2011-07-01,2011-09-30,,-196709000.0,19109000.0,,,23780000.0,-1029000.0,21316000.0,9701000.0,,-113447000.0,-192244000.0,188034000.0,,,,-113447000.0,-192244000.0,188034000.0,-118686000.0,92176000.0,92176000.0,,31653000.0,2469000.0,,,-291448000.0,-29399000.0,-635000.0,-124982000.0,,325312000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 16:08:39+00:00,-322636000.0,51796000.0,,,63798000.0,3026000.0,72194000.0,94827000.0,,-234152000.0,-362465000.0,509559000.0,,,,-234152000.0,-362465000.0,509559000.0,-84032000.0,246931000.0,246931000.0,,74840000.0,10479000.0,0.0,,-984002000.0,-88855000.0,-14561000.0,-324897000.0,,1033028000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q2TTM,2010-07-01,2011-06-30,,-142690000.0,64762000.0,42902000.0,276000.0,77946000.0,6074000.0,116923000.0,254491000.0,,-145245000.0,-465750000.0,691033000.0,,,,-145245000.0,-465750000.0,691033000.0,86112000.0,336290000.0,336290000.0,,95112000.0,47900000.0,,,-1351719000.0,-104760000.0,-13926000.0,-433710000.0,,1133419000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q2,2011-04-01,2011-06-30,,-5965000.0,16479000.0,,,20377000.0,131000.0,21320000.0,42789000.0,,-58867000.0,-188085000.0,162297000.0,,,,-58867000.0,-188085000.0,162297000.0,-84524000.0,81408000.0,81408000.0,,22713000.0,1305000.0,,,-507783000.0,-32611000.0,-3000000.0,-99961000.0,,358274000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-07 14:26:07+00:00,-125927000.0,32687000.0,,,40018000.0,4055000.0,50878000.0,85126000.0,,-120705000.0,-170221000.0,321525000.0,,,,-120705000.0,-170221000.0,321525000.0,34654000.0,154755000.0,154755000.0,,43187000.0,8010000.0,,,-692554000.0,-59456000.0,-13926000.0,-199915000.0,,707716000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q1TTM,2010-04-01,2011-03-31,,-140428000.0,64476000.0,42902000.0,276000.0,75536000.0,6149000.0,86526000.0,240964000.0,,-153996000.0,-250615000.0,631955000.0,,,,-153996000.0,-250615000.0,631955000.0,233493000.0,302439000.0,302439000.0,,102978000.0,49666000.0,,,-1026016000.0,-90960000.0,-10926000.0,-433700000.0,,1006789000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 15:10:44+00:00,-119962000.0,16208000.0,,,19641000.0,3924000.0,29558000.0,42337000.0,,-61838000.0,17864000.0,159228000.0,,,,-61838000.0,17864000.0,159228000.0,119178000.0,73347000.0,73347000.0,,20474000.0,6705000.0,,,-184771000.0,-26845000.0,-10926000.0,-99954000.0,,349442000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q4,2012-10-01,2012-12-31,,-12357000.0,32510000.0,32355000.0,305000.0,28308000.0,317000.0,9474000.0,12610000.0,912000.0,-61783000.0,154227000.0,226721000.0,,,,-61783000.0,154227000.0,226721000.0,319482000.0,114029000.0,114029000.0,,42400000.0,752000.0,,,-246972000.0,-35668000.0,,-76057000.0,,449224000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 15:40:23+00:00,-514981000.0,114574000.0,32355000.0,305000.0,100299000.0,-492000.0,134585000.0,108406000.0,1962000.0,-149782000.0,-357940000.0,818527000.0,,,,-149782000.0,-357940000.0,818527000.0,310313000.0,352547000.0,352547000.0,,116522000.0,15204000.0,3450000.0,,-1441989000.0,-122958000.0,-24346000.0,-251008000.0,,1718538000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q3TTM,2011-10-01,2012-09-30,,-650802000.0,101399000.0,12195000.0,139000.0,96317000.0,-2028000.0,160556000.0,126575000.0,1050000.0,-146461000.0,-600883000.0,761369000.0,,,,-146461000.0,-600883000.0,761369000.0,11997000.0,347217000.0,347217000.0,,55880000.0,42370000.0,3450000.0,-17207000.0,-1588571000.0,-110367000.0,-24346000.0,-274903000.0,,1745407000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q3,2012-07-01,2012-09-30,,-408246000.0,32768000.0,,,25942000.0,1329000.0,16330000.0,34307000.0,,-51722000.0,-768312000.0,180992000.0,,,,-51722000.0,-768312000.0,180992000.0,-637713000.0,78245000.0,78245000.0,,27707000.0,5535000.0,3450000.0,,-642468000.0,-36043000.0,-16609000.0,-74955000.0,,314995000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-05 14:33:01+00:00,-502624000.0,82064000.0,,,71991000.0,-809000.0,125111000.0,95796000.0,1050000.0,-87999000.0,-512167000.0,591806000.0,,,,-87999000.0,-512167000.0,591806000.0,-9169000.0,238518000.0,238518000.0,,74122000.0,14452000.0,3450000.0,,-1195017000.0,-87290000.0,-24346000.0,-174951000.0,,1269314000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q2TTM,2011-07-01,2012-06-30,,-439265000.0,87740000.0,12195000.0,139000.0,94155000.0,-4386000.0,165542000.0,101969000.0,1050000.0,-208186000.0,-24815000.0,768411000.0,,,,-208186000.0,-24815000.0,768411000.0,531024000.0,361148000.0,361148000.0,,59826000.0,39304000.0,,-17207000.0,-1237551000.0,-103723000.0,-8372000.0,-324930000.0,,1755724000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q2,2012-04-01,2012-06-30,,-70284000.0,22294000.0,,,23504000.0,-3458000.0,13466000.0,31229000.0,1050000.0,35420000.0,371253000.0,167744000.0,,,,35420000.0,371253000.0,167744000.0,570959000.0,92006000.0,92006000.0,,16474000.0,8422000.0,,,-236450000.0,-28100000.0,-5281000.0,,,706087000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-06 14:40:47+00:00,-94378000.0,49296000.0,,,46049000.0,-2138000.0,108781000.0,61489000.0,1050000.0,-36277000.0,256145000.0,410814000.0,,,,-36277000.0,256145000.0,410814000.0,628544000.0,160273000.0,160273000.0,,46415000.0,8917000.0,,,-552549000.0,-51247000.0,-7737000.0,-99996000.0,,954319000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q1TTM,2011-04-01,2012-03-31,,-374946000.0,81925000.0,12195000.0,139000.0,91028000.0,-797000.0,173396000.0,113529000.0,,-302473000.0,-584153000.0,762964000.0,,,,-302473000.0,-584153000.0,762964000.0,-124459000.0,350550000.0,350550000.0,,66065000.0,32187000.0,,-17207000.0,-1508884000.0,-108234000.0,-6091000.0,-424891000.0,,1407911000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 13:56:05+00:00,-24094000.0,27002000.0,,,22545000.0,1320000.0,95315000.0,30260000.0,,-71697000.0,-115108000.0,243070000.0,,,,-71697000.0,-115108000.0,243070000.0,57585000.0,68267000.0,68267000.0,,29941000.0,495000.0,,,-316099000.0,-23147000.0,-2456000.0,-99996000.0,,248232000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q4,2013-10-01,2013-12-31,,-10489000.0,34838000.0,92672000.0,127000.0,34020000.0,-30000.0,-31957000.0,5085000.0,,-254006000.0,58609000.0,229694000.0,,,,-254006000.0,58609000.0,229694000.0,34267000.0,138644000.0,138644000.0,,54149000.0,-7038000.0,,,-278007000.0,-36279000.0,-2061000.0,-249992000.0,,383384000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 15:40:23+00:00,-347034000.0,139541000.0,92672000.0,127000.0,127959000.0,-781000.0,138626000.0,73655000.0,912000.0,-352281000.0,-938150000.0,928343000.0,,,,-352281000.0,-938150000.0,928343000.0,-362869000.0,339523000.0,339523000.0,,182694000.0,-18461000.0,0.0,,-1710800000.0,-162889000.0,-2061000.0,-406326000.0,,1282573000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q3TTM,2012-10-01,2013-09-30,,-348902000.0,137213000.0,32355000.0,305000.0,122247000.0,-434000.0,180057000.0,81180000.0,1824000.0,-160058000.0,-842532000.0,925370000.0,,,,-160058000.0,-842532000.0,925370000.0,-77654000.0,314908000.0,314908000.0,,170945000.0,-10671000.0,,,-1679765000.0,-162278000.0,,-232391000.0,,1348413000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q3,2013-07-01,2013-09-30,,-8002000.0,34716000.0,,,33440000.0,1076000.0,35871000.0,33611000.0,,-20250000.0,-220455000.0,222949000.0,,,,-20250000.0,-220455000.0,222949000.0,-16680000.0,76730000.0,76730000.0,,42192000.0,1437000.0,,,-437084000.0,-59829000.0,,-55298000.0,,284460000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-04 16:52:25+00:00,-336545000.0,104703000.0,,,93939000.0,-751000.0,170583000.0,68570000.0,912000.0,-98275000.0,-996759000.0,698649000.0,,,,-98275000.0,-996759000.0,698649000.0,-397136000.0,200879000.0,200879000.0,,128545000.0,-11423000.0,,,-1432793000.0,-126610000.0,0.0,-156334000.0,,899189000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q2TTM,2012-07-01,2013-06-30,,-749146000.0,135265000.0,32355000.0,305000.0,114749000.0,-181000.0,160516000.0,81876000.0,1824000.0,-191530000.0,-1390389000.0,883413000.0,,,,-191530000.0,-1390389000.0,883413000.0,-698687000.0,316423000.0,316423000.0,,156460000.0,-6573000.0,3450000.0,,-1885149000.0,-138492000.0,-16609000.0,-252048000.0,,1378948000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q2,2013-04-01,2013-06-30,,-2258000.0,34860000.0,,,31090000.0,-1369000.0,27756000.0,9708000.0,912000.0,-49134000.0,-146711000.0,208902000.0,,,,-49134000.0,-146711000.0,208902000.0,11688000.0,64461000.0,64461000.0,,50735000.0,-20082000.0,,,-357815000.0,-38484000.0,,-39672000.0,,251846000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-05 13:32:14+00:00,-328543000.0,69987000.0,,,60499000.0,-1827000.0,134712000.0,34959000.0,912000.0,-78025000.0,-776304000.0,475700000.0,,,,-78025000.0,-776304000.0,475700000.0,-380456000.0,124149000.0,124149000.0,,86353000.0,-12860000.0,,,-995709000.0,-66781000.0,0.0,-101036000.0,,614729000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q1TTM,2012-04-01,2013-03-31,,-817172000.0,122699000.0,32355000.0,305000.0,107163000.0,-2270000.0,146226000.0,103397000.0,1962000.0,-106976000.0,-872425000.0,842255000.0,,,,-106976000.0,-872425000.0,842255000.0,-139416000.0,343968000.0,343968000.0,,122199000.0,21931000.0,3450000.0,,-1763784000.0,-128108000.0,-21890000.0,-212376000.0,,1833189000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 16:04:23+00:00,-326285000.0,35127000.0,,,29409000.0,-458000.0,106956000.0,25251000.0,,-28891000.0,-629593000.0,266798000.0,,,,-28891000.0,-629593000.0,266798000.0,-392144000.0,59688000.0,59688000.0,,35618000.0,7222000.0,,,-637894000.0,-28297000.0,0.0,-61364000.0,,362883000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 15:20:26+00:00,-114735000.0,215618000.0,130502000.0,5027000.0,137945000.0,-4447000.0,59888000.0,148393000.0,1415717000.0,-292668000.0,-569457000.0,845981000.0,,,,-292668000.0,-569457000.0,845981000.0,-20591000.0,251723000.0,251723000.0,,180807000.0,-211828000.0,0.0,,-2390950000.0,-165417000.0,-4065000.0,-1640885000.0,,2101645000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2014.0,Q4,2014-10-01,2014-12-31,,-58681000.0,215618000.0,130502000.0,5027000.0,-113375000.0,-2719000.0,-53982000.0,7944000.0,,-37139000.0,-133211000.0,190431000.0,,,,-37139000.0,-133211000.0,190431000.0,17362000.0,95228000.0,95228000.0,,46942000.0,-4885000.0,-1084000.0,,-499905000.0,-49975000.0,-299000.0,-39899000.0,,476434000.0
