company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 21:30:10+00:00,17387000.0,1.18,1.18,,1.14,,36425000.0,590409000.0,214483000.0,214483000.0,,214483000.0,,137607000.0,1391942000.0,-466000.0,,214903000.0,0.0,229229000.0,137607000.0,1254335000.0,737000.0,49704000.0,1051928000.0,202407000.0,48501000.0,250908000.0,1391942000.0,181800000.0,181501000.0,187380000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:36:32+00:00,22724000.0,0.97,0.97,,0.96,,18647000.0,669569000.0,178276000.0,178276000.0,,178276000.0,,175132000.0,1583354000.0,-4140000.0,,289249000.0,,256679000.0,175132000.0,1408222000.0,444000.0,31506000.0,1238221000.0,170001000.0,26922000.0,196923000.0,1583354000.0,183800000.0,183023000.0,186682000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 15:21:16+00:00,5468000.0,0.27,0.27,,0.26,,1731000.0,169072000.0,49149000.0,49149000.0,,49149000.0,,42288000.0,398893000.0,-3992000.0,,72500000.0,0.0,61866000.0,42288000.0,356605000.0,143000.0,7316000.0,308906000.0,47699000.0,3181000.0,50880000.0,398893000.0,182000000.0,182228000.0,185666000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 14:57:02+00:00,5707000.0,0.19,0.19,,0.18,,563000.0,169244000.0,34649000.0,34649000.0,,34649000.0,,45857000.0,391730000.0,-1222000.0,,73965000.0,0.0,68067000.0,45857000.0,345873000.0,55000.0,7599000.0,316983000.0,28890000.0,6322000.0,35212000.0,391730000.0,182400000.0,183595000.0,188021000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q4,2009-10-01,2009-12-31,,5704000.0,0.49,0.49,,0.47,,-6948000.0,180101000.0,88148000.0,88148000.0,,88148000.0,,52615000.0,451160000.0,-407000.0,,66918000.0,3646000.0,64328000.0,52615000.0,398545000.0,-243000.0,3516000.0,320697000.0,77848000.0,3352000.0,81200000.0,451160000.0,181900000.0,181805000.0,184985000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:11:48+00:00,20972000.0,1.05,1.05,,1.03,,2875000.0,679053000.0,191017000.0,191017000.0,,191017000.0,0.0,187310000.0,1614088000.0,532000.0,,281980000.0,26473000.0,239623000.0,187310000.0,1426778000.0,,14683000.0,1248101000.0,178677000.0,15215000.0,193892000.0,1614088000.0,181900000.0,181805000.0,184985000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q3YTD,2009-01-01,2009-09-30,,15268000.0,0.56,0.56,,0.56,,9823000.0,498952000.0,102869000.0,102869000.0,,102869000.0,,134695000.0,1162928000.0,939000.0,,215062000.0,22827000.0,175295000.0,134695000.0,1028233000.0,243000.0,11167000.0,927404000.0,100829000.0,11863000.0,112692000.0,1162928000.0,184200000.0,182531000.0,186334000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 13:40:56+00:00,5111000.0,0.29,0.29,,0.29,,8302000.0,168233000.0,53423000.0,53423000.0,,53423000.0,,45418000.0,401042000.0,1651000.0,,68865000.0,61000.0,57254000.0,45418000.0,355624000.0,85000.0,4059000.0,299524000.0,56100000.0,5625000.0,61725000.0,401042000.0,184200000.0,182531000.0,186334000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q2YTD,2009-01-01,2009-06-30,,10157000.0,0.27,0.27,,0.27,,1521000.0,330719000.0,49446000.0,49446000.0,,49446000.0,,89277000.0,761886000.0,-712000.0,,146197000.0,22766000.0,118041000.0,89277000.0,672609000.0,158000.0,7108000.0,627880000.0,44729000.0,6238000.0,50967000.0,761886000.0,184900000.0,181567000.0,184740000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 15:23:54+00:00,5163000.0,0.23,0.23,,0.23,,2276000.0,167130000.0,42519000.0,42519000.0,,42519000.0,,44061000.0,392828000.0,710000.0,,75160000.0,2036000.0,59552000.0,44061000.0,348767000.0,34000.0,4393000.0,309041000.0,39726000.0,5069000.0,44795000.0,392828000.0,184900000.0,181567000.0,184740000.0
