company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q1,,2011-03-31,2011-05-09 14:28:58+00:00,47610000.0,297190000.0,248266000.0,10934000.0,515340000.0,,3197342000.0,678186000.0,84291000.0,,1040548000.0,198921000.0,,708906000.0,7513000.0,261235000.0,7441000.0,110569000.0,59794000.0,,,51322000.0,48960000.0,,,112926000.0,,1928652000.0,,414579000.0,3752565000.0,2611533000.0,1431839000.0,974062000.0,2611533000.0,2618974000.0,1133591000.0,3752565000.0,2059491000.0,159529000.0,0.0,-2525395000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2013.0,FY,,2013-12-31,2015-02-19 15:40:23+00:00,78452000.0,654821000.0,257606000.0,4951000.0,280740000.0,0.0,3974588000.0,1098681000.0,48470000.0,29322000.0,1768949000.0,509595000.0,0.0,855700000.0,14107000.0,338996000.0,,313059000.0,115418000.0,,,60496000.0,115322000.0,,,110981000.0,,2903541000.0,,453976000.0,5212249000.0,3319807000.0,1563095000.0,1464061000.0,3319807000.0,3319807000.0,1892442000.0,5212249000.0,3310158000.0,428381000.0,0.0,-3563273000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2014.0,FY,,2014-12-31,2015-11-04 10:42:53+00:00,79884000.0,674401000.0,298079000.0,-36790000.0,260149000.0,0.0,4293001000.0,1200093000.0,45892000.0,12053000.0,1796851000.0,390717000.0,1292953000.0,1073110000.0,12617000.0,367779000.0,-10475660000.0,357771000.0,128198000.0,,,67028000.0,97529000.0,,,166005000.0,,3155264000.0,,529260000.0,5512007000.0,12649305000.0,1688324000.0,1590109000.0,12649305000.0,2173645000.0,3338362000.0,5512007000.0,3455904000.0,1748253000.0,0.0,5237830000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2015.0,FY,,2015-12-31,2017-02-16 15:20:26+00:00,95396000.0,669276000.0,317468000.0,-28527000.0,368518000.0,0.0,4567218000.0,1249754000.0,,18351000.0,1962722000.0,283418000.0,1311071000.0,891964000.0,10521000.0,373817000.0,,414314000.0,215196000.0,,,56449000.0,87717000.0,,,132784000.0,0.0,3474625000.0,0.0,502852000.0,5467517000.0,1973446000.0,1683951000.0,1680969000.0,1973446000.0,1973446000.0,3494071000.0,5467517000.0,3409749000.0,1813102000.0,0.0,-6039870000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2016.0,FY,,2016-12-31,2018-02-16 10:57:07+00:00,72724000.0,681206000.0,256799000.0,-28704000.0,836095000.0,0.0,4761891000.0,1208229000.0,,39771000.0,1585893000.0,173681000.0,0.0,980142000.0,12522000.0,261954000.0,,476135000.0,233900000.0,179689000.0,172670000.0,54449000.0,119813000.0,538931000.0,7708000.0,124842000.0,79495000.0,4010737000.0,1348156000.0,726923000.0,6390227000.0,2608727000.0,2561277000.0,3098349000.0,2608727000.0,2608727000.0,3702005000.0,6390227000.0,3566996000.0,603656000.0,0.0,-6135197000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2016.0,Q3,,2016-09-30,2016-11-04 13:53:49+00:00,85655000.0,475085000.0,279947000.0,-22835000.0,1308683000.0,0.0,4687645000.0,1194101000.0,,51341000.0,1965024000.0,247392000.0,0.0,789038000.0,14809000.0,352521000.0,,418169000.0,231681000.0,,,64460000.0,114931000.0,,,119482000.0,87841000.0,3810887000.0,1338782000.0,354328000.0,5922503000.0,2351736000.0,2272387000.0,2949826000.0,2351736000.0,2351736000.0,3482926000.0,5922503000.0,3297595000.0,533100000.0,0.0,-6123961000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2016.0,Q2,,2016-06-30,2016-08-05 17:03:48+00:00,72639000.0,504420000.0,315259000.0,-21900000.0,666232000.0,0.0,4697360000.0,1211103000.0,,27682000.0,1962169000.0,260668000.0,1329478000.0,854486000.0,11509000.0,365804000.0,,425979000.0,214505000.0,,,54791000.0,90029000.0,,,135031000.0,,3678986000.0,,684599000.0,5714214000.0,2242045000.0,2001791000.0,1626683000.0,2242045000.0,2242045000.0,3472169000.0,5714214000.0,3346619000.0,1845486000.0,0.0,-6112401000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2016.0,Q1,,2016-03-31,2016-05-06 10:38:39+00:00,85490000.0,450000000.0,310881000.0,-21063000.0,513306000.0,0.0,4632464000.0,1209435000.0,,18458000.0,1962232000.0,281796000.0,1320240000.0,849490000.0,12194000.0,376012000.0,,412580000.0,205938000.0,,,55651000.0,93525000.0,,,169622000.0,,3558088000.0,,642448000.0,5518689000.0,2068080000.0,1787570000.0,1624264000.0,2068080000.0,2068080000.0,3450609000.0,5518689000.0,3355107000.0,1826345000.0,0.0,-6101409000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2017.0,FY,,2017-12-31,2018-11-05 17:11:29+00:00,66893000.0,712535000.0,277679000.0,-10806000.0,1115130000.0,0.0,4883976000.0,1308474000.0,,34033000.0,1614494000.0,141952000.0,2127474000.0,984328000.0,13912000.0,252932000.0,,891226000.0,152362000.0,,,52685000.0,121936000.0,,,147330000.0,0.0,3509484000.0,0.0,632516000.0,5820176000.0,992461000.0,2621423000.0,1687079000.0,992461000.0,992461000.0,4827715000.0,5820176000.0,2945821000.0,3140636000.0,0.0,-7390193000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2017.0,Q3,,2017-09-30,2017-11-02 13:17:26+00:00,56772000.0,464801000.0,225036000.0,-8667000.0,940869000.0,0.0,4995159000.0,1173348000.0,,3493000.0,1617124000.0,168093000.0,1376673000.0,1054952000.0,14892000.0,254297000.0,,505723000.0,195755000.0,0.0,0.0,57502000.0,122740000.0,0.0,0.0,168218000.0,0.0,3790452000.0,40000000.0,562893000.0,5499396000.0,1995611000.0,2151673000.0,1498649000.0,1995611000.0,1995611000.0,3503785000.0,5499396000.0,3093426000.0,2005136000.0,0.0,-6781333000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2017.0,Q2,,2017-06-30,2017-08-04 16:13:17+00:00,65265000.0,541315000.0,240808000.0,-8779000.0,844771000.0,0.0,4922492000.0,1205692000.0,,4724000.0,1617105000.0,187550000.0,1367092000.0,1045384000.0,13229000.0,252925000.0,,510209000.0,177375000.0,0.0,0.0,64083000.0,125418000.0,0.0,0.0,176080000.0,0.0,3663732000.0,30000000.0,511092000.0,5430909000.0,1881701000.0,2086487000.0,1546489000.0,1881701000.0,1881701000.0,3549208000.0,5430909000.0,3091497000.0,2002719000.0,0.0,-6695744000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2017.0,Q1,,2017-03-31,2017-05-08 14:52:36+00:00,64075000.0,485769000.0,255013000.0,-10934000.0,907977000.0,0.0,4883143000.0,1169891000.0,,28188000.0,1616817000.0,199339000.0,1357580000.0,952157000.0,15210000.0,260149000.0,,493862000.0,184208000.0,0.0,13820000.0,62739000.0,144395000.0,0.0,0.0,170083000.0,0.0,3553680000.0,100000000.0,506118000.0,5360566000.0,1733742000.0,2085157000.0,1630987000.0,1733742000.0,1733742000.0,3626824000.0,5360566000.0,3015260000.0,1995837000.0,0.0,-6692147000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2018.0,FY,,2018-12-31,2020-02-14 11:47:15+00:00,75551000.0,688420000.0,290492000.0,-8154000.0,618766000.0,0.0,5404810000.0,1345243000.0,,44409000.0,1802670000.0,167187000.0,741825000.0,574319000.0,21905000.0,243396000.0,,774956000.0,136998000.0,,,124578000.0,148499000.0,,,174195000.0,8110000.0,4169019000.0,1155445000.0,583615000.0,5136049000.0,551519000.0,2086901000.0,2911140000.0,551519000.0,551519000.0,4576420000.0,5136049000.0,2805752000.0,1665280000.0,0.0,-9014156000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2018.0,Q3,,2018-09-30,2018-11-05 17:11:29+00:00,71110000.0,413509000.0,293883000.0,-18291000.0,1205182000.0,0.0,5194236000.0,1212280000.0,,29918000.0,1661264000.0,128297000.0,741551000.0,657727000.0,21386000.0,247544000.0,,754417000.0,127703000.0,,,116031000.0,144892000.0,,,229188000.0,19286000.0,4052211000.0,1415970000.0,628696000.0,5436527000.0,753220000.0,2497961000.0,3023161000.0,753220000.0,753220000.0,4664021000.0,5436527000.0,2691022000.0,1640860000.0,0.0,-8474936000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2018.0,Q2,,2018-06-30,2018-08-03 10:04:14+00:00,86533000.0,528386000.0,277275000.0,-18718000.0,1021708000.0,0.0,5116647000.0,1243032000.0,,1261000.0,1662438000.0,141989000.0,741277000.0,825444000.0,20282000.0,246025000.0,,802593000.0,119760000.0,,,104015000.0,143677000.0,,,208648000.0,28081000.0,3893354000.0,1406157000.0,487367000.0,5366062000.0,636176000.0,2266391000.0,3014258000.0,636176000.0,636176000.0,4701805000.0,5366062000.0,2853646000.0,1687547000.0,0.0,-8355107000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2018.0,Q1,,2018-03-31,2018-05-04 09:46:29+00:00,68702000.0,427890000.0,243940000.0,-14874000.0,954697000.0,0.0,4938841000.0,1204199000.0,,4818000.0,1662568000.0,155895000.0,2137418000.0,773654000.0,13569000.0,249696000.0,,816442000.0,114277000.0,,,105977000.0,138580000.0,,,168987000.0,,3786521000.0,,510267000.0,5137477000.0,523378000.0,2075410000.0,1521659000.0,523378000.0,523378000.0,4614099000.0,5137477000.0,2812371000.0,3092440000.0,0.0,-8187110000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2019.0,FY,,2019-12-31,2020-05-05 10:53:54+00:00,84538000.0,720359000.0,331680000.0,-5127000.0,545761000.0,0.0,6249384000.0,1352333000.0,,60036000.0,1798408000.0,108478000.0,742926000.0,16640000.0,15898000.0,231894000.0,,702849000.0,361814000.0,,,358960000.0,276908000.0,,,187659000.0,,4660145000.0,,43055000.0,4388926000.0,837656000.0,1512732000.0,1828587000.0,837656000.0,837656000.0,3551270000.0,4388926000.0,2644300000.0,1722683000.0,0.0,-10066746000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2019.0,Q3,,2019-09-30,2019-11-01 11:26:33+00:00,72659000.0,426842000.0,294915000.0,-6482000.0,493834000.0,0.0,6170895000.0,1200496000.0,,45615000.0,1798408000.0,119055000.0,742704000.0,21374000.0,18518000.0,236788000.0,,674467000.0,301062000.0,,,360406000.0,287326000.0,,,199434000.0,0.0,4500876000.0,0.0,55372000.0,4031093000.0,712911000.0,1194000000.0,1613685000.0,712911000.0,712911000.0,3318182000.0,4031093000.0,2600305000.0,1704497000.0,0.0,-9952378000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2019.0,Q2,,2019-06-30,2019-08-06 15:27:10+00:00,96768000.0,530102000.0,284385000.0,-4610000.0,504720000.0,0.0,6079277000.0,1288910000.0,,11463000.0,1800275000.0,145048000.0,742482000.0,30484000.0,22888000.0,245395000.0,,715195000.0,116929000.0,,,325351000.0,287971000.0,,,155579000.0,0.0,4277586000.0,0.0,58425000.0,3935196000.0,508022000.0,1271714000.0,1681526000.0,508022000.0,508022000.0,3427174000.0,3935196000.0,2418087000.0,1745648000.0,0.0,-9844231000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2019.0,Q1,,2019-03-31,2019-05-10 16:39:55+00:00,81476000.0,482647000.0,292663000.0,-5483000.0,1612679000.0,0.0,5496247000.0,1303210000.0,,2220000.0,1802756000.0,155091000.0,742100000.0,86340000.0,23145000.0,243132000.0,,739133000.0,104448000.0,,,322679000.0,287414000.0,,,160938000.0,1200000.0,4232181000.0,1163199000.0,173601000.0,5167456000.0,554878000.0,2453010000.0,2842768000.0,554878000.0,554878000.0,4611415000.0,5167456000.0,2471314000.0,1768647000.0,0.0,-9168067000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2020.0,Q1,,2020-03-31,2020-05-05 10:53:54+00:00,105218000.0,700026000.0,362386000.0,-7810000.0,524881000.0,0.0,6125909000.0,1340456000.0,,65989000.0,1798408000.0,101132000.0,1730961000.0,12721000.0,17323000.0,225098000.0,,673738000.0,367074000.0,,,365741000.0,271408000.0,,,193179000.0,,4794964000.0,,25644000.0,4331227000.0,-218929000.0,1461053000.0,1874049000.0,-218929000.0,-218929000.0,4550156000.0,4331227000.0,2645076000.0,2676107000.0,0.0,-11131992000.0
