company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2008.0,FY,,2008-12-31,2010-02-23 21:30:10+00:00,46672000.0,231296000.0,195550000.0,-15852000.0,326121000.0,,2305443000.0,488695000.0,37792000.0,,904504000.0,270222000.0,,275585000.0,11226000.0,254334000.0,,44780000.0,12936000.0,,,36585000.0,744000.0,,,84530000.0,,1387067000.0,,249175000.0,2694306000.0,1917865000.0,940140000.0,730917000.0,1917865000.0,1917865000.0,776441000.0,2694306000.0,1499832000.0,45524000.0,0.0,-1758793000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,FY,,2009-12-31,2011-02-24 16:36:32+00:00,57352000.0,304912000.0,221498000.0,-2060000.0,261443000.0,,2587992000.0,555514000.0,54589000.0,,899819000.0,213195000.0,,607646000.0,8664000.0,247703000.0,,63336000.0,37944000.0,,,45545000.0,4940000.0,,,71519000.0,,1578084000.0,,338168000.0,3091147000.0,2188507000.0,1039295000.0,834364000.0,2188507000.0,2188507000.0,902640000.0,3091147000.0,1804149000.0,68276000.0,0.0,-1975509000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q3,,2009-09-30,2009-11-04 15:21:16+00:00,47220000.0,237897000.0,183121000.0,7520000.0,300368000.0,,2528285000.0,495193000.0,35152000.0,,900294000.0,228536000.0,,511701000.0,8793000.0,251174000.0,,60741000.0,15083000.0,,,45921000.0,835000.0,,,100756000.0,,1489936000.0,,278299000.0,2913974000.0,2126864000.0,961265000.0,725534000.0,2126864000.0,2126864000.0,787110000.0,2913974000.0,1701535000.0,61576000.0,0.0,-1898877000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2009.0,Q2,,2009-06-30,2009-08-07 14:57:02+00:00,42586000.0,224184000.0,186668000.0,-5592000.0,294210000.0,0.0,2440704000.0,490276000.0,34252000.0,,899618000.0,242203000.0,,407669000.0,9864000.0,254025000.0,,47774000.0,15137000.0,,,45227000.0,1126000.0,,,104414000.0,,1436513000.0,,285465000.0,2816268000.0,2047838000.0,952389000.0,719530000.0,2047838000.0,2047838000.0,768430000.0,2816268000.0,1609854000.0,48900000.0,0.0,-1823787000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,FY,,2010-12-31,2012-02-23 15:11:48+00:00,65842000.0,378395000.0,289838000.0,2023000.0,396162000.0,0.0,3112464000.0,664332000.0,86226000.0,,921100000.0,178144000.0,,791854000.0,6980000.0,250482000.0,7597000.0,114638000.0,43815000.0,,,47726000.0,8362000.0,,,105073000.0,,1855149000.0,,497643000.0,3703600000.0,2552991000.0,1470479000.0,1020012000.0,2552991000.0,2560588000.0,1143012000.0,3703600000.0,1982639000.0,123000000.0,0.0,-2416645000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q3,,2010-09-30,2010-11-09 13:40:56+00:00,58472000.0,273286000.0,250051000.0,2494000.0,398988000.0,,3019762000.0,580739000.0,61463000.0,,923463000.0,191079000.0,,689211000.0,7349000.0,247208000.0,8221000.0,99434000.0,17677000.0,,,41701000.0,6697000.0,,,142371000.0,,1760769000.0,,503191000.0,3496987000.0,2493373000.0,1386648000.0,889262000.0,2493373000.0,2501594000.0,995393000.0,3496987000.0,1863131000.0,106131000.0,0.0,-2289652000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q2,,2010-06-30,2010-08-09 15:23:54+00:00,52583000.0,319378000.0,236871000.0,-10590000.0,344704000.0,,2844987000.0,594939000.0,56330000.0,,912848000.0,197223000.0,,585418000.0,7374000.0,242979000.0,8221000.0,91424000.0,26082000.0,,,42387000.0,6757000.0,,,105546000.0,,1672990000.0,,478321000.0,3318590000.0,2327795000.0,1311653000.0,884393000.0,2327795000.0,2336016000.0,982574000.0,3318590000.0,1763958000.0,98181000.0,0.0,-2179592000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2010.0,Q1,,2010-03-31,2010-05-05 15:10:47+00:00,54166000.0,242607000.0,209042000.0,-5675000.0,281847000.0,,2784831000.0,570743000.0,55068000.0,,912406000.0,211154000.0,,717933000.0,7337000.0,243094000.0,8221000.0,65544000.0,24980000.0,,,42168000.0,4334000.0,,,108646000.0,,1625433000.0,,391220000.0,3238460000.0,2326410000.0,1086725000.0,833951000.0,2326410000.0,2334631000.0,903829000.0,3238460000.0,1908641000.0,69878000.0,0.0,-2078179000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q3,,2011-09-30,2011-11-07 16:22:16+00:00,57490000.0,339494000.0,282869000.0,-5011000.0,312130000.0,0.0,3315888000.0,710379000.0,85477000.0,,1150033000.0,288778000.0,,765822000.0,7024000.0,277951000.0,0.0,123287000.0,35299000.0,,,53340000.0,48914000.0,,,104595000.0,,2102772000.0,,462921000.0,3882864000.0,2659925000.0,1311641000.0,1050738000.0,2659925000.0,2659925000.0,1222939000.0,3882864000.0,2293272000.0,172201000.0,0.0,-2753724000.0
Citrix Systems Inc,CTXS,HCTKJGUQOPZ5NBK7NP58,877890,2011.0,Q2,,2011-06-30,2011-08-08 14:34:55+00:00,61056000.0,338734000.0,265622000.0,12919000.0,430816000.0,0.0,3268586000.0,711627000.0,85096000.0,,1043014000.0,188348000.0,,800649000.0,7332000.0,272685000.0,,118178000.0,56805000.0,,,55632000.0,49717000.0,,,122973000.0,,2010596000.0,,467605000.0,3869689000.0,2663489000.0,1452556000.0,1038305000.0,2663489000.0,2663489000.0,1206200000.0,3869689000.0,2144448000.0,167895000.0,0.0,-2628612000.0
