company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 11:48:45+00:00,262000000.0,-22.55,-22.55,0.0,2826000000.0,-22.55,14822000000.0,-5109000000.0,,-7963000000.0,-7963000000.0,-7344000000.0,-619000000.0,8145000000.0,17200000000.0,-367000000.0,58000000.0,15000000.0,2854000000.0,8145000000.0,9055000000.0,923000000.0,,20837000000.0,-11782000000.0,-1290000000.0,-13072000000.0,17200000000.0,325700000.0,325700000.0,325700000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,Q3YTD,2009-01-01,2009-09-30,,183000000.0,2.12,2.12,30.81,2105000000.0,2.12,,600000000.0,,769000000.0,769000000.0,748000000.0,21000000.0,6423000000.0,13336000000.0,-83000000.0,-2000000.0,64000000.0,2137000000.0,6423000000.0,6913000000.0,974000000.0,,4487000000.0,2426000000.0,-1057000000.0,1369000000.0,13336000000.0,352600000.0,352400000.0,354500000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 07:35:32+00:00,64000000.0,0.76,0.76,0.0,713000000.0,0.76,,193000000.0,,268000000.0,268000000.0,268000000.0,0.0,2163000000.0,4498000000.0,-19000000.0,0.0,14000000.0,716000000.0,2163000000.0,2335000000.0,348000000.0,,1507000000.0,828000000.0,-367000000.0,461000000.0,4498000000.0,352600000.0,352400000.0,354500000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,Q2YTD,2009-01-01,2009-06-30,,119000000.0,1.36,1.36,30.81,1392000000.0,1.36,,407000000.0,,501000000.0,501000000.0,480000000.0,21000000.0,4260000000.0,8838000000.0,-64000000.0,-2000000.0,50000000.0,1421000000.0,4260000000.0,4578000000.0,626000000.0,,2980000000.0,1598000000.0,-690000000.0,908000000.0,8838000000.0,351100000.0,352300000.0,353700000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 07:26:49+00:00,62000000.0,0.9,0.9,0.0,701000000.0,0.89,,216000000.0,,317000000.0,317000000.0,316000000.0,1000000.0,2128000000.0,4474000000.0,-13000000.0,-2000000.0,7000000.0,696000000.0,2128000000.0,2346000000.0,336000000.0,,1464000000.0,882000000.0,-349000000.0,533000000.0,4474000000.0,351100000.0,352300000.0,353700000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 07:41:27+00:00,57000000.0,0.48,0.48,30.81,691000000.0,0.48,,191000000.0,,184000000.0,184000000.0,164000000.0,20000000.0,2132000000.0,4364000000.0,-51000000.0,,43000000.0,725000000.0,2132000000.0,2232000000.0,290000000.0,,1516000000.0,716000000.0,-341000000.0,375000000.0,4364000000.0,341700000.0,339000000.0,339600000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 07:32:00+00:00,29000000.0,1.0,1.0,0.4,745000000.0,1.0,,193000000.0,,363000000.0,363000000.0,360000000.0,3000000.0,2221000000.0,4734000000.0,-25000000.0,,13000000.0,799000000.0,2221000000.0,2513000000.0,346000000.0,,1586000000.0,927000000.0,-371000000.0,556000000.0,4734000000.0,360000000.0,355500000.0,361000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q3YTD,2010-01-01,2010-09-30,,156000000.0,2.58,2.58,,2237000000.0,2.58,,683000000.0,,920000000.0,920000000.0,916000000.0,4000000.0,6605000000.0,14067000000.0,-58000000.0,,44000000.0,2330000000.0,6605000000.0,7462000000.0,1034000000.0,,4767000000.0,2695000000.0,-1092000000.0,1603000000.0,14067000000.0,360000000.0,355500000.0,361000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 07:41:36+00:00,62000000.0,0.96,0.96,0.4,749000000.0,0.95,,217000000.0,,342000000.0,342000000.0,342000000.0,0.0,2205000000.0,4734000000.0,-18000000.0,,20000000.0,780000000.0,2205000000.0,2529000000.0,341000000.0,,1611000000.0,918000000.0,-359000000.0,559000000.0,4734000000.0,356300000.0,354800000.0,360100000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q2YTD,2010-01-01,2010-06-30,,127000000.0,1.57,1.57,,1492000000.0,1.57,,490000000.0,,557000000.0,557000000.0,556000000.0,1000000.0,4384000000.0,9333000000.0,-33000000.0,,31000000.0,1531000000.0,4384000000.0,4949000000.0,688000000.0,,3181000000.0,1768000000.0,-721000000.0,1047000000.0,9333000000.0,356300000.0,354800000.0,360100000.0
