company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2009.0,FY,,2009-12-31,2011-02-18 11:48:45+00:00,478000000.0,738000000.0,-319000000.0,1048000000.0,,9817000000.0,170000000.0,139000000.0,,2111000000.0,24366000000.0,22331000000.0,975000000.0,13919000000.0,4000000.0,8957000000.0,663000000.0,252000000.0,1572000000.0,,221000000.0,759000000.0,,-813000000.0,,,43694000000.0,8685000000.0,2102000000.0,2958000000.0,8685000000.0,8689000000.0,35005000000.0,43694000000.0,27673000000.0,32047000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q3,,2010-09-30,2010-11-04 07:35:32+00:00,342000000.0,787000000.0,-289000000.0,1128000000.0,,9611000000.0,163000000.0,133000000.0,,2090000000.0,24231000000.0,21314000000.0,905000000.0,13666000000.0,8000000.0,9382000000.0,673000000.0,409000000.0,1504000000.0,,451000000.0,761000000.0,,103000000.0,,,43686000000.0,9425000000.0,2343000000.0,2796000000.0,9425000000.0,9433000000.0,34253000000.0,43686000000.0,27677000000.0,31457000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q2,,2010-06-30,2010-08-05 07:26:49+00:00,333000000.0,783000000.0,-293000000.0,814000000.0,,9722000000.0,180000000.0,130000000.0,,2090000000.0,24248000000.0,21247000000.0,933000000.0,13722000000.0,4000000.0,9110000000.0,657000000.0,155000000.0,1569000000.0,,349000000.0,700000000.0,,-257000000.0,,,43098000000.0,9172000000.0,1756000000.0,2865000000.0,9172000000.0,9176000000.0,33922000000.0,43098000000.0,27620000000.0,31057000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2010.0,Q1,,2010-03-31,2010-04-29 07:41:27+00:00,279000000.0,779000000.0,-314000000.0,361000000.0,,9806000000.0,178000000.0,139000000.0,,2112000000.0,24304000000.0,21138000000.0,961000000.0,13721000000.0,5000000.0,9043000000.0,548000000.0,239000000.0,1595000000.0,,241000000.0,716000000.0,,-599000000.0,,,42626000000.0,8893000000.0,1287000000.0,2831000000.0,8893000000.0,8898000000.0,33728000000.0,42626000000.0,27618000000.0,30897000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2011.0,FY,,2011-12-31,2013-02-15 12:24:41+00:00,545000000.0,807000000.0,-559000000.0,5177000000.0,0.0,8021000000.0,169000000.0,267000000.0,,2247000000.0,24500000000.0,24320000000.0,774000000.0,13905000000.0,7000000.0,10198000000.0,767000000.0,,1727000000.0,0.0,452000000.0,851000000.0,187000000.0,68000000.0,2122000000.0,0.0,48276000000.0,7530000000.0,6398000000.0,5370000000.0,7530000000.0,7537000000.0,40739000000.0,48276000000.0,27973000000.0,35369000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2011.0,Q2,,2011-06-30,2011-07-28 07:41:36+00:00,300000000.0,827000000.0,-317000000.0,3510000000.0,,8631000000.0,177000000.0,147000000.0,,2233000000.0,24288000000.0,23922000000.0,809000000.0,13583000000.0,8000000.0,9981000000.0,704000000.0,170000000.0,1576000000.0,,460000000.0,811000000.0,,-273000000.0,261000000.0,,45904000000.0,8041000000.0,4531000000.0,3141000000.0,8041000000.0,8049000000.0,37855000000.0,45904000000.0,27790000000.0,34714000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2011.0,Q1,,2011-03-31,2011-04-28 07:42:00+00:00,290000000.0,812000000.0,-287000000.0,3033000000.0,,9054000000.0,182000000.0,176000000.0,,2091000000.0,24224000000.0,23077000000.0,836000000.0,13562000000.0,7000000.0,9892000000.0,632000000.0,201000000.0,1481000000.0,,384000000.0,766000000.0,,-135000000.0,,,45139000000.0,8632000000.0,4042000000.0,2765000000.0,8632000000.0,8639000000.0,36500000000.0,45139000000.0,27535000000.0,33735000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2012.0,FY,,2012-12-31,2014-02-18 11:32:27+00:00,647000000.0,872000000.0,-663000000.0,3304000000.0,0.0,7579000000.0,,317000000.0,183000000.0,2889000000.0,26652000000.0,25171000000.0,87000000.0,14742000000.0,4000000.0,11280000000.0,883000000.0,,1805000000.0,300000000.0,562000000.0,750000000.0,223000000.0,363000000.0,1518000000.0,150000000.0,49809000000.0,7279000000.0,4877000000.0,5325000000.0,7279000000.0,7283000000.0,42526000000.0,49809000000.0,30190000000.0,37201000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2012.0,Q3,,2012-09-30,2012-11-05 07:24:40+00:00,458000000.0,875000000.0,-541000000.0,3853000000.0,,7710000000.0,191000000.0,372000000.0,,2893000000.0,26677000000.0,25187000000.0,88000000.0,14510000000.0,8000000.0,11262000000.0,899000000.0,,1834000000.0,300000000.0,555000000.0,485000000.0,238000000.0,440000000.0,1876000000.0,,50085000000.0,7609000000.0,5362000000.0,5534000000.0,7609000000.0,7617000000.0,42468000000.0,50085000000.0,30213000000.0,36934000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2012.0,Q2,,2012-06-30,2012-08-02 07:18:02+00:00,399000000.0,884000000.0,-594000000.0,3226000000.0,0.0,7872000000.0,187000000.0,379000000.0,,2879000000.0,26691000000.0,25381000000.0,771000000.0,14526000000.0,8000000.0,11084000000.0,791000000.0,,1828000000.0,,484000000.0,954000000.0,190000000.0,79000000.0,1855000000.0,,49937000000.0,7357000000.0,4586000000.0,5153000000.0,7357000000.0,7365000000.0,42572000000.0,49937000000.0,30825000000.0,37419000000.0
