company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2013.0,FY,,2013-12-31,2015-02-13 11:40:21+00:00,565000000.0,869000000.0,44000000.0,525000000.0,0.0,6954000000.0,,334000000.0,188000000.0,3196000000.0,26564000000.0,23285000000.0,56000000.0,15056000000.0,4000000.0,12098000000.0,954000000.0,,1837000000.0,,1257000000.0,717000000.0,331000000.0,-55000000.0,1767000000.0,,48273000000.0,6943000000.0,2144000000.0,5226000000.0,6943000000.0,6947000000.0,41326000000.0,48273000000.0,31073000000.0,36100000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2013.0,Q3,,2013-09-30,2013-10-31 07:36:17+00:00,468000000.0,897000000.0,-516000000.0,876000000.0,0.0,7059000000.0,,309000000.0,192000000.0,2886000000.0,26585000000.0,23261000000.0,83000000.0,14627000000.0,4000000.0,11714000000.0,892000000.0,,1636000000.0,0.0,594000000.0,826000000.0,329000000.0,119000000.0,1771000000.0,250000000.0,47431000000.0,6662000000.0,2656000000.0,4964000000.0,6662000000.0,6666000000.0,40765000000.0,47431000000.0,30148000000.0,35801000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2013.0,Q2,,2013-06-30,2013-08-01 07:21:09+00:00,521000000.0,887000000.0,-603000000.0,2623000000.0,0.0,7269000000.0,,317000000.0,196000000.0,2885000000.0,26609000000.0,23111000000.0,84000000.0,14690000000.0,4000000.0,11538000000.0,858000000.0,,1821000000.0,300000000.0,350000000.0,861000000.0,237000000.0,42000000.0,3281000000.0,575000000.0,49228000000.0,6708000000.0,4610000000.0,7006000000.0,6708000000.0,6712000000.0,42516000000.0,49228000000.0,29928000000.0,35510000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2014.0,FY,,2014-12-31,2016-02-12 09:47:20+00:00,567000000.0,902000000.0,-324000000.0,707000000.0,0.0,7175000000.0,,,198000000.0,3137000000.0,26535000000.0,22604000000.0,64000000.0,15990000000.0,4000000.0,12291000000.0,949000000.0,,1813000000.0,,370000000.0,726000000.0,383000000.0,1162000000.0,1017000000.0,,48135000000.0,8013000000.0,2039000000.0,4497000000.0,8013000000.0,8017000000.0,40118000000.0,48135000000.0,30106000000.0,35621000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2014.0,Q3,,2014-09-30,2014-10-30 07:12:07+00:00,462000000.0,902000000.0,-15000000.0,526000000.0,0.0,7096000000.0,,319000000.0,193000000.0,3138000000.0,26561000000.0,22762000000.0,69000000.0,15794000000.0,4000000.0,12230000000.0,950000000.0,,1922000000.0,,1000000000.0,716000000.0,279000000.0,824000000.0,1540000000.0,,48636000000.0,7905000000.0,2074000000.0,5019000000.0,7905000000.0,7909000000.0,40727000000.0,48636000000.0,30768000000.0,35708000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2014.0,Q2,,2014-06-30,2014-07-31 07:16:08+00:00,565000000.0,895000000.0,-72000000.0,403000000.0,0.0,6943000000.0,,348000000.0,195000000.0,3137000000.0,26588000000.0,22917000000.0,68000000.0,15604000000.0,4000000.0,12162000000.0,906000000.0,,1956000000.0,,1071000000.0,689000000.0,331000000.0,539000000.0,1663000000.0,,48456000000.0,7410000000.0,1988000000.0,5274000000.0,7410000000.0,7414000000.0,41042000000.0,48456000000.0,30864000000.0,35768000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2014.0,Q1,,2014-03-31,2014-04-24 07:22:03+00:00,445000000.0,907000000.0,-2000000.0,1557000000.0,0.0,6841000000.0,,326000000.0,193000000.0,3138000000.0,26612000000.0,22792000000.0,64000000.0,15077000000.0,4000000.0,12101000000.0,836000000.0,,1792000000.0,,1148000000.0,763000000.0,395000000.0,255000000.0,3062000000.0,,49153000000.0,7094000000.0,3114000000.0,6399000000.0,7094000000.0,7098000000.0,42055000000.0,49153000000.0,30962000000.0,35656000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2015.0,FY,,2015-12-31,2016-04-28 07:28:05+00:00,656000000.0,985000000.0,-414000000.0,1170000000.0,0.0,7484000000.0,,,224000000.0,3139000000.0,26451000000.0,22497000000.0,65000000.0,16945000000.0,4000000.0,12830000000.0,916000000.0,,2079000000.0,,218000000.0,1002000000.0,373000000.0,1925000000.0,5000000.0,,49277000000.0,8995000000.0,2459000000.0,3949000000.0,8995000000.0,8999000000.0,40278000000.0,49277000000.0,29873000000.0,36329000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2015.0,Q3,,2015-09-30,2015-10-29 07:18:59+00:00,482000000.0,960000000.0,-345000000.0,485000000.0,0.0,7434000000.0,,219000000.0,214000000.0,3139000000.0,26476000000.0,22689000000.0,68000000.0,16746000000.0,4000000.0,12688000000.0,935000000.0,,2101000000.0,,403000000.0,832000000.0,250000000.0,1656000000.0,6000000.0,,48721000000.0,8745000000.0,1889000000.0,3763000000.0,8745000000.0,8749000000.0,39972000000.0,48721000000.0,30086000000.0,36209000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2015.0,Q2,,2015-06-30,2015-07-30 07:21:38+00:00,496000000.0,968000000.0,-300000000.0,480000000.0,0.0,7372000000.0,,235000000.0,215000000.0,3138000000.0,26500000000.0,22732000000.0,69000000.0,16604000000.0,4000000.0,12715000000.0,1029000000.0,,2156000000.0,,501000000.0,772000000.0,330000000.0,1436000000.0,320000000.0,,48886000000.0,8508000000.0,2074000000.0,4155000000.0,8508000000.0,8512000000.0,40374000000.0,48886000000.0,30208000000.0,36219000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2015.0,Q1,,2015-03-31,2015-04-30 07:21:04+00:00,446000000.0,971000000.0,-336000000.0,547000000.0,0.0,7287000000.0,,232000000.0,207000000.0,3137000000.0,26523000000.0,22639000000.0,67000000.0,16207000000.0,4000000.0,12616000000.0,811000000.0,,1888000000.0,,390000000.0,772000000.0,416000000.0,1189000000.0,647000000.0,,48330000000.0,8140000000.0,2006000000.0,4159000000.0,8140000000.0,8144000000.0,40186000000.0,48330000000.0,30117000000.0,36027000000.0
Time Warner Cable Inc ,TWC,B1WXCWLJVJXMWJX6O298,1377013,2016.0,Q1,,2016-03-31,2016-04-28 07:28:05+00:00,624000000.0,1060000000.0,-433000000.0,1297000000.0,0.0,7588000000.0,,,242000000.0,3140000000.0,26427000000.0,22487000000.0,68000000.0,17276000000.0,4000000.0,12991000000.0,846000000.0,,1922000000.0,,221000000.0,1059000000.0,476000000.0,2202000000.0,5000000.0,,49751000000.0,9357000000.0,2619000000.0,3853000000.0,9357000000.0,9361000000.0,40390000000.0,49751000000.0,29856000000.0,36537000000.0
