company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,FY,,2013-12-31,2015-02-18 17:26:55+00:00,2079000000.0,731000000.0,-264000000.0,,594000000.0,0.0,9958000000.0,,98000000.0,11000000.0,6220000000.0,,7216000000.0,12671000000.0,260000000.0,396000000.0,9058000000.0,-87000000.0,1271000000.0,193000000.0,5053000000.0,829000000.0,121000000.0,29000000.0,,,,403000000.0,1149000000.0,,,148000000.0,266000000.0,-5331000000.0,52000000.0,26562000000.0,4363000000.0,2383000000.0,2142000000.0,4363000000.0,4276000000.0,22286000000.0,26562000000.0,15121000000.0,20144000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,FY,,2014-12-31,2016-02-26 12:19:38+00:00,2099000000.0,844000000.0,-628000000.0,,566000000.0,0.0,10038000000.0,,132000000.0,21000000.0,6154000000.0,,6943000000.0,11555000000.0,170000000.0,404000000.0,7483000000.0,-38000000.0,1215000000.0,155000000.0,5216000000.0,822000000.0,128000000.0,90000000.0,,,,1899000000.0,1168000000.0,,,133000000.0,202000000.0,-4658000000.0,137000000.0,26125000000.0,4752000000.0,2499000000.0,2257000000.0,4752000000.0,4714000000.0,21411000000.0,26125000000.0,16143000000.0,19154000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3,,2014-09-30,2014-10-31 11:39:42+00:00,2003000000.0,862000000.0,-404000000.0,,543000000.0,0.0,10010000000.0,,23000000.0,10000000.0,6185000000.0,,7028000000.0,11937000000.0,174000000.0,350000000.0,9124000000.0,-40000000.0,1181000000.0,195000000.0,5137000000.0,814000000.0,120000000.0,56000000.0,,,,390000000.0,1179000000.0,,,172000000.0,288000000.0,-4816000000.0,127000000.0,26324000000.0,4790000000.0,2414000000.0,2140000000.0,4790000000.0,4750000000.0,21574000000.0,26324000000.0,14786000000.0,19434000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2,,2014-06-30,2014-08-01 12:16:28+00:00,1999000000.0,858000000.0,-186000000.0,,545000000.0,0.0,10019000000.0,,23000000.0,11000000.0,6227000000.0,,7133000000.0,12204000000.0,257000000.0,359000000.0,9036000000.0,-87000000.0,1223000000.0,196000000.0,5058000000.0,821000000.0,117000000.0,65000000.0,,,,410000000.0,1145000000.0,,,166000000.0,284000000.0,-4999000000.0,110000000.0,26497000000.0,4834000000.0,2417000000.0,2120000000.0,4834000000.0,4747000000.0,21750000000.0,26497000000.0,15044000000.0,19630000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q1,,2014-03-31,2014-05-09 12:03:03+00:00,1936000000.0,784000000.0,-236000000.0,,435000000.0,0.0,9980000000.0,,23000000.0,6000000.0,6222000000.0,,7177000000.0,12469000000.0,264000000.0,397000000.0,9031000000.0,-89000000.0,1253000000.0,195000000.0,5111000000.0,818000000.0,119000000.0,68000000.0,,,,391000000.0,1127000000.0,,,182000000.0,287000000.0,-5208000000.0,44000000.0,26393000000.0,4536000000.0,2295000000.0,1986000000.0,4536000000.0,4447000000.0,21946000000.0,26393000000.0,15067000000.0,19960000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,FY,,2015-12-31,2017-02-15 13:19:35+00:00,2206000000.0,876000000.0,-784000000.0,,609000000.0,0.0,10161000000.0,,97000000.0,33000000.0,5887000000.0,,6654000000.0,10249000000.0,138000000.0,442000000.0,9119000000.0,-34000000.0,1067000000.0,78000000.0,4630000000.0,887000000.0,129000000.0,38000000.0,,,,274000000.0,1282000000.0,,,147000000.0,247000000.0,-3392000000.0,204000000.0,25622000000.0,5985000000.0,2585000000.0,2443000000.0,5985000000.0,5951000000.0,19671000000.0,25622000000.0,13918000000.0,17228000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3,,2015-09-30,2015-10-28 12:59:38+00:00,2261000000.0,929000000.0,-793000000.0,,628000000.0,0.0,10144000000.0,,39000000.0,49000000.0,5902000000.0,0.0,6708000000.0,10568000000.0,154000000.0,430000000.0,9132000000.0,-34000000.0,1095000000.0,157000000.0,5293000000.0,865000000.0,124000000.0,38000000.0,,,,368000000.0,1238000000.0,,,182000000.0,276000000.0,-4137000000.0,248000000.0,25932000000.0,5214000000.0,2646000000.0,2558000000.0,5214000000.0,5180000000.0,20752000000.0,25932000000.0,14154000000.0,18194000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2,,2015-06-30,2015-07-29 13:01:13+00:00,2260000000.0,937000000.0,-673000000.0,,511000000.0,0.0,10125000000.0,,58000000.0,20000000.0,5945000000.0,111000000.0,6786000000.0,11044000000.0,156000000.0,424000000.0,9191000000.0,-36000000.0,1139000000.0,154000000.0,5192000000.0,849000000.0,125000000.0,52000000.0,,,,358000000.0,1181000000.0,,,146000000.0,248000000.0,-4347000000.0,146000000.0,26051000000.0,5105000000.0,2501000000.0,2426000000.0,5105000000.0,5069000000.0,20982000000.0,26051000000.0,14248000000.0,18556000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q1,,2015-03-31,2015-04-29 13:52:32+00:00,2132000000.0,899000000.0,-868000000.0,,547000000.0,0.0,10038000000.0,,49000000.0,19000000.0,5916000000.0,,6816000000.0,11283000000.0,156000000.0,421000000.0,9193000000.0,-40000000.0,1189000000.0,159000000.0,5344000000.0,827000000.0,120000000.0,31000000.0,,,,349000000.0,1169000000.0,,,153000000.0,269000000.0,-4508000000.0,147000000.0,25905000000.0,4662000000.0,2489000000.0,2298000000.0,4662000000.0,4622000000.0,21283000000.0,25905000000.0,14223000000.0,18985000000.0,0.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,FY,,2016-12-31,2018-02-14 11:30:05+00:00,1821000000.0,755000000.0,-1001000000.0,,1062000000.0,0.0,10223000000.0,,13000000.0,56000000.0,5218000000.0,,6258000000.0,6583000000.0,,,341000000.0,-50000000.0,931000000.0,82000000.0,1778000000.0,,,39000000.0,,1478000000.0,774000000.0,408000000.0,1492000000.0,10347000000.0,6894000000.0,89000000.0,121000000.0,-3323000000.0,33000000.0,26211000000.0,5899000000.0,3557000000.0,2684000000.0,5899000000.0,5849000000.0,20362000000.0,26211000000.0,22313000000.0,17678000000.0,0.0,0.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3,,2016-09-30,2016-10-26 15:30:32+00:00,2354000000.0,1021000000.0,-826000000.0,,859000000.0,0.0,10208000000.0,,17000000.0,63000000.0,5855000000.0,,6477000000.0,10220000000.0,132000000.0,508000000.0,9020000000.0,-25000000.0,949000000.0,75000000.0,4487000000.0,929000000.0,128000000.0,48000000.0,,,,359000000.0,1126000000.0,,,171000000.0,272000000.0,-2866000000.0,181000000.0,25871000000.0,6516000000.0,3024000000.0,2598000000.0,6516000000.0,6491000000.0,19380000000.0,25871000000.0,13827000000.0,16782000000.0,0.0,
