company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3TTM,2013-10-01,2014-09-30,,-159000000.0,25000000.0,200000000.0,-42000000.0,618000000.0,-10000000.0,734000000.0,1243000000.0,13815000000.0,-1817000000.0,-330000000.0,1976000000.0,-1817000000.0,-330000000.0,1976000000.0,-181000000.0,585000000.0,585000000.0,14000000.0,13000000.0,-3000000.0,-4000000.0,-6000000.0,-271000000.0,-16884000000.0,,69000000.0,40000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3,2014-07-01,2014-09-30,,-46000000.0,,143000000.0,96000000.0,159000000.0,-8000000.0,39000000.0,,,-302000000.0,-79000000.0,387000000.0,-302000000.0,-79000000.0,387000000.0,-2000000.0,187000000.0,187000000.0,2000000.0,,,-1000000.0,-1000000.0,-74000000.0,-301000000.0,,37000000.0,5000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2TTM,2013-07-01,2014-06-30,,-139000000.0,25000000.0,101000000.0,-31000000.0,605000000.0,-1000000.0,763000000.0,1243000000.0,14180000000.0,-1770000000.0,-320000000.0,1975000000.0,-1770000000.0,-320000000.0,1975000000.0,-116000000.0,601000000.0,601000000.0,-19000000.0,13000000.0,-4000000.0,-3000000.0,-6000000.0,-243000000.0,-17203000000.0,,37000000.0,35000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2,2014-04-01,2014-06-30,,-22000000.0,,119000000.0,160000000.0,158000000.0,2000000.0,15000000.0,,350000000.0,-209000000.0,-48000000.0,365000000.0,-209000000.0,-48000000.0,365000000.0,110000000.0,212000000.0,212000000.0,-20000000.0,13000000.0,,-1000000.0,-3000000.0,-67000000.0,-571000000.0,,9000000.0,35000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-29 13:01:13+00:00,-53000000.0,,141000000.0,257000000.0,311000000.0,1000000.0,-115000000.0,,350000000.0,-441000000.0,-121000000.0,512000000.0,-441000000.0,-121000000.0,512000000.0,-49000000.0,336000000.0,336000000.0,-20000000.0,13000000.0,-1000000.0,-2000000.0,-5000000.0,-110000000.0,-802000000.0,,13000000.0,35000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q1TTM,2013-04-01,2014-03-31,,-171000000.0,25000000.0,6000000.0,-35000000.0,596000000.0,-9000000.0,871000000.0,1243000000.0,14223000000.0,-2018000000.0,-391000000.0,2076000000.0,-2018000000.0,-391000000.0,2076000000.0,-342000000.0,546000000.0,546000000.0,38000000.0,,-4000000.0,-4000000.0,-5000000.0,-240000000.0,-17480000000.0,,29000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 13:52:32+00:00,-31000000.0,,22000000.0,97000000.0,153000000.0,-1000000.0,-130000000.0,,,-232000000.0,-73000000.0,147000000.0,-232000000.0,-73000000.0,147000000.0,-159000000.0,124000000.0,124000000.0,0.0,0.0,-1000000.0,-1000000.0,-2000000.0,-43000000.0,-231000000.0,,4000000.0,0.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,FY,2015-01-01,2015-12-31,2018-02-14 11:30:05+00:00,-1501000000.0,38000000.0,,,692000000.0,,-585000000.0,,48000000.0,-1753000000.0,414000000.0,1446000000.0,-1753000000.0,414000000.0,1446000000.0,107000000.0,1416000000.0,1416000000.0,-115000000.0,-31000000.0,20000000.0,-146000000.0,,-310000000.0,-1624000000.0,0.0,,2205000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q4,2015-10-01,2015-12-31,,-26000000.0,38000000.0,-359000000.0,-329000000.0,173000000.0,17000000.0,-622000000.0,,13000000.0,-326000000.0,-101000000.0,455000000.0,-326000000.0,-101000000.0,455000000.0,45000000.0,816000000.0,816000000.0,50000000.0,-39000000.0,29000000.0,-71000000.0,5000000.0,-96000000.0,-229000000.0,,-21000000.0,8000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-26 15:30:32+00:00,-1475000000.0,,359000000.0,329000000.0,519000000.0,-17000000.0,37000000.0,,35000000.0,-1427000000.0,515000000.0,991000000.0,-1427000000.0,515000000.0,991000000.0,62000000.0,600000000.0,600000000.0,-165000000.0,8000000.0,-9000000.0,-75000000.0,-5000000.0,-214000000.0,-1395000000.0,,21000000.0,2197000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3TTM,2014-10-01,2015-09-30,,-1510000000.0,50000000.0,75000000.0,-24000000.0,677000000.0,-10000000.0,42000000.0,,35000000.0,-1759000000.0,405000000.0,1399000000.0,-1759000000.0,405000000.0,1399000000.0,35000000.0,759000000.0,759000000.0,-129000000.0,8000000.0,40000000.0,-77000000.0,1000000.0,-298000000.0,-1725000000.0,,-29000000.0,2201000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3,2015-07-01,2015-09-30,,-23000000.0,,162000000.0,98000000.0,171000000.0,-8000000.0,39000000.0,,1000000.0,-475000000.0,257000000.0,343000000.0,-475000000.0,257000000.0,343000000.0,117000000.0,283000000.0,283000000.0,-150000000.0,,-3000000.0,-71000000.0,,-55000000.0,-405000000.0,,10000000.0,328000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-27 13:49:16+00:00,-1452000000.0,,197000000.0,231000000.0,348000000.0,-9000000.0,-2000000.0,,34000000.0,-952000000.0,258000000.0,648000000.0,-952000000.0,258000000.0,648000000.0,-55000000.0,317000000.0,317000000.0,-15000000.0,8000000.0,-6000000.0,-4000000.0,-5000000.0,-159000000.0,-990000000.0,,11000000.0,1869000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2TTM,2014-07-01,2015-06-30,,-1533000000.0,50000000.0,56000000.0,-26000000.0,665000000.0,-10000000.0,42000000.0,,34000000.0,-1586000000.0,69000000.0,1443000000.0,-1586000000.0,69000000.0,1443000000.0,-84000000.0,663000000.0,663000000.0,23000000.0,8000000.0,43000000.0,-7000000.0,,-317000000.0,-1621000000.0,,-2000000.0,1878000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2,2015-04-01,2015-06-30,,-135000000.0,,177000000.0,143000000.0,173000000.0,,-38000000.0,,34000000.0,-191000000.0,-207000000.0,362000000.0,-191000000.0,-207000000.0,362000000.0,-36000000.0,167000000.0,167000000.0,60000000.0,,-4000000.0,-2000000.0,-5000000.0,-71000000.0,-223000000.0,,8000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q1,2015-01-01,2015-03-31,2016-04-27 14:52:03+00:00,-1317000000.0,,20000000.0,88000000.0,175000000.0,-9000000.0,36000000.0,,,-761000000.0,465000000.0,286000000.0,-761000000.0,465000000.0,286000000.0,-19000000.0,150000000.0,150000000.0,-75000000.0,8000000.0,-2000000.0,-2000000.0,,-88000000.0,-767000000.0,,3000000.0,1869000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q1TTM,2014-04-01,2015-03-31,,-1420000000.0,50000000.0,-2000000.0,-9000000.0,650000000.0,-8000000.0,95000000.0,,350000000.0,-1604000000.0,228000000.0,1446000000.0,-1604000000.0,228000000.0,1446000000.0,62000000.0,708000000.0,708000000.0,-57000000.0,21000000.0,47000000.0,-6000000.0,2000000.0,-313000000.0,-1969000000.0,,-1000000.0,1913000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,FY,2016-01-01,2016-12-31,2019-02-13 11:23:06+00:00,-81000000.0,48000000.0,,,673000000.0,,173000000.0,,4715000000.0,-44000000.0,-423000000.0,1310000000.0,-44000000.0,-423000000.0,1310000000.0,843000000.0,354000000.0,354000000.0,62000000.0,-15000000.0,-28000000.0,-309000000.0,,-317000000.0,-4435000000.0,0.0,3000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q4,2016-10-01,2016-12-31,,10000000.0,48000000.0,-476000000.0,-341000000.0,164000000.0,,555000000.0,,3715000000.0,311000000.0,-77000000.0,341000000.0,311000000.0,-77000000.0,341000000.0,575000000.0,-392000000.0,-392000000.0,-34000000.0,-2000000.0,1000000.0,-96000000.0,,-90000000.0,-3306000000.0,,3000000.0,-1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 12:06:53+00:00,-91000000.0,,476000000.0,341000000.0,509000000.0,,-382000000.0,,1000000000.0,-355000000.0,-346000000.0,969000000.0,-355000000.0,-346000000.0,969000000.0,268000000.0,746000000.0,746000000.0,96000000.0,-13000000.0,-29000000.0,-213000000.0,,-227000000.0,-1129000000.0,0.0,,1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3TTM,2015-10-01,2016-09-30,,-117000000.0,38000000.0,117000000.0,12000000.0,682000000.0,17000000.0,-1004000000.0,,1013000000.0,-681000000.0,-447000000.0,1424000000.0,-681000000.0,-447000000.0,1424000000.0,313000000.0,1562000000.0,1562000000.0,146000000.0,-52000000.0,,-284000000.0,5000000.0,-323000000.0,-1358000000.0,,-21000000.0,9000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3,2016-07-01,2016-09-30,,-38000000.0,,234000000.0,116000000.0,169000000.0,,-197000000.0,,1000000000.0,-136000000.0,-110000000.0,295000000.0,-136000000.0,-110000000.0,295000000.0,49000000.0,192000000.0,192000000.0,131000000.0,,-14000000.0,-71000000.0,,-58000000.0,-1065000000.0,,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-26 16:11:20+00:00,-53000000.0,,242000000.0,225000000.0,340000000.0,,-185000000.0,,0.0,-219000000.0,-236000000.0,674000000.0,-219000000.0,-236000000.0,674000000.0,219000000.0,554000000.0,554000000.0,-35000000.0,-13000000.0,-15000000.0,-142000000.0,,-169000000.0,-64000000.0,0.0,,1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2TTM,2015-07-01,2016-06-30,,-102000000.0,38000000.0,45000000.0,-6000000.0,684000000.0,9000000.0,-768000000.0,,14000000.0,-1020000000.0,-80000000.0,1472000000.0,-1020000000.0,-80000000.0,1472000000.0,381000000.0,1653000000.0,1653000000.0,-135000000.0,-52000000.0,11000000.0,-284000000.0,5000000.0,-320000000.0,-698000000.0,,-11000000.0,337000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2,2016-04-01,2016-06-30,,-33000000.0,,203000000.0,139000000.0,171000000.0,,-7000000.0,,,-103000000.0,-126000000.0,335000000.0,-103000000.0,-126000000.0,335000000.0,106000000.0,244000000.0,244000000.0,-73000000.0,,-9000000.0,-71000000.0,,-85000000.0,-32000000.0,,,1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 11:35:09+00:00,-20000000.0,,39000000.0,86000000.0,169000000.0,,-178000000.0,,0.0,-116000000.0,-110000000.0,339000000.0,-116000000.0,-110000000.0,339000000.0,113000000.0,310000000.0,310000000.0,38000000.0,-13000000.0,-6000000.0,-71000000.0,,-84000000.0,-32000000.0,0.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q1TTM,2015-04-01,2016-03-31,,-204000000.0,38000000.0,19000000.0,-2000000.0,686000000.0,9000000.0,-799000000.0,,48000000.0,-1108000000.0,-161000000.0,1499000000.0,-1108000000.0,-161000000.0,1499000000.0,239000000.0,1576000000.0,1576000000.0,-2000000.0,-52000000.0,16000000.0,-215000000.0,,-306000000.0,-889000000.0,,-3000000.0,336000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q4,2017-10-01,2017-12-31,,-30000000.0,20000000.0,-377000000.0,-225000000.0,84000000.0,,-587000000.0,,1000000.0,-328000000.0,-52000000.0,254000000.0,-328000000.0,-52000000.0,254000000.0,-126000000.0,-1448000000.0,-1448000000.0,2185000000.0,-3000000.0,,-47000000.0,,-22000000.0,-13000000.0,-266000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-24 11:25:44+00:00,-45000000.0,12000000.0,377000000.0,225000000.0,252000000.0,,-125000000.0,,1823000000.0,-1396000000.0,-95000000.0,595000000.0,-1396000000.0,-95000000.0,595000000.0,-896000000.0,359000000.0,359000000.0,97000000.0,-529000000.0,-21000000.0,-148000000.0,,-36000000.0,-1917000000.0,-625000000.0,7000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q3TTM,2016-10-01,2017-09-30,,-35000000.0,60000000.0,-99000000.0,-116000000.0,416000000.0,,430000000.0,,5538000000.0,-1085000000.0,-172000000.0,936000000.0,-1085000000.0,-172000000.0,936000000.0,-321000000.0,-33000000.0,-33000000.0,63000000.0,-531000000.0,-20000000.0,-244000000.0,,-126000000.0,-5223000000.0,-625000000.0,10000000.0,-1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q3,2017-07-01,2017-09-30,,-16000000.0,4000000.0,140000000.0,67000000.0,83000000.0,,-7000000.0,,,-335000000.0,-30000000.0,251000000.0,-335000000.0,-30000000.0,251000000.0,-114000000.0,160000000.0,160000000.0,11000000.0,,-3000000.0,-49000000.0,,-18000000.0,-13000000.0,-273000000.0,7000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-25 11:29:34+00:00,-29000000.0,8000000.0,237000000.0,158000000.0,169000000.0,,-118000000.0,,1823000000.0,-1061000000.0,-65000000.0,344000000.0,-1061000000.0,-65000000.0,344000000.0,-782000000.0,199000000.0,199000000.0,86000000.0,-529000000.0,-18000000.0,-99000000.0,,-18000000.0,-1904000000.0,-352000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q2TTM,2016-07-01,2017-06-30,,-57000000.0,56000000.0,-5000000.0,-67000000.0,502000000.0,,240000000.0,,6538000000.0,-886000000.0,-252000000.0,980000000.0,-886000000.0,-252000000.0,980000000.0,-158000000.0,-1000000.0,-1000000.0,183000000.0,-531000000.0,-31000000.0,-266000000.0,,-166000000.0,-6275000000.0,-352000000.0,3000000.0,-1000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q2,2017-04-01,2017-06-30,,-20000000.0,5000000.0,231000000.0,45000000.0,83000000.0,,45000000.0,,,-345000000.0,-28000000.0,294000000.0,-345000000.0,-28000000.0,294000000.0,-79000000.0,151000000.0,151000000.0,10000000.0,,1000000.0,-49000000.0,,-9000000.0,-14000000.0,-282000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 11:40:34+00:00,-9000000.0,3000000.0,6000000.0,113000000.0,86000000.0,,-163000000.0,,1823000000.0,-716000000.0,-37000000.0,50000000.0,-716000000.0,-37000000.0,50000000.0,-703000000.0,48000000.0,48000000.0,76000000.0,-529000000.0,-19000000.0,-50000000.0,,-9000000.0,-1890000000.0,-70000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q1TTM,2016-04-01,2017-03-31,,-70000000.0,51000000.0,-33000000.0,27000000.0,590000000.0,,188000000.0,,6538000000.0,-644000000.0,-350000000.0,1021000000.0,-644000000.0,-350000000.0,1021000000.0,27000000.0,92000000.0,92000000.0,100000000.0,-531000000.0,-41000000.0,-288000000.0,,-242000000.0,-6293000000.0,-70000000.0,3000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,FY,2018-01-01,2018-12-31,2020-02-11 11:17:12+00:00,-87000000.0,43000000.0,,,325000000.0,,79000000.0,,1676000000.0,-1300000000.0,-131000000.0,1255000000.0,-1300000000.0,-131000000.0,1255000000.0,-176000000.0,769000000.0,769000000.0,39000000.0,-44000000.0,-22000000.0,-181000000.0,,-72000000.0,-1030000000.0,-1721000000.0,50000000.0,0.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q4,2018-10-01,2018-12-31,,-25000000.0,23000000.0,-230000000.0,-208000000.0,83000000.0,,-1000000.0,,,-510000000.0,-51000000.0,341000000.0,-510000000.0,-51000000.0,341000000.0,-220000000.0,225000000.0,225000000.0,11000000.0,-2000000.0,-6000000.0,-44000000.0,,-21000000.0,-304000000.0,-160000000.0,1000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-23 11:16:40+00:00,-62000000.0,20000000.0,230000000.0,208000000.0,242000000.0,,80000000.0,,1676000000.0,-790000000.0,-80000000.0,914000000.0,-790000000.0,-80000000.0,914000000.0,44000000.0,544000000.0,544000000.0,28000000.0,-42000000.0,-16000000.0,-137000000.0,,-51000000.0,-726000000.0,-1561000000.0,49000000.0,0.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3TTM,2017-10-01,2018-09-30,,-92000000.0,40000000.0,-147000000.0,-17000000.0,326000000.0,,-507000000.0,,1677000000.0,-1118000000.0,-132000000.0,1168000000.0,-1118000000.0,-132000000.0,1168000000.0,-82000000.0,-904000000.0,-904000000.0,2213000000.0,-45000000.0,-16000000.0,-184000000.0,,-73000000.0,-739000000.0,-1827000000.0,49000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3,2018-07-01,2018-09-30,,-24000000.0,6000000.0,81000000.0,59000000.0,81000000.0,,134000000.0,,26000000.0,-174000000.0,-5000000.0,382000000.0,-174000000.0,-5000000.0,382000000.0,203000000.0,164000000.0,164000000.0,-3000000.0,,-7000000.0,-45000000.0,,-23000000.0,-33000000.0,-122000000.0,49000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-24 11:20:22+00:00,-38000000.0,14000000.0,149000000.0,149000000.0,161000000.0,,-54000000.0,,1650000000.0,-616000000.0,-75000000.0,532000000.0,-616000000.0,-75000000.0,532000000.0,-159000000.0,380000000.0,380000000.0,31000000.0,-42000000.0,-9000000.0,-92000000.0,,-28000000.0,-693000000.0,-1439000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2TTM,2017-07-01,2018-06-30,,-84000000.0,38000000.0,-88000000.0,-9000000.0,328000000.0,,-648000000.0,,1651000000.0,-1279000000.0,-157000000.0,1037000000.0,-1279000000.0,-157000000.0,1037000000.0,-399000000.0,-908000000.0,-908000000.0,2227000000.0,-45000000.0,-12000000.0,-188000000.0,,-68000000.0,-719000000.0,-1978000000.0,7000000.0,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2,2018-04-01,2018-06-30,,-23000000.0,7000000.0,140000000.0,77000000.0,79000000.0,,-42000000.0,,1650000000.0,-405000000.0,-49000000.0,289000000.0,-405000000.0,-49000000.0,289000000.0,-165000000.0,217000000.0,217000000.0,28000000.0,-2000000.0,-8000000.0,-45000000.0,,-18000000.0,-679000000.0,-1329000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 11:17:44+00:00,-15000000.0,7000000.0,9000000.0,72000000.0,82000000.0,,-12000000.0,,0.0,-211000000.0,-26000000.0,243000000.0,-211000000.0,-26000000.0,243000000.0,6000000.0,163000000.0,163000000.0,3000000.0,-40000000.0,-1000000.0,-47000000.0,,-10000000.0,-14000000.0,-110000000.0,,
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q1TTM,2017-04-01,2018-03-31,,-81000000.0,36000000.0,3000000.0,-41000000.0,332000000.0,,-561000000.0,,1000000.0,-1219000000.0,-136000000.0,1042000000.0,-1219000000.0,-136000000.0,1042000000.0,-313000000.0,-974000000.0,-974000000.0,2209000000.0,-43000000.0,-3000000.0,-192000000.0,,-59000000.0,-54000000.0,-931000000.0,7000000.0,
