company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2012.0,FY,2012-01-01,2012-12-31,2015-02-18 17:26:55+00:00,0.38,0.38,,550000000.0,0.38,,54000000.0,214000000.0,359000000.0,359000000.0,,352000000.0,7000000.0,7112000000.0,9276000000.0,,38000000.0,,,,460000000.0,7112000000.0,2164000000.0,569000000.0,4000000.0,1064000000.0,1100000000.0,-527000000.0,573000000.0,9276000000.0,921000000.0,921000000.0,921000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 12:19:38+00:00,0.45,0.45,0.0,603000000.0,0.45,,0.0,238000000.0,460000000.0,460000000.0,,415000000.0,45000000.0,7282000000.0,9735000000.0,,-38000000.0,,,0.0,748000000.0,7282000000.0,2453000000.0,391000000.0,25000000.0,1351000000.0,1102000000.0,-404000000.0,698000000.0,9735000000.0,923000000.0,923000000.0,923000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q4,2013-10-01,2013-12-31,,0.03,0.03,,148000000.0,0.03,,,46000000.0,62000000.0,62000000.0,,26000000.0,36000000.0,1977000000.0,2643000000.0,,,,,,429000000.0,1977000000.0,666000000.0,-10000000.0,9000000.0,577000000.0,89000000.0,19000000.0,108000000.0,2643000000.0,923000000.0,923000000.0,923000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.42,0.42,,455000000.0,0.42,,,192000000.0,398000000.0,398000000.0,,389000000.0,9000000.0,5305000000.0,7092000000.0,,-38000000.0,,,,319000000.0,5305000000.0,1787000000.0,401000000.0,16000000.0,774000000.0,1013000000.0,-423000000.0,590000000.0,7092000000.0,921000000.0,921000000.0,921000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 11:39:42+00:00,0.22,0.22,,146000000.0,0.22,,,70000000.0,203000000.0,203000000.0,,200000000.0,3000000.0,1816000000.0,2449000000.0,,38000000.0,,,,130000000.0,1816000000.0,633000000.0,127000000.0,5000000.0,276000000.0,357000000.0,-84000000.0,273000000.0,2449000000.0,921000000.0,921000000.0,921000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.2,0.2,,309000000.0,0.2,,,122000000.0,195000000.0,195000000.0,,189000000.0,6000000.0,3489000000.0,4643000000.0,,-76000000.0,,,,189000000.0,3489000000.0,1154000000.0,274000000.0,11000000.0,498000000.0,656000000.0,-339000000.0,317000000.0,4643000000.0,921000000.0,921000000.0,921000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q2,2013-04-01,2013-06-30,2014-08-01 12:16:28+00:00,0.17,0.17,,149000000.0,0.17,,,84000000.0,157000000.0,157000000.0,,155000000.0,2000000.0,1735000000.0,2380000000.0,,-40000000.0,,,,92000000.0,1735000000.0,645000000.0,131000000.0,8000000.0,241000000.0,404000000.0,-163000000.0,241000000.0,2380000000.0,921000000.0,921000000.0,921000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 12:03:03+00:00,0.03,0.03,,160000000.0,0.03,,,38000000.0,38000000.0,38000000.0,,34000000.0,4000000.0,1754000000.0,2263000000.0,,-36000000.0,,,,97000000.0,1754000000.0,509000000.0,143000000.0,3000000.0,257000000.0,252000000.0,-176000000.0,76000000.0,2263000000.0,1133300000.0,1133300000.0,1133300000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,FY,2014-01-01,2014-12-31,2017-02-15 13:19:35+00:00,2.05,2.05,0.0,628000000.0,2.05,,0.0,465000000.0,682000000.0,682000000.0,,673000000.0,9000000.0,7710000000.0,10502000000.0,,63000000.0,,,0.0,491000000.0,7710000000.0,2792000000.0,618000000.0,29000000.0,1119000000.0,1673000000.0,-526000000.0,1147000000.0,10502000000.0,328000000.0,328000000.0,328000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q4,2014-10-01,2014-12-31,,0.48,0.48,0.01,158000000.0,0.48,,,134000000.0,159000000.0,159000000.0,,158000000.0,1000000.0,2073000000.0,2828000000.0,,-16000000.0,,,,142000000.0,2073000000.0,755000000.0,151000000.0,5000000.0,300000000.0,455000000.0,-162000000.0,293000000.0,2828000000.0,328000000.0,328000000.0,328000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3,2014-07-01,2014-09-30,2015-10-28 12:59:38+00:00,0.19,0.19,,159000000.0,0.19,,,127000000.0,187000000.0,187000000.0,,183000000.0,4000000.0,1921000000.0,2644000000.0,,19000000.0,,,0.0,119000000.0,1921000000.0,723000000.0,156000000.0,6000000.0,278000000.0,445000000.0,-131000000.0,314000000.0,2644000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.52,0.52,,470000000.0,0.52,,,331000000.0,523000000.0,523000000.0,,515000000.0,8000000.0,5637000000.0,7674000000.0,,79000000.0,,,,349000000.0,5637000000.0,2037000000.0,467000000.0,24000000.0,819000000.0,1218000000.0,-364000000.0,854000000.0,7674000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.55,0.55,,618000000.0,0.55,,,377000000.0,585000000.0,585000000.0,,541000000.0,44000000.0,7614000000.0,10317000000.0,,79000000.0,,,,778000000.0,7614000000.0,2703000000.0,457000000.0,33000000.0,1396000000.0,1307000000.0,-345000000.0,962000000.0,10317000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.34,0.34,,311000000.0,0.34,,,204000000.0,336000000.0,336000000.0,,332000000.0,4000000.0,3716000000.0,5030000000.0,,60000000.0,,,,230000000.0,3716000000.0,1314000000.0,311000000.0,18000000.0,541000000.0,773000000.0,-233000000.0,540000000.0,5030000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.57,0.57,,605000000.0,0.57,,,320000000.0,601000000.0,601000000.0,,558000000.0,43000000.0,7509000000.0,10122000000.0,,98000000.0,,,,789000000.0,7509000000.0,2613000000.0,428000000.0,32000000.0,1394000000.0,1219000000.0,-298000000.0,921000000.0,10122000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q2,2014-04-01,2014-06-30,2015-07-29 13:01:13+00:00,0.21,0.21,,158000000.0,0.21,,,121000000.0,212000000.0,212000000.0,,209000000.0,3000000.0,1941000000.0,2667000000.0,,43000000.0,,,0.0,133000000.0,1941000000.0,726000000.0,158000000.0,13000000.0,291000000.0,435000000.0,-102000000.0,333000000.0,2667000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.51,0.51,,596000000.0,0.51,,,283000000.0,546000000.0,546000000.0,,504000000.0,42000000.0,7303000000.0,9835000000.0,,15000000.0,,,,748000000.0,7303000000.0,2532000000.0,401000000.0,27000000.0,1344000000.0,1188000000.0,-359000000.0,829000000.0,9835000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 13:52:32+00:00,0.12,0.12,,153000000.0,0.12,,,83000000.0,124000000.0,124000000.0,,123000000.0,1000000.0,1775000000.0,2363000000.0,,17000000.0,,,0.0,97000000.0,1775000000.0,588000000.0,153000000.0,5000000.0,250000000.0,338000000.0,-131000000.0,207000000.0,2363000000.0,985000000.0,985000000.0,985000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,FY,2015-01-01,2015-12-31,2018-02-14 11:30:05+00:00,4.27,4.27,0.42,385000000.0,4.26,,,-348000000.0,1416000000.0,881000000.0,535000000.0,1404000000.0,12000000.0,5425000000.0,7133000000.0,,10000000.0,,,-163000000.0,586000000.0,5425000000.0,1708000000.0,377000000.0,,808000000.0,900000000.0,-367000000.0,533000000.0,7133000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q4,2015-10-01,2015-12-31,,2.47,2.47,0.22,-134000000.0,2.47,,,-903000000.0,816000000.0,281000000.0,535000000.0,814000000.0,2000000.0,-705000000.0,-1283000000.0,,37000000.0,,,143000000.0,93000000.0,-705000000.0,-578000000.0,-54000000.0,-33000000.0,102000000.0,-680000000.0,58000000.0,-622000000.0,-1283000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3,2015-07-01,2015-09-30,2016-10-26 15:30:32+00:00,0.28,0.28,0.07,171000000.0,0.28,,0.0,247000000.0,283000000.0,283000000.0,,279000000.0,4000000.0,2080000000.0,2895000000.0,,-7000000.0,,,-164000000.0,145000000.0,2080000000.0,815000000.0,138000000.0,12000000.0,152000000.0,663000000.0,-133000000.0,530000000.0,2895000000.0,987000000.0,987000000.0,987000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.6,0.6,0.08,519000000.0,0.6,,,555000000.0,600000000.0,600000000.0,,590000000.0,10000000.0,6130000000.0,8416000000.0,,-27000000.0,,,-306000000.0,493000000.0,6130000000.0,2286000000.0,431000000.0,33000000.0,706000000.0,1580000000.0,-425000000.0,1155000000.0,8416000000.0,987000000.0,987000000.0,987000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q3TTM,2014-10-01,2015-09-30,,0.76,0.76,0.08,677000000.0,0.76,,,689000000.0,759000000.0,759000000.0,,748000000.0,11000000.0,8203000000.0,11244000000.0,,-43000000.0,,,-306000000.0,635000000.0,8203000000.0,3041000000.0,582000000.0,38000000.0,1006000000.0,2035000000.0,-587000000.0,1448000000.0,11244000000.0,987000000.0,987000000.0,987000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2,2015-04-01,2015-06-30,2016-07-27 13:49:16+00:00,0.16,0.16,0.0,173000000.0,0.16,,0.0,145000000.0,167000000.0,167000000.0,,161000000.0,6000000.0,2098000000.0,2922000000.0,,23000000.0,,,3000000.0,221000000.0,2098000000.0,824000000.0,149000000.0,11000000.0,397000000.0,427000000.0,-115000000.0,312000000.0,2922000000.0,987000000.0,987000000.0,987000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.32,0.32,,348000000.0,0.32,,,308000000.0,317000000.0,317000000.0,,311000000.0,6000000.0,4050000000.0,5521000000.0,,-20000000.0,,,-142000000.0,348000000.0,4050000000.0,1471000000.0,293000000.0,21000000.0,554000000.0,917000000.0,-292000000.0,625000000.0,5521000000.0,987000000.0,987000000.0,987000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q2TTM,2014-07-01,2015-06-30,,0.66,0.66,0.01,665000000.0,0.66,,,569000000.0,663000000.0,663000000.0,,652000000.0,11000000.0,8044000000.0,10993000000.0,,-17000000.0,,,-142000000.0,609000000.0,8044000000.0,2949000000.0,600000000.0,32000000.0,1132000000.0,1817000000.0,-585000000.0,1232000000.0,10993000000.0,987000000.0,987000000.0,987000000.0
