company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q1,2015-01-01,2015-03-31,2016-04-27 14:52:03+00:00,0.15,0.15,,175000000.0,0.15,,0.0,163000000.0,150000000.0,150000000.0,,150000000.0,0.0,1952000000.0,2599000000.0,,-43000000.0,,,-145000000.0,127000000.0,1952000000.0,647000000.0,144000000.0,10000000.0,157000000.0,490000000.0,-177000000.0,313000000.0,2599000000.0,986000000.0,986000000.0,986000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2015.0,Q1TTM,2014-04-01,2015-03-31,,0.71,0.71,0.01,650000000.0,0.71,,,545000000.0,708000000.0,708000000.0,,700000000.0,8000000.0,7887000000.0,10738000000.0,,3000000.0,,,-145000000.0,521000000.0,7887000000.0,2851000000.0,609000000.0,34000000.0,1026000000.0,1825000000.0,-572000000.0,1253000000.0,10738000000.0,986000000.0,986000000.0,986000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,FY,2016-01-01,2016-12-31,2019-02-13 11:23:06+00:00,1.06,2.09,0.84,,2.09,,,557000000.0,11407000000.0,11407000000.0,,11391000000.0,16000000.0,,6576000000.0,,6000000.0,-5716000000.0,,,,,6576000000.0,334000000.0,,-5716000000.0,12292000000.0,-328000000.0,11964000000.0,6576000000.0,10746200000.0,5450200000.0,5450200000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q4,2016-10-01,2016-12-31,,1.96,1.96,0.02,-273000000.0,1.96,,-15000000.0,546000000.0,10661000000.0,11027000000.0,-366000000.0,10656000000.0,5000000.0,-4222000000.0,1033000000.0,,37000000.0,-5716000000.0,,1000000.0,-326000000.0,-4222000000.0,5255000000.0,48000000.0,,-6329000000.0,11584000000.0,-11000000.0,11573000000.0,1033000000.0,10746200000.0,5450200000.0,5450200000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 12:06:53+00:00,0.57,0.57,0.21,90000000.0,0.57,,0.0,69000000.0,192000000.0,89000000.0,103000000.0,187000000.0,5000000.0,1395000000.0,1867000000.0,,-10000000.0,,,0.0,117000000.0,1395000000.0,472000000.0,97000000.0,,207000000.0,265000000.0,-107000000.0,158000000.0,1867000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3YTD,2016-01-01,2016-09-30,,2.23,2.23,0.65,273000000.0,2.23,,15000000.0,11000000.0,746000000.0,380000000.0,366000000.0,735000000.0,11000000.0,4222000000.0,5543000000.0,,-31000000.0,,,-1000000.0,326000000.0,4222000000.0,1321000000.0,286000000.0,,613000000.0,708000000.0,-317000000.0,391000000.0,5543000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q3TTM,2015-10-01,2016-09-30,,4.71,4.71,0.86,139000000.0,4.71,,15000000.0,-892000000.0,1562000000.0,661000000.0,901000000.0,1549000000.0,13000000.0,3517000000.0,4260000000.0,,6000000.0,,,142000000.0,419000000.0,3517000000.0,743000000.0,232000000.0,-33000000.0,715000000.0,28000000.0,-259000000.0,-231000000.0,4260000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2,2016-04-01,2016-06-30,2017-07-26 16:11:20+00:00,0.73,0.73,0.21,91000000.0,0.72,,0.0,63000000.0,244000000.0,100000000.0,144000000.0,239000000.0,5000000.0,1479000000.0,1950000000.0,,-11000000.0,,,-1000000.0,108000000.0,1479000000.0,471000000.0,99000000.0,,198000000.0,273000000.0,-110000000.0,163000000.0,1950000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2YTD,2016-01-01,2016-06-30,,1.67,1.67,0.43,183000000.0,1.67,,15000000.0,-58000000.0,554000000.0,291000000.0,263000000.0,548000000.0,6000000.0,2827000000.0,3676000000.0,,-21000000.0,,,-1000000.0,209000000.0,2827000000.0,849000000.0,189000000.0,,406000000.0,443000000.0,-210000000.0,233000000.0,3676000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q2TTM,2015-07-01,2016-06-30,,4.99,4.99,0.86,220000000.0,4.99,,15000000.0,-714000000.0,1653000000.0,855000000.0,798000000.0,1641000000.0,12000000.0,4202000000.0,5288000000.0,,9000000.0,,,-22000000.0,447000000.0,4202000000.0,1086000000.0,273000000.0,-21000000.0,660000000.0,426000000.0,-285000000.0,141000000.0,5288000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 11:35:09+00:00,0.94,0.94,0.21,92000000.0,0.94,,15000000.0,-121000000.0,310000000.0,191000000.0,119000000.0,309000000.0,1000000.0,1348000000.0,1726000000.0,,-10000000.0,,,,101000000.0,1348000000.0,378000000.0,90000000.0,,208000000.0,170000000.0,-100000000.0,70000000.0,1726000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2016.0,Q1TTM,2015-04-01,2016-03-31,,4.75,4.75,0.65,302000000.0,4.75,,15000000.0,-632000000.0,1576000000.0,922000000.0,654000000.0,1563000000.0,13000000.0,4821000000.0,6260000000.0,,43000000.0,,,-18000000.0,560000000.0,4821000000.0,1439000000.0,323000000.0,-10000000.0,859000000.0,580000000.0,-290000000.0,290000000.0,6260000000.0,329000000.0,329000000.0,329000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,FY,2017-01-01,2017-12-31,2020-02-11 11:17:12+00:00,3.34,3.34,0.6,336000000.0,3.32,,,-336000000.0,1089000000.0,1089000000.0,,1084000000.0,5000000.0,,8131000000.0,4899000000.0,32000000.0,1325000000.0,,0.0,439000000.0,4899000000.0,3232000000.0,411000000.0,,2100000000.0,1132000000.0,-379000000.0,753000000.0,8131000000.0,324000000.0,324000000.0,324000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q4,2017-10-01,2017-12-31,,1.84,1.84,0.15,84000000.0,1.84,-595000000.0,,-549000000.0,598000000.0,598000000.0,,596000000.0,2000000.0,-3972000000.0,2165000000.0,4899000000.0,13000000.0,1291000000.0,-57000000.0,,102000000.0,927000000.0,1181000000.0,263000000.0,,882000000.0,299000000.0,-250000000.0,49000000.0,2108000000.0,324000000.0,324000000.0,324000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q3,2017-07-01,2017-09-30,2018-10-24 11:25:44+00:00,0.49,0.49,0.15,83000000.0,0.49,,,96000000.0,160000000.0,160000000.0,,158000000.0,2000000.0,1563000000.0,2091000000.0,,9000000.0,,,,113000000.0,1563000000.0,528000000.0,85000000.0,,196000000.0,332000000.0,-76000000.0,256000000.0,2091000000.0,322400000.0,322400000.0,322400000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q2,2017-04-01,2017-06-30,2018-07-25 11:29:34+00:00,0.46,0.46,0.15,83000000.0,0.46,327000000.0,,99000000.0,283000000.0,283000000.0,,283000000.0,,1213000000.0,2056000000.0,,12000000.0,11000000.0,20000000.0,,118000000.0,1213000000.0,823000000.0,-86000000.0,,539000000.0,284000000.0,98000000.0,382000000.0,2036000000.0,615200000.0,615200000.0,615200000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 11:40:34+00:00,0.14,0.14,0.15,86000000.0,0.14,268000000.0,,18000000.0,48000000.0,48000000.0,,47000000.0,1000000.0,1196000000.0,1859000000.0,,-2000000.0,23000000.0,37000000.0,,106000000.0,1196000000.0,700000000.0,149000000.0,,483000000.0,217000000.0,-151000000.0,66000000.0,1896000000.0,335700000.0,335700000.0,335700000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2017.0,Q1TTM,2016-04-01,2017-03-31,,33.15,33.15,0.86,-6000000.0,33.15,268000000.0,-15000000.0,696000000.0,11145000000.0,11264000000.0,-119000000.0,11129000000.0,16000000.0,-152000000.0,6709000000.0,,14000000.0,-5693000000.0,37000000.0,,5000000.0,-152000000.0,6898000000.0,393000000.0,,-5441000000.0,12339000000.0,-379000000.0,11960000000.0,6746000000.0,335700000.0,335700000.0,335700000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,FY,2018-01-01,2018-12-31,2020-02-11 11:17:12+00:00,2.53,2.53,0.6,325000000.0,2.5,,,309000000.0,769000000.0,769000000.0,,764000000.0,5000000.0,,8906000000.0,5323000000.0,17000000.0,1383000000.0,,0.0,443000000.0,5323000000.0,3583000000.0,371000000.0,,2151000000.0,1432000000.0,-354000000.0,1078000000.0,8906000000.0,302000000.0,302000000.0,302000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q4,2018-10-01,2018-12-31,,0.74,0.74,0.15,83000000.0,0.74,,,41000000.0,225000000.0,225000000.0,,224000000.0,1000000.0,-4942000000.0,2288000000.0,5323000000.0,-2000000.0,1383000000.0,,,79000000.0,381000000.0,1907000000.0,94000000.0,,1545000000.0,362000000.0,-96000000.0,266000000.0,2288000000.0,302000000.0,302000000.0,302000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3,2018-07-01,2018-09-30,2019-10-23 11:16:40+00:00,0.55,0.55,0.15,81000000.0,0.54,,,129000000.0,164000000.0,164000000.0,,162000000.0,2000000.0,1668000000.0,2253000000.0,,7000000.0,,,0.0,119000000.0,1668000000.0,585000000.0,99000000.0,,200000000.0,385000000.0,-92000000.0,293000000.0,2253000000.0,294500000.0,294500000.0,300000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.83,1.83,0.47,242000000.0,1.83,,,268000000.0,544000000.0,544000000.0,,540000000.0,4000000.0,4942000000.0,6618000000.0,,19000000.0,,,,364000000.0,4942000000.0,1676000000.0,277000000.0,,606000000.0,1070000000.0,-258000000.0,812000000.0,6618000000.0,294500000.0,294500000.0,300000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q3TTM,2017-10-01,2018-09-30,,3.86,3.86,0.62,326000000.0,3.86,-595000000.0,,-281000000.0,1142000000.0,1142000000.0,,1136000000.0,6000000.0,970000000.0,8743000000.0,4899000000.0,32000000.0,1291000000.0,-57000000.0,,466000000.0,5869000000.0,2857000000.0,540000000.0,,1488000000.0,1369000000.0,-508000000.0,861000000.0,8726000000.0,294500000.0,294500000.0,300000000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2,2018-04-01,2018-06-30,2019-07-24 11:20:22+00:00,0.72,0.72,0.15,79000000.0,0.71,,,81000000.0,217000000.0,217000000.0,,217000000.0,0.0,1679000000.0,2291000000.0,,-13000000.0,,,,127000000.0,1679000000.0,612000000.0,95000000.0,,206000000.0,406000000.0,-108000000.0,298000000.0,2291000000.0,301400000.0,301400000.0,305600000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.25,1.25,0.31,161000000.0,1.25,,,139000000.0,380000000.0,380000000.0,,378000000.0,2000000.0,3274000000.0,4365000000.0,,12000000.0,,,,245000000.0,3274000000.0,1091000000.0,178000000.0,,406000000.0,685000000.0,-166000000.0,519000000.0,4365000000.0,301400000.0,301400000.0,305600000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q2TTM,2017-07-01,2018-06-30,,3.76,3.76,0.62,328000000.0,3.76,-595000000.0,,-314000000.0,1138000000.0,1138000000.0,,1132000000.0,6000000.0,865000000.0,8581000000.0,4899000000.0,34000000.0,1291000000.0,-57000000.0,,460000000.0,5764000000.0,2800000000.0,526000000.0,,1484000000.0,1316000000.0,-492000000.0,824000000.0,8564000000.0,301400000.0,301400000.0,305600000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 11:17:44+00:00,0.51,0.51,0.15,82000000.0,0.51,,,58000000.0,163000000.0,163000000.0,,161000000.0,2000000.0,1595000000.0,2074000000.0,,25000000.0,,,,118000000.0,1595000000.0,479000000.0,83000000.0,,200000000.0,279000000.0,-58000000.0,221000000.0,2074000000.0,315700000.0,315700000.0,315700000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2018.0,Q1TTM,2017-04-01,2018-03-31,,3.79,3.79,0.61,332000000.0,3.79,-268000000.0,,-296000000.0,1204000000.0,1204000000.0,,1198000000.0,6000000.0,399000000.0,8346000000.0,4899000000.0,59000000.0,1302000000.0,-37000000.0,,451000000.0,5298000000.0,3011000000.0,345000000.0,,1817000000.0,1194000000.0,-286000000.0,908000000.0,8309000000.0,315700000.0,315700000.0,315700000.0
Hilton Worldwide Holdings Inc,HLT,549300HVGPK36ICB0B89,1585689,2019.0,Q4,2019-10-01,2019-12-31,,0.62,0.62,0.15,90000000.0,0.61,,,67000000.0,176000000.0,176000000.0,,175000000.0,1000000.0,-5226000000.0,2369000000.0,5763000000.0,5000000.0,1326000000.0,,,68000000.0,537000000.0,1832000000.0,110000000.0,,1484000000.0,348000000.0,-105000000.0,243000000.0,2369000000.0,287000000.0,287000000.0,287000000.0
