company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2008.0,FY,,2008-09-30,2010-01-21 17:05:45+00:00,260882000.0,,519117000.0,,-77510000.0,830477000.0,,1692193000.0,28889000.0,406379000.0,625768000.0,,223161000.0,953226000.0,1080426000.0,2744474000.0,464982000.0,,1079051000.0,424779000.0,,,14694000.0,704865000.0,142588000.0,,6838589000.0,201312000.0,199942000.0,7912943000.0,4935568000.0,3614675000.0,1416579000.0,4935568000.0,4935568000.0,2977375000.0,7912943000.0,1553794000.0,1560796000.0,,-3532398000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,FY,,2009-09-30,2010-11-24 16:38:04+00:00,264181000.0,,646540000.0,,-372662000.0,1394244000.0,,1818336000.0,3665000.0,459742000.0,621872000.0,,293883000.0,1488460000.0,1156762000.0,2966629000.0,782034000.0,,1168662000.0,375725000.0,,,17906000.0,775286000.0,114325000.0,,7752831000.0,402965000.0,551561000.0,9304624000.0,5142712000.0,4646954000.0,1777093000.0,5142712000.0,5142712000.0,4161912000.0,9304624000.0,1691041000.0,2384819000.0,,-4073699000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q3,,2009-06-30,2009-08-10 12:23:18+00:00,1236320000.0,,,3196140000.0,-220297000.0,1331601000.0,0.0,1798485000.0,,,610782000.0,5978641000.0,275057000.0,1483560000.0,1207007000.0,2782501000.0,383032000.0,,1144944000.0,356770000.0,30856000.0,4405000.0,17146000.0,689110000.0,124037000.0,,7514585000.0,405737000.0,420359000.0,8848987000.0,5211896000.0,4491537000.0,1646462000.0,5211896000.0,5211896000.0,3637091000.0,8848987000.0,1574949000.0,1990629000.0,,-3898023000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,FY,,2010-09-30,2011-11-23 15:10:52+00:00,325402000.0,1205377000.0,661112000.0,,-457909000.0,1215989000.0,0.0,1957430000.0,28796000.0,453605000.0,763961000.0,,482618000.0,1495357000.0,1145337000.0,3100492000.0,899109000.0,,,410341000.0,,,17164000.0,798373000.0,149975000.0,,8724228000.0,202758000.0,528206000.0,9650694000.0,5434580000.0,4505250000.0,1671673000.0,5434580000.0,5434580000.0,4216114000.0,9650694000.0,2044952000.0,2544441000.0,,-4806333000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q3,,2010-06-30,2010-08-04 14:27:03+00:00,1315597000.0,,,3304100000.0,-598375000.0,750106000.0,0.0,1933618000.0,,,754951000.0,6191493000.0,470989000.0,1493400000.0,1121643000.0,2887393000.0,643267000.0,,1090093000.0,385383000.0,80706000.0,13608000.0,14058000.0,795279000.0,209703000.0,,8412924000.0,202221000.0,695130000.0,9031673000.0,5153877000.0,4123061000.0,1531426000.0,5153877000.0,5153877000.0,3877796000.0,9031673000.0,2021219000.0,2346370000.0,,-4608348000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q2,,2010-03-31,2010-05-06 14:22:38+00:00,1266893000.0,,,3339120000.0,-459605000.0,830688000.0,0.0,1913676000.0,,,764059000.0,6306797000.0,494911000.0,1490262000.0,1166044000.0,2967677000.0,634907000.0,,1142155000.0,373192000.0,,,13852000.0,777252000.0,201123000.0,,8192151000.0,200573000.0,427414000.0,8943392000.0,5149634000.0,3939493000.0,1467466000.0,5149634000.0,5149634000.0,3793758000.0,8943392000.0,2036222000.0,2326292000.0,,-4510440000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q1,,2009-12-31,2010-02-08 17:17:14+00:00,1333386000.0,,,3364792000.0,-337827000.0,1182306000.0,0.0,1866112000.0,,,769975000.0,6364218000.0,480823000.0,1487844000.0,1163999000.0,2999426000.0,619993000.0,,1075263000.0,359218000.0,,,18079000.0,787159000.0,187453000.0,,7978872000.0,205441000.0,276107000.0,9094276000.0,5260159000.0,4056893000.0,1538827000.0,5260159000.0,5260159000.0,3834117000.0,9094276000.0,2037957000.0,2295290000.0,,-4265077000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2011.0,FY,,2011-09-30,2012-11-21 14:40:48+00:00,304836000.0,1228637000.0,795224000.0,,-670000000.0,1175282000.0,0.0,2125822000.0,11038000.0,477198000.0,991121000.0,,734270000.0,2484665000.0,1244972000.0,3211197000.0,1068483000.0,,,631409000.0,,,18875000.0,825509000.0,225877000.0,,9633584000.0,234932000.0,388031000.0,10430428000.0,4828175000.0,4668331000.0,1823228000.0,4828175000.0,4828175000.0,5602253000.0,10430428000.0,2550900000.0,3779025000.0,,-6280106000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2011.0,Q3,,2011-06-30,2011-08-02 16:16:14+00:00,1418142000.0,,,3721208000.0,-198411000.0,1158037000.0,0.0,2111820000.0,,,867778000.0,6938331000.0,570325000.0,2484953000.0,1331103000.0,3217123000.0,904307000.0,,1250195000.0,570509000.0,,,16944000.0,892460000.0,275233000.0,,9422074000.0,239784000.0,763289000.0,10620819000.0,5298400000.0,5073133000.0,1657926000.0,5298400000.0,5298400000.0,5322419000.0,10620819000.0,2330563000.0,3664493000.0,,-6054027000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2011.0,Q2,,2011-03-31,2011-05-04 09:49:08+00:00,1337480000.0,,,3623883000.0,-290623000.0,748588000.0,0.0,2055929000.0,,,866260000.0,6789566000.0,552659000.0,2484168000.0,1276931000.0,3165683000.0,905998000.0,,1209700000.0,511579000.0,,,17371000.0,902991000.0,276085000.0,,9168895000.0,241431000.0,1109832000.0,10344223000.0,5099061000.0,4856630000.0,1578911000.0,5099061000.0,5099061000.0,5245162000.0,10344223000.0,2321910000.0,3666251000.0,,-5852511000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2011.0,Q1,,2010-12-31,2011-02-08 17:12:03+00:00,1377058000.0,,,3493526000.0,-476974000.0,1249355000.0,0.0,2025789000.0,,,760962000.0,6575381000.0,494701000.0,2485019000.0,1195477000.0,3081855000.0,923918000.0,,1093190000.0,415012000.0,,,17536000.0,782911000.0,172047000.0,,8947065000.0,235295000.0,997807000.0,10071270000.0,4877933000.0,4950841000.0,1612353000.0,4877933000.0,4877933000.0,5193337000.0,10071270000.0,2038574000.0,3580984000.0,,-5635483000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2012.0,FY,,2012-09-30,2013-11-27 15:09:01+00:00,350000000.0,1250000000.0,741000000.0,,-802000000.0,1671000000.0,0.0,2253000000.0,4000000.0,478000000.0,1076000000.0,,647000000.0,3761000000.0,1241000000.0,3304000000.0,1224000000.0,,,515000000.0,136000000.0,,19000000.0,1012000000.0,262000000.0,,10435000000.0,405000000.0,510000000.0,11361000000.0,4136000000.0,5322000000.0,1978000000.0,4136000000.0,4136000000.0,7225000000.0,11361000000.0,2735000000.0,5247000000.0,,-7769000000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2012.0,Q3,,2012-06-30,2012-08-06 14:09:38+00:00,1478932000.0,1160344000.0,,3676200000.0,-705657000.0,1658719000.0,0.0,2214218000.0,,,1016576000.0,6826175000.0,755130000.0,3760642000.0,1239118000.0,3149975000.0,789899000.0,,,565208000.0,131591000.0,,18069000.0,818468000.0,350150000.0,,10233693000.0,410737000.0,529735000.0,11024864000.0,4234504000.0,5284715000.0,1889669000.0,4234504000.0,4234504000.0,6790360000.0,11024864000.0,2590174000.0,4900691000.0,,-7525819000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2012.0,Q2,,2012-03-31,2012-05-03 13:32:37+00:00,1415159000.0,1237850000.0,,3807336000.0,-453392000.0,1839490000.0,0.0,2190903000.0,,,1032493000.0,7081458000.0,759873000.0,3964143000.0,1320580000.0,3274122000.0,786335000.0,,,630096000.0,,,18188000.0,828319000.0,347137000.0,,9998883000.0,206330000.0,272569000.0,11195392000.0,4476288000.0,5300585000.0,1621489000.0,4476288000.0,4476288000.0,6719104000.0,11195392000.0,2620685000.0,5097615000.0,,-7278294000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2012.0,Q1,,2011-12-31,2012-02-07 12:24:08+00:00,1402480000.0,1139081000.0,,3708295000.0,-572554000.0,2196278000.0,0.0,2164544000.0,,,992736000.0,6920607000.0,735359000.0,3972194000.0,1261730000.0,3212312000.0,777599000.0,,,599642000.0,,,19497000.0,778812000.0,329642000.0,,9799928000.0,203894000.0,497413000.0,11413363000.0,4727554000.0,5694144000.0,1606374000.0,4727554000.0,4727554000.0,6685809000.0,11413363000.0,2506907000.0,5079435000.0,,-6683861000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2013.0,FY,,2013-09-30,2014-11-26 12:46:40+00:00,333000000.0,1240000000.0,1067000000.0,,-516000000.0,1890000000.0,0.0,2401000000.0,19000000.0,504000000.0,1109000000.0,,664000000.0,3763000000.0,1402000000.0,3476000000.0,805000000.0,,,623000000.0,,,19000000.0,1028000000.0,408000000.0,,11342000000.0,207000000.0,718000000.0,12149000000.0,5042000000.0,5873000000.0,2130000000.0,5043000000.0,5043000000.0,7106000000.0,12149000000.0,2801000000.0,4976000000.0,,-8204000000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2013.0,Q3,,2013-06-30,2013-08-05 15:09:48+00:00,1485385000.0,1254595000.0,,3887342000.0,-864152000.0,1962086000.0,0.0,2372911000.0,,,1092337000.0,7239004000.0,659316000.0,3762567000.0,1409108000.0,3351662000.0,1115482000.0,,,471604000.0,0.0,,18177000.0,1049221000.0,299661000.0,,11347943000.0,207432000.0,337118000.0,11587047000.0,4716520000.0,5434511000.0,1692817000.0,4716520000.0,4716520000.0,6870527000.0,11587047000.0,2800874000.0,5177710000.0,,-8158359000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2013.0,Q2,,2013-03-31,2013-05-09 13:22:48+00:00,1470603000.0,1220014000.0,,3853416000.0,-803069000.0,2023860000.0,0.0,2345957000.0,,,1099682000.0,7168380000.0,662477000.0,3762077000.0,1391825000.0,3314964000.0,1113435000.0,,,467454000.0,0.0,,18045000.0,1052802000.0,287590000.0,,11142597000.0,407436000.0,396845000.0,11629923000.0,4588782000.0,5499998000.0,1878039000.0,4588782000.0,4588782000.0,7041141000.0,11629923000.0,2814961000.0,5163102000.0,,-8114748000.0
