company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2007.0,FY,2006-10-01,2007-09-30,2010-01-21 17:05:45+00:00,3.63,3.63,,3.49,343890000.0,890033000.0,841519000.0,48514000.0,890033000.0,3032892000.0,6282835000.0,,,944000.0,,,481504000.0,,1583775000.0,3032892000.0,3249943000.0,46420000.0,46221000.0,2065279000.0,1184664000.0,745000.0,1185409000.0,6282835000.0,245200000.0,245200000.0,255000000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2008.0,FY,2007-10-01,2008-09-30,2010-11-24 16:38:04+00:00,4.61,4.61,1.14,4.46,411931000.0,1126996000.0,1077754000.0,49242000.0,1126996000.0,3357159000.0,6897619000.0,,,-1484000.0,,,382554000.0,,1669762000.0,3357159000.0,3540460000.0,36343000.0,39368000.0,2052316000.0,1488144000.0,1541000.0,1489685000.0,6897619000.0,244323000.0,244323000.0,244323000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2008.0,Q3,2008-04-01,2008-06-30,2009-08-10 12:23:18+00:00,1.22,1.22,0.285,1.18,112875000.0,297089000.0,295995000.0,1094000.0,297089000.0,905388000.0,1849339000.0,,,-1285000.0,,,99928000.0,,435807000.0,905388000.0,943951000.0,9017000.0,10956000.0,535735000.0,408216000.0,654000.0,408870000.0,1849339000.0,243500000.0,243500000.0,251800000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q4,2009-07-01,2009-09-30,,2.61,1.32,0.33,1.28,116212000.0,317219000.0,260048000.0,57171000.0,317219000.0,825989000.0,1723581000.0,,,-3313000.0,,,110176000.0,,408479000.0,825989000.0,897592000.0,13782000.0,14418000.0,518655000.0,378937000.0,-2677000.0,376260000.0,1723581000.0,240479000.0,240479000.0,240479000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,FY,2008-10-01,2009-09-30,2011-11-23 15:10:52+00:00,5.12,5.12,1.32,4.99,411246000.0,1231603000.0,1167345000.0,64258000.0,1231603000.0,3311676000.0,6986722000.0,,,-3850000.0,,,404567000.0,,1680797000.0,3311676000.0,3675046000.0,40389000.0,33148000.0,2085364000.0,1589682000.0,-11091000.0,1578591000.0,6986722000.0,240479000.0,240479000.0,240479000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q3,2009-04-01,2009-06-30,2010-08-04 14:27:03+00:00,1.42,1.42,0.33,1.39,90291000.0,341027000.0,338704000.0,2323000.0,341027000.0,860063000.0,1820255000.0,,,-4247000.0,,,98489000.0,,429940000.0,860063000.0,960192000.0,11288000.0,12767000.0,528429000.0,431763000.0,-2768000.0,428995000.0,1820255000.0,240200000.0,240200000.0,245300000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q3YTD,2008-10-01,2009-06-30,,2.51,3.8,0.99,3.71,295034000.0,914384000.0,907297000.0,7087000.0,914384000.0,2485687000.0,5263141000.0,,,-537000.0,,,294391000.0,,1272318000.0,2485687000.0,2777454000.0,26607000.0,18730000.0,1566709000.0,1210745000.0,-8414000.0,1202331000.0,5263141000.0,240109000.0,240109000.0,240109000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q2,2009-01-01,2009-03-31,2010-05-06 14:22:38+00:00,1.09,1.09,0.33,1.06,92612000.0,261289000.0,259174000.0,2115000.0,261289000.0,829350000.0,1724967000.0,,,-5701000.0,,,98588000.0,,436359000.0,829350000.0,895617000.0,7495000.0,4312000.0,534947000.0,360670000.0,-8884000.0,351786000.0,1724967000.0,239700000.0,239700000.0,246500000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2009.0,Q2YTD,2008-10-01,2009-03-31,,1.09,2.38,0.66,2.32,204743000.0,573357000.0,568593000.0,4764000.0,573357000.0,1625624000.0,3442886000.0,,,3710000.0,,,195902000.0,,842378000.0,1625624000.0,1817262000.0,15319000.0,5963000.0,1038280000.0,778982000.0,-5646000.0,773336000.0,3442886000.0,239700000.0,239700000.0,246500000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q4,2010-07-01,2010-09-30,,1.71,1.71,0.37,1.66,88142000.0,396695000.0,231557000.0,165138000.0,396695000.0,786058000.0,1625247000.0,,,1285000.0,,,115376000.0,,407715000.0,786058000.0,839189000.0,12278000.0,14594000.0,523091000.0,316098000.0,3601000.0,319699000.0,1625247000.0,234328000.0,234328000.0,234328000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,FY,2009-10-01,2010-09-30,2012-11-21 14:40:48+00:00,5.62,5.62,1.48,5.49,451897000.0,1317610000.0,1114844000.0,202766000.0,1317610000.0,3428308000.0,7124385000.0,,,497000.0,,,422767000.0,,1690932000.0,3428308000.0,3696077000.0,51263000.0,35129000.0,2113699000.0,1582378000.0,-15637000.0,1566741000.0,7124385000.0,234328000.0,234328000.0,234328000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q3,2010-04-01,2010-06-30,2011-08-02 16:16:14+00:00,1.32,1.32,0.37,1.29,119213000.0,306908000.0,294160000.0,12748000.0,306908000.0,883434000.0,1830911000.0,,,1402000.0,,,108047000.0,,416468000.0,883434000.0,947477000.0,13085000.0,2094000.0,524515000.0,422962000.0,-9589000.0,413373000.0,1830911000.0,232500000.0,232500000.0,237900000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q3YTD,2009-10-01,2010-06-30,,3.91,3.91,1.11,3.83,363755000.0,920915000.0,883287000.0,37628000.0,920915000.0,2642250000.0,5499138000.0,,,-788000.0,,,307391000.0,,1283217000.0,2642250000.0,2856888000.0,38985000.0,20535000.0,1590608000.0,1266280000.0,-19238000.0,1247042000.0,5499138000.0,232500000.0,232500000.0,237900000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q3TTM,2009-07-01,2010-06-30,,6.52,5.23,1.44,5.11,479967000.0,1238134000.0,1143335000.0,94799000.0,1238134000.0,3468239000.0,7222719000.0,,,-4101000.0,,,417567000.0,,1691696000.0,3468239000.0,3754480000.0,52767000.0,34953000.0,2109263000.0,1645217000.0,-21915000.0,1623302000.0,7222719000.0,233242000.0,233242000.0,233242000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q2,2010-01-01,2010-03-31,2011-05-04 09:49:08+00:00,1.26,1.26,0.37,1.24,125517000.0,297631000.0,285034000.0,12597000.0,297631000.0,864492000.0,1799409000.0,,,164000.0,,,100193000.0,,421076000.0,864492000.0,934917000.0,12913000.0,9652000.0,521269000.0,413648000.0,-3097000.0,410551000.0,1799409000.0,236200000.0,236200000.0,240000000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q2YTD,2009-10-01,2010-03-31,,2.59,2.59,0.74,2.54,244542000.0,614007000.0,589127000.0,24880000.0,614007000.0,1758816000.0,3668227000.0,,,-2190000.0,,,199344000.0,,866749000.0,1758816000.0,1909411000.0,25900000.0,18441000.0,1066093000.0,843318000.0,-9649000.0,833669000.0,3668227000.0,236200000.0,236200000.0,240000000.0
Becton Dickinson and Co,BDX,ICE2EP6D98PQUILVRZ91,10795,2010.0,Q2TTM,2009-04-01,2010-03-31,,6.62,5.33,1.4,5.21,451045000.0,1272253000.0,1187879000.0,84374000.0,1272253000.0,3444868000.0,7212063000.0,,,-9750000.0,,,408009000.0,,1705168000.0,3444868000.0,3767195000.0,50970000.0,45626000.0,2113177000.0,1654018000.0,-15094000.0,1638924000.0,7212063000.0,235325000.0,235325000.0,235325000.0
