company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
International Game Technology PLC,IGT,,1619762,2008.0,FY,,2008-09-30,2009-12-01 19:34:46+00:00,105700000.0,436800000.0,189700000.0,1900000.0,266400000.0,,1262100000.0,115800000.0,15300000.0,64700000.0,42900000.0,1158500000.0,248900000.0,2247100000.0,423400000.0,218300000.0,590900000.0,,136900000.0,148200000.0,93400000.0,163800000.0,302400000.0,,,380400000.0,664400000.0,108000000.0,443500000.0,16000000.0,67500000.0,4557400000.0,909000000.0,1470100000.0,736700000.0,909000000.0,909000000.0,3648400000.0,4557400000.0,2496300000.0,2911500000.0,-798500000.0
International Game Technology PLC,IGT,,1619762,2009.0,FY,,2009-09-30,2010-12-29 14:11:47+00:00,90500000.0,334300000.0,313200000.0,6100000.0,146700000.0,,1417900000.0,82800000.0,9400000.0,32800000.0,17800000.0,1151500000.0,259200000.0,2447300000.0,396900000.0,157800000.0,558800000.0,1600000.0,172200000.0,249400000.0,154800000.0,189400000.0,,,,306400000.0,192700000.0,79400000.0,437300000.0,160800000.0,88500000.0,4328100000.0,1062000000.0,1233700000.0,624500000.0,1062000000.0,1063600000.0,3264500000.0,4328100000.0,2535600000.0,2640000000.0,-799300000.0
International Game Technology PLC,IGT,,1619762,2010.0,FY,,2010-09-30,2011-11-29 18:31:50+00:00,84600000.0,290300000.0,269500000.0,10700000.0,158400000.0,,1473800000.0,84300000.0,1800000.0,23900000.0,17900000.0,1151600000.0,202100000.0,2066100000.0,360800000.0,97600000.0,586700000.0,,136800000.0,171900000.0,184100000.0,232100000.0,,,5500000.0,194700000.0,124300000.0,90500000.0,551800000.0,179100000.0,65100000.0,4007000000.0,1234300000.0,1202400000.0,582300000.0,1234300000.0,1234300000.0,2772700000.0,4007000000.0,2217900000.0,2190400000.0,-802000000.0
International Game Technology PLC,IGT,,1619762,2010.0,Q3,,2010-06-30,2010-08-11 17:32:35+00:00,85500000.0,275400000.0,413300000.0,-1100000.0,164900000.0,,1463300000.0,95200000.0,2000000.0,17300000.0,17900000.0,1149200000.0,216200000.0,1813200000.0,372400000.0,114600000.0,574100000.0,-900000.0,166100000.0,186600000.0,189800000.0,152500000.0,,,,275900000.0,527000000.0,87000000.0,549900000.0,,65700000.0,4085600000.0,1210300000.0,1145100000.0,536000000.0,1210300000.0,1209400000.0,2876200000.0,4085600000.0,2366400000.0,2340200000.0,-801800000.0
International Game Technology PLC,IGT,,1619762,2010.0,Q2,,2010-03-31,2010-05-13 16:01:07+00:00,78000000.0,294800000.0,432100000.0,13100000.0,171800000.0,,1451900000.0,89400000.0,2300000.0,14100000.0,17800000.0,1149500000.0,228900000.0,1884600000.0,381300000.0,125100000.0,563000000.0,-500000.0,180300000.0,208500000.0,172000000.0,166800000.0,,,,278200000.0,595400000.0,79000000.0,475700000.0,,74600000.0,4163200000.0,1139400000.0,1173500000.0,544300000.0,1139400000.0,1138900000.0,3024300000.0,4163200000.0,2426700000.0,2480000000.0,-801300000.0
International Game Technology PLC,IGT,,1619762,2010.0,Q1,,2009-12-31,2010-02-10 19:46:26+00:00,99800000.0,301100000.0,419100000.0,15200000.0,173000000.0,,1418300000.0,87000000.0,7400000.0,11700000.0,17800000.0,1152300000.0,247200000.0,1943300000.0,392700000.0,150800000.0,558000000.0,-200000.0,161200000.0,258800000.0,170000000.0,158300000.0,,,,292400000.0,626800000.0,84400000.0,503100000.0,12500000.0,86600000.0,4273800000.0,1135600000.0,1211200000.0,568300000.0,1135600000.0,1135400000.0,3138400000.0,4273800000.0,2504600000.0,2570100000.0,-801000000.0
International Game Technology PLC,IGT,,1619762,2011.0,FY,,2011-09-30,2012-11-27 19:19:46+00:00,103000000.0,320100000.0,228800000.0,-8800000.0,460000000.0,0.0,1542600000.0,97100000.0,3200000.0,38900000.0,17800000.0,1231400000.0,170400000.0,2011700000.0,324600000.0,73000000.0,552100000.0,2400000.0,84600000.0,126400000.0,167100000.0,137400000.0,,,,255000000.0,163200000.0,92000000.0,763800000.0,143000000.0,63200000.0,4154400000.0,1442400000.0,1409900000.0,534700000.0,1442400000.0,1444800000.0,2709600000.0,4154400000.0,2192400000.0,2174900000.0,-855200000.0
International Game Technology PLC,IGT,,1619762,2011.0,Q3,,2011-06-30,2011-08-10 13:10:03+00:00,106000000.0,291100000.0,215100000.0,19900000.0,316300000.0,,1532200000.0,86900000.0,3800000.0,27000000.0,18000000.0,1239300000.0,188800000.0,1939700000.0,336600000.0,91300000.0,584300000.0,2700000.0,116800000.0,123800000.0,169500000.0,146800000.0,,58400000.0,19300000.0,177700000.0,155600000.0,85100000.0,728200000.0,138500000.0,63700000.0,4076400000.0,1450700000.0,1309100000.0,527700000.0,1450700000.0,1453400000.0,2623000000.0,4076400000.0,2183000000.0,2095300000.0,-829600000.0
International Game Technology PLC,IGT,,1619762,2011.0,Q2,,2011-03-31,2011-05-11 17:28:19+00:00,78300000.0,318300000.0,257800000.0,20700000.0,305900000.0,,1508500000.0,87800000.0,3300000.0,17200000.0,18000000.0,1153000000.0,179600000.0,1923100000.0,346200000.0,106700000.0,585000000.0,,129800000.0,133200000.0,177100000.0,157400000.0,,,,170200000.0,148500000.0,67500000.0,659200000.0,152000000.0,64700000.0,3982400000.0,1384200000.0,1285400000.0,526600000.0,1384200000.0,1384200000.0,2598200000.0,3982400000.0,2112000000.0,2071600000.0,-804200000.0
International Game Technology PLC,IGT,,1619762,2011.0,Q1,,2010-12-31,2011-02-09 16:51:26+00:00,84800000.0,297000000.0,235700000.0,10400000.0,168700000.0,,1487800000.0,93200000.0,1900000.0,11000000.0,17900000.0,1150500000.0,190000000.0,1951800000.0,356500000.0,113000000.0,584300000.0,,129600000.0,147500000.0,175500000.0,177900000.0,,,,179100000.0,137900000.0,84900000.0,607600000.0,170000000.0,64900000.0,3912600000.0,1301600000.0,1175100000.0,521300000.0,1301600000.0,1301600000.0,2611000000.0,3912600000.0,2153200000.0,2089700000.0,-804200000.0
