company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
International Game Technology PLC,IGT,,1619762,2012.0,FY,,2012-09-30,2013-11-26 16:29:29+00:00,87500000.0,346600000.0,322600000.0,4500000.0,206300000.0,0.0,1585200000.0,96700000.0,8100000.0,43700000.0,16000000.0,1469700000.0,193400000.0,2175000000.0,295700000.0,92900000.0,555700000.0,,106500000.0,139300000.0,218200000.0,160500000.0,,,,261500000.0,282000000.0,81900000.0,941000000.0,152400000.0,60200000.0,4285100000.0,1197800000.0,1263300000.0,630300000.0,1197800000.0,1197800000.0,3087300000.0,4285100000.0,2466100000.0,2457000000.0,-1332900000.0
International Game Technology PLC,IGT,,1619762,2012.0,Q3,,2012-06-30,2012-08-08 15:46:24+00:00,100200000.0,270400000.0,275500000.0,-1700000.0,241300000.0,,1497500000.0,68800000.0,10600000.0,29800000.0,17100000.0,1463900000.0,235700000.0,2308100000.0,305400000.0,104000000.0,563700000.0,,114100000.0,140000000.0,213000000.0,140400000.0,,,,259100000.0,267200000.0,86200000.0,868800000.0,146600000.0,60900000.0,4266900000.0,1111800000.0,1185000000.0,579800000.0,1111800000.0,1111800000.0,3155100000.0,4266900000.0,2518200000.0,2575300000.0,-1252800000.0
International Game Technology PLC,IGT,,1619762,2012.0,Q2,,2012-03-31,2012-05-09 15:33:49+00:00,89100000.0,314000000.0,293000000.0,10300000.0,271100000.0,,1568800000.0,73600000.0,3600000.0,20700000.0,17700000.0,1470600000.0,254500000.0,2002800000.0,313000000.0,90600000.0,582000000.0,,107100000.0,128200000.0,197400000.0,143800000.0,,,,251600000.0,260400000.0,89500000.0,839400000.0,150400000.0,61500000.0,4348500000.0,1510800000.0,1241500000.0,574500000.0,1510800000.0,1510800000.0,2837700000.0,4348500000.0,2525000000.0,2263200000.0,-907700000.0
International Game Technology PLC,IGT,,1619762,2012.0,Q1,,2011-12-31,2012-02-08 16:54:03+00:00,100200000.0,285900000.0,204300000.0,-2900000.0,484700000.0,,1555800000.0,68700000.0,2100000.0,9700000.0,17900000.0,1231200000.0,158800000.0,2017000000.0,324000000.0,96100000.0,553700000.0,2400000.0,101000000.0,119300000.0,173400000.0,133900000.0,,,,257900000.0,165900000.0,102600000.0,795200000.0,147800000.0,62300000.0,4153500000.0,1486200000.0,1407600000.0,482000000.0,1486200000.0,1488600000.0,2664900000.0,4153500000.0,2192200000.0,2182900000.0,-861900000.0
International Game Technology PLC,IGT,,1619762,2013.0,FY,,2013-09-30,2014-11-25 15:04:11+00:00,110000000.0,348600000.0,366300000.0,8200000.0,713300000.0,0.0,1433100000.0,111100000.0,7800000.0,40200000.0,25900000.0,1471100000.0,130600000.0,1659600000.0,268600000.0,90100000.0,483900000.0,,128800000.0,165600000.0,229300000.0,131300000.0,,,,188200000.0,190600000.0,67000000.0,87700000.0,958300000.0,85300000.0,4612800000.0,1254100000.0,1776000000.0,1508500000.0,1254100000.0,1254100000.0,3358700000.0,4612800000.0,2352900000.0,1850200000.0,-274900000.0
International Game Technology PLC,IGT,,1619762,2013.0,Q3,,2013-06-30,2013-08-02 19:52:40+00:00,98700000.0,334600000.0,343600000.0,-6300000.0,229300000.0,,1409000000.0,122200000.0,11400000.0,31600000.0,23500000.0,1464800000.0,145800000.0,1164400000.0,272700000.0,95400000.0,499200000.0,,122800000.0,123500000.0,225500000.0,132100000.0,,,,216300000.0,197100000.0,72800000.0,50100000.0,956600000.0,57400000.0,4114400000.0,1287500000.0,1269300000.0,1465400000.0,1287500000.0,1287500000.0,2826900000.0,4114400000.0,2345900000.0,1361500000.0,-165300000.0
International Game Technology PLC,IGT,,1619762,2013.0,Q2,,2013-03-31,2013-05-08 15:48:37+00:00,86400000.0,361700000.0,345900000.0,-600000.0,236500000.0,,1394500000.0,116300000.0,7600000.0,22800000.0,20800000.0,1467500000.0,161600000.0,2138200000.0,279600000.0,89400000.0,511500000.0,,118400000.0,115200000.0,216600000.0,132800000.0,,,,258300000.0,195300000.0,75800000.0,7900000.0,140200000.0,58500000.0,4199700000.0,1242500000.0,1287600000.0,623700000.0,1242500000.0,1242500000.0,2957200000.0,4199700000.0,2400600000.0,2333500000.0,-159300000.0
International Game Technology PLC,IGT,,1619762,2013.0,Q1,,2012-12-31,2013-02-06 16:45:17+00:00,80200000.0,323700000.0,300700000.0,7900000.0,200700000.0,,1379200000.0,87800000.0,10400000.0,11500000.0,18600000.0,1470600000.0,177900000.0,2095400000.0,291000000.0,91500000.0,545700000.0,,120800000.0,130600000.0,219400000.0,107500000.0,,,,273400000.0,264800000.0,76300000.0,-49500000.0,141500000.0,59600000.0,4176500000.0,1253400000.0,1166500000.0,562900000.0,1253400000.0,1253400000.0,2923100000.0,4176500000.0,2464300000.0,2360200000.0,-84200000.0
International Game Technology PLC,IGT,,1619762,2014.0,FY,,2014-09-30,2015-02-06 17:35:10+00:00,77700000.0,329300000.0,290100000.0,-15200000.0,255100000.0,,1472700000.0,98300000.0,900000.0,31400000.0,27200000.0,1461600000.0,80900000.0,2140200000.0,236700000.0,71400000.0,412700000.0,,142000000.0,115500000.0,200900000.0,153800000.0,,,,319000000.0,106900000.0,59300000.0,226600000.0,117500000.0,53000000.0,3989500000.0,1197600000.0,1221100000.0,544800000.0,1197600000.0,1197600000.0,2791900000.0,3989500000.0,2355700000.0,2247100000.0,-486500000.0
International Game Technology PLC,IGT,,1619762,2014.0,Q3,,2014-06-30,2014-08-06 11:50:48+00:00,83200000.0,295500000.0,267700000.0,4500000.0,235600000.0,,1464200000.0,97400000.0,-300000.0,20700000.0,27200000.0,1470300000.0,94500000.0,2260700000.0,248200000.0,89500000.0,435600000.0,,137900000.0,116400000.0,214500000.0,162500000.0,,,,341900000.0,109800000.0,63400000.0,183000000.0,123000000.0,54200000.0,4057400000.0,1165400000.0,1212600000.0,521500000.0,1165400000.0,1165400000.0,2892000000.0,4057400000.0,2409200000.0,2370500000.0,-486300000.0
International Game Technology PLC,IGT,,1619762,2014.0,Q2,,2014-03-31,2014-05-07 15:12:06+00:00,92900000.0,319100000.0,321800000.0,6200000.0,355800000.0,,1456600000.0,106900000.0,0.0,16200000.0,27200000.0,1471500000.0,106300000.0,1635600000.0,253300000.0,76000000.0,443900000.0,,127600000.0,143600000.0,232400000.0,177500000.0,,,,356100000.0,124900000.0,61500000.0,138000000.0,968300000.0,70000000.0,4301500000.0,1114600000.0,1399200000.0,1426400000.0,1114600000.0,1114600000.0,3186900000.0,4301500000.0,2458400000.0,1760500000.0,-486200000.0
International Game Technology PLC,IGT,,1619762,2014.0,Q1,,2013-12-31,2014-02-05 12:49:22+00:00,96900000.0,338000000.0,359500000.0,5700000.0,480600000.0,,1445700000.0,118600000.0,3200000.0,10900000.0,27500000.0,1470800000.0,117200000.0,1643100000.0,264400000.0,74500000.0,467300000.0,,122700000.0,166500000.0,236700000.0,106600000.0,,,,160300000.0,139100000.0,67900000.0,139500000.0,962400000.0,155400000.0,4347500000.0,1104900000.0,1578300000.0,1460400000.0,1104900000.0,1104900000.0,3242600000.0,4347500000.0,2301900000.0,1782200000.0,-486000000.0
International Game Technology PLC,IGT,,1619762,2015.0,Q1,,2014-12-31,2015-02-06 17:35:10+00:00,66300000.0,280500000.0,241100000.0,-30700000.0,201600000.0,,1484500000.0,97600000.0,900000.0,9400000.0,0.0,1453900000.0,70800000.0,2069700000.0,235500000.0,72000000.0,405200000.0,,137600000.0,97100000.0,183400000.0,139700000.0,,,,315800000.0,110400000.0,66000000.0,234100000.0,117500000.0,51900000.0,3808600000.0,1193300000.0,1092700000.0,435200000.0,1193300000.0,1193300000.0,2615300000.0,3808600000.0,2310700000.0,2180100000.0,-494600000.0
