company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,FY,,2009-12-31,2011-02-25 16:06:30+00:00,15734000.0,169535000.0,164282000.0,517421000.0,3234000.0,,1029478000.0,29284000.0,,,3373710000.0,36522000.0,845836000.0,,2856289000.0,603286000.0,1309000.0,156998000.0,,,40340000.0,49521000.0,20676000.0,13896000.0,306367000.0,3171085000.0,1336262000.0,217258000.0,337014000.0,1335428000.0,1335428000.0,1835657000.0,3171085000.0,97538000.0,1498643000.0,417000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,FY,,2010-12-31,2012-02-24 09:11:02+00:00,41140000.0,268552000.0,215079000.0,730509000.0,384000.0,0.0,1874752000.0,42716000.0,,,5644296000.0,34973000.0,1668521000.0,,4913787000.0,720889000.0,6855000.0,250770000.0,,,36273000.0,88221000.0,52828000.0,12126000.0,510737000.0,5368494000.0,2387104000.0,330633000.0,506989000.0,2383874000.0,2383874000.0,2984620000.0,5368494000.0,124074000.0,2477631000.0,1615000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q3,,2010-09-30,2010-11-04 09:17:25+00:00,7607000.0,201134000.0,174000000.0,692922000.0,357000.0,,1270979000.0,2551000.0,,,3888820000.0,35360000.0,688620000.0,,3195898000.0,677573000.0,23339000.0,168538000.0,,,52197000.0,36715000.0,19544000.0,11295000.0,518853000.0,3541675000.0,1791042000.0,238676000.0,350145000.0,1788622000.0,1788622000.0,1753053000.0,3541675000.0,107101000.0,1402908000.0,1210000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q2,,2010-06-30,2010-08-06 08:13:21+00:00,6834000.0,177260000.0,190719000.0,630255000.0,383000.0,,1265271000.0,0.0,3530000.0,,3713957000.0,35748000.0,644023000.0,,3083702000.0,664222000.0,32409000.0,146565000.0,,,83380000.0,26013000.0,20771000.0,10600000.0,498078000.0,3444253000.0,1764351000.0,220652000.0,347648000.0,1762347000.0,1762347000.0,1681906000.0,3444253000.0,139899000.0,1334258000.0,1002000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,FY,,2011-12-31,2013-02-22 17:01:13+00:00,23352000.0,367667000.0,293919000.0,1116545000.0,342000.0,0.0,1925861000.0,28793000.0,0.0,,7406663000.0,33425000.0,2080141000.0,,6290118000.0,1002295000.0,1698000.0,384206000.0,,,49369000.0,84924000.0,65641000.0,12523000.0,1058874000.0,6849576000.0,2988731000.0,411023000.0,701477000.0,2980739000.0,2980739000.0,3868837000.0,6849576000.0,148435000.0,3167360000.0,3996000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q3,,2011-09-30,2011-11-03 16:34:59+00:00,6806000.0,385870000.0,291151000.0,995261000.0,174000.0,0.0,1919501000.0,,52521000.0,,6740878000.0,33811000.0,1789532000.0,,5745617000.0,972346000.0,145671000.0,311208000.0,,,127965000.0,41583000.0,68297000.0,15381000.0,1141699000.0,6522786000.0,3064761000.0,547096000.0,661686000.0,3057639000.0,3057639000.0,3465147000.0,6522786000.0,230073000.0,2803461000.0,3561000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q2,,2011-06-30,2011-08-05 15:09:35+00:00,11652000.0,387253000.0,296681000.0,881607000.0,397000.0,,1912202000.0,28962000.0,,,6330894000.0,34199000.0,1735926000.0,,5449287000.0,845702000.0,4958000.0,328776000.0,,,43164000.0,123045000.0,70941000.0,16982000.0,785494000.0,6036143000.0,2701031000.0,438552000.0,637109000.0,2694361000.0,2694361000.0,3341782000.0,6036143000.0,148304000.0,2704673000.0,3335000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q1,,2011-03-31,2011-05-06 09:01:03+00:00,6039000.0,331796000.0,247001000.0,784378000.0,908000.0,,1901452000.0,76957000.0,,,5977914000.0,34586000.0,1655407000.0,,5193536000.0,758229000.0,0.0,435970000.0,,,45799000.0,188014000.0,49285000.0,9604000.0,553312000.0,5742471000.0,2457717000.0,419265000.0,689010000.0,2451811000.0,2451811000.0,3290660000.0,5742471000.0,129670000.0,2601650000.0,2953000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,FY,,2012-12-31,2014-02-20 17:55:34+00:00,31329000.0,400791000.0,351919000.0,1565316000.0,2880000.0,0.0,1982819000.0,0.0,8566000.0,,9558740000.0,30076000.0,3101103000.0,,7993424000.0,1186621000.0,35942000.0,348272000.0,,,29446000.0,95431000.0,77609000.0,19269000.0,1490563000.0,8589437000.0,3466196000.0,458882000.0,740086000.0,3466196000.0,3466196000.0,5123241000.0,8589437000.0,137131000.0,4383155000.0,-7186000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q3,,2012-09-30,2012-11-08 17:14:57+00:00,18433000.0,437262000.0,340245000.0,1542056000.0,291000.0,0.0,1973879000.0,0.0,11402000.0,,9822368000.0,32263000.0,3600983000.0,,8280312000.0,1148383000.0,35793000.0,330088000.0,,,42731000.0,101045000.0,80843000.0,23522000.0,1415276000.0,8933017000.0,3395872000.0,496868000.0,700168000.0,3382438000.0,3382438000.0,5550579000.0,8933017000.0,155837000.0,4850411000.0,6717000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q2,,2012-06-30,2012-08-08 06:11:19+00:00,29901000.0,375491000.0,319601000.0,1388180000.0,710000.0,0.0,1952839000.0,,45076000.0,,8379559000.0,32651000.0,2523366000.0,,6991379000.0,1120593000.0,126723000.0,304507000.0,,,146930000.0,59700000.0,72281000.0,12144000.0,1409288000.0,7758309000.0,3368689000.0,515068000.0,699085000.0,3355565000.0,3355565000.0,4402744000.0,7758309000.0,251862000.0,3703659000.0,6562000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q1,,2012-03-31,2012-05-03 16:17:32+00:00,11625000.0,414805000.0,360224000.0,1249959000.0,606000.0,0.0,1941766000.0,47579000.0,,,7996728000.0,33038000.0,2281752000.0,,6746769000.0,1026869000.0,,495962000.0,,,19326000.0,144454000.0,72985000.0,11501000.0,1089991000.0,7346609000.0,3037791000.0,474491000.0,867811000.0,3025723000.0,3025723000.0,4320886000.0,7346609000.0,125349000.0,3453075000.0,6034000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,FY,,2013-12-31,2015-02-26 08:41:52+00:00,13936000.0,471735000.0,318296000.0,2384108000.0,21000.0,0.0,2027267000.0,30069000.0,0.0,,11330156000.0,28615000.0,3630421000.0,,8946048000.0,1334653000.0,590000.0,424636000.0,,,22578000.0,111273000.0,73048000.0,18460000.0,1741566000.0,9591164000.0,3757949000.0,520875000.0,756868000.0,3757949000.0,3757949000.0,5833215000.0,9591164000.0,124241000.0,5076347000.0,-10884000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q3,,2013-09-30,2013-11-07 16:37:31+00:00,36813000.0,554331000.0,323928000.0,2176041000.0,22000.0,0.0,2019645000.0,33150000.0,0.0,,10963951000.0,28980000.0,3588650000.0,,8787910000.0,1302249000.0,872000.0,513543000.0,,,29722000.0,120805000.0,76377000.0,19337000.0,1635777000.0,9530701000.0,3644713000.0,607712000.0,874284000.0,3644713000.0,3644713000.0,5885988000.0,9530701000.0,135079000.0,5011704000.0,-10709000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q2,,2013-06-30,2013-08-08 16:58:45+00:00,20437000.0,503015000.0,441904000.0,1979566000.0,47000.0,0.0,2004405000.0,,210000.0,,10528388000.0,29345000.0,3457770000.0,,8548822000.0,1248508000.0,17359000.0,380558000.0,,,46120000.0,94751000.0,79687000.0,19009000.0,1605356000.0,9243404000.0,3599266000.0,539430000.0,843109000.0,3599266000.0,3599266000.0,5644138000.0,9243404000.0,155152000.0,4801029000.0,-10495000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q1,,2013-03-31,2013-07-03 16:49:17+00:00,7962000.0,404581000.0,371976000.0,1729399000.0,974000.0,0.0,1994922000.0,16420000.0,0.0,,10011434000.0,29711000.0,3264626000.0,,8282035000.0,1220440000.0,7201000.0,389850000.0,,,30895000.0,103061000.0,74355000.0,17226000.0,1520656000.0,8863398000.0,3505483000.0,446402000.0,769788000.0,3505483000.0,3505483000.0,5357915000.0,8863398000.0,134961000.0,4588127000.0,-10095000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,FY,,2014-12-31,2015-11-05 16:17:30+00:00,20380000.0,660265000.0,718300000.0,3790953000.0,21000.0,0.0,3027525000.0,,162566000.0,,13996967000.0,27154000.0,3517320000.0,,10206014000.0,1438185000.0,490351000.0,525947000.0,,,309956000.0,136477000.0,68443000.0,37759000.0,2279741000.0,11799963000.0,5280788000.0,1188396000.0,1427193000.0,5280788000.0,5280788000.0,6519175000.0,11799963000.0,405553000.0,5091982000.0,-26478000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q3,,2014-09-30,2014-11-06 17:18:04+00:00,33499000.0,594576000.0,493280000.0,3100046000.0,98864000.0,0.0,3010637000.0,0.0,2504000.0,,13165714000.0,27519000.0,3378483000.0,,10065668000.0,1521582000.0,41859000.0,362059000.0,,,102981000.0,102910000.0,70886000.0,35742000.0,2149845000.0,11038095000.0,5143778000.0,771041000.0,891342000.0,5143778000.0,5143778000.0,5894317000.0,11038095000.0,201386000.0,5002975000.0,-16704000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q2,,2014-06-30,2014-08-07 17:21:35+00:00,50685000.0,589555000.0,410726000.0,2833157000.0,365488000.0,0.0,2986218000.0,76089000.0,,,12397169000.0,27884000.0,3379138000.0,,9564012000.0,1415624000.0,0.0,521886000.0,,,36550000.0,162270000.0,73303000.0,22782000.0,1844642000.0,10755663000.0,4815334000.0,1053914000.0,983297000.0,4815334000.0,4815334000.0,5940329000.0,10755663000.0,137737000.0,4957032000.0,-15526000.0
