company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:06:30+00:00,-584220000.0,11304000.0,27747000.0,117406000.0,,171561000.0,242426000.0,771916000.0,541981000.0,-946050000.0,391397000.0,,541981000.0,-946050000.0,391397000.0,-12672000.0,278702000.0,278702000.0,-176272000.0,9005000.0,-6354000.0,,,-356510000.0,-481241000.0,-125000.0,,1034000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 16:06:30+00:00,-265469000.0,7299000.0,14862000.0,196736000.0,,-24116000.0,,1158650000.0,212084000.0,-586148000.0,359546000.0,,212084000.0,-586148000.0,359546000.0,-14518000.0,-9802000.0,-9802000.0,196728000.0,11328000.0,82416000.0,,,-408194000.0,-957602000.0,-292000.0,,5099000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,Q4,2009-10-01,2009-12-31,,-265469000.0,1701000.0,1571000.0,38751000.0,,-3556000.0,,486000000.0,204341000.0,-344270000.0,127468000.0,,204341000.0,-344270000.0,127468000.0,-12461000.0,16879000.0,16879000.0,75394000.0,3470000.0,4826000.0,,,-87722000.0,-285129000.0,,,4095000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,Q3,2009-07-01,2009-09-30,,,1366000.0,6380000.0,54835000.0,,25985000.0,,461000000.0,-22182000.0,-79050000.0,113846000.0,,-22182000.0,-79050000.0,113846000.0,12614000.0,19762000.0,19762000.0,13264000.0,935000.0,16125000.0,,,-95175000.0,-484017000.0,-100000.0,,
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 09:17:25+00:00,,5598000.0,13291000.0,157985000.0,,-20560000.0,,672650000.0,7743000.0,-241878000.0,232078000.0,,7743000.0,-241878000.0,232078000.0,-2057000.0,-26681000.0,-26681000.0,121334000.0,7858000.0,77590000.0,,,-320472000.0,-672473000.0,-292000.0,,1004000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 08:13:21+00:00,,4232000.0,6911000.0,103150000.0,,-46545000.0,,211650000.0,29925000.0,-162828000.0,118232000.0,,29925000.0,-162828000.0,118232000.0,-14671000.0,-46443000.0,-46443000.0,108070000.0,6923000.0,61465000.0,,,-225297000.0,-188456000.0,-192000.0,,1004000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-04 09:17:25+00:00,,17771000.0,27627000.0,169844000.0,,54907000.0,,875636000.0,107191000.0,-512824000.0,402178000.0,,107191000.0,-512824000.0,402756000.0,-2877000.0,212486000.0,212486000.0,-35059000.0,232647000.0,-22961000.0,,,-490653000.0,-1000299000.0,-793000.0,,790000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q3TTM,2009-10-01,2010-09-30,,-265469000.0,19472000.0,29198000.0,208595000.0,,51351000.0,,1361636000.0,311532000.0,-857094000.0,529646000.0,,311532000.0,-857094000.0,530224000.0,-15338000.0,229365000.0,229365000.0,40335000.0,236117000.0,-18135000.0,,,-578375000.0,-1285428000.0,-793000.0,,4885000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q3,2010-07-01,2010-09-30,,,1056000.0,5920000.0,61900000.0,,4250000.0,,481059000.0,47407000.0,-210659000.0,163220000.0,,47407000.0,-210659000.0,163226000.0,-26000.0,20775000.0,20775000.0,76295000.0,4855000.0,-300000.0,,,-210359000.0,-438299000.0,-208000.0,,
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-06 08:13:21+00:00,,16715000.0,21707000.0,107944000.0,,50657000.0,,394577000.0,59784000.0,-302165000.0,238958000.0,,59784000.0,-302165000.0,239530000.0,-2851000.0,191711000.0,191711000.0,-111354000.0,227792000.0,-22661000.0,,,-280294000.0,-562000000.0,-585000.0,,790000.0
