company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 09:01:03+00:00,0.76,0.76,,50159000.0,0.75,,1365000.0,38763000.0,67540000.0,65333000.0,2207000.0,67540000.0,33330000.0,199173000.0,,,539000.0,,-73000.0,-15232000.0,,,13778000.0,33869000.0,165304000.0,11065000.0,50070000.0,115234000.0,-11138000.0,104096000.0,199173000.0,88900000.0,88831000.0,90130000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q4,2011-10-01,2011-12-31,,-4.9,-0.81,,95123000.0,-0.82,-3498000.0,10631000.0,-72200000.0,-82825000.0,-120240000.0,37415000.0,-82825000.0,60644000.0,356231000.0,,,,,616000.0,320586000.0,,,31642000.0,60644000.0,295587000.0,34159000.0,454484000.0,-158897000.0,-33543000.0,-192440000.0,356231000.0,438500000.0,102581000.0,103653000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 17:55:34+00:00,1.25,5.34,,400022000.0,5.28,,11833000.0,261800000.0,548137000.0,419534000.0,128603000.0,548137000.0,277929000.0,1617771000.0,,,,,-3974000.0,25794000.0,,,98525000.0,277929000.0,1339842000.0,118360000.0,536174000.0,803668000.0,-122334000.0,681334000.0,1617771000.0,438500000.0,102581000.0,103653000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q3,2011-07-01,2011-09-30,2011-11-03 16:34:59+00:00,3.47,3.47,,115730000.0,3.44,3498000.0,,221199000.0,356205000.0,356205000.0,0.0,356205000.0,84050000.0,454468000.0,,,,,-2503000.0,-384471000.0,,,22873000.0,84050000.0,370418000.0,32881000.0,-242370000.0,612788000.0,-35384000.0,577404000.0,454468000.0,102700000.0,102733000.0,103696000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q3YTD,2011-01-01,2011-09-30,,6.15,6.15,,304899000.0,6.1,3498000.0,1202000.0,334000000.0,630962000.0,539774000.0,91188000.0,630962000.0,217285000.0,1261540000.0,,,,,-4590000.0,-294792000.0,,,66883000.0,217285000.0,1044255000.0,84201000.0,81690000.0,962565000.0,-88791000.0,873774000.0,1261540000.0,102700000.0,102733000.0,103696000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.01,6.01,,350226000.0,5.96,13628000.0,334000.0,312024000.0,622846000.0,476921000.0,145925000.0,622846000.0,241534000.0,1457604000.0,,,331000.0,,-11005000.0,-145277000.0,,,86922000.0,241865000.0,1215739000.0,109995000.0,305833000.0,909945000.0,-121000000.0,788945000.0,1457604000.0,102700000.0,102733000.0,103696000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q2,2011-04-01,2011-06-30,2011-08-05 15:09:35+00:00,2.26,2.26,,98881000.0,2.24,,476000.0,143270000.0,232182000.0,232182000.0,,232182000.0,69577000.0,446232000.0,,,,,-1735000.0,-144167000.0,,,22618000.0,69577000.0,376655000.0,21660000.0,-22192000.0,398847000.0,-23395000.0,375452000.0,446232000.0,102700000.0,102569000.0,103638000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.68,2.68,,189169000.0,2.66,,1202000.0,112801000.0,274757000.0,183569000.0,91188000.0,274757000.0,133235000.0,807072000.0,,,,,-2087000.0,89679000.0,,,44010000.0,133235000.0,673837000.0,51320000.0,324060000.0,349777000.0,-53407000.0,296370000.0,807072000.0,102700000.0,102569000.0,103638000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.77,2.77,,296396000.0,2.74,10130000.0,5881000.0,100907000.0,287416000.0,141491000.0,145925000.0,287416000.0,202556000.0,1243632000.0,,,331000.0,,-12023000.0,305706000.0,,,79094000.0,202887000.0,1040745000.0,89150000.0,697207000.0,343571000.0,-101173000.0,242398000.0,1243632000.0,102700000.0,102569000.0,103638000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 09:01:03+00:00,0.42,0.42,,90288000.0,0.42,,726000.0,-30469000.0,42575000.0,-48613000.0,91188000.0,42575000.0,63658000.0,360840000.0,,,,,-352000.0,233846000.0,,,21392000.0,63658000.0,297182000.0,29660000.0,346252000.0,-49070000.0,-30012000.0,-79082000.0,360840000.0,101400000.0,102242000.0,102242000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.87,1.87,,251616000.0,1.85,10130000.0,10975000.0,32381000.0,179405000.0,33480000.0,145925000.0,179405000.0,173427000.0,1013110000.0,,,331000.0,,-10592000.0,337482000.0,,,74014000.0,173758000.0,839352000.0,78682000.0,684217000.0,155135000.0,-89274000.0,65861000.0,1013110000.0,101400000.0,102242000.0,102242000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q4,2012-10-01,2012-12-31,,-3.24,0.72,,140188000.0,0.72,-27335000.0,39840000.0,30206000.0,75287000.0,51828000.0,23459000.0,75287000.0,67238000.0,381666000.0,,,,,-3670000.0,-17169000.0,,,39568000.0,67238000.0,314428000.0,53632000.0,175092000.0,139336000.0,-57302000.0,82034000.0,381666000.0,1962200000.0,103190000.0,103190000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 08:41:52+00:00,0.22,4.18,,575128000.0,4.15,,39840000.0,251041000.0,431689000.0,408230000.0,23459000.0,431689000.0,343743000.0,1819814000.0,,,,,-8587000.0,-123256000.0,,,133796000.0,343743000.0,1476071000.0,182705000.0,625508000.0,850563000.0,-191292000.0,659271000.0,1819814000.0,1962200000.0,103190000.0,103190000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q3,2012-07-01,2012-09-30,2012-11-08 17:14:57+00:00,0.06,0.06,,157621000.0,0.06,6958000.0,0.0,4155000.0,5988000.0,5988000.0,0.0,5988000.0,96666000.0,497547000.0,,,,,-3114000.0,136835000.0,,,34873000.0,96666000.0,400881000.0,51337000.0,336287000.0,64594000.0,-54451000.0,10143000.0,497547000.0,99800000.0,103292000.0,104040000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.46,3.46,,434940000.0,3.43,27335000.0,,220835000.0,356402000.0,356402000.0,,356402000.0,276505000.0,1438148000.0,,,,,-4917000.0,-106087000.0,,,94228000.0,276505000.0,1161643000.0,129073000.0,450416000.0,711227000.0,-133990000.0,577237000.0,1438148000.0,99800000.0,103292000.0,104040000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q3TTM,2011-10-01,2012-09-30,,-1.44,2.65,,530063000.0,2.61,23837000.0,10631000.0,148635000.0,273577000.0,236162000.0,37415000.0,273577000.0,337149000.0,1794379000.0,,,,,-4301000.0,214499000.0,,,125870000.0,337149000.0,1457230000.0,163232000.0,904900000.0,552330000.0,-167533000.0,384797000.0,1794379000.0,99800000.0,103292000.0,104040000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q2,2012-04-01,2012-06-30,2012-08-08 06:11:19+00:00,3.1,3.1,,141450000.0,3.07,14398000.0,,197563000.0,319297000.0,319297000.0,,319297000.0,87689000.0,432796000.0,,,,,-535000.0,-402003000.0,,,31968000.0,87689000.0,345107000.0,41899000.0,-214187000.0,559294000.0,-42434000.0,516860000.0,432796000.0,103000000.0,103114000.0,103880000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q2YTD,2012-01-01,2012-06-30,,3.4,3.4,,277319000.0,3.37,20377000.0,,216680000.0,350414000.0,350414000.0,,350414000.0,179839000.0,940601000.0,,,,,-1803000.0,-242922000.0,,,59355000.0,179839000.0,760762000.0,77736000.0,114129000.0,646633000.0,-79539000.0,567094000.0,940601000.0,103000000.0,103114000.0,103880000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.97,6.06,,488172000.0,5.99,20377000.0,10631000.0,365679000.0,623794000.0,586379000.0,37415000.0,623794000.0,324533000.0,1751300000.0,,,,,-3690000.0,-306807000.0,,,113870000.0,324533000.0,1426767000.0,144776000.0,326243000.0,1100524000.0,-148466000.0,952058000.0,1751300000.0,103000000.0,103114000.0,103880000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 16:17:32+00:00,0.3,0.3,,135869000.0,0.3,5979000.0,,19117000.0,31117000.0,31117000.0,,31117000.0,92150000.0,507805000.0,,,,,-1268000.0,159081000.0,,,27387000.0,92150000.0,415655000.0,35837000.0,328316000.0,87339000.0,-37105000.0,50234000.0,507805000.0,103700000.0,102854000.0,103770000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.13,5.22,,445603000.0,5.16,5979000.0,11107000.0,311386000.0,536679000.0,499264000.0,37415000.0,536679000.0,306421000.0,1764736000.0,,,,,-4890000.0,-48971000.0,,,104520000.0,306421000.0,1458315000.0,124537000.0,518238000.0,940077000.0,-129427000.0,810650000.0,1764736000.0,103700000.0,102854000.0,103770000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q4,2013-10-01,2013-12-31,,-0.18,1.0,,214833000.0,1.0,-37797000.0,109549000.0,32214000.0,105789000.0,105789000.0,,105789000.0,127141000.0,632086000.0,,,,,-11275000.0,-32014000.0,,,44695000.0,127141000.0,504945000.0,56401000.0,299266000.0,205679000.0,-67676000.0,138003000.0,632086000.0,2281800000.0,103744000.0,103744000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 08:41:52+00:00,0.11,2.39,,772608000.0,2.39,,174924000.0,118237000.0,251003000.0,238922000.0,12081000.0,251003000.0,455436000.0,2319919000.0,,,,,-13081000.0,129699000.0,,,169815000.0,455436000.0,1864483000.0,247197000.0,1247046000.0,617437000.0,-260278000.0,357159000.0,2319919000.0,2281800000.0,103744000.0,103744000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q3,2013-07-01,2013-09-30,2013-11-07 16:37:31+00:00,0.0,0.29,,200625000.0,0.29,10992000.0,0.0,21695000.0,30421000.0,30421000.0,0.0,30421000.0,120231000.0,652920000.0,,,,,-1941000.0,170184000.0,,,40836000.0,120231000.0,532689000.0,55995000.0,422637000.0,110052000.0,-57936000.0,52116000.0,652920000.0,,103801000.0,103801000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.29,1.39,,557775000.0,1.39,37797000.0,65375000.0,86023000.0,145214000.0,133133000.0,12081000.0,145214000.0,328295000.0,1687833000.0,,,,,-1806000.0,161713000.0,,,125120000.0,328295000.0,1359538000.0,190796000.0,947780000.0,411758000.0,-192602000.0,219156000.0,1687833000.0,,103801000.0,103801000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q3TTM,2012-10-01,2013-09-30,,-2.95,2.11,,697963000.0,2.11,10462000.0,105215000.0,116229000.0,220501000.0,184961000.0,35540000.0,220501000.0,395533000.0,2069499000.0,,,,,-5476000.0,144544000.0,,,164688000.0,395533000.0,1673966000.0,244428000.0,1122872000.0,551094000.0,-249904000.0,301190000.0,2069499000.0,,103801000.0,103801000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q2,2013-04-01,2013-06-30,2013-08-08 16:58:45+00:00,0.0,0.81,,188730000.0,0.81,8398000.0,65375000.0,53351000.0,84700000.0,85153000.0,-453000.0,84700000.0,107219000.0,562786000.0,,,,,244000.0,-68882000.0,,,40991000.0,107219000.0,455567000.0,82695000.0,234612000.0,220955000.0,-82451000.0,138504000.0,562786000.0,,103734000.0,103734000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.29,1.1,,357150000.0,1.1,26805000.0,65375000.0,64328000.0,114793000.0,102712000.0,12081000.0,114793000.0,208064000.0,1034913000.0,,,,,135000.0,-8471000.0,,,84284000.0,208064000.0,826849000.0,134801000.0,525143000.0,301706000.0,-134666000.0,167040000.0,1034913000.0,,103734000.0,103734000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q2TTM,2012-07-01,2013-06-30,,-2.89,1.88,,654959000.0,1.88,6428000.0,105215000.0,98689000.0,196068000.0,160528000.0,35540000.0,196068000.0,371968000.0,1914126000.0,,,,,-6649000.0,111195000.0,,,158725000.0,371968000.0,1542158000.0,239770000.0,1036522000.0,505636000.0,-246419000.0,259217000.0,1914126000.0,,103734000.0,103734000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q1,2013-01-01,2013-03-31,2013-07-03 16:49:17+00:00,0.29,0.29,,168420000.0,0.29,18407000.0,,10977000.0,30093000.0,17559000.0,12534000.0,30093000.0,100845000.0,472127000.0,,,,,-109000.0,60411000.0,,,43293000.0,100845000.0,371282000.0,52106000.0,290531000.0,80751000.0,-52215000.0,28536000.0,472127000.0,103800000.0,103631000.0,104345000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.21,4.17,,607679000.0,4.14,12428000.0,39840000.0,242901000.0,430665000.0,394672000.0,35993000.0,430665000.0,352438000.0,1784136000.0,,,,,-7428000.0,-221926000.0,,,149702000.0,352438000.0,1431698000.0,198974000.0,587723000.0,843975000.0,-206402000.0,637573000.0,1784136000.0,103800000.0,103631000.0,104345000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 16:35:17+00:00,4.89,4.89,,979740000.0,4.88,284821000.0,447151000.0,317785000.0,538175000.0,538175000.0,,538175000.0,538374000.0,2660147000.0,,,,,-3500000.0,-874537000.0,,,204161000.0,538374000.0,2121773000.0,220977000.0,1041336000.0,1080437000.0,-224477000.0,855960000.0,2660147000.0,108844000.0,108844000.0,108844000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q4,2014-10-01,2014-12-31,,1.21,1.21,,264138000.0,1.21,267839000.0,378012000.0,69032000.0,129896000.0,129896000.0,,129896000.0,135781000.0,594223000.0,,,,,3333000.0,-753792000.0,,,54113000.0,135781000.0,458442000.0,52537000.0,210310000.0,248132000.0,-49204000.0,198928000.0,594223000.0,108844000.0,108844000.0,108844000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:17:30+00:00,2.7,2.7,,256765000.0,2.69,16982000.0,15476000.0,186363000.0,305203000.0,305203000.0,,305203000.0,140725000.0,700263000.0,,,,,2155000.0,-324460000.0,,,52763000.0,140725000.0,559538000.0,52601000.0,17526000.0,542012000.0,-50446000.0,491566000.0,700263000.0,111680000.0,111680000.0,111680000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.68,3.68,,715602000.0,3.67,16982000.0,69139000.0,248753000.0,408279000.0,408279000.0,,408279000.0,402593000.0,2065924000.0,,,,,-6833000.0,-120745000.0,,,150048000.0,402593000.0,1663331000.0,168440000.0,831026000.0,832305000.0,-175273000.0,657032000.0,2065924000.0,111680000.0,111680000.0,111680000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.5,4.68,,930435000.0,4.67,-20815000.0,178688000.0,280967000.0,514068000.0,514068000.0,,514068000.0,529734000.0,2698010000.0,,,,,-18108000.0,-152759000.0,,,194743000.0,529734000.0,2168276000.0,224841000.0,1130292000.0,1037984000.0,-242949000.0,795035000.0,2698010000.0,111680000.0,111680000.0,111680000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.98,0.98,,458837000.0,0.98,,53663000.0,62390000.0,103076000.0,103076000.0,,103076000.0,261868000.0,1365661000.0,,,,,-8988000.0,203715000.0,,,97285000.0,261868000.0,1103793000.0,115839000.0,813500000.0,290293000.0,-124827000.0,165466000.0,1365661000.0,107733000.0,107733000.0,107733000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.8,2.27,,874295000.0,2.27,-26805000.0,163212000.0,116299000.0,239286000.0,239286000.0,,239286000.0,509240000.0,2650667000.0,,,,,-22204000.0,341885000.0,,,182816000.0,509240000.0,2141427000.0,228235000.0,1535403000.0,606024000.0,-250439000.0,355585000.0,2650667000.0,107733000.0,107733000.0,107733000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 16:18:48+00:00,0.11,0.11,,237445000.0,0.11,,28288000.0,7059000.0,11769000.0,11769000.0,,11769000.0,134944000.0,704702000.0,,,,,-9529000.0,166429000.0,,,49535000.0,134944000.0,569758000.0,59704000.0,481697000.0,88061000.0,-69233000.0,18828000.0,704702000.0,107733000.0,107733000.0,107733000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 16:17:33+00:00,0.87,0.87,,221392000.0,0.87,,25375000.0,55331000.0,91307000.0,91307000.0,,91307000.0,126924000.0,660959000.0,,,,,541000.0,37286000.0,,,47750000.0,126924000.0,534035000.0,56135000.0,331803000.0,202232000.0,-55594000.0,146638000.0,660959000.0,103949000.0,103949000.0,103949000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.69,2.97,,825580000.0,2.97,-18407000.0,200299000.0,162591000.0,312217000.0,312670000.0,-453000.0,312217000.0,481515000.0,2508751000.0,,,,,-12431000.0,106574000.0,,,174272000.0,481515000.0,2027236000.0,251226000.0,1288318000.0,738918000.0,-263657000.0,475261000.0,2508751000.0,103949000.0,103949000.0,103949000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 16:24:34+00:00,0.54,0.54,,1223000000.0,0.54,59000000.0,61000000.0,31000000.0,66000000.0,66000000.0,,66000000.0,390000000.0,1804000000.0,,,,,-15000000.0,-541000000.0,54000000.0,,231000000.0,390000000.0,1414000000.0,215000000.0,1087000000.0,327000000.0,-230000000.0,97000000.0,1804000000.0,119926000.0,119926000.0,119926000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2015.0,Q3,2015-07-01,2015-09-30,2016-11-09 09:02:38+00:00,1.49,1.49,,329467000.0,1.49,14791000.0,7588000.0,91873000.0,179659000.0,179659000.0,,179659000.0,138125000.0,463474000.0,,,,,524000.0,-411309000.0,,,60052000.0,138125000.0,325349000.0,53752000.0,589000.0,324760000.0,-53228000.0,271532000.0,463474000.0,119058000.0,119058000.0,119058000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.54,0.54,,901474000.0,0.53,32566000.0,7588000.0,25315000.0,66688000.0,66688000.0,,66688000.0,405925000.0,1414421000.0,,,,,-7914000.0,-373628000.0,,,179776000.0,405925000.0,1008496000.0,160803000.0,747776000.0,260681000.0,-168717000.0,92003000.0,1414421000.0,119058000.0,119058000.0,119058000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.75,1.75,,1165612000.0,1.74,300405000.0,385600000.0,94347000.0,196584000.0,196584000.0,,196584000.0,541706000.0,2008644000.0,,,,,-4581000.0,-1127420000.0,,,233889000.0,541706000.0,1466938000.0,213340000.0,958086000.0,508813000.0,-217921000.0,290931000.0,2008644000.0,119058000.0,119058000.0,119058000.0
Concho Resources Inc,CXO,SYHS7HRDXLL4I0IQ8776,1358071,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 16:34:41+00:00,-1.02,-1.02,,304802000.0,-1.02,12020000.0,0.0,-70708000.0,-120483000.0,-120483000.0,,-120483000.0,142265000.0,537425000.0,,,,,-4097000.0,151027000.0,,,60923000.0,142265000.0,395160000.0,53482000.0,528772000.0,-133612000.0,-57579000.0,-191191000.0,537425000.0,117637000.0,117637000.0,117637000.0
