company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q4,2008-10-03,2010-01-01,,-13000000.0,61000000.0,-63000000.0,17000000.0,,-347000000.0,11000000.0,271000000.0,-347000000.0,11000000.0,271000000.0,-15000000.0,106000000.0,106000000.0,167000000.0,,23000000.0,50000000.0,,-1000000.0,-35000000.0,-364000000.0,,16000000.0,21000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q3YTD,2009-01-03,2009-09-11,2010-10-08 12:17:58+00:00,-26000000.0,124000000.0,169000000.0,10000000.0,,-471000000.0,-80000000.0,597000000.0,-471000000.0,-80000000.0,597000000.0,-4000000.0,-459000000.0,-459000000.0,763000000.0,,84000000.0,-50000000.0,-63000000.0,-27000000.0,-112000000.0,-418000000.0,,,1000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q3,2008-10-03,2009-09-11,,-12000000.0,43000000.0,160000000.0,2000000.0,,-188000000.0,-7000000.0,250000000.0,-188000000.0,-7000000.0,250000000.0,5000000.0,-469000000.0,-469000000.0,516000000.0,,47000000.0,-50000000.0,-2000000.0,-13000000.0,-29000000.0,-188000000.0,,,
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2YTD,2009-06-20,2009-06-19,2010-07-16 16:27:59+00:00,-14000000.0,81000000.0,9000000.0,8000000.0,,-283000000.0,-73000000.0,347000000.0,-283000000.0,-73000000.0,347000000.0,-9000000.0,10000000.0,10000000.0,247000000.0,,37000000.0,,-61000000.0,-14000000.0,-83000000.0,-230000000.0,,,1000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2,2009-03-28,2009-06-19,,-9000000.0,42000000.0,92000000.0,6000000.0,-31000000.0,-155000000.0,-32000000.0,144000000.0,-155000000.0,-32000000.0,144000000.0,-43000000.0,35000000.0,35000000.0,-25000000.0,,24000000.0,,-30000000.0,-10000000.0,-33000000.0,-100000000.0,,,-4000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q1,2009-06-20,2009-03-27,2010-04-28 11:45:41+00:00,-5000000.0,39000000.0,-83000000.0,2000000.0,31000000.0,-128000000.0,-41000000.0,203000000.0,-128000000.0,-41000000.0,203000000.0,34000000.0,-25000000.0,-25000000.0,272000000.0,,13000000.0,,-31000000.0,-4000000.0,-50000000.0,-130000000.0,,,5000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,FY,2010-01-02,2010-12-31,2013-02-20 11:12:43+00:00,-56000000.0,178000000.0,206000000.0,198000000.0,215000000.0,-497000000.0,-264000000.0,1151000000.0,-497000000.0,-264000000.0,1151000000.0,390000000.0,458000000.0,458000000.0,309000000.0,,-4000000.0,,-43000000.0,-29000000.0,-307000000.0,-810000000.0,-57000000.0,,132000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q4,2010-09-11,2010-12-31,,-21000000.0,57000000.0,29000000.0,120000000.0,215000000.0,147000000.0,-103000000.0,238000000.0,147000000.0,-103000000.0,238000000.0,282000000.0,173000000.0,173000000.0,-21000000.0,,-23000000.0,,-14000000.0,-14000000.0,-160000000.0,-117000000.0,-57000000.0,,115000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3TTM,2009-09-12,2010-09-10,,-48000000.0,182000000.0,114000000.0,95000000.0,,-991000000.0,-150000000.0,1184000000.0,-991000000.0,-150000000.0,1184000000.0,93000000.0,391000000.0,391000000.0,497000000.0,,42000000.0,50000000.0,-29000000.0,-16000000.0,-182000000.0,-1057000000.0,,16000000.0,38000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3,2010-06-19,2010-09-10,,-15000000.0,40000000.0,150000000.0,24000000.0,,-176000000.0,-92000000.0,391000000.0,-176000000.0,-92000000.0,391000000.0,123000000.0,83000000.0,83000000.0,118000000.0,,-5000000.0,,-15000000.0,-6000000.0,-83000000.0,-185000000.0,,,17000000.0
