company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,FY,,2010-01-01,2011-02-18 10:27:36+00:00,562000000.0,13000000.0,,115000000.0,3590000000.0,,255000000.0,519000000.0,,875000000.0,731000000.0,2234000000.0,249000000.0,1444000000.0,1362000000.0,,,1020000000.0,,452000000.0,838000000.0,131000000.0,1142000000.0,,393000000.0,2270000000.0,68000000.0,3103000000.0,64000000.0,7933000000.0,1142000000.0,2851000000.0,2287000000.0,1142000000.0,1142000000.0,6791000000.0,7933000000.0,3720000000.0,4504000000.0,-5564000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q1,,2009-09-11,2009-10-09 10:23:59+00:00,1238000000.0,8000000.0,231000000.0,130000000.0,3561000000.0,75000000.0,257000000.0,603000000.0,,875000000.0,734000000.0,2523000000.0,257000000.0,1465000000.0,1371000000.0,0.0,,1012000000.0,,612000000.0,908000000.0,125000000.0,438000000.0,,443000000.0,2037000000.0,78000000.0,3038000000.0,137000000.0,8267000000.0,985000000.0,2963000000.0,2491000000.0,985000000.0,985000000.0,7282000000.0,8267000000.0,3933000000.0,4791000000.0,-5622000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2,,2009-06-19,2009-07-17 16:49:25+00:00,1177000000.0,-4000000.0,222000000.0,125000000.0,3543000000.0,70000000.0,175000000.0,582000000.0,,875000000.0,716000000.0,2713000000.0,326000000.0,2001000000.0,1455000000.0,4000000.0,,841000000.0,,681000000.0,863000000.0,138000000.0,440000000.0,,451000000.0,1984000000.0,96000000.0,3540000000.0,136000000.0,8743000000.0,1415000000.0,3398000000.0,2405000000.0,1415000000.0,1419000000.0,7324000000.0,8743000000.0,3890000000.0,4919000000.0,-5664000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,FY,,2010-12-31,2012-02-16 15:34:57+00:00,634000000.0,-2000000.0,,505000000.0,3649000000.0,,246000000.0,692000000.0,,875000000.0,768000000.0,2691000000.0,250000000.0,1489000000.0,1307000000.0,,,932000000.0,,1264000000.0,938000000.0,123000000.0,1037000000.0,,205000000.0,2206000000.0,81000000.0,3286000000.0,138000000.0,8983000000.0,1585000000.0,3382000000.0,2501000000.0,1585000000.0,1585000000.0,7398000000.0,8983000000.0,4294000000.0,4897000000.0,-5348000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3,,2010-09-10,2010-10-08 12:17:58+00:00,509000000.0,6000000.0,,223000000.0,3585000000.0,,223000000.0,714000000.0,,875000000.0,748000000.0,2600000000.0,245000000.0,1455000000.0,1327000000.0,,,1050000000.0,,1295000000.0,931000000.0,155000000.0,1147000000.0,,188000000.0,2338000000.0,74000000.0,3191000000.0,126000000.0,8789000000.0,1355000000.0,3061000000.0,2496000000.0,1355000000.0,1355000000.0,7434000000.0,8789000000.0,4401000000.0,4938000000.0,-5427000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q2,,2010-06-18,2010-07-16 16:27:59+00:00,475000000.0,-5000000.0,,100000000.0,3557000000.0,,242000000.0,598000000.0,,875000000.0,735000000.0,2769000000.0,245000000.0,1467000000.0,1335000000.0,,,1074000000.0,,1230000000.0,956000000.0,93000000.0,1136000000.0,,202000000.0,2303000000.0,93000000.0,3130000000.0,142000000.0,8647000000.0,1224000000.0,2951000000.0,2351000000.0,1224000000.0,1224000000.0,7423000000.0,8647000000.0,4361000000.0,5072000000.0,-5458000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q1,,2010-03-26,2010-04-28 11:45:41+00:00,499000000.0,0.0,,118000000.0,3529000000.0,,254000000.0,543000000.0,,875000000.0,743000000.0,3124000000.0,243000000.0,1503000000.0,1339000000.0,,,1091000000.0,,1268000000.0,946000000.0,84000000.0,1126000000.0,,219000000.0,2286000000.0,110000000.0,3038000000.0,145000000.0,8793000000.0,1070000000.0,3015000000.0,2313000000.0,1070000000.0,1070000000.0,7723000000.0,8793000000.0,4439000000.0,5410000000.0,-5497000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,FY,,2011-12-30,2013-02-20 11:12:43+00:00,548000000.0,-48000000.0,,102000000.0,2518000000.0,,282000000.0,650000000.0,514000000.0,875000000.0,846000000.0,1816000000.0,265000000.0,11000000.0,1168000000.0,,1434000000.0,873000000.0,,298000000.0,875000000.0,0.0,491000000.0,,261000000.0,883000000.0,54000000.0,3212000000.0,355000000.0,5910000000.0,-781000000.0,1324000000.0,2558000000.0,-781000000.0,-781000000.0,6691000000.0,5910000000.0,3418000000.0,4133000000.0,-6463000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q3,,2011-09-09,2011-10-07 10:17:53+00:00,619000000.0,-16000000.0,,220000000.0,3662000000.0,,234000000.0,735000000.0,,875000000.0,841000000.0,2623000000.0,271000000.0,1029000000.0,1480000000.0,,,1005000000.0,,1102000000.0,1011000000.0,99000000.0,1266000000.0,,213000000.0,2312000000.0,85000000.0,3165000000.0,480000000.0,8465000000.0,430000000.0,2678000000.0,3100000000.0,430000000.0,430000000.0,8035000000.0,8465000000.0,4307000000.0,4935000000.0,-6381000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q2,,2011-06-17,2011-07-15 10:43:55+00:00,607000000.0,-11000000.0,,117000000.0,3620000000.0,,237000000.0,674000000.0,,875000000.0,844000000.0,2440000000.0,278000000.0,1365000000.0,1483000000.0,,,910000000.0,,1127000000.0,1006000000.0,120000000.0,1154000000.0,,336000000.0,2298000000.0,93000000.0,3401000000.0,482000000.0,8791000000.0,1136000000.0,2938000000.0,2917000000.0,1136000000.0,1136000000.0,7655000000.0,8791000000.0,4370000000.0,4738000000.0,-5874000000.0
