company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2008.0,Q1,2008-06-14,2008-09-05,2009-10-09 10:23:59+00:00,,0.27,0.27,0.0869,,0.25,103000000.0,84000000.0,84000000.0,0.0,94000000.0,-10000000.0,2593000000.0,2963000000.0,0.0,7000000.0,0.0,167000000.0,2593000000.0,370000000.0,33000000.0,10000000.0,167000000.0,203000000.0,-16000000.0,187000000.0,2963000000.0,348100000.0,348100000.0,376000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2008.0,Q2,2008-03-22,2008-06-13,2009-07-17 16:49:25+00:00,,0.44,0.44,0.0872,,0.42,139000000.0,155000000.0,151000000.0,4000000.0,157000000.0,-2000000.0,2688000000.0,3185000000.0,,9000000.0,0.0,184000000.0,2688000000.0,497000000.0,38000000.0,6000000.0,184000000.0,313000000.0,-23000000.0,290000000.0,3185000000.0,356800000.0,356800000.0,373800000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2008.0,FY,2006-12-30,2007-12-28,2010-02-12 16:10:55+00:00,,1.83,1.83,0.2844,,1.73,441000000.0,695000000.0,696000000.0,-1000000.0,696000000.0,-1000000.0,11034000000.0,12990000000.0,0.0,97000000.0,0.0,773000000.0,11034000000.0,1956000000.0,184000000.0,41000000.0,773000000.0,1183000000.0,-46000000.0,1137000000.0,12990000000.0,380300000.0,380300000.0,402300000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,FY,2009-01-03,2010-01-01,2012-02-16 15:34:57+00:00,,-0.97,-0.97,0.0866,,-0.97,-65000000.0,-353000000.0,-353000000.0,,-346000000.0,-7000000.0,9673000000.0,10908000000.0,614000000.0,-107000000.0,51000000.0,722000000.0,10287000000.0,621000000.0,118000000.0,-41000000.0,773000000.0,-152000000.0,-266000000.0,-418000000.0,10908000000.0,356700000.0,356700000.0,356700000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q4,2009-09-12,2010-01-01,,,0.23,0.23,,,0.23,101000000.0,81000000.0,81000000.0,,83000000.0,-2000000.0,5180000000.0,5875000000.0,,29000000.0,9000000.0,431000000.0,5180000000.0,695000000.0,63000000.0,-39000000.0,440000000.0,255000000.0,-73000000.0,182000000.0,5875000000.0,356400000.0,356400000.0,356400000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q1TTM,2008-09-06,2009-09-11,,,0.38,0.38,,,0.38,128000000.0,142000000.0,143000000.0,-1000000.0,136000000.0,6000000.0,10651000000.0,12498000000.0,614000000.0,-49000000.0,9000000.0,750000000.0,11265000000.0,1233000000.0,178000000.0,24000000.0,759000000.0,474000000.0,-203000000.0,271000000.0,12498000000.0,355700000.0,355700000.0,355700000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q1,2009-06-20,2009-09-11,2010-10-08 12:17:58+00:00,,-1.31,-1.31,0.0,,-1.31,-210000000.0,-469000000.0,-469000000.0,,-466000000.0,-3000000.0,2210000000.0,2471000000.0,614000000.0,-139000000.0,9000000.0,144000000.0,2824000000.0,-353000000.0,27000000.0,-7000000.0,153000000.0,-506000000.0,-173000000.0,-679000000.0,2471000000.0,355700000.0,355700000.0,355700000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q3YTD,2009-01-03,2009-09-11,,,-1.27,-1.27,0.18,,-1.27,-133000000.0,-459000000.0,-459000000.0,,-452000000.0,-7000000.0,6730000000.0,7528000000.0,614000000.0,-111000000.0,44000000.0,507000000.0,7344000000.0,184000000.0,84000000.0,-30000000.0,551000000.0,-367000000.0,-225000000.0,-592000000.0,7528000000.0,356700000.0,356700000.0,356700000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2TTM,2008-06-14,2009-06-19,,,0.04,0.04,0.3,,0.04,33000000.0,22000000.0,27000000.0,-5000000.0,16000000.0,6000000.0,10246000000.0,11875000000.0,614000000.0,-55000000.0,42000000.0,713000000.0,10860000000.0,1015000000.0,168000000.0,23000000.0,755000000.0,260000000.0,-200000000.0,60000000.0,11875000000.0,370000000.0,370000000.0,370000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2,2009-03-28,2009-06-19,2010-07-16 16:27:59+00:00,,0.1,0.1,0.0,,0.1,44000000.0,35000000.0,35000000.0,,37000000.0,-2000000.0,2283000000.0,2562000000.0,,3000000.0,33000000.0,147000000.0,2283000000.0,279000000.0,28000000.0,5000000.0,180000000.0,99000000.0,-20000000.0,79000000.0,2562000000.0,370000000.0,370000000.0,370000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2009.0,Q2YTD,2009-06-20,2009-06-19,,,-1.16,-1.16,0.16,,-1.16,-166000000.0,-434000000.0,-434000000.0,,-429000000.0,-5000000.0,4493000000.0,5033000000.0,614000000.0,-136000000.0,42000000.0,291000000.0,5107000000.0,-74000000.0,55000000.0,-2000000.0,333000000.0,-407000000.0,-193000000.0,-600000000.0,5033000000.0,370000000.0,370000000.0,370000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,FY,2010-01-02,2010-12-31,2013-02-20 11:12:43+00:00,,1.26,1.26,0.2075,,1.21,93000000.0,458000000.0,458000000.0,,458000000.0,,10216000000.0,11691000000.0,0.0,35000000.0,,780000000.0,10216000000.0,1475000000.0,180000000.0,1000000.0,780000000.0,695000000.0,-144000000.0,551000000.0,11691000000.0,363500000.0,363500000.0,378500000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q4,2010-09-11,2010-12-31,,,0.48,0.48,0.04,,0.48,-63000000.0,173000000.0,173000000.0,,173000000.0,,3169000000.0,3642000000.0,,28000000.0,,351000000.0,3169000000.0,473000000.0,50000000.0,10000000.0,351000000.0,122000000.0,-12000000.0,110000000.0,3642000000.0,363500000.0,363500000.0,378500000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3,2010-06-19,2010-09-10,2011-10-07 10:17:53+00:00,,0.23,0.23,0.04,,0.22,45000000.0,83000000.0,83000000.0,,83000000.0,,2332000000.0,2648000000.0,0.0,3000000.0,,149000000.0,2332000000.0,316000000.0,41000000.0,-1000000.0,149000000.0,167000000.0,-39000000.0,128000000.0,2648000000.0,360900000.0,360900000.0,377300000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3YTD,2010-01-02,2010-09-10,,,0.79,0.79,0.08,,0.79,156000000.0,285000000.0,285000000.0,,285000000.0,,7047000000.0,8049000000.0,,7000000.0,,429000000.0,7047000000.0,1002000000.0,130000000.0,-9000000.0,429000000.0,573000000.0,-132000000.0,441000000.0,8049000000.0,360900000.0,360900000.0,377300000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q3TTM,2009-09-12,2010-09-10,,,1.08,1.08,0.08,,1.08,224000000.0,391000000.0,391000000.0,,391000000.0,,9990000000.0,11429000000.0,,11000000.0,7000000.0,644000000.0,9990000000.0,1439000000.0,164000000.0,-20000000.0,651000000.0,788000000.0,-173000000.0,615000000.0,11429000000.0,363100000.0,363100000.0,363100000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q2,2010-03-27,2010-06-18,2011-07-15 10:43:55+00:00,,0.33,0.33,0.04,,0.31,65000000.0,119000000.0,119000000.0,,119000000.0,,2403000000.0,2771000000.0,,3000000.0,,142000000.0,2403000000.0,368000000.0,44000000.0,-1000000.0,142000000.0,226000000.0,-42000000.0,184000000.0,2771000000.0,360600000.0,360600000.0,383900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q2YTD,2010-01-02,2010-06-18,,,0.56,0.56,0.04,,0.56,111000000.0,202000000.0,202000000.0,,202000000.0,,4715000000.0,5401000000.0,,4000000.0,,280000000.0,4715000000.0,686000000.0,89000000.0,-8000000.0,280000000.0,406000000.0,-93000000.0,313000000.0,5401000000.0,360600000.0,360600000.0,383900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q2TTM,2009-06-20,2010-06-18,,,0.79,0.79,0.04,,0.79,212000000.0,283000000.0,283000000.0,,285000000.0,-2000000.0,9895000000.0,11276000000.0,,33000000.0,9000000.0,711000000.0,9895000000.0,1381000000.0,152000000.0,-47000000.0,720000000.0,661000000.0,-166000000.0,495000000.0,11276000000.0,360600000.0,360600000.0,383900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q1,2010-01-02,2010-03-26,2011-04-22 12:12:07+00:00,,0.23,0.23,0.04,,0.22,46000000.0,83000000.0,83000000.0,,83000000.0,,2312000000.0,2630000000.0,,1000000.0,,138000000.0,2312000000.0,318000000.0,45000000.0,-7000000.0,138000000.0,180000000.0,-51000000.0,129000000.0,2630000000.0,360900000.0,360900000.0,377300000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2010.0,Q1TTM,2009-03-28,2010-03-26,,,0.56,0.56,0.09,,0.56,191000000.0,199000000.0,199000000.0,,203000000.0,-4000000.0,9775000000.0,11067000000.0,,33000000.0,42000000.0,716000000.0,9775000000.0,1292000000.0,136000000.0,-41000000.0,758000000.0,534000000.0,-144000000.0,390000000.0,11067000000.0,360900000.0,360900000.0,377300000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,FY,2011-01-01,2011-12-30,2014-02-20 13:27:51+00:00,,0.56,0.56,,,0.55,158000000.0,198000000.0,198000000.0,,198000000.0,,10715000000.0,12317000000.0,324000000.0,-7000000.0,,752000000.0,11039000000.0,1278000000.0,164000000.0,1000000.0,752000000.0,526000000.0,-170000000.0,356000000.0,12317000000.0,353600000.0,353600000.0,360000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q4,2011-09-10,2011-12-30,,,0.4,0.4,0.1,,0.4,61000000.0,141000000.0,141000000.0,,141000000.0,,3192000000.0,3693000000.0,,4000000.0,,254000000.0,3192000000.0,501000000.0,47000000.0,-2000000.0,254000000.0,247000000.0,-45000000.0,202000000.0,3693000000.0,353600000.0,353600000.0,360000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q3YTD,2011-01-01,2011-09-09,,,0.17,0.17,0.29,,0.17,97000000.0,57000000.0,57000000.0,,57000000.0,,7523000000.0,8624000000.0,324000000.0,-11000000.0,,498000000.0,7847000000.0,777000000.0,117000000.0,3000000.0,498000000.0,279000000.0,-125000000.0,154000000.0,8624000000.0,345400000.0,345400000.0,345400000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q3TTM,2010-09-11,2011-09-09,,,0.67,0.67,0.33,,0.67,34000000.0,230000000.0,230000000.0,,230000000.0,,10692000000.0,12266000000.0,324000000.0,17000000.0,,849000000.0,11016000000.0,1250000000.0,167000000.0,13000000.0,849000000.0,401000000.0,-137000000.0,264000000.0,12266000000.0,345400000.0,345400000.0,345400000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q3,2011-06-18,2011-09-09,2012-10-04 11:15:09+00:00,,-0.52,-0.52,0.1,,-0.52,-20000000.0,-179000000.0,-179000000.0,,-179000000.0,,2514000000.0,2874000000.0,324000000.0,-16000000.0,,180000000.0,2838000000.0,36000000.0,39000000.0,0.0,180000000.0,-144000000.0,-55000000.0,-199000000.0,2874000000.0,345400000.0,345400000.0,345400000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q2,2011-03-26,2011-06-17,2012-07-12 11:12:08+00:00,,0.38,0.38,0.1,,0.37,66000000.0,135000000.0,135000000.0,,135000000.0,,2581000000.0,2972000000.0,,3000000.0,,159000000.0,2581000000.0,391000000.0,37000000.0,3000000.0,159000000.0,232000000.0,-31000000.0,201000000.0,2972000000.0,355300000.0,355300000.0,364900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q2YTD,2011-01-01,2011-06-17,,,0.66,0.66,0.18,,0.66,117000000.0,236000000.0,236000000.0,,236000000.0,,5009000000.0,5750000000.0,,5000000.0,,318000000.0,5009000000.0,741000000.0,78000000.0,3000000.0,318000000.0,423000000.0,-70000000.0,353000000.0,5750000000.0,355300000.0,355300000.0,364900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q2TTM,2010-06-19,2011-06-17,,,1.38,1.38,0.26,,1.38,99000000.0,492000000.0,492000000.0,,492000000.0,,10510000000.0,12040000000.0,,36000000.0,,818000000.0,10510000000.0,1530000000.0,169000000.0,12000000.0,818000000.0,712000000.0,-121000000.0,591000000.0,12040000000.0,355300000.0,355300000.0,364900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q1,2011-01-01,2011-03-25,2012-04-19 11:15:14+00:00,,0.27,0.27,0.0875,,0.26,51000000.0,101000000.0,101000000.0,,101000000.0,,2428000000.0,2778000000.0,,2000000.0,,159000000.0,2428000000.0,350000000.0,41000000.0,0.0,159000000.0,191000000.0,-39000000.0,152000000.0,2778000000.0,374100000.0,374100000.0,388500000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2011.0,Q1TTM,2010-03-27,2011-03-25,,,1.27,1.27,0.2,,1.27,98000000.0,476000000.0,476000000.0,,476000000.0,,10332000000.0,11839000000.0,,36000000.0,,801000000.0,10332000000.0,1507000000.0,176000000.0,8000000.0,801000000.0,706000000.0,-132000000.0,574000000.0,11839000000.0,374100000.0,374100000.0,388500000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q4,2012-09-08,2012-12-28,,102000000.0,0.57,0.57,-0.36,,0.56,90000000.0,181000000.0,181000000.0,,181000000.0,,3203000000.0,3757000000.0,,-1000000.0,,143000000.0,3203000000.0,554000000.0,41000000.0,4000000.0,245000000.0,309000000.0,-38000000.0,271000000.0,3757000000.0,322600000.0,322600000.0,322600000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,FY,2011-12-31,2012-12-28,2015-02-19 12:08:23+00:00,102000000.0,1.77,1.77,,,1.72,278000000.0,571000000.0,571000000.0,,571000000.0,,10190000000.0,11814000000.0,,42000000.0,,582000000.0,10190000000.0,1624000000.0,137000000.0,4000000.0,684000000.0,940000000.0,-91000000.0,849000000.0,11814000000.0,322600000.0,322600000.0,322600000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q3,2012-06-16,2012-09-07,2013-10-31 11:17:21+00:00,,0.45,0.45,0.13,,0.44,79000000.0,143000000.0,143000000.0,,143000000.0,,2384000000.0,2729000000.0,,36000000.0,,132000000.0,2384000000.0,345000000.0,29000000.0,2000000.0,132000000.0,213000000.0,9000000.0,222000000.0,2729000000.0,317800000.0,317800000.0,325000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q3YTD,2011-12-31,2012-09-07,,,1.2,1.2,0.36,,1.16,188000000.0,390000000.0,390000000.0,,390000000.0,,6987000000.0,8057000000.0,,43000000.0,,439000000.0,6987000000.0,1070000000.0,96000000.0,,439000000.0,631000000.0,-53000000.0,578000000.0,8057000000.0,317800000.0,317800000.0,325000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q3TTM,2011-09-10,2012-09-07,,,1.67,1.67,0.45,,1.67,249000000.0,531000000.0,531000000.0,,531000000.0,,10179000000.0,11750000000.0,,47000000.0,,693000000.0,10179000000.0,1571000000.0,143000000.0,-2000000.0,693000000.0,878000000.0,-98000000.0,780000000.0,11750000000.0,317800000.0,317800000.0,325000000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q2YTD,2011-12-31,2012-06-15,,,0.75,0.75,0.23,,0.72,109000000.0,247000000.0,247000000.0,,247000000.0,,4603000000.0,5328000000.0,,7000000.0,,307000000.0,4603000000.0,725000000.0,67000000.0,-2000000.0,307000000.0,418000000.0,-62000000.0,356000000.0,5328000000.0,327900000.0,327900000.0,327900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q2TTM,2011-06-18,2012-06-15,,,0.64,0.64,0.42,,0.64,150000000.0,209000000.0,209000000.0,,209000000.0,,10309000000.0,11895000000.0,324000000.0,-5000000.0,,741000000.0,10633000000.0,1262000000.0,153000000.0,-4000000.0,741000000.0,521000000.0,-162000000.0,359000000.0,11895000000.0,327900000.0,327900000.0,327900000.0
Marriott International Inc,MAR,225YDZ14ZO8E1TXUSU86,1048286,2012.0,Q2,2012-03-24,2012-06-15,2013-08-01 11:42:22+00:00,,0.44,0.44,0.13,,0.42,66000000.0,143000000.0,143000000.0,,143000000.0,,2373000000.0,2776000000.0,,5000000.0,,160000000.0,2373000000.0,403000000.0,34000000.0,-5000000.0,160000000.0,243000000.0,-34000000.0,209000000.0,2776000000.0,327900000.0,327900000.0,327900000.0
