company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
TELLABS INC,TLAB,,317771,2009.0,FY,,2010-01-01,2011-02-28 18:24:13+00:00,71500000.0,334200000.0,81200000.0,366100000.0,139800000.0,7200000.0,154000000.0,1516200000.0,31300000.0,24200000.0,80800000.0,82000000.0,207200000.0,636700000.0,123200000.0,127700000.0,270600000.0,41900000.0,54400000.0,262600000.0,123700000.0,49400000.0,1296800000.0,1203600000.0,2622800000.0,1914900000.0,1898100000.0,609400000.0,1914900000.0,1914900000.0,707900000.0,2622800000.0,454100000.0,98500000.0,0.0,-1037900000.0
TELLABS INC,TLAB,,317771,2010.0,FY,,2010-12-31,2012-07-26 17:46:47+00:00,123400000.0,342600000.0,89800000.0,378500000.0,108600000.0,3100000.0,208800000.0,1552900000.0,43000000.0,14800000.0,88400000.0,97200000.0,204900000.0,647800000.0,96700000.0,162300000.0,269300000.0,28100000.0,45000000.0,221300000.0,119200000.0,47100000.0,1422100000.0,1139300000.0,2602900000.0,1861500000.0,1912800000.0,663100000.0,1861500000.0,1861500000.0,741400000.0,2602900000.0,420800000.0,78300000.0,0.0,-1222100000.0
TELLABS INC,TLAB,,317771,2010.0,Q3,,2010-10-01,2010-11-09 15:06:45+00:00,74800000.0,341900000.0,75800000.0,383700000.0,122500000.0,3600000.0,286200000.0,1545400000.0,51700000.0,24200000.0,96700000.0,89300000.0,205000000.0,643700000.0,102300000.0,142100000.0,260000000.0,27300000.0,43500000.0,241100000.0,127700000.0,49900000.0,1440400000.0,1115100000.0,2648000000.0,1937800000.0,1953000000.0,629400000.0,1937800000.0,1937800000.0,710200000.0,2648000000.0,435000000.0,80800000.0,0.0,-1170500000.0
TELLABS INC,TLAB,,317771,2010.0,Q2,,2010-07-02,2010-08-10 16:37:04+00:00,76400000.0,339400000.0,70600000.0,366100000.0,77900000.0,4200000.0,350900000.0,1535300000.0,62100000.0,25500000.0,100600000.0,72300000.0,206600000.0,615800000.0,108400000.0,135700000.0,249700000.0,29300000.0,44000000.0,236100000.0,119600000.0,49400000.0,1391400000.0,1066600000.0,2646400000.0,1945400000.0,1962100000.0,618100000.0,1945400000.0,1945400000.0,701000000.0,2646400000.0,434600000.0,82900000.0,0.0,-1059200000.0
TELLABS INC,TLAB,,317771,2011.0,FY,,2011-12-30,2013-02-22 17:10:10+00:00,97100000.0,317600000.0,78400000.0,390800000.0,89800000.0,4700000.0,132700000.0,1577500000.0,40800000.0,27900000.0,63500000.0,46300000.0,122000000.0,664300000.0,57100000.0,144000000.0,273500000.0,21200000.0,39800000.0,203900000.0,98600000.0,47400000.0,1204600000.0,1034800000.0,2248000000.0,1644700000.0,1696800000.0,530000000.0,1644700000.0,1644700000.0,603300000.0,2248000000.0,277700000.0,73300000.0,0.0,-1227200000.0
TELLABS INC,TLAB,,317771,2011.0,Q3,,2011-09-30,2011-11-08 13:21:55+00:00,105900000.0,297300000.0,74600000.0,398300000.0,112200000.0,4600000.0,194200000.0,1575500000.0,35800000.0,36400000.0,79400000.0,52100000.0,122300000.0,670400000.0,61900000.0,155800000.0,272100000.0,22300000.0,37600000.0,179300000.0,102100000.0,46800000.0,1217900000.0,999600000.0,2279300000.0,1678500000.0,1720900000.0,527100000.0,1678500000.0,1678500000.0,600800000.0,2279300000.0,286300000.0,73700000.0,0.0,-1227100000.0
TELLABS INC,TLAB,,317771,2011.0,Q2,,2011-07-01,2011-08-09 18:26:48+00:00,106400000.0,342200000.0,80600000.0,404300000.0,146700000.0,2500000.0,213600000.0,1569100000.0,65900000.0,19800000.0,70600000.0,47700000.0,205300000.0,683100000.0,86400000.0,155900000.0,278800000.0,21700000.0,45300000.0,171300000.0,110900000.0,51100000.0,1363400000.0,1011900000.0,2470100000.0,1852300000.0,1788700000.0,542500000.0,1852300000.0,1852300000.0,617800000.0,2470100000.0,402600000.0,75300000.0,0.0,-1226900000.0
TELLABS INC,TLAB,,317771,2011.0,Q1,,2011-04-01,2011-05-06 09:33:13+00:00,94200000.0,318900000.0,89200000.0,394600000.0,134000000.0,2700000.0,190700000.0,1560500000.0,52600000.0,30400000.0,94200000.0,51200000.0,205200000.0,664100000.0,91500000.0,189900000.0,269500000.0,24500000.0,44900000.0,186100000.0,118500000.0,50000000.0,1390800000.0,1046400000.0,2505900000.0,1861200000.0,1821200000.0,567500000.0,1861200000.0,1861200000.0,644700000.0,2505900000.0,415200000.0,77200000.0,0.0,-1224100000.0
TELLABS INC,TLAB,,317771,2012.0,FY,,2012-12-28,2013-10-31 17:01:02+00:00,57400000.0,246800000.0,78500000.0,389600000.0,99000000.0,2800000.0,223700000.0,1597300000.0,20300000.0,7300000.0,61500000.0,37700000.0,122100000.0,620000000.0,4400000.0,101000000.0,230400000.0,21900000.0,35100000.0,214200000.0,91500000.0,42500000.0,636000000.0,575800000.0,1638100000.0,1101300000.0,1189700000.0,469600000.0,1101300000.0,1101300000.0,536800000.0,1638100000.0,218000000.0,67200000.0,0.0,-1231000000.0
TELLABS INC,TLAB,,317771,2012.0,Q3,,2012-09-28,2012-11-02 15:37:50+00:00,57400000.0,284800000.0,76000000.0,379800000.0,88700000.0,4900000.0,134900000.0,1593300000.0,21500000.0,22500000.0,50300000.0,46700000.0,122000000.0,606100000.0,5500000.0,101400000.0,226300000.0,21700000.0,28200000.0,216000000.0,89600000.0,43900000.0,1034200000.0,1008500000.0,2023700000.0,1485300000.0,1580300000.0,467900000.0,1485300000.0,1485300000.0,538400000.0,2023700000.0,217100000.0,70500000.0,0.0,-1230900000.0
TELLABS INC,TLAB,,317771,2012.0,Q2,,2012-06-29,2012-08-03 19:57:19+00:00,73000000.0,277400000.0,78500000.0,383400000.0,71400000.0,5700000.0,166500000.0,1587800000.0,34000000.0,25500000.0,60500000.0,42200000.0,121900000.0,613000000.0,6500000.0,123600000.0,229600000.0,20600000.0,35300000.0,197500000.0,94400000.0,46700000.0,1045500000.0,952500000.0,2033200000.0,1474500000.0,1580800000.0,485700000.0,1474500000.0,1474500000.0,558700000.0,2033200000.0,222800000.0,73000000.0,0.0,-1230200000.0
TELLABS INC,TLAB,,317771,2012.0,Q1,,2012-03-30,2012-05-02 15:07:07+00:00,54300000.0,299500000.0,74100000.0,396700000.0,102500000.0,7200000.0,112800000.0,1582900000.0,49700000.0,23700000.0,61000000.0,44700000.0,122100000.0,639300000.0,7600000.0,132600000.0,242600000.0,21100000.0,39700000.0,252900000.0,101100000.0,47300000.0,1057500000.0,1044500000.0,2126200000.0,1513900000.0,1652800000.0,536700000.0,1513900000.0,1513900000.0,612300000.0,2126200000.0,230800000.0,75600000.0,,-1229000000.0
TELLABS INC,TLAB,,317771,2013.0,Q3,,2013-09-27,2013-10-31 17:01:02+00:00,54800000.0,187100000.0,66700000.0,390400000.0,91600000.0,1100000.0,316500000.0,1604200000.0,21400000.0,10800000.0,42700000.0,29900000.0,122200000.0,591900000.0,1200000.0,116300000.0,201500000.0,21400000.0,22600000.0,243600000.0,71800000.0,41600000.0,562500000.0,468600000.0,1518600000.0,995400000.0,1121900000.0,459100000.0,995400000.0,995400000.0,523200000.0,1518600000.0,195200000.0,64100000.0,0.0,-1262900000.0
TELLABS INC,TLAB,,317771,2013.0,Q2,,2013-06-28,2013-08-01 17:03:30+00:00,57300000.0,200200000.0,62700000.0,389000000.0,87200000.0,2700000.0,267200000.0,1602500000.0,25500000.0,14500000.0,40600000.0,29100000.0,122100000.0,593700000.0,2300000.0,113700000.0,204700000.0,21800000.0,25300000.0,260600000.0,70500000.0,39600000.0,572300000.0,518600000.0,1539100000.0,999200000.0,1139500000.0,475800000.0,999200000.0,999200000.0,539900000.0,1539100000.0,194900000.0,64100000.0,0.0,-1262800000.0
TELLABS INC,TLAB,,317771,2013.0,Q1,,2013-03-29,2013-05-01 14:41:30+00:00,60700000.0,199600000.0,60100000.0,385700000.0,88600000.0,4600000.0,370300000.0,1600500000.0,26700000.0,14900000.0,45700000.0,34100000.0,122000000.0,595900000.0,3300000.0,112600000.0,210200000.0,22100000.0,21900000.0,240200000.0,79500000.0,39800000.0,580100000.0,410900000.0,1545200000.0,1011200000.0,1130200000.0,467500000.0,1011200000.0,1011200000.0,534000000.0,1545200000.0,204800000.0,66500000.0,0.0,-1258000000.0
