company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TELLABS INC,TLAB,,317771,2008.0,FY,2007-12-29,2009-01-02,2011-02-28 18:24:13+00:00,23900000.0,-2.32,-2.32,,-2.32,988300000.0,-22400000.0,170000000.0,-930100000.0,-930100000.0,-930100000.0,1068900000.0,1729000000.0,-17300000.0,305200000.0,40900000.0,101800000.0,1068900000.0,660100000.0,34800000.0,1630100000.0,-970000000.0,17500000.0,-952500000.0,1729000000.0,400900000.0,400100000.0,400100000.0
TELLABS INC,TLAB,,317771,2009.0,FY,2009-01-03,2010-01-01,2012-02-28 17:19:09+00:00,24600000.0,0.29,0.29,,0.29,0.0,-400000.0,165900000.0,113600000.0,113600000.0,113600000.0,859900000.0,1525700000.0,400000.0,268700000.0,11700000.0,101400000.0,859900000.0,665800000.0,19300000.0,572300000.0,93500000.0,19700000.0,113200000.0,1525700000.0,391700000.0,392500000.0,394200000.0
TELLABS INC,TLAB,,317771,2009.0,Q3,2009-07-04,2009-10-02,2010-11-09 15:06:45+00:00,6000000.0,0.07,0.07,0.0,0.07,,1000000.0,40600000.0,29300000.0,29300000.0,29300000.0,227000000.0,389300000.0,1300000.0,65800000.0,300000.0,24500000.0,227000000.0,162300000.0,3900000.0,137200000.0,25100000.0,5200000.0,30300000.0,389300000.0,418600000.0,392300000.0,394200000.0
TELLABS INC,TLAB,,317771,2009.0,Q2,2009-04-04,2009-07-03,2010-08-10 16:37:04+00:00,6000000.0,0.04,0.04,,0.04,,15000000.0,40900000.0,15700000.0,15700000.0,15700000.0,217900000.0,385400000.0,500000.0,66300000.0,4100000.0,25700000.0,217900000.0,167500000.0,5700000.0,143000000.0,24500000.0,6200000.0,30700000.0,385400000.0,392500000.0,396200000.0,397600000.0
TELLABS INC,TLAB,,317771,2010.0,Q4,2010-10-02,2010-12-31,,6100000.0,-0.03,-0.03,-0.06,-0.02,,3100000.0,46800000.0,-10900000.0,-10900000.0,-10900000.0,254700000.0,410500000.0,-4500000.0,82900000.0,,26700000.0,254700000.0,155800000.0,3400000.0,162500000.0,-6700000.0,-1100000.0,-7800000.0,410500000.0,379500000.0,378100000.0,382700000.0
TELLABS INC,TLAB,,317771,2010.0,FY,2010-01-02,2010-12-31,2013-02-22 17:10:10+00:00,27000000.0,0.41,0.41,,0.41,,35900000.0,179300000.0,155600000.0,155600000.0,155600000.0,852700000.0,1642300000.0,5200000.0,299700000.0,9500000.0,100400000.0,852700000.0,789600000.0,12600000.0,615900000.0,173700000.0,17800000.0,191500000.0,1642300000.0,379500000.0,378100000.0,382700000.0
TELLABS INC,TLAB,,317771,2010.0,Q3YTD,2010-01-02,2010-10-01,,20900000.0,0.44,0.44,0.06,0.43,,32800000.0,132500000.0,166500000.0,166500000.0,166500000.0,598000000.0,1231800000.0,9700000.0,216800000.0,9500000.0,73700000.0,598000000.0,633800000.0,9200000.0,453400000.0,180400000.0,18900000.0,199300000.0,1231800000.0,378700000.0,376300000.0,379800000.0
TELLABS INC,TLAB,,317771,2010.0,Q3,2010-07-03,2010-10-01,2012-07-26 17:46:47+00:00,6100000.0,0.15,0.15,0.02,0.15,,16100000.0,43600000.0,56800000.0,56800000.0,56800000.0,214100000.0,429800000.0,4900000.0,76300000.0,0.0,24000000.0,214100000.0,215700000.0,2300000.0,150000000.0,65700000.0,7200000.0,72900000.0,429800000.0,378700000.0,376300000.0,379800000.0
TELLABS INC,TLAB,,317771,2010.0,Q2YTD,2010-01-02,2010-07-02,,14800000.0,0.29,0.29,0.04,0.28,,16700000.0,88900000.0,109700000.0,109700000.0,109700000.0,383900000.0,802000000.0,4800000.0,140500000.0,9500000.0,49700000.0,383900000.0,418100000.0,6900000.0,303400000.0,114700000.0,11700000.0,126400000.0,802000000.0,377100000.0,385400000.0,389900000.0
TELLABS INC,TLAB,,317771,2010.0,Q2,2010-04-03,2010-07-02,2012-07-26 17:45:01+00:00,7400000.0,0.17,0.17,0.02,0.16,,20300000.0,43800000.0,64100000.0,64100000.0,64100000.0,196600000.0,422800000.0,2100000.0,71300000.0,-500000.0,24900000.0,196600000.0,226200000.0,3000000.0,146900000.0,79300000.0,5100000.0,84400000.0,422800000.0,377100000.0,385400000.0,389900000.0
TELLABS INC,TLAB,,317771,2010.0,Q1,2010-01-02,2010-04-02,2011-05-06 09:33:13+00:00,7400000.0,0.12,0.12,0.02,0.12,,-3600000.0,45100000.0,45600000.0,45600000.0,45600000.0,187300000.0,379200000.0,2700000.0,69200000.0,10000000.0,24800000.0,187300000.0,191900000.0,3900000.0,156500000.0,35400000.0,6600000.0,42000000.0,379200000.0,380000000.0,384700000.0,388600000.0
TELLABS INC,TLAB,,317771,2011.0,Q4,2011-10-01,2011-12-30,,4900000.0,-0.01,-0.01,-0.06,-0.01,,2600000.0,36100000.0,-4900000.0,-4900000.0,-4900000.0,182300000.0,316800000.0,-1600000.0,79500000.0,-200000.0,17600000.0,182300000.0,134500000.0,2700000.0,137900000.0,-3400000.0,1100000.0,-2300000.0,316800000.0,362300000.0,364500000.0,364500000.0
TELLABS INC,TLAB,,317771,2011.0,FY,2011-01-01,2011-12-30,2013-02-22 17:10:10+00:00,20200000.0,-0.52,-0.52,,-0.52,102700000.0,-6600000.0,163000000.0,-188400000.0,-188400000.0,-188400000.0,777400000.0,1285700000.0,-4200000.0,324100000.0,20300000.0,80900000.0,777400000.0,508300000.0,12100000.0,711200000.0,-202900000.0,7900000.0,-195000000.0,1285700000.0,362300000.0,364500000.0,364500000.0
TELLABS INC,TLAB,,317771,2011.0,Q3YTD,2011-01-01,2011-09-30,,15300000.0,-0.51,-0.51,0.06,-0.51,102700000.0,-9200000.0,126900000.0,-183500000.0,-183500000.0,-183500000.0,595100000.0,968900000.0,-2600000.0,244600000.0,20500000.0,63300000.0,595100000.0,373800000.0,9400000.0,573300000.0,-199500000.0,6800000.0,-192700000.0,968900000.0,361400000.0,365200000.0,365200000.0
TELLABS INC,TLAB,,317771,2011.0,Q3TTM,2010-10-02,2011-09-30,,21400000.0,-0.54,-0.54,,-0.53,102700000.0,-6100000.0,173700000.0,-194400000.0,-194400000.0,-194400000.0,849800000.0,1379400000.0,-7100000.0,327500000.0,20500000.0,90000000.0,849800000.0,529600000.0,12800000.0,735800000.0,-206200000.0,5700000.0,-200500000.0,1379400000.0,361400000.0,365200000.0,365200000.0
TELLABS INC,TLAB,,317771,2011.0,Q3,2011-07-02,2011-09-30,2012-11-02 15:37:50+00:00,5000000.0,-0.36,-0.36,0.02,-0.36,102700000.0,500000.0,41400000.0,-130100000.0,-130100000.0,-130100000.0,193500000.0,329800000.0,-900000.0,80800000.0,19500000.0,18600000.0,193500000.0,136300000.0,3000000.0,268000000.0,-131700000.0,2100000.0,-129600000.0,329800000.0,361400000.0,365200000.0,365200000.0
TELLABS INC,TLAB,,317771,2011.0,Q2YTD,2011-01-01,2011-07-01,,10300000.0,-0.15,-0.15,0.04,-0.15,,-9700000.0,85500000.0,-53400000.0,-53400000.0,-53400000.0,401600000.0,639100000.0,-1700000.0,163800000.0,1000000.0,44700000.0,401600000.0,237500000.0,6400000.0,305300000.0,-67800000.0,4700000.0,-63100000.0,639100000.0,366300000.0,364600000.0,364600000.0
TELLABS INC,TLAB,,317771,2011.0,Q2TTM,2010-07-03,2011-07-01,,22500000.0,-0.03,-0.03,,-0.02,,9500000.0,175900000.0,-7500000.0,-7500000.0,-7500000.0,870400000.0,1479400000.0,-1300000.0,323000000.0,1000000.0,95400000.0,870400000.0,609000000.0,12100000.0,617800000.0,-8800000.0,10800000.0,2000000.0,1479400000.0,366300000.0,364600000.0,364600000.0
TELLABS INC,TLAB,,317771,2011.0,Q2,2011-04-02,2011-07-01,2012-08-03 19:57:19+00:00,5100000.0,-0.08,-0.08,0.02,-0.08,,-3900000.0,40800000.0,-29300000.0,-29300000.0,-29300000.0,201500000.0,316700000.0,-1100000.0,83500000.0,,21000000.0,201500000.0,115200000.0,3100000.0,150400000.0,-35200000.0,2000000.0,-33200000.0,316700000.0,366300000.0,364600000.0,364600000.0
TELLABS INC,TLAB,,317771,2011.0,Q1TTM,2010-04-03,2011-04-01,,24800000.0,0.22,0.22,,0.22,,33700000.0,178900000.0,85900000.0,85900000.0,85900000.0,865500000.0,1585500000.0,1900000.0,310800000.0,500000.0,99300000.0,865500000.0,720000000.0,12000000.0,614300000.0,105700000.0,13900000.0,119600000.0,1585500000.0,344300000.0,363000000.0,363000000.0
TELLABS INC,TLAB,,317771,2011.0,Q1,2011-01-01,2011-04-01,2012-05-02 15:07:07+00:00,5200000.0,-0.07,-0.07,0.02,-0.07,,-5800000.0,44700000.0,-24100000.0,-24100000.0,-24100000.0,200100000.0,322400000.0,-600000.0,80300000.0,1000000.0,23700000.0,200100000.0,122300000.0,3300000.0,154900000.0,-32600000.0,2700000.0,-29900000.0,322400000.0,344300000.0,363000000.0,363000000.0
