company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 15:42:18+00:00,,-453000000.0,463000000.0,503000000.0,,-785000000.0,,,,-1255000000.0,164000000.0,689000000.0,-1255000000.0,164000000.0,689000000.0,-402000000.0,1283000000.0,1283000000.0,-312000000.0,-10000000.0,199000000.0,-608000000.0,0.0,-230000000.0,-637000000.0,0.0,195000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q3TTM,2009-10-01,2010-09-30,,,-449000000.0,485000000.0,510000000.0,,-1215000000.0,,491000000.0,,-1088000000.0,291000000.0,539000000.0,-1088000000.0,291000000.0,537000000.0,-260000000.0,931000000.0,931000000.0,313000000.0,-11000000.0,414000000.0,-592000000.0,,-170000000.0,-976000000.0,,47000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q3,2010-07-01,2010-09-30,,,1000000.0,133000000.0,0.0,,0.0,,,,-576000000.0,1000000.0,97000000.0,-576000000.0,1000000.0,97000000.0,-478000000.0,1116000000.0,1116000000.0,-1019000000.0,-15000000.0,38000000.0,-560000000.0,,-37000000.0,-1000000.0,,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 13:23:34+00:00,,-444000000.0,406000000.0,376000000.0,,-1161000000.0,,,,-1180000000.0,215000000.0,466000000.0,-1180000000.0,215000000.0,464000000.0,-501000000.0,1112000000.0,1112000000.0,139000000.0,-27000000.0,283000000.0,-581000000.0,,-115000000.0,-572000000.0,0.0,47000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q2TTM,2009-07-01,2010-06-30,,,-466000000.0,520000000.0,535000000.0,,126000000.0,,491000000.0,,-938000000.0,564000000.0,474000000.0,-938000000.0,564000000.0,474000000.0,100000000.0,-572000000.0,-572000000.0,385000000.0,-8000000.0,679000000.0,-42000000.0,,-176000000.0,-1379000000.0,,61000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q2,2010-04-01,2010-06-30,,,-1000000.0,120000000.0,126000000.0,,59000000.0,,,,-567000000.0,64000000.0,189000000.0,-567000000.0,64000000.0,189000000.0,-314000000.0,14000000.0,14000000.0,-10000000.0,-8000000.0,96000000.0,-10000000.0,,-32000000.0,-549000000.0,,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 13:33:53+00:00,,-445000000.0,273000000.0,252000000.0,,245000000.0,,,,-604000000.0,214000000.0,367000000.0,-604000000.0,214000000.0,367000000.0,-23000000.0,-4000000.0,-4000000.0,-126000000.0,-12000000.0,245000000.0,-21000000.0,,-78000000.0,-571000000.0,,47000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:22:37+00:00,,-444000000.0,153000000.0,126000000.0,,186000000.0,,,,-37000000.0,150000000.0,178000000.0,-37000000.0,150000000.0,178000000.0,291000000.0,-18000000.0,-18000000.0,-116000000.0,-4000000.0,149000000.0,-11000000.0,,-46000000.0,-22000000.0,,47000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q1TTM,2009-04-01,2010-03-31,,,-455000000.0,452000000.0,538000000.0,,152000000.0,,491000000.0,,-435000000.0,528000000.0,411000000.0,-435000000.0,528000000.0,411000000.0,504000000.0,-320000000.0,-320000000.0,41000000.0,8000000.0,612000000.0,-85000000.0,,-177000000.0,-849000000.0,,93000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q4,2011-10-01,2011-12-31,,,7000000.0,58000000.0,117000000.0,,-25000000.0,,,,-99000000.0,-66000000.0,147000000.0,-99000000.0,-66000000.0,147000000.0,-18000000.0,65000000.0,65000000.0,-10000000.0,29000000.0,16000000.0,-81000000.0,,-82000000.0,-34000000.0,-13000000.0,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 17:29:52+00:00,0.0,28000000.0,420000000.0,480000000.0,,-297000000.0,0.0,0.0,0.0,-927000000.0,122000000.0,291000000.0,-927000000.0,122000000.0,291000000.0,-514000000.0,331000000.0,331000000.0,-223000000.0,40000000.0,363000000.0,-323000000.0,0.0,-241000000.0,-607000000.0,-37000000.0,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q3TTM,2010-10-01,2011-09-30,,,12000000.0,419000000.0,0.0,,0.0,,,,-903000000.0,137000000.0,369000000.0,-903000000.0,137000000.0,369000000.0,-397000000.0,437000000.0,437000000.0,-68000000.0,28000000.0,263000000.0,-269000000.0,,-274000000.0,-638000000.0,-24000000.0,148000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q3,2011-07-01,2011-09-30,,,6000000.0,115000000.0,120000000.0,,-139000000.0,,,,-117000000.0,90000000.0,117000000.0,-117000000.0,90000000.0,117000000.0,90000000.0,157000000.0,157000000.0,-21000000.0,-8000000.0,156000000.0,-81000000.0,,-66000000.0,-4000000.0,-24000000.0,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 13:40:39+00:00,,21000000.0,362000000.0,363000000.0,,-272000000.0,,,,-828000000.0,188000000.0,144000000.0,-828000000.0,188000000.0,144000000.0,-496000000.0,266000000.0,266000000.0,-213000000.0,11000000.0,347000000.0,-242000000.0,0.0,-159000000.0,-573000000.0,-24000000.0,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 15:02:08+00:00,,15000000.0,247000000.0,243000000.0,,-133000000.0,,,,-711000000.0,98000000.0,27000000.0,-711000000.0,98000000.0,27000000.0,-586000000.0,109000000.0,109000000.0,-192000000.0,19000000.0,191000000.0,-161000000.0,,-93000000.0,-569000000.0,,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q2TTM,2010-07-01,2011-06-30,,,7000000.0,437000000.0,494000000.0,,-1163000000.0,,,,-1362000000.0,48000000.0,349000000.0,-1362000000.0,48000000.0,349000000.0,-965000000.0,1396000000.0,1396000000.0,-378000000.0,21000000.0,145000000.0,-748000000.0,,-245000000.0,-635000000.0,,148000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q2,2011-04-01,2011-06-30,,,13000000.0,91000000.0,120000000.0,,31000000.0,,,,-643000000.0,-53000000.0,114000000.0,-643000000.0,-53000000.0,114000000.0,-582000000.0,10000000.0,10000000.0,-47000000.0,4000000.0,5000000.0,-80000000.0,,-58000000.0,-567000000.0,,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q1TTM,2010-04-01,2011-03-31,,,-7000000.0,466000000.0,500000000.0,,-1135000000.0,,,,-1286000000.0,165000000.0,424000000.0,-1286000000.0,165000000.0,424000000.0,-697000000.0,1400000000.0,1400000000.0,-341000000.0,9000000.0,236000000.0,-678000000.0,,-219000000.0,-617000000.0,,148000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 12:11:25+00:00,,2000000.0,156000000.0,123000000.0,,-164000000.0,,,,-68000000.0,151000000.0,-87000000.0,-68000000.0,151000000.0,-87000000.0,-4000000.0,99000000.0,99000000.0,-145000000.0,15000000.0,186000000.0,-81000000.0,,-35000000.0,-2000000.0,,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q4,2012-10-01,2012-12-31,,,1000000.0,61000000.0,118000000.0,,2000000.0,,,,-51000000.0,89000000.0,252000000.0,-51000000.0,89000000.0,252000000.0,290000000.0,142000000.0,142000000.0,-10000000.0,39000000.0,81000000.0,-92000000.0,97000000.0,-66000000.0,2000000.0,,13000000.0,-36000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 16:36:22+00:00,0.0,-13000000.0,351000000.0,456000000.0,0.0,-6000000.0,0.0,0.0,0.0,-444000000.0,-192000000.0,581000000.0,-444000000.0,-192000000.0,581000000.0,-55000000.0,384000000.0,384000000.0,-253000000.0,80000000.0,80000000.0,-334000000.0,,-285000000.0,-190000000.0,0.0,13000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q3TTM,2011-10-01,2012-09-30,,,-7000000.0,348000000.0,455000000.0,,-33000000.0,,,,-492000000.0,-347000000.0,476000000.0,-492000000.0,-347000000.0,476000000.0,-363000000.0,307000000.0,307000000.0,-253000000.0,70000000.0,15000000.0,-323000000.0,-97000000.0,-301000000.0,-226000000.0,-13000000.0,,36000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q3,2012-07-01,2012-09-30,,,1000000.0,122000000.0,112000000.0,,-23000000.0,,,,-209000000.0,-166000000.0,122000000.0,-209000000.0,-166000000.0,122000000.0,-253000000.0,117000000.0,117000000.0,-84000000.0,54000000.0,-1000000.0,-81000000.0,-97000000.0,-80000000.0,-182000000.0,,,12000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 16:00:42+00:00,0.0,-14000000.0,290000000.0,338000000.0,,-8000000.0,0.0,0.0,0.0,-393000000.0,-281000000.0,329000000.0,-393000000.0,-281000000.0,329000000.0,-345000000.0,242000000.0,242000000.0,-243000000.0,41000000.0,-1000000.0,-242000000.0,-97000000.0,-219000000.0,-192000000.0,,,36000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q2TTM,2011-07-01,2012-06-30,,,-2000000.0,341000000.0,463000000.0,,-149000000.0,,,,-400000000.0,-91000000.0,471000000.0,-400000000.0,-91000000.0,471000000.0,-20000000.0,347000000.0,347000000.0,-190000000.0,8000000.0,172000000.0,-323000000.0,,-287000000.0,-48000000.0,-37000000.0,,24000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q2,2012-04-01,2012-06-30,,,-5000000.0,54000000.0,113000000.0,,115000000.0,,,,-76000000.0,-58000000.0,267000000.0,-76000000.0,-58000000.0,267000000.0,133000000.0,84000000.0,84000000.0,-45000000.0,11000000.0,-1000000.0,-80000000.0,,-75000000.0,-7000000.0,,,18000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 18:58:42+00:00,,-15000000.0,168000000.0,226000000.0,,15000000.0,0.0,,0.0,-184000000.0,-115000000.0,207000000.0,-184000000.0,-115000000.0,207000000.0,-92000000.0,125000000.0,125000000.0,-159000000.0,-13000000.0,0.0,-161000000.0,0.0,-139000000.0,-10000000.0,,,24000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q1TTM,2011-04-01,2012-03-31,,,16000000.0,378000000.0,470000000.0,,-233000000.0,,,,-967000000.0,-86000000.0,318000000.0,-967000000.0,-86000000.0,318000000.0,-735000000.0,273000000.0,273000000.0,-192000000.0,1000000.0,178000000.0,-323000000.0,,-270000000.0,-608000000.0,-37000000.0,,6000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 16:50:43+00:00,,-10000000.0,114000000.0,113000000.0,,-100000000.0,,,,-108000000.0,-57000000.0,-60000000.0,-108000000.0,-57000000.0,-60000000.0,-225000000.0,41000000.0,41000000.0,-114000000.0,-24000000.0,1000000.0,-81000000.0,,-64000000.0,-3000000.0,,,6000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q4,2013-10-01,2013-12-31,,,12000000.0,91000000.0,129000000.0,,-197000000.0,,559000000.0,,-799000000.0,-111000000.0,348000000.0,-799000000.0,-111000000.0,348000000.0,-562000000.0,54000000.0,54000000.0,362000000.0,20000000.0,18000000.0,-151000000.0,,-114000000.0,-1227000000.0,,,-15000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,FY,2013-01-01,2013-12-31,2015-02-13 16:36:22+00:00,-1581000000.0,8000000.0,366000000.0,472000000.0,0.0,-192000000.0,897000000.0,1075000000.0,669000000.0,762000000.0,-1829000000.0,1004000000.0,762000000.0,-1829000000.0,1004000000.0,-63000000.0,563000000.0,563000000.0,161000000.0,169000000.0,23000000.0,-481000000.0,,-293000000.0,-1567000000.0,0.0,22000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q3TTM,2012-10-01,2013-09-30,,-1581000000.0,-3000000.0,336000000.0,461000000.0,,7000000.0,897000000.0,516000000.0,669000000.0,1510000000.0,-1629000000.0,908000000.0,1510000000.0,-1629000000.0,908000000.0,789000000.0,651000000.0,651000000.0,-211000000.0,188000000.0,86000000.0,-422000000.0,97000000.0,-245000000.0,-338000000.0,,35000000.0,-21000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q3,2013-07-01,2013-09-30,,-1581000000.0,2000000.0,109000000.0,120000000.0,,131000000.0,116000000.0,504000000.0,,339000000.0,-1647000000.0,343000000.0,339000000.0,-1647000000.0,343000000.0,-965000000.0,167000000.0,167000000.0,-75000000.0,10000000.0,9000000.0,-128000000.0,,-76000000.0,-163000000.0,,,1000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 15:09:05+00:00,-1581000000.0,-4000000.0,275000000.0,343000000.0,0.0,5000000.0,897000000.0,516000000.0,669000000.0,1561000000.0,-1718000000.0,656000000.0,1561000000.0,-1718000000.0,656000000.0,499000000.0,509000000.0,509000000.0,-201000000.0,149000000.0,5000000.0,-330000000.0,,-179000000.0,-340000000.0,0.0,22000000.0,15000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q2TTM,2012-07-01,2013-06-30,,,-4000000.0,349000000.0,453000000.0,,-147000000.0,781000000.0,12000000.0,669000000.0,962000000.0,-148000000.0,687000000.0,962000000.0,-148000000.0,687000000.0,1501000000.0,601000000.0,601000000.0,-220000000.0,232000000.0,76000000.0,-375000000.0,,-249000000.0,-357000000.0,,35000000.0,-10000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q2,2013-04-01,2013-06-30,,,-4000000.0,55000000.0,111000000.0,,126000000.0,781000000.0,3000000.0,669000000.0,1378000000.0,-29000000.0,374000000.0,1378000000.0,-29000000.0,374000000.0,1723000000.0,198000000.0,198000000.0,-61000000.0,55000000.0,-4000000.0,-109000000.0,,-55000000.0,-21000000.0,,22000000.0,8000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-04 16:24:21+00:00,,-6000000.0,166000000.0,223000000.0,,-126000000.0,781000000.0,12000000.0,669000000.0,1222000000.0,-71000000.0,313000000.0,1222000000.0,-71000000.0,313000000.0,1464000000.0,342000000.0,342000000.0,-126000000.0,139000000.0,-4000000.0,-202000000.0,,-103000000.0,-177000000.0,,22000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q1TTM,2012-04-01,2013-03-31,,,-5000000.0,348000000.0,455000000.0,,-158000000.0,,9000000.0,,-492000000.0,-177000000.0,580000000.0,-492000000.0,-177000000.0,580000000.0,-89000000.0,487000000.0,487000000.0,-204000000.0,188000000.0,79000000.0,-346000000.0,,-269000000.0,-343000000.0,,13000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:27:11+00:00,,-2000000.0,111000000.0,112000000.0,,-252000000.0,,9000000.0,,-156000000.0,-42000000.0,-61000000.0,-156000000.0,-42000000.0,-61000000.0,-259000000.0,144000000.0,144000000.0,-65000000.0,84000000.0,,-93000000.0,,-48000000.0,-156000000.0,,,6000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:07:27+00:00,,-37000000.0,319000000.0,500000000.0,707000000.0,128000000.0,,887000000.0,,-725000000.0,361000000.0,1109000000.0,-725000000.0,361000000.0,1109000000.0,745000000.0,1826000000.0,1826000000.0,-1345000000.0,119000000.0,21000000.0,-607000000.0,,-395000000.0,-921000000.0,-203000000.0,0.0,28000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q4,2014-10-01,2014-12-31,,,3000000.0,66000000.0,125000000.0,,43000000.0,,-5000000.0,,-241000000.0,-124000000.0,325000000.0,-241000000.0,-124000000.0,325000000.0,-40000000.0,177000000.0,177000000.0,-20000000.0,52000000.0,-4000000.0,-174000000.0,,-124000000.0,-34000000.0,-80000000.0,,4000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-30 13:33:37+00:00,,-40000000.0,253000000.0,375000000.0,707000000.0,85000000.0,,892000000.0,,-484000000.0,485000000.0,784000000.0,-484000000.0,485000000.0,784000000.0,785000000.0,1649000000.0,1649000000.0,-1325000000.0,67000000.0,25000000.0,-433000000.0,,-271000000.0,-887000000.0,-123000000.0,,24000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q3TTM,2013-10-01,2014-09-30,,,-28000000.0,344000000.0,504000000.0,707000000.0,-112000000.0,,1451000000.0,,-1283000000.0,374000000.0,1132000000.0,-1283000000.0,374000000.0,1132000000.0,223000000.0,1703000000.0,1703000000.0,-963000000.0,87000000.0,43000000.0,-584000000.0,,-385000000.0,-2114000000.0,-123000000.0,,9000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q3,2014-07-01,2014-09-30,,,5000000.0,100000000.0,123000000.0,707000000.0,107000000.0,,4000000.0,,-265000000.0,624000000.0,353000000.0,-265000000.0,624000000.0,353000000.0,712000000.0,1164000000.0,1164000000.0,-1041000000.0,19000000.0,25000000.0,-165000000.0,,-112000000.0,,-123000000.0,,4000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-31 12:40:08+00:00,,-45000000.0,153000000.0,252000000.0,,-22000000.0,,888000000.0,,-219000000.0,-139000000.0,431000000.0,-219000000.0,-139000000.0,431000000.0,73000000.0,485000000.0,485000000.0,-284000000.0,48000000.0,0.0,-268000000.0,,-159000000.0,-887000000.0,0.0,,20000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1581000000.0,-31000000.0,353000000.0,501000000.0,,-88000000.0,116000000.0,1951000000.0,,-679000000.0,-1897000000.0,1122000000.0,-679000000.0,-1897000000.0,1122000000.0,-1454000000.0,706000000.0,706000000.0,3000000.0,78000000.0,27000000.0,-547000000.0,,-349000000.0,-2277000000.0,,,6000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q2,2014-04-01,2014-06-30,,,5000000.0,52000000.0,126000000.0,,35000000.0,,886000000.0,,-101000000.0,-93000000.0,322000000.0,-101000000.0,-93000000.0,322000000.0,128000000.0,291000000.0,291000000.0,-130000000.0,39000000.0,,-139000000.0,,-94000000.0,-887000000.0,,,1000000.0
