company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2008.0,FY,,2008-12-31,2009-11-05 17:57:16+00:00,0.0,0.0,0.0,-495000000.0,0.0,0.0,2031000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11888000000.0,,,0.0,,3278000000.0,0.0,0.0,,4814000000.0,0.0,0.0,4814000000.0,4847000000.0,11888000000.0,16735000000.0,,11888000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2009.0,Q3,,2009-09-30,2009-11-05 17:57:16+00:00,0.0,0.0,0.0,-540000000.0,0.0,0.0,2045000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11000000000.0,,,0.0,,2844000000.0,0.0,0.0,,4349000000.0,0.0,0.0,4349000000.0,4365000000.0,11000000000.0,15365000000.0,,11000000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2009.0,Q2,,2009-06-30,2009-08-07 21:17:13+00:00,0.0,0.0,0.0,-646000000.0,0.0,0.0,2040000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11565000000.0,,,0.0,,2855000000.0,0.0,0.0,,4249000000.0,0.0,0.0,4249000000.0,4277000000.0,11565000000.0,15842000000.0,,11565000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2010.0,Q1,,2010-03-31,2010-05-07 15:07:08+00:00,0.0,0.0,0.0,-635000000.0,0.0,0.0,2053000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,,,,,0.0,11118000000.0,,,0.0,,2628000000.0,0.0,0.0,,4046000000.0,0.0,0.0,4046000000.0,4057000000.0,11118000000.0,15175000000.0,,11118000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,FY,,2012-12-31,2014-02-18 17:29:52+00:00,373000000.0,523000000.0,662000000.0,-1558000000.0,898000000.0,,5409000000.0,183000000.0,40000000.0,50000000.0,4393000000.0,828000000.0,531000000.0,2872000000.0,43000000.0,368000000.0,0.0,1930000000.0,,,,,,6027000000.0,551000000.0,,,88000000.0,184000000.0,219000000.0,570000000.0,,12592000000.0,4070000000.0,2407000000.0,1605000000.0,4070000000.0,4113000000.0,8479000000.0,12592000000.0,7263000000.0,6874000000.0,0.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2012.0,Q2,,2012-06-30,2012-08-03 15:02:08+00:00,,,,-1238000000.0,861000000.0,0.0,5292000000.0,,,,,,,,11000000.0,,,,,,,,,11614000000.0,,,,,,132000000.0,,,12475000000.0,4186000000.0,861000000.0,,4186000000.0,4197000000.0,8278000000.0,12475000000.0,11614000000.0,,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2013.0,FY,,2013-12-31,2015-02-13 16:36:22+00:00,343000000.0,518000000.0,629000000.0,-686000000.0,830000000.0,,7173000000.0,231000000.0,42000000.0,,5402000000.0,805000000.0,542000000.0,2689000000.0,3000000.0,5000000.0,285000000.0,516000000.0,,,88000000.0,154000000.0,,7016000000.0,382000000.0,1694000000.0,32000000.0,117000000.0,,294000000.0,2000000.0,,14577000000.0,6781000000.0,2326000000.0,1128000000.0,6795000000.0,6832000000.0,7745000000.0,14577000000.0,9562000000.0,6617000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,FY,,2014-12-31,2015-10-30 13:33:37+00:00,331000000.0,525000000.0,587000000.0,-1393000000.0,1580000000.0,0.0,5175000000.0,253000000.0,40000000.0,,5402000000.0,803000000.0,595000000.0,2623000000.0,,8000000.0,206000000.0,1319000000.0,,,,,,6950000000.0,308000000.0,,,80000000.0,,1508000000.0,,,13457000000.0,5290000000.0,3033000000.0,918000000.0,5304000000.0,5304000000.0,8153000000.0,13457000000.0,7801000000.0,7235000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q3,,2014-09-30,2014-10-31 15:09:05+00:00,351000000.0,583000000.0,606000000.0,-857000000.0,1620000000.0,0.0,5205000000.0,134000000.0,40000000.0,,5402000000.0,801000000.0,578000000.0,2534000000.0,0.0,0.0,338000000.0,569000000.0,,,0.0,0.0,0.0,7053000000.0,318000000.0,0.0,0.0,97000000.0,,1494000000.0,0.0,,13440000000.0,5842000000.0,3012000000.0,957000000.0,5856000000.0,5856000000.0,7584000000.0,13440000000.0,7894000000.0,6627000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q2,,2014-06-30,2014-08-04 16:24:21+00:00,335000000.0,590000000.0,597000000.0,-663000000.0,845000000.0,0.0,7246000000.0,165000000.0,40000000.0,,5402000000.0,803000000.0,596000000.0,2599000000.0,51000000.0,0.0,410000000.0,422000000.0,,,988000000.0,137000000.0,,7147000000.0,334000000.0,1827000000.0,926000000.0,106000000.0,,495000000.0,0.0,,15706000000.0,7078000000.0,3290000000.0,1069000000.0,7092000000.0,7143000000.0,8563000000.0,15706000000.0,9817000000.0,7494000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2014.0,Q1,,2014-03-31,2014-04-30 17:27:11+00:00,409000000.0,560000000.0,661000000.0,-701000000.0,780000000.0,0.0,7195000000.0,241000000.0,40000000.0,,5407000000.0,820000000.0,626000000.0,2611000000.0,33000000.0,37000000.0,306000000.0,471000000.0,,,,,,8682000000.0,364000000.0,,,108000000.0,,344000000.0,2000000.0,,14505000000.0,6838000000.0,2315000000.0,1072000000.0,6852000000.0,6885000000.0,7620000000.0,14505000000.0,9579000000.0,6548000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2015.0,FY,,2015-12-31,2017-02-24 16:07:27+00:00,204000000.0,276000000.0,427000000.0,-1212000000.0,1011000000.0,0.0,4718000000.0,30000000.0,40000000.0,,5298000000.0,615000000.0,325000000.0,1233000000.0,,254000000.0,,987000000.0,,,1934000000.0,690000000.0,,6939000000.0,241000000.0,,,63000000.0,,1349000000.0,4000000.0,,12720000000.0,4855000000.0,3639000000.0,1325000000.0,4869000000.0,4869000000.0,7851000000.0,12720000000.0,7848000000.0,6526000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2015.0,Q3,,2015-09-30,2015-10-30 13:33:37+00:00,344000000.0,545000000.0,554000000.0,-1313000000.0,1048000000.0,0.0,4728000000.0,232000000.0,40000000.0,,5402000000.0,789000000.0,590000000.0,2484000000.0,,0.0,259000000.0,1106000000.0,,,,,,7005000000.0,277000000.0,,,87000000.0,,1449000000.0,,,12820000000.0,4864000000.0,2502000000.0,898000000.0,4878000000.0,4878000000.0,7942000000.0,12820000000.0,7834000000.0,7044000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2015.0,Q2,,2015-06-30,2015-07-31 12:40:08+00:00,343000000.0,537000000.0,576000000.0,-1323000000.0,1121000000.0,0.0,4806000000.0,174000000.0,40000000.0,,5402000000.0,791000000.0,603000000.0,2557000000.0,,2000000.0,196000000.0,1166000000.0,,,,,,6976000000.0,275000000.0,,,82000000.0,,1428000000.0,,,12883000000.0,4911000000.0,2517000000.0,919000000.0,4925000000.0,4925000000.0,7958000000.0,12883000000.0,7809000000.0,7039000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2015.0,Q1,,2015-03-31,2015-05-01 13:04:05+00:00,319000000.0,539000000.0,533000000.0,-1379000000.0,1158000000.0,0.0,4947000000.0,215000000.0,40000000.0,,5402000000.0,798000000.0,645000000.0,2524000000.0,,3000000.0,195000000.0,1249000000.0,,,,,,6992000000.0,284000000.0,,,95000000.0,,1445000000.0,,,13009000000.0,5013000000.0,2652000000.0,852000000.0,5027000000.0,5027000000.0,7982000000.0,13009000000.0,7833000000.0,7130000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2016.0,FY,,2016-12-31,2018-02-16 16:45:06+00:00,233000000.0,390000000.0,692000000.0,-1459000000.0,676000000.0,,9218000000.0,84000000.0,40000000.0,,6840000000.0,671000000.0,358000000.0,1562000000.0,,293000000.0,,1322000000.0,,0.0,,,,15055000000.0,695000000.0,,,114000000.0,,1421000000.0,281000000.0,,19243000000.0,9180000000.0,1622000000.0,1206000000.0,9180000000.0,9180000000.0,10063000000.0,19243000000.0,16059000000.0,8857000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2016.0,Q3,,2016-09-30,2016-10-28 16:11:59+00:00,234000000.0,412000000.0,533000000.0,-1110000000.0,769000000.0,0.0,9199000000.0,5000000.0,40000000.0,,6840000000.0,688000000.0,368000000.0,1476000000.0,,122000000.0,,875000000.0,,,1652000000.0,578000000.0,,15264000000.0,714000000.0,,,150000000.0,,1101000000.0,1982000000.0,,20946000000.0,9190000000.0,3356000000.0,3327000000.0,9190000000.0,9190000000.0,11756000000.0,20946000000.0,16114000000.0,8429000000.0,0.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2016.0,Q2,,2016-06-30,2016-08-05 17:24:34+00:00,300000000.0,409000000.0,590000000.0,-1133000000.0,485000000.0,0.0,9443000000.0,7000000.0,40000000.0,,8524000000.0,1520000000.0,387000000.0,1462000000.0,,250000000.0,,926000000.0,,,1908000000.0,666000000.0,,15389000000.0,722000000.0,,830000000.0,132000000.0,,1106000000.0,1000000.0,,21989000000.0,9416000000.0,3328000000.0,1557000000.0,9430000000.0,9430000000.0,12559000000.0,21989000000.0,17199000000.0,11002000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2016.0,Q1,,2016-03-31,2016-05-06 16:22:31+00:00,385000000.0,578000000.0,595000000.0,-1163000000.0,415000000.0,0.0,10253000000.0,25000000.0,40000000.0,223000000.0,8314000000.0,1626000000.0,677000000.0,2763000000.0,,15000000.0,71000000.0,983000000.0,,,,,,15282000000.0,311000000.0,,835000000.0,135000000.0,,1177000000.0,4000000.0,,21556000000.0,10267000000.0,1830000000.0,984000000.0,10281000000.0,10281000000.0,11498000000.0,21779000000.0,16963000000.0,10514000000.0,14000000.0
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2017.0,FY,,2017-12-31,2019-02-15 16:43:31+00:00,249000000.0,396000000.0,645000000.0,-1562000000.0,824000000.0,,9383000000.0,14000000.0,,,6232000000.0,615000000.0,383000000.0,1618000000.0,,268000000.0,0.0,1487000000.0,,209000000.0,,,,13843000000.0,276000000.0,,,98000000.0,0.0,1078000000.0,62000000.0,,18059000000.0,8899000000.0,1715000000.0,1165000000.0,8899000000.0,8899000000.0,9160000000.0,18059000000.0,14726000000.0,7995000000.0,
Weyerhaeuser Co,WY,08IRJODWFYBI7QWRGS31,106535,2017.0,Q3,,2017-09-30,2017-10-27 17:08:51+00:00,259000000.0,485000000.0,702000000.0,-1337000000.0,497000000.0,0.0,9332000000.0,65000000.0,40000000.0,,6444000000.0,648000000.0,340000000.0,1534000000.0,,240000000.0,,1201000000.0,,,,,,14423000000.0,689000000.0,,,130000000.0,,1050000000.0,62000000.0,,18402000000.0,9045000000.0,1517000000.0,1023000000.0,9045000000.0,9045000000.0,9357000000.0,18402000000.0,15351000000.0,8334000000.0,
