company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 20:57:23+00:00,0.0,0.0,0.0,1070200000.0,0.0,,326600000.0,773100000.0,772800000.0,300000.0,495000000.0,278100000.0,4228400000.0,7185200000.0,137000000.0,43700000.0,,30600000.0,,373000000.0,4365400000.0,2850400000.0,599100000.0,247600000.0,1443200000.0,1407200000.0,-307800000.0,1099400000.0,7215800000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 08:16:34+00:00,,,4.4,1056000000.0,,,166000000.0,300000000.0,64000000.0,236000000.0,-41000000.0,341000000.0,4878000000.0,7852000000.0,,18000000.0,154000000.0,,,631000000.0,4878000000.0,2974000000.0,668000000.0,-253000000.0,1841000000.0,1133000000.0,-903000000.0,230000000.0,7852000000.0,,,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 10:56:53+00:00,0.0,0.0,0.0,261700000.0,0.0,,20600000.0,52600000.0,52800000.0,-200000.0,10600000.0,42000000.0,1294900000.0,2088200000.0,41900000.0,4000000.0,,-400000.0,,308200000.0,1336800000.0,751000000.0,173900000.0,62200000.0,569900000.0,181100000.0,-107700000.0,73400000.0,2087800000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2010.0,Q2,2010-04-01,2010-06-30,2011-08-25 11:17:18+00:00,0.0,0.0,0.0,269700000.0,0.0,,45800000.0,260300000.0,260300000.0,0.0,46000000.0,214300000.0,1167100000.0,1990900000.0,40800000.0,-3800000.0,,-3100000.0,,104800000.0,1207900000.0,779900000.0,163700000.0,68200000.0,374500000.0,405400000.0,-99300000.0,306100000.0,1987800000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q4,2011-10-01,2011-12-31,,0.68,0.68,0.31,279000000.0,0.68,,112000000.0,293000000.0,228000000.0,65000000.0,155000000.0,138000000.0,1055000000.0,349000000.0,40000000.0,4000000.0,,1576000000.0,,110000000.0,1095000000.0,830000000.0,158000000.0,53000000.0,389000000.0,441000000.0,-101000000.0,340000000.0,1925000000.0,873500000.0,589000000.0,589000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 17:55:15+00:00,0.68,0.68,1.05,1068000000.0,0.68,,361000000.0,660000000.0,449000000.0,211000000.0,594000000.0,66000000.0,4769000000.0,6355000000.0,174000000.0,10000000.0,,1588000000.0,,509000000.0,4943000000.0,3000000000.0,682000000.0,59000000.0,1577000000.0,1423000000.0,-613000000.0,810000000.0,7943000000.0,873500000.0,589000000.0,589000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q3,2011-07-01,2011-09-30,2012-11-14 14:18:25+00:00,0.0,0.0,0.3,281000000.0,0.0,,66000000.0,84000000.0,29000000.0,55000000.0,152000000.0,-68000000.0,1313000000.0,2122000000.0,37000000.0,1000000.0,,-1000000.0,,109000000.0,1350000000.0,771000000.0,176000000.0,-111000000.0,390000000.0,381000000.0,-286000000.0,95000000.0,2121000000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q3YTD,2011-01-01,2011-09-30,,,,0.74,789000000.0,,,249000000.0,367000000.0,221000000.0,146000000.0,439000000.0,-72000000.0,3714000000.0,6006000000.0,134000000.0,6000000.0,,12000000.0,,399000000.0,3848000000.0,2170000000.0,524000000.0,6000000.0,1188000000.0,982000000.0,-512000000.0,470000000.0,6018000000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q2,2011-04-01,2011-06-30,2012-08-14 10:05:11+00:00,0.0,0.0,0.3,258000000.0,0.0,,87000000.0,82000000.0,42000000.0,40000000.0,132000000.0,-50000000.0,1310000000.0,1952000000.0,51000000.0,5000000.0,,13000000.0,,110000000.0,1361000000.0,604000000.0,174000000.0,62000000.0,368000000.0,236000000.0,-107000000.0,129000000.0,1965000000.0,,0.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q2YTD,2011-01-01,2011-06-30,,,,0.44,508000000.0,,,183000000.0,283000000.0,192000000.0,91000000.0,287000000.0,-4000000.0,2401000000.0,3884000000.0,97000000.0,5000000.0,,13000000.0,,290000000.0,2498000000.0,1399000000.0,348000000.0,117000000.0,798000000.0,601000000.0,-226000000.0,375000000.0,3897000000.0,,0.0,0.0
