company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q4,2012-10-01,2012-12-31,,-5053000000.0,,7000000.0,298000000.0,423000000.0,1791000000.0,-5000000.0,-87000000.0,535000000.0,18100000000.0,,-2205000000.0,1268000000.0,881000000.0,,-2205000000.0,1268000000.0,881000000.0,-61000000.0,488000000.0,488000000.0,,57000000.0,-5258000000.0,4960000000.0,,-740000000.0,38000000.0,-623000000.0,-14821000000.0,-21000000.0,41000000.0,114000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 06:07:55+00:00,-5053000000.0,,182000000.0,1349000000.0,1449000000.0,1791000000.0,8000000.0,-237000000.0,1939000000.0,18148000000.0,,2584000000.0,-5097000000.0,2808000000.0,,2584000000.0,-5097000000.0,2808000000.0,303000000.0,427000000.0,427000000.0,,1169000000.0,0.0,25000000.0,,-2403000000.0,-192000000.0,-2022000000.0,-14943000000.0,-157000000.0,200000000.0,154000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q3TTM,2011-10-01,2012-09-30,,-1179000000.0,,275000000.0,1063000000.0,1313000000.0,,20000000.0,31000000.0,1557000000.0,1514000000.0,,4755000000.0,-6971000000.0,2697000000.0,,4755000000.0,-6971000000.0,2697000000.0,501000000.0,232000000.0,232000000.0,,1121000000.0,5258000000.0,-4868000000.0,,-2125000000.0,641000000.0,-1754000000.0,-1313000000.0,-136000000.0,155000000.0,34000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q3,2012-07-01,2012-09-30,,,,-14000000.0,563000000.0,408000000.0,,15000000.0,30000000.0,1119000000.0,28000000.0,,-254000000.0,-575000000.0,914000000.0,,-254000000.0,-575000000.0,914000000.0,100000000.0,255000000.0,255000000.0,,221000000.0,-646000000.0,52000000.0,,-704000000.0,-99000000.0,-582000000.0,-25000000.0,-26000000.0,46000000.0,8000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q2TTM,2011-07-01,2012-06-30,,-1179000000.0,,305000000.0,829000000.0,1194000000.0,,-13000000.0,-12000000.0,546000000.0,8130000000.0,,5572000000.0,-7663000000.0,2425000000.0,,5572000000.0,-7663000000.0,2425000000.0,321000000.0,61000000.0,61000000.0,,1182000000.0,6030000000.0,-4931000000.0,,-1878000000.0,-332000000.0,-1477000000.0,-7146000000.0,-110000000.0,218000000.0,38000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q2,2012-04-01,2012-06-30,,,,183000000.0,139000000.0,335000000.0,,-2000000.0,-126000000.0,161000000.0,20000000.0,,5396000000.0,-5425000000.0,453000000.0,,5396000000.0,-5425000000.0,453000000.0,181000000.0,-243000000.0,-243000000.0,,487000000.0,5904000000.0,-5007000000.0,-241000000.0,-488000000.0,-52000000.0,-463000000.0,-91000000.0,-110000000.0,65000000.0,32000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q1TTM,2011-04-01,2012-03-31,,-1113000000.0,,282000000.0,705000000.0,1125000000.0,,-10000000.0,77000000.0,1013000000.0,8770000000.0,,160000000.0,-2530000000.0,2443000000.0,,160000000.0,-2530000000.0,2443000000.0,304000000.0,386000000.0,386000000.0,,855000000.0,-218000000.0,119000000.0,241000000.0,-1722000000.0,-427000000.0,-1284000000.0,-7683000000.0,,153000000.0,22000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,FY,2013-01-01,2013-12-31,2016-02-16 07:26:20+00:00,-292000000.0,,67000000.0,1652000000.0,1845000000.0,490000000.0,-21000000.0,242000000.0,1706000000.0,13581000000.0,0.0,-1095000000.0,-3122000000.0,4122000000.0,,-1095000000.0,-3122000000.0,4122000000.0,-116000000.0,2692000000.0,2692000000.0,,-657000000.0,0.0,81000000.0,,-3314000000.0,-217000000.0,-3369000000.0,-12431000000.0,-637000000.0,185000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q2TTM,2012-07-01,2013-06-30,,-5339000000.0,,64000000.0,1673000000.0,1709000000.0,2282000000.0,-10000000.0,-74000000.0,2731000000.0,23976000000.0,,-2753000000.0,-424000000.0,3529000000.0,,-2753000000.0,-424000000.0,3529000000.0,342000000.0,2180000000.0,2180000000.0,,-286000000.0,-5904000000.0,5027000000.0,,-2984000000.0,-154000000.0,-2550000000.0,-20394000000.0,-178000000.0,165000000.0,145000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q2,2013-04-01,2013-06-30,,-286000000.0,,78000000.0,299000000.0,454000000.0,,-14000000.0,12000000.0,612000000.0,5848000000.0,,-41000000.0,-1001000000.0,967000000.0,,-41000000.0,-1001000000.0,967000000.0,-89000000.0,781000000.0,781000000.0,,-280000000.0,-128000000.0,24000000.0,,-781000000.0,-53000000.0,-747000000.0,-5541000000.0,-51000000.0,41000000.0,20000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 19:05:39+00:00,-286000000.0,,71000000.0,812000000.0,878000000.0,491000000.0,-20000000.0,-17000000.0,1077000000.0,5848000000.0,,-294000000.0,-1117000000.0,1734000000.0,,-294000000.0,-1117000000.0,1734000000.0,303000000.0,1437000000.0,1437000000.0,,-564000000.0,,15000000.0,,-1540000000.0,-93000000.0,-1345000000.0,-5548000000.0,-131000000.0,78000000.0,23000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q1TTM,2012-04-01,2013-03-31,,-5053000000.0,,169000000.0,1513000000.0,1590000000.0,2282000000.0,2000000.0,-212000000.0,2280000000.0,18148000000.0,,2684000000.0,-4848000000.0,3015000000.0,,2684000000.0,-4848000000.0,3015000000.0,612000000.0,1156000000.0,1156000000.0,,481000000.0,128000000.0,-4000000.0,-241000000.0,-2691000000.0,-153000000.0,-2266000000.0,-14944000000.0,-237000000.0,189000000.0,157000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,FY,2014-01-01,2014-12-31,2017-02-10 16:47:08+00:00,-1777000000.0,,227000000.0,1718000000.0,2085000000.0,0.0,-11000000.0,58000000.0,1767000000.0,24573000000.0,0.0,471000000.0,-5210000000.0,4467000000.0,,471000000.0,-5210000000.0,4467000000.0,-283000000.0,2443000000.0,2443000000.0,,-119000000.0,-4011000000.0,-3000000.0,,-3773000000.0,,-3617000000.0,-17893000000.0,-192000000.0,182000000.0,5000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q4,2014-10-01,2014-12-31,,-816000000.0,,-1000000.0,272000000.0,534000000.0,,-2000000.0,-94000000.0,129000000.0,11174000000.0,,60000000.0,-1190000000.0,975000000.0,,60000000.0,-1190000000.0,975000000.0,-157000000.0,566000000.0,566000000.0,,-31000000.0,-4011000000.0,35000000.0,,-978000000.0,342000000.0,-800000000.0,-6254000000.0,,44000000.0,5000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-23 15:54:01+00:00,-961000000.0,,228000000.0,1446000000.0,1551000000.0,,-9000000.0,152000000.0,1638000000.0,13399000000.0,,411000000.0,-4020000000.0,3492000000.0,,411000000.0,-4020000000.0,3492000000.0,-126000000.0,1877000000.0,1877000000.0,,-88000000.0,,-38000000.0,,-2795000000.0,-342000000.0,-2817000000.0,-11639000000.0,-192000000.0,138000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q3,2014-07-01,2014-09-30,,,,65000000.0,591000000.0,532000000.0,,-5000000.0,22000000.0,243000000.0,3951000000.0,,138000000.0,-1313000000.0,1289000000.0,,138000000.0,-1313000000.0,1289000000.0,109000000.0,779000000.0,779000000.0,,-44000000.0,,-54000000.0,,-959000000.0,-239000000.0,-1068000000.0,-3097000000.0,,48000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q2TTM,2013-07-01,2014-06-30,,-967000000.0,,159000000.0,1695000000.0,1986000000.0,-1000000.0,-5000000.0,389000000.0,2024000000.0,17181000000.0,,-528000000.0,-4712000000.0,4591000000.0,,-528000000.0,-4712000000.0,4591000000.0,-654000000.0,2353000000.0,2353000000.0,,-137000000.0,,82000000.0,,-3610000000.0,-227000000.0,-3773000000.0,-15425000000.0,-698000000.0,197000000.0,-23000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q2,2014-04-01,2014-06-30,,-1000000.0,,165000000.0,289000000.0,513000000.0,,6000000.0,38000000.0,711000000.0,4257000000.0,,-353000000.0,-888000000.0,1085000000.0,,-353000000.0,-888000000.0,1085000000.0,-150000000.0,497000000.0,497000000.0,,37000000.0,,2000000.0,,-932000000.0,-67000000.0,-874000000.0,-4346000000.0,-43000000.0,52000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-24 16:08:47+00:00,-961000000.0,,163000000.0,855000000.0,1019000000.0,,-4000000.0,130000000.0,1395000000.0,9448000000.0,,273000000.0,-2707000000.0,2203000000.0,,273000000.0,-2707000000.0,2203000000.0,-235000000.0,1098000000.0,1098000000.0,,-44000000.0,,16000000.0,,-1836000000.0,-103000000.0,-1749000000.0,-8542000000.0,-192000000.0,90000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q1TTM,2013-04-01,2014-03-31,,-1252000000.0,,72000000.0,1705000000.0,1927000000.0,-1000000.0,-25000000.0,363000000.0,1925000000.0,18772000000.0,,-216000000.0,-4825000000.0,4473000000.0,,-216000000.0,-4825000000.0,4473000000.0,-593000000.0,2637000000.0,2637000000.0,,-454000000.0,-128000000.0,104000000.0,,-3459000000.0,-213000000.0,-3646000000.0,-16620000000.0,-706000000.0,186000000.0,-3000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2014.0,Q1,2014-01-01,2014-03-31,2015-04-28 07:06:44+00:00,-960000000.0,,-2000000.0,566000000.0,506000000.0,,-10000000.0,92000000.0,684000000.0,5191000000.0,,626000000.0,-1819000000.0,1118000000.0,,626000000.0,-1819000000.0,1118000000.0,-85000000.0,601000000.0,601000000.0,,-81000000.0,,14000000.0,,-904000000.0,-36000000.0,-875000000.0,-4196000000.0,-149000000.0,38000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,FY,2015-01-01,2015-12-31,2018-02-09 17:10:00+00:00,-2175000000.0,,-331000000.0,1985000000.0,2360000000.0,0.0,-10000000.0,907000000.0,3881000000.0,14316000000.0,1541000000.0,317000000.0,-5706000000.0,5313000000.0,,317000000.0,-5706000000.0,5313000000.0,-86000000.0,208000000.0,208000000.0,,1838000000.0,0.0,98000000.0,,-4258000000.0,,-3896000000.0,-15151000000.0,-12000000.0,228000000.0,39000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q4,2015-10-01,2015-12-31,,-256000000.0,,-148000000.0,389000000.0,596000000.0,,-3000000.0,507000000.0,41000000.0,2035000000.0,1541000000.0,-769000000.0,-984000000.0,1806000000.0,,-769000000.0,-984000000.0,1806000000.0,50000000.0,-736000000.0,-736000000.0,,1439000000.0,,59000000.0,,-1149000000.0,69000000.0,-897000000.0,-3237000000.0,,47000000.0,-6000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-21 16:34:30+00:00,-1919000000.0,,-183000000.0,1596000000.0,1764000000.0,0.0,-7000000.0,400000000.0,3840000000.0,12281000000.0,,1086000000.0,-4722000000.0,3507000000.0,,1086000000.0,-4722000000.0,3507000000.0,-136000000.0,944000000.0,944000000.0,,399000000.0,,39000000.0,,-3109000000.0,-69000000.0,-2999000000.0,-11914000000.0,-12000000.0,181000000.0,45000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q3TTM,2014-10-01,2015-09-30,,-2735000000.0,,-184000000.0,1868000000.0,2298000000.0,,-9000000.0,306000000.0,3969000000.0,23455000000.0,,1146000000.0,-5912000000.0,4482000000.0,,1146000000.0,-5912000000.0,4482000000.0,-293000000.0,1510000000.0,1510000000.0,,368000000.0,-4011000000.0,74000000.0,,-4087000000.0,273000000.0,-3799000000.0,-18168000000.0,-12000000.0,225000000.0,50000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q3,2015-07-01,2015-09-30,,,,2000000.0,594000000.0,630000000.0,,-3000000.0,-138000000.0,1278000000.0,2796000000.0,,28000000.0,-978000000.0,969000000.0,,28000000.0,-978000000.0,969000000.0,16000000.0,183000000.0,183000000.0,,294000000.0,,28000000.0,,-1087000000.0,-24000000.0,-1090000000.0,-2952000000.0,-7000000.0,67000000.0,41000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-22 16:09:36+00:00,-1919000000.0,,-185000000.0,1002000000.0,1134000000.0,,-4000000.0,538000000.0,2562000000.0,9485000000.0,,1058000000.0,-3744000000.0,2538000000.0,,1058000000.0,-3744000000.0,2538000000.0,-152000000.0,761000000.0,761000000.0,,105000000.0,,11000000.0,,-2022000000.0,-45000000.0,-1909000000.0,-8962000000.0,-5000000.0,114000000.0,4000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q2TTM,2014-07-01,2015-06-30,,-2735000000.0,,-121000000.0,1865000000.0,2200000000.0,,-11000000.0,466000000.0,2934000000.0,24610000000.0,,1256000000.0,-6247000000.0,4802000000.0,,1256000000.0,-6247000000.0,4802000000.0,-200000000.0,2106000000.0,2106000000.0,,30000000.0,-4011000000.0,-8000000.0,,-3959000000.0,58000000.0,-3777000000.0,-18313000000.0,-5000000.0,206000000.0,9000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q2,2015-04-01,2015-06-30,,-55000000.0,,11000000.0,410000000.0,584000000.0,,1000000.0,381000000.0,936000000.0,2349000000.0,,-410000000.0,-969000000.0,1282000000.0,,-410000000.0,-969000000.0,1282000000.0,-96000000.0,342000000.0,342000000.0,,-25000000.0,,45000000.0,,-1050000000.0,-15000000.0,-1012000000.0,-2640000000.0,-5000000.0,64000000.0,4000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q1,2015-01-01,2015-03-31,2016-04-22 15:33:02+00:00,-1864000000.0,,-196000000.0,592000000.0,550000000.0,,-5000000.0,157000000.0,1626000000.0,7136000000.0,,1468000000.0,-2775000000.0,1256000000.0,,1468000000.0,-2775000000.0,1256000000.0,-56000000.0,419000000.0,419000000.0,,130000000.0,,-34000000.0,,-972000000.0,-30000000.0,-897000000.0,-6322000000.0,,50000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2015.0,Q1TTM,2014-04-01,2015-03-31,,-2681000000.0,,33000000.0,1744000000.0,2129000000.0,,-6000000.0,123000000.0,2709000000.0,26518000000.0,,1313000000.0,-6166000000.0,4605000000.0,,1313000000.0,-6166000000.0,4605000000.0,-254000000.0,2261000000.0,2261000000.0,,92000000.0,-4011000000.0,-51000000.0,,-3841000000.0,6000000.0,-3639000000.0,-20019000000.0,-43000000.0,194000000.0,5000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,FY,2016-01-01,2016-12-31,2019-02-08 17:34:43+00:00,-741000000.0,,4000000.0,2050000000.0,2268000000.0,1401000000.0,,915000000.0,117000000.0,8629000000.0,,-2637000000.0,-1625000000.0,4758000000.0,,-2637000000.0,-1625000000.0,4758000000.0,496000000.0,721000000.0,721000000.0,,854000000.0,0.0,1000000.0,,-1296000000.0,,-2882000000.0,-10087000000.0,0.0,266000000.0,330000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q4,2016-10-01,2016-12-31,,-408000000.0,,,452000000.0,571000000.0,-1000000.0,-4000000.0,290000000.0,29000000.0,144000000.0,,-305000000.0,-578000000.0,1255000000.0,,-305000000.0,-578000000.0,1255000000.0,368000000.0,215000000.0,215000000.0,,179000000.0,,27000000.0,,-325000000.0,389000000.0,-773000000.0,-153000000.0,,108000000.0,80000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-20 16:36:45+00:00,-333000000.0,,4000000.0,1598000000.0,1697000000.0,1402000000.0,4000000.0,625000000.0,88000000.0,8485000000.0,,-2332000000.0,-1047000000.0,3503000000.0,,-2332000000.0,-1047000000.0,3503000000.0,128000000.0,506000000.0,506000000.0,,675000000.0,0.0,-26000000.0,,-971000000.0,-389000000.0,-2109000000.0,-9934000000.0,,158000000.0,250000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q3TTM,2015-10-01,2016-09-30,,-589000000.0,,-144000000.0,1987000000.0,2293000000.0,1402000000.0,1000000.0,1132000000.0,129000000.0,10520000000.0,1541000000.0,-3101000000.0,-2031000000.0,5309000000.0,,-3101000000.0,-2031000000.0,5309000000.0,178000000.0,-230000000.0,-230000000.0,,2114000000.0,,33000000.0,,-2120000000.0,-320000000.0,-3006000000.0,-13171000000.0,,205000000.0,244000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q3,2016-07-01,2016-09-30,,,,-1000000.0,551000000.0,564000000.0,1402000000.0,-1000000.0,341000000.0,1000000.0,1638000000.0,,-1813000000.0,833000000.0,1158000000.0,,-1813000000.0,833000000.0,1158000000.0,177000000.0,-183000000.0,-183000000.0,,436000000.0,,-11000000.0,,-325000000.0,-26000000.0,-639000000.0,-3127000000.0,,77000000.0,30000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-24 06:27:37+00:00,-333000000.0,,5000000.0,1047000000.0,1133000000.0,,5000000.0,284000000.0,87000000.0,6847000000.0,,-519000000.0,-1880000000.0,2345000000.0,,-519000000.0,-1880000000.0,2345000000.0,-49000000.0,689000000.0,689000000.0,,239000000.0,0.0,-15000000.0,,-646000000.0,-363000000.0,-1470000000.0,-6807000000.0,,81000000.0,220000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q2TTM,2015-07-01,2016-06-30,,-589000000.0,,-141000000.0,2030000000.0,2359000000.0,,-1000000.0,653000000.0,1406000000.0,11678000000.0,1541000000.0,-1260000000.0,-3842000000.0,5120000000.0,,-1260000000.0,-3842000000.0,5120000000.0,17000000.0,136000000.0,136000000.0,,1972000000.0,,72000000.0,,-2882000000.0,-318000000.0,-3457000000.0,-12996000000.0,-7000000.0,195000000.0,255000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q2,2016-04-01,2016-06-30,,-3000000.0,,7000000.0,388000000.0,568000000.0,,,346000000.0,,2237000000.0,,-554000000.0,-736000000.0,1295000000.0,,-554000000.0,-736000000.0,1295000000.0,5000000.0,375000000.0,375000000.0,,6000000.0,,-19000000.0,,-326000000.0,-319000000.0,-653000000.0,-2465000000.0,,38000000.0,220000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2016.0,Q1,2016-01-01,2016-03-31,2017-04-21 16:15:58+00:00,-330000000.0,,-2000000.0,659000000.0,565000000.0,,5000000.0,-62000000.0,87000000.0,4610000000.0,,35000000.0,-1144000000.0,1050000000.0,,35000000.0,-1144000000.0,1050000000.0,-54000000.0,314000000.0,314000000.0,,233000000.0,0.0,4000000.0,,-320000000.0,-44000000.0,-817000000.0,-4342000000.0,,43000000.0,
