company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2010.0,FY,,2010-12-31,2012-02-22 20:57:23+00:00,647500000.0,,215700000.0,,-136500000.0,502400000.0,0.0,0.0,96700000.0,,44700000.0,4830900000.0,,339200000.0,13812900000.0,4291100000.0,94200000.0,17070700000.0,5099900000.0,,,2092700000.0,115000000.0,971400000.0,104400000.0,315800000.0,,310400000.0,3575600000.0,474300000.0,819400000.0,,90500000.0,0.0,2013300000.0,24000000.0,28908100000.0,3439100000.0,1786900000.0,3644100000.0,3439100000.0,8539000000.0,20369100000.0,28908100000.0,10050500000.0,16725000000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,FY,,2011-12-31,2013-03-01 08:16:34+00:00,728000000.0,,428000000.0,-3912000000.0,-115000000.0,411000000.0,,3439000000.0,,,,5074000000.0,17926000000.0,1185000000.0,14356000000.0,3744000000.0,172000000.0,17926000000.0,5247000000.0,,,2199000000.0,165000000.0,914000000.0,94000000.0,144000000.0,0.0,330000000.0,,960000000.0,1065000000.0,,,-3000000.0,2899000000.0,72000000.0,30717000000.0,3321000000.0,1663000000.0,4529000000.0,3321000000.0,8568000000.0,22149000000.0,30717000000.0,11128000000.0,17620000000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q3,,2011-09-30,2011-11-02 10:56:53+00:00,640400000.0,,258900000.0,,-32400000.0,273900000.0,0.0,3431400000.0,92100000.0,,102000000.0,4940600000.0,,1201300000.0,13851500000.0,3668700000.0,128500000.0,17715900000.0,5292000000.0,,,2226300000.0,164000000.0,830200000.0,68600000.0,113800000.0,,126800000.0,0.0,988700000.0,937100000.0,,41800000.0,56500000.0,3061000000.0,135200000.0,30157400000.0,3455500000.0,1478200000.0,4395000000.0,3455500000.0,8747500000.0,21409900000.0,30157400000.0,10963300000.0,17014900000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2011.0,Q2,,2011-06-30,2011-08-25 11:17:18+00:00,663700000.0,,257000000.0,,-113800000.0,354400000.0,0.0,3424100000.0,96400000.0,,75800000.0,4828100000.0,,340800000.0,14000700000.0,4311700000.0,149700000.0,17227500000.0,5375600000.0,,,2143800000.0,122200000.0,919200000.0,122900000.0,229500000.0,,318200000.0,0.0,507000000.0,991400000.0,,46600000.0,117500000.0,1390000000.0,39800000.0,28969900000.0,3427800000.0,1632600000.0,3030600000.0,3427800000.0,8803400000.0,20166500000.0,28969900000.0,10109800000.0,17135900000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q3,,2012-09-30,2012-11-14 14:18:25+00:00,1066000000.0,,934000000.0,,-56000000.0,775000000.0,0.0,14935000000.0,98000000.0,,240000000.0,23557000000.0,,1192000000.0,32475000000.0,6135000000.0,379000000.0,30881000000.0,9752000000.0,,,3920000000.0,192000000.0,1296000000.0,625000000.0,210000000.0,1909000000.0,363000000.0,,2974000000.0,2900000000.0,,56000000.0,-733000000.0,3949000000.0,82000000.0,70053000000.0,14146000000.0,5122000000.0,6860000000.0,14146000000.0,23898000000.0,46155000000.0,70053000000.0,34050000000.0,39295000000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q2,,2012-06-30,2012-08-14 10:05:11+00:00,947000000.0,,901000000.0,,-42000000.0,675000000.0,0.0,14818000000.0,109000000.0,,182000000.0,23453000000.0,,1142000000.0,33833000000.0,6114000000.0,361000000.0,30613000000.0,8970000000.0,,,3627000000.0,187000000.0,1275000000.0,787000000.0,206000000.0,2019000000.0,516000000.0,,2735000000.0,2793000000.0,,53000000.0,-556000000.0,3271000000.0,161000000.0,69575000000.0,14220000000.0,5331000000.0,6132000000.0,14220000000.0,23190000000.0,46385000000.0,69575000000.0,33631000000.0,40253000000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2012.0,Q1,,2012-03-31,2012-05-02 17:00:09+00:00,629000000.0,,377000000.0,,-128000000.0,494000000.0,0.0,3446000000.0,108000000.0,,132000000.0,4829000000.0,,1164000000.0,15230000000.0,2180000000.0,235000000.0,17304000000.0,5006000000.0,,,2239000000.0,167000000.0,761000000.0,27000000.0,210000000.0,2287000000.0,126000000.0,0.0,824000000.0,1071000000.0,,31000000.0,-202000000.0,2126000000.0,67000000.0,30370000000.0,3116000000.0,3902000000.0,3708000000.0,3116000000.0,8122000000.0,22248000000.0,30370000000.0,9164000000.0,18540000000.0,0.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,FY,,2013-12-31,2015-02-23 06:07:55+00:00,1676000000.0,1721000000.0,1528000000.0,,-24000000.0,598000000.0,,14489000000.0,,567000000.0,,24504000000.0,,2438000000.0,33787000000.0,5951000000.0,430000000.0,35847000000.0,15192000000.0,2287000000.0,0.0,4651000000.0,,,552000000.0,,,565000000.0,100000000.0,2577000000.0,,,,-1372000000.0,2306000000.0,,75185000000.0,13193000000.0,3868000000.0,6075000000.0,13093000000.0,28285000000.0,46900000000.0,75185000000.0,35470000000.0,40725000000.0,-100000000.0
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q2,,2013-06-30,2013-08-02 20:19:07+00:00,1326000000.0,1488000000.0,1421000000.0,,-148000000.0,1017000000.0,,14955000000.0,,358000000.0,,24493000000.0,,2485000000.0,31582000000.0,6085000000.0,428000000.0,34599000000.0,14885000000.0,,,4113000000.0,,,382000000.0,83000000.0,32000000.0,539000000.0,,2686000000.0,2553000000.0,,,-1153000000.0,3964000000.0,67000000.0,74120000000.0,13654000000.0,3772000000.0,7333000000.0,13654000000.0,28539000000.0,45581000000.0,74120000000.0,35749000000.0,38248000000.0,
Kinder Morgan Inc,KMI,549300WR7IX8XE0TBO16,1506307,2013.0,Q1,,2013-03-31,2013-05-03 17:01:16+00:00,1111000000.0,1290000000.0,1114000000.0,,-157000000.0,1106000000.0,,14857000000.0,,522000000.0,,23569000000.0,,1151000000.0,31514000000.0,5773000000.0,389000000.0,31201000000.0,10633000000.0,,,4219000000.0,,,308000000.0,104000000.0,32000000.0,377000000.0,,2928000000.0,2685000000.0,,,-1035000000.0,2876000000.0,39000000.0,68308000000.0,13665000000.0,3686000000.0,5582000000.0,13675000000.0,24308000000.0,44000000000.0,68308000000.0,33421000000.0,38418000000.0,
