company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q3,2011-06-01,2011-08-31,2012-09-28 09:27:19+00:00,0.69,0.69,0.28,0.69,,31200000.0,92000000.0,92000000.0,92000000.0,555900000.0,920400000.0,,6800000.0,1100000.0,,,236100000.0,555900000.0,364500000.0,13100000.0,236100000.0,128400000.0,-12000000.0,116400000.0,920400000.0,133300000.0,132600000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q2YTD,2010-12-01,2011-05-31,,1.14,1.14,0.56,1.12,,60400000.0,150400000.0,144300000.0,150400000.0,987600000.0,1666500000.0,6100000.0,7900000.0,1400000.0,,,459000000.0,987600000.0,678900000.0,24500000.0,459000000.0,219900000.0,-23100000.0,196800000.0,1666500000.0,131400000.0,132400000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q2TTM,2010-06-01,2011-05-31,,2.92,2.92,1.08,2.87,,125200000.0,386500000.0,380400000.0,386500000.0,1980800000.0,3440500000.0,6100000.0,20400000.0,3000000.0,,,928300000.0,1980800000.0,1459700000.0,49200000.0,928300000.0,531400000.0,-46200000.0,485200000.0,3440500000.0,131400000.0,132400000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q2,2011-03-01,2011-05-31,2012-07-02 11:52:47+00:00,0.56,0.56,0.28,0.55,,30400000.0,73600000.0,67500000.0,73600000.0,533000000.0,883700000.0,6100000.0,,900000.0,,,241400000.0,533000000.0,350700000.0,12300000.0,241400000.0,109300000.0,-11400000.0,97900000.0,883700000.0,131400000.0,132400000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q1TTM,2010-03-01,2011-02-28,,2.86,2.86,1.06,2.81,,120500000.0,379100000.0,379100000.0,379100000.0,1919400000.0,3355100000.0,,27100000.0,2100000.0,,,916100000.0,1919400000.0,1435700000.0,49200000.0,916100000.0,519600000.0,-47100000.0,472500000.0,3355100000.0,132400000.0,132900000.0,134600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2011.0,Q1,2010-12-01,2011-02-28,2012-04-02 09:50:43+00:00,0.58,0.58,0.28,0.57,,30000000.0,76800000.0,76800000.0,76800000.0,454600000.0,782800000.0,,7900000.0,500000.0,,,217600000.0,454600000.0,328200000.0,12200000.0,217600000.0,110600000.0,-11700000.0,98900000.0,782800000.0,132400000.0,132900000.0,134600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q4,2012-09-01,2012-11-30,,1.11,1.11,0.31,1.11,,46000000.0,148500000.0,148500000.0,148500000.0,663400000.0,1145800000.0,,7500000.0,700000.0,,,282100000.0,663400000.0,482400000.0,14000000.0,282100000.0,200300000.0,-13300000.0,187000000.0,1145800000.0,132700000.0,132700000.0,132700000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,FY,2011-12-01,2012-11-30,2015-01-29 15:39:34+00:00,3.07,3.07,1.24,3.04,,139800000.0,407800000.0,407800000.0,407800000.0,2396400000.0,4014200000.0,,21500000.0,2400000.0,0.0,,1039500000.0,2396400000.0,1617800000.0,54600000.0,1039500000.0,578300000.0,-52200000.0,526100000.0,4014200000.0,132700000.0,132700000.0,132700000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q3YTD,2011-12-01,2012-08-31,,1.96,1.96,0.93,1.93,,93800000.0,259300000.0,259300000.0,259300000.0,1733000000.0,2868400000.0,,14000000.0,1700000.0,,,757400000.0,1733000000.0,1135400000.0,40600000.0,757400000.0,378000000.0,-38900000.0,339100000.0,2868400000.0,132200000.0,132700000.0,134300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q3TTM,2011-09-01,2012-08-31,,2.95,2.95,1.21,2.91,,144800000.0,391100000.0,397200000.0,391100000.0,2364600000.0,3979100000.0,-6100000.0,24700000.0,1500000.0,,,1044500000.0,2364600000.0,1614500000.0,54200000.0,1044500000.0,570000000.0,-52700000.0,517300000.0,3979100000.0,132200000.0,132700000.0,134300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q3,2012-06-01,2012-08-31,2013-09-27 09:11:04+00:00,0.79,0.79,0.31,0.78,,33000000.0,104400000.0,104400000.0,104400000.0,586000000.0,977700000.0,,5500000.0,900000.0,,,247500000.0,586000000.0,391700000.0,13200000.0,247500000.0,144200000.0,-12300000.0,131900000.0,977700000.0,132200000.0,132700000.0,134300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q2YTD,2011-12-01,2012-05-31,,1.17,1.17,0.62,1.15,,60800000.0,154900000.0,154900000.0,154900000.0,1147000000.0,1890700000.0,,8500000.0,800000.0,,,509900000.0,1147000000.0,743700000.0,27400000.0,509900000.0,233800000.0,-26600000.0,207200000.0,1890700000.0,131800000.0,132600000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q2TTM,2011-06-01,2012-05-31,,2.85,2.85,1.18,2.82,,143000000.0,378700000.0,384800000.0,378700000.0,2334500000.0,3921800000.0,-6100000.0,26000000.0,1700000.0,,,1033100000.0,2334500000.0,1587300000.0,54100000.0,1033100000.0,554200000.0,-52400000.0,501800000.0,3921800000.0,131800000.0,132600000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q2,2012-03-01,2012-05-31,2013-06-28 09:01:09+00:00,0.61,0.61,0.31,0.6,,30800000.0,80400000.0,80400000.0,80400000.0,595600000.0,984000000.0,,3900000.0,-100000.0,,,267100000.0,595600000.0,388400000.0,13900000.0,267100000.0,121300000.0,-14000000.0,107300000.0,984000000.0,131800000.0,132600000.0,134100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q1TTM,2011-03-01,2012-02-29,,2.8,2.8,1.15,2.77,,142600000.0,371900000.0,371900000.0,371900000.0,2271900000.0,3821500000.0,,22100000.0,2700000.0,,,1007400000.0,2271900000.0,1549600000.0,52500000.0,1007400000.0,542200000.0,-49800000.0,492400000.0,3821500000.0,133000000.0,133100000.0,134500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q1,2011-12-01,2012-02-29,2013-04-02 09:39:29+00:00,0.56,0.56,0.31,0.55,,30000000.0,74500000.0,74500000.0,74500000.0,551400000.0,906700000.0,,4600000.0,900000.0,,,242800000.0,551400000.0,355300000.0,13500000.0,242800000.0,112500000.0,-12600000.0,99900000.0,906700000.0,133000000.0,133100000.0,134500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,FY,2012-12-01,2013-11-30,2016-01-28 16:22:09+00:00,2.94,2.94,1.36,2.91,,133600000.0,389000000.0,389000000.0,389000000.0,2457600000.0,4123400000.0,,23200000.0,2200000.0,40300000.0,,1075000000.0,2457600000.0,1665800000.0,53300000.0,1115300000.0,550500000.0,-51100000.0,499400000.0,4123400000.0,132100000.0,132100000.0,132100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q4,2013-09-01,2013-11-30,,0.98,0.98,0.34,0.97,,39600000.0,130000000.0,130000000.0,130000000.0,667900000.0,1170000000.0,,6900000.0,500000.0,40300000.0,,287700000.0,667900000.0,502100000.0,11900000.0,328000000.0,174100000.0,-11400000.0,162700000.0,1170000000.0,132100000.0,132100000.0,132100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q3YTD,2012-12-01,2013-08-31,,1.96,1.96,1.02,1.94,,94000000.0,259000000.0,259000000.0,259000000.0,1789700000.0,2953400000.0,,16300000.0,1700000.0,,,787300000.0,1789700000.0,1163700000.0,41400000.0,787300000.0,376400000.0,-39700000.0,336700000.0,2953400000.0,132200000.0,132100000.0,133500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q3TTM,2012-09-01,2013-08-31,,3.07,3.07,1.33,3.05,,140000000.0,407500000.0,407500000.0,407500000.0,2453100000.0,4099200000.0,,23800000.0,2400000.0,,,1069400000.0,2453100000.0,1646100000.0,55400000.0,1069400000.0,576700000.0,-53000000.0,523700000.0,4099200000.0,132200000.0,132100000.0,133500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q3,2013-06-01,2013-08-31,2014-10-02 13:04:18+00:00,0.79,0.79,0.34,0.78,,35300000.0,104400000.0,104400000.0,104400000.0,608800000.0,1016400000.0,,5000000.0,300000.0,,,259200000.0,608800000.0,407600000.0,14000000.0,259200000.0,148400000.0,-13700000.0,134700000.0,1016400000.0,132200000.0,132100000.0,133500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q2YTD,2012-12-01,2013-05-31,,1.17,1.17,0.68,1.16,,58700000.0,154600000.0,154600000.0,154600000.0,1180900000.0,1937000000.0,,11300000.0,1400000.0,,,528100000.0,1180900000.0,756100000.0,27400000.0,528100000.0,228000000.0,-26000000.0,202000000.0,1937000000.0,131000000.0,132100000.0,133600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q2TTM,2012-06-01,2013-05-31,,3.07,3.07,1.3,3.05,,137700000.0,407500000.0,407500000.0,407500000.0,2430300000.0,4060500000.0,,24300000.0,3000000.0,,,1057700000.0,2430300000.0,1630200000.0,54600000.0,1057700000.0,572500000.0,-51600000.0,520900000.0,4060500000.0,131000000.0,132100000.0,133600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q2,2013-03-01,2013-05-31,2014-06-27 09:53:33+00:00,0.6,0.6,0.34,0.59,,30600000.0,78600000.0,78600000.0,78600000.0,608200000.0,1002600000.0,,5900000.0,800000.0,,,278400000.0,608200000.0,394400000.0,13500000.0,278400000.0,116000000.0,-12700000.0,103300000.0,1002600000.0,131000000.0,132100000.0,133600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q1TTM,2012-03-01,2013-02-28,,3.08,3.08,1.27,3.06,,137900000.0,409300000.0,409300000.0,409300000.0,2417700000.0,4041900000.0,,22300000.0,2100000.0,,,1046400000.0,2417700000.0,1624200000.0,55000000.0,1046400000.0,577800000.0,-52900000.0,524900000.0,4041900000.0,133300000.0,132500000.0,134000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q1,2012-12-01,2013-02-28,2014-03-26 14:38:21+00:00,0.57,0.57,0.34,0.57,,28100000.0,76000000.0,76000000.0,76000000.0,572700000.0,934400000.0,,5400000.0,600000.0,,,249700000.0,572700000.0,361700000.0,13900000.0,249700000.0,112000000.0,-13300000.0,98700000.0,934400000.0,133300000.0,132500000.0,134000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,FY,2013-12-01,2014-11-30,2017-01-25 16:49:00+00:00,3.37,3.37,1.48,3.34,,145900000.0,437900000.0,437900000.0,437900000.0,2513000000.0,4243200000.0,,29400000.0,1100000.0,5200000.0,,1122000000.0,2513000000.0,1730200000.0,49700000.0,1127200000.0,603000000.0,-48600000.0,554400000.0,4243200000.0,129900000.0,129900000.0,129900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q4,2014-09-01,2014-11-30,,1.14,1.14,,1.14,,48600000.0,148000000.0,148000000.0,148000000.0,667500000.0,1173600000.0,,9300000.0,700000.0,2900000.0,,303800000.0,667500000.0,506100000.0,12400000.0,306700000.0,199400000.0,-11700000.0,187300000.0,1173600000.0,129900000.0,129900000.0,129900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q3,2014-06-01,2014-08-31,2015-10-05 17:15:51+00:00,0.95,0.95,0.74,0.94,,31100000.0,122900000.0,122900000.0,122900000.0,622700000.0,1042800000.0,,8800000.0,300000.0,2300000.0,,260500000.0,622700000.0,420100000.0,12400000.0,262800000.0,157300000.0,-12100000.0,145200000.0,1042800000.0,129400000.0,129600000.0,130600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q3YTD,2013-12-01,2014-08-31,,2.23,2.23,1.48,2.2,,97300000.0,289900000.0,289900000.0,289900000.0,1845500000.0,3069600000.0,,20100000.0,400000.0,2300000.0,,818200000.0,1845500000.0,1224100000.0,37300000.0,820500000.0,403600000.0,-36900000.0,367100000.0,3069600000.0,129400000.0,129600000.0,130600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q3TTM,2013-09-01,2014-08-31,,3.21,3.21,1.82,3.17,,136900000.0,419900000.0,419900000.0,419900000.0,2513400000.0,4239600000.0,,27000000.0,900000.0,42600000.0,,1105900000.0,2513400000.0,1726200000.0,49200000.0,1148500000.0,577700000.0,-48300000.0,529800000.0,4239600000.0,129400000.0,129600000.0,130600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q2YTD,2013-12-01,2014-05-31,,1.28,1.28,0.74,1.26,,66200000.0,167000000.0,167000000.0,167000000.0,1222800000.0,2026800000.0,,11300000.0,100000.0,,,557700000.0,1222800000.0,804000000.0,24900000.0,557700000.0,246300000.0,-24800000.0,221900000.0,2026800000.0,130000000.0,130200000.0,131200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q2TTM,2013-06-01,2014-05-31,,3.05,3.05,1.42,3.01,,141100000.0,401400000.0,401400000.0,401400000.0,2499500000.0,4213200000.0,,23200000.0,900000.0,40300000.0,,1104600000.0,2499500000.0,1713700000.0,50800000.0,1144900000.0,568800000.0,-49900000.0,519300000.0,4213200000.0,130000000.0,130200000.0,131200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q2,2014-03-01,2014-05-31,2015-07-01 17:29:46+00:00,0.65,0.65,0.37,0.64,,31200000.0,84500000.0,84500000.0,84500000.0,620900000.0,1033400000.0,,6200000.0,300000.0,,,290800000.0,620900000.0,412500000.0,12500000.0,290800000.0,121700000.0,-12200000.0,109500000.0,1033400000.0,130000000.0,130200000.0,131200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q1TTM,2013-03-01,2014-02-28,,3.0,3.0,1.39,2.96,,140500000.0,395500000.0,395500000.0,395500000.0,2486800000.0,4182400000.0,,22900000.0,1400000.0,40300000.0,,1092200000.0,2486800000.0,1695600000.0,51800000.0,1132500000.0,563100000.0,-50400000.0,513100000.0,4182400000.0,131000000.0,131100000.0,132200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q1,2013-12-01,2014-02-28,2015-03-31 16:28:56+00:00,0.63,0.63,0.37,0.62,,35000000.0,82500000.0,82500000.0,82500000.0,601900000.0,993400000.0,,5100000.0,-200000.0,,,266900000.0,601900000.0,391500000.0,12400000.0,266900000.0,124600000.0,-12600000.0,112400000.0,993400000.0,131000000.0,131100000.0,132200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,FY,2014-12-01,2015-11-30,2018-01-25 16:59:25+00:00,3.14,3.14,1.6,3.11,,131300000.0,401600000.0,401600000.0,401600000.0,2559000000.0,4296300000.0,,36700000.0,1100000.0,61500000.0,0.0,1127400000.0,2559000000.0,1737300000.0,53300000.0,1188900000.0,548400000.0,-52200000.0,496200000.0,4296300000.0,128000000.0,128000000.0,128000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q4,2015-09-01,2015-11-30,,1.17,1.17,-0.4,1.15,,59400000.0,149200000.0,149200000.0,149200000.0,680200000.0,1201900000.0,,9700000.0,100000.0,2400000.0,,307100000.0,680200000.0,521700000.0,13800000.0,309500000.0,212200000.0,-13700000.0,198900000.0,1201900000.0,128000000.0,128000000.0,128000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q3,2015-06-01,2015-08-31,2016-10-03 19:02:40+00:00,0.76,0.76,0.8,0.76,,37400000.0,97600000.0,97600000.0,97600000.0,638000000.0,1059900000.0,,9700000.0,200000.0,11700000.0,,271500000.0,638000000.0,421900000.0,13600000.0,283200000.0,138700000.0,-13400000.0,125300000.0,1059900000.0,128400000.0,128000000.0,129200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q3YTD,2014-12-01,2015-08-31,,1.97,1.97,2.0,1.96,,71900000.0,252400000.0,252400000.0,252400000.0,1878800000.0,3094400000.0,,27000000.0,1000000.0,59100000.0,,820300000.0,1878800000.0,1215600000.0,39500000.0,879400000.0,336200000.0,-38500000.0,297300000.0,3094400000.0,128400000.0,128000000.0,129200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q3TTM,2014-09-01,2015-08-31,,3.11,3.11,2.0,3.1,,120500000.0,400400000.0,400400000.0,400400000.0,2546300000.0,4268000000.0,,36300000.0,1700000.0,62000000.0,,1124100000.0,2546300000.0,1721700000.0,51900000.0,1186100000.0,535600000.0,-50200000.0,484600000.0,4268000000.0,128400000.0,128000000.0,129200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q2,2015-03-01,2015-05-31,2016-06-30 17:43:32+00:00,0.66,0.66,0.8,0.65,,14500000.0,84300000.0,84300000.0,84300000.0,620100000.0,1024100000.0,,7400000.0,600000.0,19000000.0,,281200000.0,620100000.0,404000000.0,13000000.0,300200000.0,103800000.0,-12400000.0,91400000.0,1024100000.0,127700000.0,127900000.0,129000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q2YTD,2014-12-01,2015-05-31,,1.21,1.21,1.2,1.2,,34500000.0,154800000.0,154800000.0,154800000.0,1240800000.0,2034500000.0,,17300000.0,800000.0,47400000.0,,548800000.0,1240800000.0,793700000.0,25900000.0,596200000.0,197500000.0,-25100000.0,172000000.0,2034500000.0,127700000.0,127900000.0,129000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q2TTM,2014-06-01,2015-05-31,,3.3,3.3,1.94,3.28,,114200000.0,425700000.0,425700000.0,425700000.0,2531000000.0,4250900000.0,,35400000.0,1800000.0,52600000.0,,1113100000.0,2531000000.0,1719900000.0,50700000.0,1165700000.0,554200000.0,-48900000.0,504500000.0,4250900000.0,127700000.0,127900000.0,129000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q1,2014-12-01,2015-02-28,2016-03-29 16:05:51+00:00,0.55,0.55,0.4,0.55,,20000000.0,70500000.0,70500000.0,70500000.0,620700000.0,1010400000.0,,9900000.0,200000.0,28400000.0,,267600000.0,620700000.0,389700000.0,12900000.0,296000000.0,93700000.0,-12700000.0,80600000.0,1010400000.0,128200000.0,128200000.0,129300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q1TTM,2014-03-01,2015-02-28,,3.29,3.29,1.51,3.27,,130900000.0,425900000.0,425900000.0,425900000.0,2531800000.0,4260200000.0,,34200000.0,1500000.0,33600000.0,,1122700000.0,2531800000.0,1728400000.0,50200000.0,1156300000.0,572100000.0,-48700000.0,522600000.0,4260200000.0,128200000.0,128200000.0,129300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,FY,2015-12-01,2016-11-30,2019-01-24 20:24:46+00:00,3.73,3.73,1.72,3.69,,153000000.0,472300000.0,472300000.0,472300000.0,2579800000.0,4411500000.0,,36100000.0,4200000.0,15700000.0,0.0,1175000000.0,2579800000.0,1831700000.0,56000000.0,1190700000.0,641000000.0,-51800000.0,589200000.0,4411500000.0,126600000.0,126600000.0,126600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,Q4,2016-09-01,2016-11-30,,1.25,1.25,-0.43,1.23,,61500000.0,157400000.0,157400000.0,157400000.0,687000000.0,1227000000.0,,11900000.0,2200000.0,5900000.0,,315000000.0,687000000.0,540000000.0,14300000.0,320900000.0,219100000.0,-12100000.0,207000000.0,1227000000.0,126600000.0,126600000.0,126600000.0
