company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2009.0,Q1,2009-01-01,2009-04-04,2010-05-11 15:13:07+00:00,-0.6,-0.6,0.35,-0.6,,-91221000.0,-190525000.0,-190525000.0,-189645000.0,-880000.0,2778324000.0,2654319000.0,87379000.0,2778324000.0,-124005000.0,32365000.0,-37997000.0,87379000.0,-211384000.0,-70362000.0,-281746000.0,2654319000.0,316100000.0,314319000.0,314319000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q4,2010-10-03,2010-12-31,,-0.04,-0.04,0.36,-0.04,,-19387000.0,8887000.0,8887000.0,-11359000.0,20246000.0,3781127000.0,3853750000.0,42225000.0,3781127000.0,72623000.0,40297000.0,-601000.0,42225000.0,30398000.0,-40898000.0,-10500000.0,3853750000.0,315962000.0,315962000.0,315962000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:41:59+00:00,0.42,0.42,1.4425,0.42,,60792000.0,206323000.0,206323000.0,134092000.0,72231000.0,15060882000.0,15844627000.0,331455000.0,15060882000.0,783745000.0,153093000.0,-32082000.0,331455000.0,452290000.0,-185175000.0,267115000.0,15844627000.0,315962000.0,315962000.0,315962000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q3YTD,2010-01-01,2010-10-02,,0.46,0.46,1.08,0.46,,80179000.0,197436000.0,197436000.0,145451000.0,51985000.0,11279755000.0,11990877000.0,289230000.0,11279755000.0,711122000.0,112796000.0,-31481000.0,289230000.0,421892000.0,-144277000.0,277615000.0,11990877000.0,335600000.0,316223000.0,316756000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q3TTM,2009-10-04,2010-10-02,,0.65,0.65,1.44,0.65,,83762000.0,283863000.0,283863000.0,204358000.0,79505000.0,13996579000.0,14928821000.0,371725000.0,13996579000.0,932242000.0,148501000.0,-44391000.0,371725000.0,560517000.0,-192892000.0,367625000.0,14928821000.0,335600000.0,316223000.0,316756000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q3,2010-07-04,2010-10-02,2011-11-09 13:28:10+00:00,0.07,0.07,0.36,0.07,,7982000.0,50024000.0,50024000.0,23495000.0,26529000.0,3949779000.0,4140069000.0,88866000.0,3949779000.0,190290000.0,37686000.0,-5732000.0,88866000.0,101424000.0,-43418000.0,58006000.0,4140069000.0,335600000.0,316223000.0,316756000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q2YTD,2010-01-01,2010-07-03,,0.39,0.39,0.72,0.39,,72197000.0,147412000.0,147412000.0,121956000.0,25456000.0,7329976000.0,7850808000.0,200364000.0,7329976000.0,520832000.0,75110000.0,-25749000.0,200364000.0,320468000.0,-100859000.0,219609000.0,7850808000.0,313800000.0,315849000.0,316472000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q2TTM,2009-07-05,2010-07-03,,0.48,0.48,1.43,0.48,,59607000.0,228528000.0,228528000.0,151325000.0,77203000.0,13047651000.0,13908757000.0,379139000.0,13047651000.0,861106000.0,145540000.0,-48292000.0,379139000.0,481967000.0,-193832000.0,288135000.0,13908757000.0,313800000.0,315849000.0,316472000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q2,2010-04-04,2010-07-03,2011-08-10 16:01:54+00:00,0.29,0.29,0.36,0.29,,49355000.0,106218000.0,106218000.0,90992000.0,15226000.0,3887929000.0,4195966000.0,107770000.0,3887929000.0,308037000.0,37322000.0,-7372000.0,107770000.0,200267000.0,-44694000.0,155573000.0,4195966000.0,313800000.0,315849000.0,316472000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q1TTM,2009-04-05,2010-04-03,,-0.24,-0.24,1.42,-0.24,,-62737000.0,-5459000.0,-5459000.0,-73004000.0,67545000.0,11699626000.0,12190819000.0,356493000.0,11699626000.0,491193000.0,140175000.0,-62721000.0,356493000.0,134700000.0,-202896000.0,-68196000.0,12190819000.0,309600000.0,315461000.0,316228000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2010.0,Q1,2010-01-01,2010-04-03,2011-05-11 11:42:01+00:00,0.1,0.1,0.36,0.1,,22842000.0,41194000.0,41194000.0,30964000.0,10230000.0,3442047000.0,3654842000.0,92594000.0,3442047000.0,212795000.0,37788000.0,-18377000.0,92594000.0,120201000.0,-56165000.0,64036000.0,3654842000.0,309600000.0,315461000.0,316228000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q4,2011-10-02,2011-12-31,,0.44,0.44,0.36,0.44,,65882000.0,158173000.0,158173000.0,137056000.0,21117000.0,4479572000.0,4829677000.0,90046000.0,4479572000.0,350105000.0,40151000.0,4147000.0,90046000.0,260059000.0,-36004000.0,224055000.0,4829677000.0,316997000.0,316997000.0,316997000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:14:09+00:00,2.45,2.45,1.4525,2.45,13943000.0,390828000.0,860984000.0,860984000.0,778188000.0,82796000.0,18142144000.0,20023564000.0,439528000.0,18142144000.0,1881420000.0,166094000.0,-10043000.0,453471000.0,1427949000.0,-176137000.0,1251812000.0,20023564000.0,316997000.0,316997000.0,316997000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q3YTD,2011-01-01,2011-10-01,,2.01,2.01,1.09,2.01,13943000.0,324946000.0,702811000.0,702811000.0,641132000.0,61679000.0,13662572000.0,15193887000.0,349482000.0,13662572000.0,1531315000.0,125943000.0,-14190000.0,363425000.0,1167890000.0,-140133000.0,1027757000.0,15193887000.0,318500000.0,317194000.0,317287000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q3TTM,2010-10-03,2011-10-01,,1.97,1.97,1.45,1.97,13943000.0,305559000.0,711698000.0,711698000.0,629773000.0,81925000.0,17443699000.0,19047637000.0,391707000.0,17443699000.0,1603938000.0,166240000.0,-14791000.0,405650000.0,1198288000.0,-181031000.0,1017257000.0,19047637000.0,318500000.0,317194000.0,317287000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q3,2011-07-03,2011-10-01,2012-11-07 11:30:56+00:00,0.57,0.57,0.3625,0.57,13943000.0,84104000.0,200111000.0,200111000.0,181518000.0,18593000.0,4794014000.0,5252144000.0,108532000.0,4794014000.0,458130000.0,40193000.0,-11247000.0,122475000.0,335655000.0,-51440000.0,284215000.0,5252144000.0,318500000.0,317194000.0,317287000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q2YTD,2011-01-01,2011-07-02,,1.44,1.44,0.73,1.44,,240842000.0,502700000.0,502700000.0,459614000.0,43086000.0,8868558000.0,9941743000.0,240950000.0,8868558000.0,1073185000.0,85750000.0,-2943000.0,240950000.0,832235000.0,-88693000.0,743542000.0,9941743000.0,318900000.0,316811000.0,317022000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q2TTM,2010-07-04,2011-07-02,,1.47,1.47,1.45,1.47,,229437000.0,561611000.0,561611000.0,471750000.0,89861000.0,16599464000.0,17935562000.0,372041000.0,16599464000.0,1336098000.0,163733000.0,-9276000.0,372041000.0,964057000.0,-173009000.0,791048000.0,17935562000.0,318900000.0,316811000.0,317022000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q2,2011-04-03,2011-07-02,2012-08-08 14:22:46+00:00,0.94,0.94,0.3625,0.94,,155709000.0,321578000.0,321578000.0,299773000.0,21805000.0,4458359000.0,5107809000.0,130246000.0,4458359000.0,649450000.0,43184000.0,1267000.0,130246000.0,519204000.0,-41917000.0,477287000.0,5107809000.0,318900000.0,316811000.0,317022000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q1TTM,2010-04-04,2011-04-02,,0.82,0.82,1.44,0.82,,123083000.0,346251000.0,346251000.0,262969000.0,83282000.0,16029034000.0,17023719000.0,349565000.0,16029034000.0,994685000.0,157871000.0,-17915000.0,349565000.0,645120000.0,-175786000.0,469334000.0,17023719000.0,319700000.0,316595000.0,316874000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q1,2011-01-01,2011-04-02,2012-05-09 13:29:06+00:00,0.5,0.5,0.3625,0.5,,85133000.0,181122000.0,181122000.0,159841000.0,21281000.0,4410199000.0,4833934000.0,110704000.0,4410199000.0,423735000.0,42566000.0,-4210000.0,110704000.0,313031000.0,-46776000.0,266255000.0,4833934000.0,319700000.0,316595000.0,316874000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q4,2012-09-30,2012-12-31,,0.42,0.42,0.37,0.42,,59655000.0,160255000.0,160255000.0,136908000.0,23347000.0,4066926000.0,4451274000.0,120861000.0,4066926000.0,384348000.0,39347000.0,-4230000.0,120861000.0,263487000.0,-43577000.0,219910000.0,4451274000.0,318172000.0,318172000.0,318172000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 14:16:11+00:00,1.58,1.58,1.4625,1.58,30000000.0,259814000.0,593126000.0,593126000.0,504619000.0,88507000.0,17915735000.0,19429273000.0,454900000.0,17915735000.0,1513538000.0,162375000.0,-13323000.0,484900000.0,1028638000.0,-175698000.0,852940000.0,19429273000.0,318172000.0,318172000.0,318172000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q3YTD,2012-01-01,2012-09-29,,1.16,1.16,1.1,1.16,30000000.0,200159000.0,432871000.0,432871000.0,367711000.0,65160000.0,13848809000.0,14977999000.0,334039000.0,13848809000.0,1129190000.0,123028000.0,-9093000.0,364039000.0,765151000.0,-132121000.0,633030000.0,14977999000.0,315200000.0,318463000.0,318520000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q3TTM,2011-10-02,2012-09-29,,1.6,1.6,1.46,1.6,30000000.0,266041000.0,591044000.0,591044000.0,504767000.0,86277000.0,18328381000.0,19807676000.0,424085000.0,18328381000.0,1479295000.0,163179000.0,-4946000.0,454085000.0,1025210000.0,-168125000.0,857085000.0,19807676000.0,315200000.0,318463000.0,318520000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q3,2012-07-01,2012-09-29,2013-11-06 13:47:00+00:00,0.35,0.35,0.365,0.35,0.0,61883000.0,129892000.0,129892000.0,110308000.0,19584000.0,4452473000.0,4801206000.0,114392000.0,4452473000.0,348733000.0,40305000.0,-2261000.0,114392000.0,234341000.0,-42566000.0,191775000.0,4801206000.0,315200000.0,318463000.0,318520000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.81,0.81,0.73,0.81,30000000.0,138276000.0,302979000.0,302979000.0,257403000.0,45576000.0,9396336000.0,10176793000.0,219647000.0,9396336000.0,780457000.0,82723000.0,-6832000.0,249647000.0,530810000.0,-89555000.0,441255000.0,10176793000.0,320900000.0,317975000.0,318040000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q2TTM,2011-07-03,2012-06-30,,1.82,1.82,1.46,1.82,43943000.0,288262000.0,661263000.0,661263000.0,575977000.0,85286000.0,18669922000.0,20258614000.0,418225000.0,18669922000.0,1588692000.0,163067000.0,-13932000.0,462168000.0,1126524000.0,-176999000.0,949525000.0,20258614000.0,320900000.0,317975000.0,318040000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 14:11:01+00:00,0.35,0.35,0.365,0.35,30000000.0,76626000.0,139567000.0,139567000.0,112299000.0,27268000.0,4704269000.0,5104199000.0,112528000.0,4704269000.0,399930000.0,41051000.0,-158000.0,142528000.0,257402000.0,-41209000.0,216193000.0,5104199000.0,320900000.0,317975000.0,318040000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q1TTM,2011-04-03,2012-03-31,,2.41,2.41,1.45,2.41,13943000.0,367345000.0,843274000.0,843274000.0,763451000.0,79823000.0,18424012000.0,20262224000.0,435943000.0,18424012000.0,1838212000.0,165200000.0,-12507000.0,449886000.0,1388326000.0,-177707000.0,1210619000.0,20262224000.0,315400000.0,317689000.0,317779000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 13:34:12+00:00,0.46,0.46,0.365,0.46,,61650000.0,163412000.0,163412000.0,145104000.0,18308000.0,4692067000.0,5072594000.0,107119000.0,4692067000.0,380527000.0,41672000.0,-6674000.0,107119000.0,273408000.0,-48346000.0,225062000.0,5072594000.0,315400000.0,317689000.0,317779000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 13:50:27+00:00,1.52,1.52,1.4725,1.52,14000000.0,205594000.0,585529000.0,585529000.0,488025000.0,97504000.0,17641421000.0,19052046000.0,467904000.0,17641421000.0,1410625000.0,146895000.0,9297000.0,481904000.0,928721000.0,-137598000.0,791123000.0,19052046000.0,319077000.0,319077000.0,319077000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q4,2013-09-29,2013-12-31,,0.53,0.53,0.37,0.53,14000000.0,46845000.0,190416000.0,190416000.0,170494000.0,19922000.0,4509009000.0,4894750000.0,103403000.0,4509009000.0,385741000.0,37709000.0,6632000.0,117403000.0,268338000.0,-31077000.0,237261000.0,4894750000.0,319077000.0,319077000.0,319077000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q3YTD,2013-01-01,2013-09-28,,0.99,0.99,1.1,0.99,,158749000.0,395113000.0,395113000.0,317531000.0,77582000.0,13132412000.0,14157296000.0,364501000.0,13132412000.0,1024884000.0,109186000.0,2665000.0,364501000.0,660383000.0,-106521000.0,553862000.0,14157296000.0,320900000.0,319341000.0,319526000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q3TTM,2012-09-30,2013-09-28,,1.41,1.41,1.47,1.41,,218404000.0,555368000.0,555368000.0,454439000.0,100929000.0,17199338000.0,18608570000.0,485362000.0,17199338000.0,1409232000.0,148533000.0,-1565000.0,485362000.0,923870000.0,-150098000.0,773772000.0,18608570000.0,320900000.0,319341000.0,319526000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q3,2013-06-30,2013-09-28,2014-11-12 13:26:03+00:00,0.46,0.46,0.3675,0.46,,70087000.0,178115000.0,178115000.0,147597000.0,30518000.0,4532393000.0,4940936000.0,125126000.0,4532393000.0,408543000.0,37467000.0,2252000.0,125126000.0,283417000.0,-35215000.0,248202000.0,4940936000.0,320900000.0,319341000.0,319526000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q2YTD,2013-01-01,2013-06-29,,0.53,0.53,0.74,0.53,,88662000.0,216998000.0,216998000.0,169934000.0,47064000.0,8600019000.0,9216360000.0,239375000.0,8600019000.0,616341000.0,71719000.0,413000.0,239375000.0,376966000.0,-71306000.0,305660000.0,9216360000.0,315400000.0,318903000.0,319023000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q2TTM,2012-07-01,2013-06-29,,1.3,1.3,1.47,1.3,,210200000.0,507145000.0,507145000.0,417150000.0,89995000.0,17119418000.0,18468840000.0,474628000.0,17119418000.0,1349422000.0,151371000.0,-6078000.0,474628000.0,874794000.0,-157449000.0,717345000.0,18468840000.0,315400000.0,318903000.0,319023000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q2,2013-03-31,2013-06-29,2014-08-13 11:35:11+00:00,0.27,0.27,0.3675,0.27,,46062000.0,106270000.0,106270000.0,85145000.0,21125000.0,4352463000.0,4665588000.0,123150000.0,4352463000.0,313125000.0,39228000.0,1585000.0,123150000.0,189975000.0,-37643000.0,152332000.0,4665588000.0,315400000.0,318903000.0,319023000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q1TTM,2012-04-01,2013-03-30,,1.38,1.38,1.47,1.38,30000000.0,240764000.0,540442000.0,540442000.0,444304000.0,96138000.0,17471224000.0,18907451000.0,464006000.0,17471224000.0,1436227000.0,153194000.0,-7821000.0,494006000.0,942221000.0,-161015000.0,781206000.0,18907451000.0,326100000.0,318686000.0,318842000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q1,2013-01-01,2013-03-30,2014-05-14 16:15:26+00:00,0.26,0.26,0.3675,0.26,,42600000.0,110728000.0,110728000.0,84789000.0,25939000.0,4247556000.0,4550772000.0,116225000.0,4247556000.0,303216000.0,32491000.0,-1172000.0,116225000.0,186991000.0,-33663000.0,153328000.0,4550772000.0,326100000.0,318686000.0,318842000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 15:38:21+00:00,-0.1,2.12,1.4825,2.11,25393000.0,368724000.0,778564000.0,778564000.0,679337000.0,99227000.0,19255904000.0,21105141000.0,520805000.0,19255904000.0,1849237000.0,169256000.0,13505000.0,546198000.0,1303039000.0,-155751000.0,1147288000.0,21105141000.0,-6793400000.0,319838000.0,319838000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q4,2014-10-05,2014-12-31,,-1.67,0.55,0.37,0.54,25393000.0,86205000.0,207732000.0,207732000.0,175818000.0,31914000.0,4547171000.0,5003753000.0,101954000.0,4547171000.0,456582000.0,38775000.0,3477000.0,127347000.0,329235000.0,-35298000.0,293937000.0,5003753000.0,-6793400000.0,319838000.0,319838000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q3,2014-07-06,2014-10-04,2015-11-12 09:15:42+00:00,0.76,0.76,0.37,0.76,,129784000.0,274201000.0,274201000.0,245447000.0,28754000.0,5102283000.0,5701869000.0,152604000.0,5102283000.0,599586000.0,45349000.0,2352000.0,152604000.0,446982000.0,-42997000.0,403985000.0,5701869000.0,323000000.0,320023000.0,320337000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q3YTD,2014-01-01,2014-10-04,,1.57,1.57,1.11,1.57,,282519000.0,570832000.0,570832000.0,503519000.0,67313000.0,14708733000.0,16101388000.0,418851000.0,14708733000.0,1392655000.0,130481000.0,10028000.0,418851000.0,973804000.0,-120453000.0,853351000.0,16101388000.0,323000000.0,320023000.0,320337000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q3TTM,2013-09-29,2014-10-04,,2.1,2.1,1.48,2.1,14000000.0,329364000.0,761248000.0,761248000.0,674013000.0,87235000.0,19217742000.0,20996138000.0,522254000.0,19217742000.0,1778396000.0,168190000.0,16660000.0,536254000.0,1242142000.0,-151530000.0,1090612000.0,20996138000.0,323000000.0,320023000.0,320337000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q2YTD,2014-01-01,2014-07-05,,0.81,0.81,0.74,0.81,,152735000.0,296631000.0,296631000.0,258072000.0,38559000.0,9606450000.0,10399519000.0,266247000.0,9606450000.0,793069000.0,85132000.0,7676000.0,266247000.0,526822000.0,-77456000.0,449366000.0,10399519000.0,319700000.0,319693000.0,319981000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q2TTM,2013-06-30,2014-07-05,,1.8,1.8,1.48,1.8,14000000.0,269667000.0,665162000.0,665162000.0,576163000.0,88999000.0,18647852000.0,20235205000.0,494776000.0,18647852000.0,1587353000.0,160308000.0,16560000.0,508776000.0,1078577000.0,-143748000.0,934829000.0,20235205000.0,319700000.0,319693000.0,319981000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q2,2014-04-06,2014-07-05,2015-08-12 13:21:02+00:00,0.46,0.46,0.37,0.46,,74930000.0,166935000.0,166935000.0,147041000.0,19894000.0,4875208000.0,5291075000.0,132813000.0,4875208000.0,415867000.0,44391000.0,3202000.0,132813000.0,283054000.0,-41189000.0,241865000.0,5291075000.0,319700000.0,319693000.0,319981000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q1TTM,2013-03-31,2014-04-05,,1.61,1.61,1.48,1.61,14000000.0,240799000.0,604497000.0,604497000.0,514267000.0,90230000.0,18125107000.0,19609718000.0,485113000.0,18125107000.0,1484611000.0,155145000.0,14943000.0,499113000.0,985498000.0,-140202000.0,845296000.0,19609718000.0,317200000.0,319505000.0,319768000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q1,2014-01-01,2014-04-05,2015-05-13 15:03:16+00:00,0.35,0.35,0.37,0.35,,77805000.0,129696000.0,129696000.0,111031000.0,18665000.0,4731242000.0,5108444000.0,133434000.0,4731242000.0,377202000.0,40741000.0,4474000.0,133434000.0,243768000.0,-36267000.0,207501000.0,5108444000.0,317200000.0,319505000.0,319768000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 16:22:31+00:00,0.25,0.25,1.4925,0.25,244833000.0,48836000.0,193030000.0,193030000.0,80724000.0,112306000.0,15325386000.0,16439276000.0,458989000.0,15325386000.0,1113890000.0,173531000.0,5329000.0,703822000.0,410068000.0,-168202000.0,241866000.0,16439276000.0,320565000.0,320565000.0,320565000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,Q4,2015-10-04,2015-12-31,,-1.06,-1.06,0.37,-1.06,244833000.0,-129330000.0,-318342000.0,-318342000.0,-338957000.0,20615000.0,3541247000.0,3456713000.0,81497000.0,3541247000.0,-84534000.0,41587000.0,4779000.0,326330000.0,-410864000.0,-36808000.0,-447672000.0,3456713000.0,320565000.0,320565000.0,320565000.0
