company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentnonoperatingassets,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q2,,2011-07-02,2011-08-10 16:01:54+00:00,1143536000.0,1837175000.0,464497000.0,60422000.0,1189544000.0,,1885705000.0,85396000.0,294583000.0,1845948000.0,826789000.0,4280200000.0,,2222167000.0,3804574000.0,210443000.0,775273000.0,374925000.0,963186000.0,576557000.0,7024830000.0,14673000.0,1092684000.0,14733549000.0,7464948000.0,6716495000.0,2002685000.0,7464948000.0,7675391000.0,7058158000.0,14733549000.0,4212480000.0,5055473000.0,-1506009000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2011.0,Q1,,2011-04-02,2011-05-11 11:42:01+00:00,1114256000.0,1704789000.0,409831000.0,44319000.0,1152944000.0,,1873300000.0,24489000.0,222085000.0,1847994000.0,844994000.0,4280200000.0,,1959170000.0,3831613000.0,202217000.0,823029000.0,335634000.0,947689000.0,576546000.0,6840502000.0,16965000.0,1143073000.0,14344446000.0,7251374000.0,6295610000.0,1787626000.0,7251374000.0,7453591000.0,6890855000.0,14344446000.0,4217223000.0,5103229000.0,-1506747000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,FY,,2012-12-31,2014-02-28 16:14:09+00:00,1046713000.0,1707317000.0,423045000.0,56761000.0,1052862000.0,0.0,1962264000.0,,279898000.0,2004538000.0,959240000.0,3380200000.0,275163000.0,2323641000.0,4283056000.0,243803000.0,856917000.0,473377000.0,968698000.0,,7124523000.0,279912000.0,104167000.0,14152059000.0,7641571000.0,5661364000.0,2029568000.0,7641571000.0,7885374000.0,6266685000.0,14152059000.0,4207639000.0,4237117000.0,-1501977000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q3,,2012-09-29,2012-11-07 11:30:56+00:00,1186665000.0,1799305000.0,482717000.0,51313000.0,1693197000.0,,1954954000.0,,286780000.0,2008461000.0,980348000.0,3380200000.0,414203000.0,2217374000.0,4106238000.0,230230000.0,866446000.0,481931000.0,865924000.0,,7129236000.0,930865000.0,430266000.0,14997247000.0,7633344000.0,6622073000.0,2887027000.0,7633344000.0,7863574000.0,7133673000.0,14997247000.0,4268936000.0,4246646000.0,-1502159000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q2,,2012-06-30,2012-08-08 14:22:46+00:00,1127471000.0,1919465000.0,466748000.0,-20351000.0,1111989000.0,,1945187000.0,,255960000.0,1988874000.0,990224000.0,3380200000.0,491640000.0,2406122000.0,3959279000.0,224395000.0,846519000.0,479347000.0,850205000.0,,7135753000.0,907109000.0,569421000.0,14766566000.0,7558164000.0,6486344000.0,2757288000.0,7558164000.0,7782559000.0,6984007000.0,14766566000.0,4320943000.0,4226719000.0,-1502425000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2012.0,Q1,,2012-03-31,2012-05-09 13:29:06+00:00,1188433000.0,1791695000.0,490586000.0,24494000.0,1179814000.0,,1923663000.0,,211988000.0,1855971000.0,792031000.0,3630200000.0,586190000.0,2258645000.0,3817402000.0,210118000.0,839516000.0,431042000.0,903386000.0,,7140228000.0,658040000.0,1198289000.0,14814465000.0,7585584000.0,6859485000.0,2549047000.0,7585584000.0,7795702000.0,7018763000.0,14814465000.0,4137578000.0,4469716000.0,-1502801000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,FY,,2013-12-31,2015-02-27 14:16:11+00:00,1117078000.0,1810987000.0,527776000.0,9080000.0,1483252000.0,0.0,1994363000.0,,282860000.0,1973608000.0,874154000.0,4376900000.0,,2605609000.0,4917024000.0,264509000.0,955889000.0,482007000.0,1028451000.0,,7140440000.0,32502000.0,28191000.0,15203283000.0,7645769000.0,6410046000.0,1960216000.0,7645769000.0,7910278000.0,7293005000.0,15203283000.0,3876213000.0,5332789000.0,-1498114000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q3,,2013-09-28,2013-11-06 13:47:00+00:00,1137352000.0,1918165000.0,529204000.0,22545000.0,1722909000.0,,1992467000.0,,288730000.0,1983617000.0,896407000.0,4380200000.0,393000.0,2439847000.0,4697339000.0,258067000.0,854814000.0,339480000.0,1045143000.0,,7088630000.0,38203000.0,48476000.0,15091776000.0,7605206000.0,6468877000.0,1993489000.0,7605206000.0,7863273000.0,7228503000.0,15091776000.0,3925560000.0,5235014000.0,-1498436000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q2,,2013-06-29,2013-08-07 14:11:01+00:00,979220000.0,1767177000.0,489059000.0,-9334000.0,630467000.0,,1986708000.0,,240629000.0,1983107000.0,912708000.0,3380200000.0,71083000.0,2279744000.0,4608997000.0,233601000.0,874645000.0,458119000.0,1007593000.0,,7058911000.0,31668000.0,47656000.0,13766651000.0,7537629000.0,5183163000.0,1740576000.0,7537629000.0,7771230000.0,5995421000.0,13766651000.0,3974491000.0,4254845000.0,-1498656000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2013.0,Q1,,2013-03-30,2013-05-08 13:34:12+00:00,1021076000.0,1791321000.0,471486000.0,6248000.0,902700000.0,,1968236000.0,,202041000.0,1990903000.0,934395000.0,3380200000.0,146573000.0,2381648000.0,4450945000.0,235147000.0,869580000.0,441569000.0,969453000.0,,7091645000.0,292384000.0,29503000.0,14039010000.0,7567096000.0,5546741000.0,1986987000.0,7567096000.0,7802243000.0,6236767000.0,14039010000.0,4041324000.0,4249780000.0,-1499033000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,FY,,2014-12-31,2016-02-26 13:50:27+00:00,993872000.0,2068298000.0,527605000.0,-145708000.0,1024144000.0,0.0,2034593000.0,,352488000.0,2068664000.0,862093000.0,4360600000.0,,2745032000.0,5287639000.0,302648000.0,1082433000.0,504414000.0,955643000.0,,7378214000.0,223811000.0,100000000.0,15615927000.0,7772470000.0,6441888000.0,2097776000.0,7772470000.0,8075118000.0,7540809000.0,15615927000.0,3886400000.0,5443033000.0,-1494629000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q3,,2014-10-04,2014-11-12 13:26:03+00:00,1113284000.0,2243908000.0,578840000.0,-85341000.0,1295945000.0,,2027955000.0,65096000.0,341875000.0,1982776000.0,819078000.0,4360600000.0,,2683235000.0,4884010000.0,280421000.0,960795000.0,473156000.0,1011486000.0,,7287500000.0,57401000.0,100000000.0,15493594000.0,7735282000.0,6796244000.0,2156496000.0,7735282000.0,8015703000.0,7477891000.0,15493594000.0,3813340000.0,5321395000.0,-1494832000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q2,,2014-07-05,2014-08-13 11:35:11+00:00,1124077000.0,2071439000.0,562775000.0,-3952000.0,1067561000.0,,2019120000.0,,276660000.0,1971452000.0,842445000.0,4368900000.0,,2738658000.0,4971813000.0,265191000.0,978749000.0,517132000.0,1030388000.0,,7160952000.0,53714000.0,100000000.0,15310888000.0,7680822000.0,6494790000.0,2017226000.0,7680822000.0,7946013000.0,7364875000.0,15310888000.0,3844285000.0,5347649000.0,-1495298000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2014.0,Q1,,2014-04-05,2014-05-14 16:15:26+00:00,1062572000.0,1900293000.0,554526000.0,-35797000.0,1152542000.0,,2000762000.0,29582000.0,218916000.0,1958967000.0,851013000.0,4376900000.0,,2724194000.0,4960948000.0,258380000.0,984608000.0,432844000.0,1037210000.0,,7132776000.0,30372000.0,100000000.0,15118011000.0,7602155000.0,6309873000.0,1895968000.0,7602155000.0,7860535000.0,7257476000.0,15118011000.0,3847190000.0,5361508000.0,-1495586000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,FY,,2015-12-31,2017-02-28 15:38:21+00:00,566527000.0,1383823000.0,478327000.0,-351362000.0,1939469000.0,0.0,2070396000.0,,289004000.0,2011278000.0,770672000.0,4337145000.0,,2245469000.0,4891153000.0,372061000.0,754774000.0,185644000.0,799461000.0,,7316910000.0,51315000.0,100000000.0,14326969000.0,7477816000.0,5854405000.0,1385173000.0,7477816000.0,7849877000.0,6477092000.0,14326969000.0,3581411000.0,5091919000.0,-1558128000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,Q3,,2015-10-03,2015-11-12 09:15:42+00:00,907332000.0,1716356000.0,555979000.0,-301911000.0,1895425000.0,,2064665000.0,,329499000.0,2023788000.0,793046000.0,4360600000.0,,2361071000.0,5040902000.0,338254000.0,1014116000.0,392879000.0,946001000.0,,7438155000.0,54601000.0,100000000.0,15269468000.0,7709087000.0,6465731000.0,1847411000.0,7709087000.0,8047341000.0,7222127000.0,15269468000.0,3762835000.0,5374716000.0,-1491822000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,Q2,,2015-07-04,2015-08-12 13:21:02+00:00,820557000.0,1791523000.0,548050000.0,-236708000.0,1576496000.0,,2058472000.0,,270506000.0,2046098000.0,819050000.0,4360600000.0,,2267394000.0,5120870000.0,314382000.0,1042415000.0,407088000.0,927422000.0,,7331006000.0,50964000.0,112236000.0,15068177000.0,7660703000.0,6154737000.0,1690077000.0,7660703000.0,7975085000.0,7093092000.0,15068177000.0,3792570000.0,5403015000.0,-1492067000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2015.0,Q1,,2015-04-04,2015-05-13 15:03:16+00:00,746184000.0,1711101000.0,509831000.0,-264503000.0,1153937000.0,,2042128000.0,,225600000.0,2043315000.0,834805000.0,4360600000.0,,2405916000.0,5184235000.0,294159000.0,1064361000.0,480108000.0,930094000.0,,7326244000.0,43191000.0,111927000.0,14855438000.0,7611512000.0,5862989000.0,1524806000.0,7611512000.0,7905671000.0,6949767000.0,14855438000.0,3808214000.0,5424961000.0,-1492357000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2016.0,FY,,2016-12-31,2018-02-28 16:22:31+00:00,838109000.0,1631676000.0,505069000.0,-317843000.0,2045961000.0,0.0,2126406000.0,,428829000.0,2052728000.0,866835000.0,3739141000.0,,2479958000.0,5078650000.0,374843000.0,839703000.0,198798000.0,718912000.0,,7630916000.0,617959000.0,150000000.0,15223518000.0,7879865000.0,6506393000.0,2389966000.0,7879865000.0,8254708000.0,6968810000.0,15223518000.0,3638475000.0,4578844000.0,-1559614000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2016.0,Q3,,2016-10-01,2016-11-09 13:15:34+00:00,926118000.0,1850455000.0,552989000.0,-288584000.0,1704707000.0,,2106088000.0,,389585000.0,2026841000.0,757627000.0,4338347000.0,,2338432000.0,4913355000.0,363270000.0,786329000.0,156828000.0,715434000.0,,7469580000.0,29795000.0,650000000.0,15113679000.0,7727246000.0,6700422000.0,1898487000.0,7727246000.0,8090516000.0,7023163000.0,15113679000.0,3499902000.0,5124676000.0,-1559838000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2016.0,Q2,,2016-07-02,2016-08-10 14:16:33+00:00,1023213000.0,1789942000.0,526252000.0,-281378000.0,1781150000.0,,2095478000.0,47059000.0,319633000.0,2030551000.0,740788000.0,4337561000.0,,2288134000.0,4816988000.0,346946000.0,730205000.0,129272000.0,797758000.0,,7319961000.0,19951000.0,550000000.0,14924583000.0,7573763000.0,6538498000.0,1936108000.0,7573763000.0,7920709000.0,7003874000.0,14924583000.0,3569097000.0,5067766000.0,-1560298000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2016.0,Q1,,2016-04-02,2016-05-11 14:27:10+00:00,758703000.0,1493892000.0,517665000.0,-296165000.0,2278488000.0,,2076682000.0,,237107000.0,2025380000.0,756724000.0,4337875000.0,,2007879000.0,4813565000.0,351604000.0,729027000.0,175890000.0,793286000.0,,7206570000.0,36655000.0,50000000.0,14395104000.0,7426468000.0,6006149000.0,1550130000.0,7426468000.0,7778072000.0,6617032000.0,14395104000.0,3575390000.0,5066902000.0,-1560619000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2017.0,FY,,2017-12-31,2019-02-28 16:42:26+00:00,1181346000.0,2028545000.0,573925000.0,-254681000.0,949104000.0,0.0,2173299000.0,,516660000.0,2196058000.0,914646000.0,3242242000.0,,3461686000.0,5093147000.0,345752000.0,689464000.0,335085000.0,812987000.0,,8463709000.0,552833000.0,50000000.0,15841258000.0,8739036000.0,6824420000.0,2824764000.0,8739036000.0,9084788000.0,6756470000.0,15841258000.0,3923691000.0,3931706000.0,-1643291000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2017.0,Q3,,2017-09-30,2017-11-08 15:00:03+00:00,1312817000.0,2113890000.0,593102000.0,-217856000.0,1575944000.0,,2165101000.0,,499177000.0,2208246000.0,940305000.0,3241488000.0,,3522199000.0,5095880000.0,340429000.0,861066000.0,238614000.0,758756000.0,,8201667000.0,1150370000.0,50000000.0,16503834000.0,8505385000.0,7500647000.0,3555466000.0,8505385000.0,8845814000.0,7658020000.0,16503834000.0,3907307000.0,4102554000.0,-1643527000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2017.0,Q2,,2017-07-01,2017-08-09 14:53:17+00:00,1214313000.0,2081150000.0,549052000.0,-292935000.0,1511353000.0,,2155999000.0,,422744000.0,2179641000.0,946978000.0,3240694000.0,,3326563000.0,5062423000.0,334848000.0,834812000.0,213626000.0,740991000.0,,8067846000.0,1139197000.0,50000000.0,16112725000.0,8377065000.0,7182692000.0,3325306000.0,8377065000.0,8711913000.0,7400812000.0,16112725000.0,3867610000.0,4075506000.0,-1553845000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2017.0,Q1,,2017-04-01,2017-05-10 15:06:00+00:00,1257900000.0,1980556000.0,529007000.0,-316992000.0,1657759000.0,,2138758000.0,76755000.0,325981000.0,2177276000.0,969492000.0,3739908000.0,,3064170000.0,5133404000.0,334048000.0,829685000.0,125708000.0,717095000.0,,7866405000.0,648153000.0,50000000.0,15875460000.0,8134023000.0,6878193000.0,2837796000.0,8134023000.0,8468071000.0,7407389000.0,15875460000.0,3863863000.0,4569593000.0,-1554148000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2018.0,FY,,2018-12-31,2020-02-28 16:09:21+00:00,1428191000.0,2505568000.0,610842000.0,-304133000.0,1398886000.0,0.0,2225776000.0,,709397000.0,2184336000.0,828504000.0,4233276000.0,,4553500000.0,5334748000.0,409890000.0,679044000.0,178311000.0,936735000.0,,10337445000.0,57870000.0,0.0,17920588000.0,9792078000.0,8636265000.0,2806300000.0,9792078000.0,10201968000.0,7718620000.0,17920588000.0,3949575000.0,4912320000.0,-2467010000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2018.0,Q3,,2018-09-29,2018-11-07 14:56:06+00:00,1447528000.0,2636038000.0,627384000.0,-274607000.0,1932155000.0,,2217360000.0,,679954000.0,2194231000.0,847569000.0,4232760000.0,,4105714000.0,5151302000.0,382284000.0,748017000.0,170344000.0,925540000.0,,9814073000.0,52829000.0,,17962893000.0,9792137000.0,8844251000.0,2807695000.0,9792137000.0,10174421000.0,7788472000.0,17962893000.0,3967340000.0,4980777000.0,-1964689000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2018.0,Q2,,2018-06-30,2018-08-08 12:48:59+00:00,1558020000.0,2637744000.0,625533000.0,-296032000.0,1486453000.0,,2203443000.0,,507608000.0,2185809000.0,867905000.0,4232244000.0,,4133472000.0,5122381000.0,362017000.0,733695000.0,143566000.0,874362000.0,,9257823000.0,59168000.0,,17451692000.0,9373407000.0,8401235000.0,2750329000.0,9373407000.0,9735424000.0,7716268000.0,17451692000.0,3928076000.0,4965939000.0,-1791827000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2018.0,Q1,,2018-03-31,2018-05-09 12:54:59+00:00,1329902000.0,2371758000.0,602598000.0,-249366000.0,760254000.0,,2193358000.0,,338045000.0,2195565000.0,892121000.0,3242865000.0,,3708503000.0,5090890000.0,346892000.0,710881000.0,238701000.0,863454000.0,,8696007000.0,574036000.0,,16121246000.0,8976027000.0,7079216000.0,2844581000.0,8976027000.0,9322919000.0,6798327000.0,16121246000.0,3951140000.0,3953746000.0,-1663972000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2019.0,FY,,2019-12-31,2020-05-13 17:05:27+00:00,1201698000.0,2160102000.0,659524000.0,-302966000.0,1534605000.0,,2259707000.0,,510844000.0,2201063000.0,742186000.0,4291301000.0,,3842095000.0,6178555000.0,433310000.0,798415000.0,389528000.0,996492000.0,,11115056000.0,91708000.0,300040000.0,18344666000.0,10357866000.0,8226370000.0,2463774000.0,10357866000.0,10791176000.0,7553490000.0,18344666000.0,3939741000.0,5089716000.0,-2713931000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2019.0,Q3,,2019-09-28,2019-11-06 15:37:32+00:00,1310670000.0,2312366000.0,659360000.0,-313766000.0,1686365000.0,,2261009000.0,,539360000.0,2186499000.0,764267000.0,4287597000.0,,4072464000.0,5886730000.0,411986000.0,771642000.0,363477000.0,984481000.0,,11130172000.0,76603000.0,249616000.0,18506265000.0,10449047000.0,8684288000.0,2585993000.0,10449047000.0,10861033000.0,7645232000.0,18506265000.0,3935247000.0,5059239000.0,-2628368000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2019.0,Q2,,2019-06-29,2019-08-07 15:10:21+00:00,1219792000.0,2399239000.0,624280000.0,-297760000.0,1431792000.0,,2250870000.0,,476255000.0,2187825000.0,786406000.0,4234308000.0,,4268799000.0,5797513000.0,397291000.0,813750000.0,317369000.0,887537000.0,,10977950000.0,60087000.0,50000000.0,18126480000.0,10300717000.0,8467199000.0,2380414000.0,10300717000.0,10698008000.0,7428472000.0,18126480000.0,3861768000.0,5048058000.0,-2630343000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2019.0,Q1,,2019-03-30,2019-05-08 16:07:14+00:00,1429776000.0,2483138000.0,694888000.0,-308787000.0,1550807000.0,,2235400000.0,,371913000.0,2183677000.0,806888000.0,4233792000.0,,4445228000.0,5573237000.0,388475000.0,782225000.0,121170000.0,872553000.0,,10714279000.0,71438000.0,50000000.0,18086698000.0,10114191000.0,8650343000.0,2568015000.0,10114191000.0,10502666000.0,7584032000.0,18086698000.0,3863118000.0,5016017000.0,-2526701000.0
Nucor Corp,NUE,549300GGJCRSI2TIEJ46,73309,2020.0,Q1,,2020-04-04,2020-05-13 17:05:27+00:00,1189638000.0,2273157000.0,659527000.0,-367627000.0,1245157000.0,,2271431000.0,,286749000.0,2182994000.0,718006000.0,4243181000.0,,3875590000.0,6416959000.0,427865000.0,808239000.0,307347000.0,700851000.0,,11012690000.0,82658000.0,146000000.0,17866061000.0,10168204000.0,7847251000.0,2218572000.0,10168204000.0,10596069000.0,7269992000.0,17866061000.0,3601851000.0,5051420000.0,-2748290000.0
