company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2008.0,FY,,2009-01-03,2009-11-10 12:19:53+00:00,435381000.0,851282000.0,519899000.0,914907000.0,-276294000.0,0.0,0.0,381844000.0,0.0,1859312000.0,0.0,0.0,0.0,0.0,0.0,0.0,1313798000.0,1557634000.0,1366222000.0,1141546000.0,0.0,1151895000.0,642727000.0,1353000.0,0.0,0.0,0.0,0.0,0.0,0.0,267989000.0,0.0,0.0,0.0,0.0,458111000.0,722895000.0,0.0,0.0,0.0,0.0,0.0,0.0,1972874000.0,56902000.0,0.0,6433868000.0,3555892000.0,2653010000.0,1012182000.0,3555892000.0,3557245000.0,2876623000.0,6433868000.0,3138131000.0,1864441000.0,0.0,0.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2008.0,Q3,,2008-09-27,2009-11-10 12:19:53+00:00,418712000.0,1313919000.0,577716000.0,920760000.0,78268000.0,0.0,0.0,225957000.0,0.0,1857602000.0,0.0,0.0,0.0,0.0,0.0,0.0,1323808000.0,1582337000.0,1390402000.0,1142170000.0,0.0,1341842000.0,661577000.0,1841000.0,0.0,0.0,0.0,0.0,0.0,0.0,222669000.0,0.0,0.0,0.0,0.0,504091000.0,565928000.0,0.0,0.0,0.0,0.0,0.0,0.0,1925132000.0,416896000.0,0.0,6984265000.0,3861002000.0,3104387000.0,1413324000.0,3861002000.0,3862843000.0,3121422000.0,6984265000.0,3218301000.0,1708098000.0,0.0,0.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2008.0,Q2,,2008-06-28,2009-08-11 15:59:11+00:00,477442000.0,994157000.0,457600000.0,913977000.0,146453000.0,0.0,0.0,276009000.0,0.0,1795390000.0,0.0,0.0,0.0,0.0,0.0,0.0,1336661000.0,1581197000.0,1405723000.0,1142889000.0,0.0,1343856000.0,667220000.0,1580000.0,0.0,0.0,0.0,0.0,0.0,0.0,225044000.0,0.0,0.0,0.0,0.0,531771000.0,604310000.0,0.0,0.0,0.0,0.0,0.0,0.0,1754433000.0,400344000.0,0.0,6780441000.0,3696276000.0,2839066000.0,1335386000.0,3696276000.0,3697856000.0,3082585000.0,6780441000.0,3274155000.0,1747199000.0,0.0,0.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,FY,,2010-01-02,2011-03-02 17:11:05+00:00,373186000.0,776140000.0,473971000.0,,-209742000.0,,,731549000.0,0.0,1974784000.0,,64959000.0,,,,,1367680000.0,,1535121000.0,938494000.0,,958639000.0,614178000.0,-1866000.0,,,,,,,101275000.0,,,,,324322000.0,626295000.0,,,,,,,2050109000.0,248632000.0,,6473863000.0,3815151000.0,2632562000.0,1095789000.0,3815151000.0,3813285000.0,2660578000.0,6473863000.0,3227123000.0,1564789000.0,0.0,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q3,,2009-10-03,2010-11-10 14:05:46+00:00,362010000.0,1102878000.0,537725000.0,956633000.0,-201708000.0,,,379148000.0,0.0,1952961000.0,,,,,,,1472150000.0,1586713000.0,1566640000.0,939143000.0,,1171151000.0,630080000.0,557000.0,,,,,,,275556000.0,,,,,308563000.0,754398000.0,,,,,,,2105758000.0,455322000.0,,6906166000.0,3857011000.0,2928733000.0,1355057000.0,3857011000.0,3857568000.0,3048598000.0,6906166000.0,3347353000.0,1693541000.0,,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q2,,2009-07-04,2010-08-11 09:40:38+00:00,382491000.0,881014000.0,429044000.0,941339000.0,-249671000.0,,,385202000.0,0.0,1886431000.0,,,,,,,1456807000.0,1571708000.0,1563742000.0,1139790000.0,,1221167000.0,630369000.0,341000.0,,,,,,,247494000.0,,,,,333452000.0,765809000.0,,,,,,,2006729000.0,358283000.0,,6719247000.0,3643489000.0,2734877000.0,1169818000.0,3643489000.0,3643830000.0,3075417000.0,6719247000.0,3354001000.0,1905599000.0,,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q1,,2009-04-04,2010-05-12 16:34:07+00:00,323536000.0,996507000.0,483523000.0,926444000.0,-297760000.0,,,276428000.0,0.0,1874094000.0,,,,,,,1437682000.0,1558857000.0,1563268000.0,1140414000.0,,1118073000.0,632413000.0,863000.0,,,,,,,230251000.0,,,,,297942000.0,739777000.0,,,,,,,1996972000.0,291145000.0,,6552564000.0,3573306000.0,2621259000.0,1098204000.0,3573306000.0,3574169000.0,2978395000.0,6552564000.0,3298892000.0,1880191000.0,,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,FY,,2011-01-01,2012-02-29 15:03:48+00:00,510998000.0,773083000.0,559164000.0,,-268594000.0,,,792239000.0,0.0,2189305000.0,,68220000.0,,,,,1166638000.0,,1490925000.0,935882000.0,,1070694000.0,602908000.0,100000.0,,,,,,,121824000.0,,,,,371025000.0,550880000.0,,,,,,,1940508000.0,39313000.0,,6457556000.0,3861219000.0,2826060000.0,1109475000.0,3861219000.0,3861319000.0,2596237000.0,6457556000.0,3028588000.0,1486762000.0,0.0,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q3,,2010-10-02,2011-11-10 16:17:41+00:00,482082000.0,1098858000.0,623425000.0,1041097000.0,-229199000.0,,,402863000.0,0.0,2110304000.0,,,,,,,1370262000.0,1639271000.0,1515261000.0,936511000.0,,1211307000.0,598174000.0,-761000.0,,,,,,,171666000.0,,,,,322725000.0,659016000.0,,,,,,,2057965000.0,51773000.0,,6691116000.0,3939070000.0,2884694000.0,1157280000.0,3939070000.0,3938309000.0,2752807000.0,6691116000.0,3208248000.0,1595527000.0,,
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q2,,2010-07-03,2011-08-10 16:49:59+00:00,427955000.0,735022000.0,441278000.0,1007924000.0,-314793000.0,,,540191000.0,0.0,2084413000.0,,,,,,,1335526000.0,1601389000.0,1496682000.0,937150000.0,,1102180000.0,593465000.0,-1091000.0,,,,,,,213161000.0,,,,,308329000.0,625627000.0,,,,,,,1879305000.0,244712000.0,,6324556000.0,3648925000.0,2590554000.0,1113945000.0,3648925000.0,3647834000.0,2676722000.0,6324556000.0,3140537000.0,1562777000.0,,
