company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,FY,2009-01-04,2010-01-02,2012-02-29 15:03:48+00:00,-222074000.0,57245000.0,113207000.0,,12439000.0,282820000.0,62590000.0,0.0,-319343000.0,-316876000.0,973485000.0,,,-319343000.0,-316876000.0,973485000.0,349705000.0,458458000.0,458458000.0,,61755000.0,6464000.0,-8943000.0,-261682000.0,-85859000.0,-14741000.0,-111974000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q4,2009-10-04,2010-01-02,,-5506000.0,14946000.0,34591000.0,,6615000.0,605513000.0,15172000.0,-196799000.0,-317088000.0,-46737000.0,709611000.0,,,-317088000.0,-46737000.0,709611000.0,352401000.0,64985000.0,64985000.0,,-10424000.0,1816000.0,-13118000.0,-66132000.0,-28113000.0,-12159000.0,-58986000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q3YTD,2009-01-04,2009-10-03,2010-11-10 14:05:46+00:00,-216568000.0,42299000.0,78616000.0,,5824000.0,-322693000.0,47418000.0,196799000.0,-2255000.0,-270139000.0,263874000.0,,,-2255000.0,-270139000.0,263874000.0,-2696000.0,393473000.0,393473000.0,,72179000.0,4648000.0,4175000.0,-195550000.0,-57746000.0,-2582000.0,-52988000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q3,2009-07-05,2009-10-03,,-2640000.0,15684000.0,26348000.0,,2238000.0,-95206000.0,47418000.0,-103518000.0,-163829000.0,-23666000.0,179203000.0,,,-163829000.0,-23666000.0,179203000.0,-6054000.0,218061000.0,218061000.0,,14316000.0,6669000.0,177000.0,-65533000.0,-21203000.0,-744000.0,-48121000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q2YTD,2009-01-04,2009-07-04,2010-08-11 09:40:38+00:00,-213928000.0,26615000.0,52268000.0,,3586000.0,-227487000.0,,300317000.0,161574000.0,-246473000.0,84671000.0,,,161574000.0,-246473000.0,84671000.0,3358000.0,175412000.0,175412000.0,,57863000.0,-2021000.0,3998000.0,-130017000.0,-36543000.0,-1838000.0,-4867000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q2,2009-04-05,2009-07-04,,-4869000.0,14202000.0,30233000.0,,8848000.0,-5111000.0,,64405000.0,916000.0,-21024000.0,120034000.0,,,916000.0,-21024000.0,120034000.0,108774000.0,74978000.0,74978000.0,,5732000.0,417000.0,3405000.0,-65051000.0,-19560000.0,-728000.0,1873000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2009.0,Q1,2009-01-04,2009-04-04,2010-05-12 16:34:07+00:00,-209059000.0,12413000.0,22035000.0,,-5262000.0,-222376000.0,,235912000.0,160658000.0,-225449000.0,-35363000.0,,,160658000.0,-225449000.0,-35363000.0,-105416000.0,100434000.0,100434000.0,,52131000.0,-2438000.0,593000.0,-64966000.0,-16983000.0,-1110000.0,-6740000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,FY,2010-01-03,2011-01-01,2013-02-27 16:09:00+00:00,-51900000.0,56559000.0,116837000.0,0.0,-17280000.0,-29489000.0,137732000.0,0.0,-742832000.0,-180480000.0,1001282000.0,,,-742832000.0,-180480000.0,1001282000.0,60690000.0,573512000.0,573512000.0,,283863000.0,8599000.0,-16940000.0,-264281000.0,-111640000.0,-213044000.0,-411838000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q4,2010-10-03,2011-01-01,,-7629000.0,14797000.0,35219000.0,,490000.0,330020000.0,57052000.0,-1794000.0,-107997000.0,-55775000.0,552658000.0,,,-107997000.0,-55775000.0,552658000.0,389376000.0,55309000.0,55309000.0,,117313000.0,5319000.0,-10098000.0,-68282000.0,-38048000.0,-10660000.0,-89632000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q3YTD,2010-01-03,2010-10-02,2011-11-10 16:17:41+00:00,-44271000.0,41762000.0,81618000.0,,-17770000.0,-359509000.0,80680000.0,1794000.0,-634835000.0,-124705000.0,448624000.0,,,-634835000.0,-124705000.0,448624000.0,-328686000.0,518203000.0,518203000.0,,166550000.0,3280000.0,-6842000.0,-195999000.0,-73592000.0,-202384000.0,-322206000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q3TTM,2009-10-04,2010-10-02,,-49777000.0,56708000.0,116209000.0,,-11155000.0,246004000.0,95852000.0,-195005000.0,-951923000.0,-171442000.0,1158235000.0,,,-951923000.0,-171442000.0,1158235000.0,23715000.0,583188000.0,583188000.0,,156126000.0,5096000.0,-19960000.0,-262131000.0,-101705000.0,-214543000.0,-381192000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q3,2010-07-04,2010-10-02,,-2888000.0,14315000.0,29133000.0,,16166000.0,-253016000.0,5190000.0,1794000.0,-259562000.0,-34056000.0,140124000.0,,,-259562000.0,-34056000.0,140124000.0,-137328000.0,243254000.0,243254000.0,,106438000.0,522000.0,-2885000.0,-64659000.0,-28283000.0,-198114000.0,-4295000.0
VF Corp,VFC,CWAJJ9DJ5Z7P057HV541,103379,2010.0,Q2YTD,2010-01-03,2010-07-03,2011-08-10 16:49:59+00:00,-41383000.0,27447000.0,52485000.0,,-33936000.0,-106493000.0,75490000.0,,-375273000.0,-90649000.0,308500000.0,,,-375273000.0,-90649000.0,308500000.0,-191358000.0,274949000.0,274949000.0,,60112000.0,2758000.0,-3957000.0,-131340000.0,-45309000.0,-4270000.0,-317911000.0
