company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:10:11+00:00,,95000000.0,678000000.0,715000000.0,802000000.0,600000000.0,-120000000.0,83000000.0,616000000.0,-1650000000.0,9000000.0,1921000000.0,-1650000000.0,9000000.0,1921000000.0,280000000.0,1335000000.0,1215000000.0,120000000.0,-71000000.0,,-18000000.0,-594000000.0,-1703000000.0,-1348000000.0,-1095000000.0,-660000000.0,,2423000000.0,55000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:45:24+00:00,,101000000.0,952000000.0,557000000.0,793000000.0,925000000.0,8000000.0,,1075000000.0,-1629000000.0,-775000000.0,2345000000.0,-1629000000.0,-775000000.0,2345000000.0,-59000000.0,1188000000.0,1188000000.0,,255000000.0,,27000000.0,-655000000.0,-3093000000.0,-1771000000.0,-1957000000.0,-92000000.0,0.0,3137000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2008.0,Q4,2008-10-01,2008-12-31,,,26000000.0,87000000.0,182000000.0,194000000.0,153000000.0,63000000.0,,259000000.0,-345000000.0,-316000000.0,753000000.0,-345000000.0,-316000000.0,753000000.0,92000000.0,234000000.0,234000000.0,,236000000.0,,33000000.0,-163000000.0,-1229000000.0,-534000000.0,-441000000.0,,,1261000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 17:24:17+00:00,0.0,75000000.0,865000000.0,375000000.0,599000000.0,772000000.0,-55000000.0,,816000000.0,-1284000000.0,-459000000.0,1592000000.0,-1284000000.0,-459000000.0,1592000000.0,-151000000.0,954000000.0,954000000.0,,19000000.0,,-6000000.0,-492000000.0,-1864000000.0,-1237000000.0,-1516000000.0,-92000000.0,,1876000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:50:41+00:00,,121000000.0,1364000000.0,500000000.0,838000000.0,0.0,356000000.0,,970000000.0,-1034000000.0,-792000000.0,1855000000.0,-1034000000.0,-792000000.0,1855000000.0,29000000.0,1592000000.0,1592000000.0,,-1052000000.0,,151000000.0,-673000000.0,-1798000000.0,-1794000000.0,-1331000000.0,,0.0,2649000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q4,2009-10-01,2009-12-31,,,33000000.0,304000000.0,156000000.0,204000000.0,,-51000000.0,,537000000.0,79000000.0,-373000000.0,514000000.0,79000000.0,-373000000.0,514000000.0,220000000.0,349000000.0,349000000.0,,-21000000.0,,45000000.0,-168000000.0,-143000000.0,-562000000.0,-290000000.0,,,287000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 17:04:22+00:00,,88000000.0,1060000000.0,344000000.0,634000000.0,,407000000.0,,433000000.0,-1113000000.0,-419000000.0,1341000000.0,-1113000000.0,-419000000.0,1341000000.0,-191000000.0,1243000000.0,1243000000.0,,-1031000000.0,,106000000.0,-505000000.0,-1655000000.0,-1232000000.0,-1041000000.0,,0.0,2362000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q3TTM,2008-10-01,2009-09-30,,,114000000.0,1147000000.0,526000000.0,828000000.0,153000000.0,470000000.0,,692000000.0,-1458000000.0,-735000000.0,2094000000.0,-1458000000.0,-735000000.0,2094000000.0,-99000000.0,1477000000.0,1477000000.0,,-795000000.0,,139000000.0,-668000000.0,-2884000000.0,-1766000000.0,-1482000000.0,,,3623000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q3,2009-07-01,2009-09-30,,,31000000.0,447000000.0,90000000.0,224000000.0,,44000000.0,,-90000000.0,-606000000.0,-209000000.0,552000000.0,-606000000.0,-209000000.0,552000000.0,-263000000.0,488000000.0,488000000.0,,-235000000.0,,-6000000.0,-169000000.0,-164000000.0,-416000000.0,-347000000.0,,,377000000.0,
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q2,2009-04-01,2009-06-30,,,28000000.0,604000000.0,178000000.0,203000000.0,,-664000000.0,,314000000.0,-194000000.0,-45000000.0,-600000000.0,-194000000.0,-45000000.0,-600000000.0,-839000000.0,311000000.0,311000000.0,,-478000000.0,,6000000.0,-168000000.0,-923000000.0,-414000000.0,-340000000.0,,,1286000000.0,
