company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2008.0,FY,,2008-12-31,2010-02-25 15:10:11+00:00,1227000000.0,1852000000.0,6385000000.0,-177000000.0,1674000000.0,,321000000.0,,4756000000.0,102000000.0,,8000000.0,16000000.0,20818000000.0,53000000.0,8005000000.0,2695000000.0,317000000.0,14433000000.0,11000000.0,,5106000000.0,2171000000.0,,,1241000000.0,922000000.0,,99000000.0,,7853000000.0,821000000.0,,150000000.0,118000000.0,3773000000.0,1052000000.0,29049000000.0,7771000000.0,3999000000.0,3410000000.0,7771000000.0,7782000000.0,21187000000.0,29049000000.0,10617000000.0,17777000000.0,,-581000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,FY,,2009-12-31,2011-02-25 15:45:24+00:00,1075000000.0,1635000000.0,6530000000.0,-116000000.0,1443000000.0,,350000000.0,,4788000000.0,95000000.0,0.0,96000000.0,16000000.0,21416000000.0,123000000.0,7645000000.0,2032000000.0,335000000.0,14886000000.0,10000000.0,,4583000000.0,2189000000.0,,,1206000000.0,872000000.0,603000000.0,171000000.0,,7331000000.0,580000000.0,,161000000.0,,4704000000.0,1051000000.0,28678000000.0,8788000000.0,4290000000.0,3360000000.0,8788000000.0,8798000000.0,19800000000.0,28678000000.0,9502000000.0,16440000000.0,,-588000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q3,,2009-09-30,2009-10-30 17:24:17+00:00,911000000.0,1514000000.0,6777000000.0,-31000000.0,1792000000.0,,130000000.0,,4780000000.0,,,,16000000.0,21920000000.0,110000000.0,7566000000.0,2164000000.0,360000000.0,15143000000.0,10000000.0,,4807000000.0,1871000000.0,,,1209000000.0,878000000.0,,146000000.0,,7460000000.0,630000000.0,167000000.0,318000000.0,10000000.0,4523000000.0,891000000.0,28434000000.0,8685000000.0,3541000000.0,2993000000.0,8765000000.0,8775000000.0,19659000000.0,28434000000.0,9750000000.0,16666000000.0,80000000.0,-587000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2009.0,Q2,,2009-06-30,2009-07-31 20:31:39+00:00,941000000.0,1574000000.0,6620000000.0,0.0,1721000000.0,,393000000.0,,4772000000.0,,,,16000000.0,21519000000.0,108000000.0,7805000000.0,2309000000.0,343000000.0,14899000000.0,10000000.0,,4902000000.0,1845000000.0,,,1049000000.0,995000000.0,,100000000.0,,7594000000.0,687000000.0,206000000.0,465000000.0,10000000.0,4204000000.0,1079000000.0,28760000000.0,8389000000.0,3834000000.0,3321000000.0,8469000000.0,8479000000.0,20281000000.0,28760000000.0,10027000000.0,16960000000.0,80000000.0,-587000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2010.0,FY,,2010-12-31,2012-02-27 16:50:41+00:00,1176000000.0,1787000000.0,6882000000.0,-156000000.0,1423000000.0,,280000000.0,0.0,4807000000.0,104000000.0,732000000.0,49000000.0,16000000.0,23272000000.0,136000000.0,7819000000.0,1623000000.0,359000000.0,16390000000.0,8000000.0,,5377000000.0,1755000000.0,,,1125000000.0,791000000.0,564000000.0,180000000.0,,6693000000.0,409000000.0,,204000000.0,,5575000000.0,1185000000.0,29909000000.0,9633000000.0,5051000000.0,3485000000.0,9633000000.0,9641000000.0,20268000000.0,29909000000.0,8468000000.0,16783000000.0,,-593000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2010.0,Q3,,2010-09-30,2010-10-29 17:04:22+00:00,992000000.0,1487000000.0,6995000000.0,-111000000.0,1631000000.0,,332000000.0,,4796000000.0,101000000.0,,114000000.0,16000000.0,23458000000.0,129000000.0,8152000000.0,1698000000.0,373000000.0,16463000000.0,8000000.0,,4479000000.0,1799000000.0,,,1148000000.0,648000000.0,,159000000.0,,7127000000.0,460000000.0,,331000000.0,,5466000000.0,1004000000.0,29104000000.0,9557000000.0,3671000000.0,3018000000.0,9557000000.0,9565000000.0,19539000000.0,29104000000.0,8970000000.0,16521000000.0,0.0,-594000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2010.0,Q2,,2010-06-30,2010-08-23 16:11:16+00:00,996000000.0,1564000000.0,6876000000.0,-139000000.0,1688000000.0,,57000000.0,,4786000000.0,96000000.0,,35000000.0,16000000.0,22833000000.0,132000000.0,7746000000.0,1939000000.0,367000000.0,15957000000.0,9000000.0,,4651000000.0,1788000000.0,,,1054000000.0,625000000.0,,106000000.0,,7213000000.0,485000000.0,,443000000.0,,5072000000.0,1391000000.0,28742000000.0,9126000000.0,3485000000.0,3249000000.0,9126000000.0,9135000000.0,19607000000.0,28742000000.0,9300000000.0,16358000000.0,0.0,-593000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2010.0,Q1,,2010-03-31,2010-05-06 12:58:47+00:00,1002000000.0,1778000000.0,6772000000.0,-24000000.0,1564000000.0,,312000000.0,,4793000000.0,102000000.0,,502000000.0,16000000.0,22455000000.0,133000000.0,7906000000.0,1983000000.0,365000000.0,15683000000.0,9000000.0,,4793000000.0,1947000000.0,,,911000000.0,778000000.0,,149000000.0,,7491000000.0,555000000.0,,100000000.0,3000000.0,5022000000.0,267000000.0,28775000000.0,9201000000.0,3469000000.0,2800000000.0,9201000000.0,9210000000.0,19565000000.0,28775000000.0,9623000000.0,16765000000.0,0.0,-590000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2011.0,FY,,2011-12-31,2013-02-25 21:47:38+00:00,1184000000.0,1256000000.0,7231000000.0,-337000000.0,1369000000.0,,834000000.0,,4823000000.0,107000000.0,16000000.0,200000000.0,16000000.0,25080000000.0,131000000.0,7461000000.0,1303000000.0,367000000.0,17849000000.0,2000000.0,,5750000000.0,1861000000.0,,,1130000000.0,736000000.0,,97000000.0,,6611000000.0,151000000.0,,308000000.0,,6385000000.0,633000000.0,29821000000.0,10270000000.0,3911000000.0,2957000000.0,10270000000.0,10272000000.0,19549000000.0,29821000000.0,8061000000.0,16592000000.0,,-601000000.0
Public Service Enterprise Group Inc,PEG,PUSS41EMO3E6XXNV3U28,788784,2011.0,Q3,,2011-09-30,2011-11-01 17:26:16+00:00,1144000000.0,1415000000.0,7336000000.0,-256000000.0,1377000000.0,,1242000000.0,0.0,4818000000.0,107000000.0,473000000.0,30000000.0,16000000.0,24618000000.0,164000000.0,7480000000.0,1406000000.0,365000000.0,17282000000.0,2000000.0,,5886000000.0,1137000000.0,,,1059000000.0,791000000.0,0.0,131000000.0,,6073000000.0,178000000.0,,416000000.0,,6198000000.0,1489000000.0,29911000000.0,10159000000.0,4970000000.0,3692000000.0,10159000000.0,10161000000.0,19750000000.0,29911000000.0,7659000000.0,16058000000.0,,-601000000.0
