company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depositsinterestincome,dilutedeps,fedfundsandrepointerestexpense,fedfundsandrepointerestincome,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstonetincometocommon,othergains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 11:20:01+00:00,96680000.0,4.56,4.56,2.92,3660766000.0,1305000.0,4.52,440260000.0,48835000.0,615514000.0,492927000.0,682226000.0,8648220000.0,1094339000.0,195043000.0,1646739000.0,1646739000.0,1634015000.0,12724000.0,4719544000.0,968681000.0,32586000.0,,,,,,1164864000.0,2903171000.0,25597000.0,,,664922000.0,,2770188000.0,,121011000.0,5316376000.0,10035920000.0,5221053000.0,3428684000.0,2262253000.0,8148228000.0,655334000.0,,358300000.0,349346000.0,352688000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 11:54:00+00:00,121000000.0,2.12,2.12,2.85,2378000000.0,,2.12,131000000.0,,-67000000.0,526000000.0,775000000.0,7224000000.0,1144000000.0,372000000.0,807000000.0,807000000.0,796000000.0,11000000.0,4620000000.0,1043000000.0,1432000000.0,,,,26000000.0,,1465000000.0,2515000000.0,117000000.0,,,2474000000.0,,2761000000.0,,55000000.0,3708000000.0,8328000000.0,5879000000.0,4473000000.0,740000000.0,9093000000.0,303000000.0,,375500000.0,349000000.0,350000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q4,2009-10-01,2009-12-31,,12288000.0,-0.32,-0.32,-0.43,282232000.0,-209000.0,-0.32,-6634000.0,-1890000.0,-262210000.0,114611000.0,217202000.0,1391228000.0,146202000.0,48854000.0,-245917000.0,-245917000.0,-267464000.0,2515000.0,1176787000.0,283400000.0,41321000.0,,19032000.0,,,,328975000.0,586104000.0,85439000.0,,,973792000.0,,694202000.0,,31282000.0,453082000.0,1629869000.0,1453158000.0,742036000.0,-508127000.0,1918823000.0,23538000.0,,393000000.0,435000000.0,437000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 17:04:46+00:00,807000000.0,-3.98,-3.98,-0.22,1440000000.0,,-3.98,,,-898000000.0,490000000.0,830000000.0,5763000000.0,761000000.0,152000000.0,-1552000000.0,-1552000000.0,-1564000000.0,12000000.0,4466000000.0,1108000000.0,169000000.0,,,,,,1412000000.0,3051000000.0,283000000.0,,,4064000000.0,,2800000000.0,,43000000.0,2244000000.0,6710000000.0,6562000000.0,3710000000.0,-2450000000.0,8176000000.0,117000000.0,,393000000.0,435000000.0,437000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:28:54+00:00,13741000.0,-0.76,-0.76,0.01,334992000.0,33000.0,-0.76,1460000.0,395000.0,-336056000.0,126704000.0,205992000.0,1427604000.0,180642000.0,38157000.0,-314211000.0,-314211000.0,-316941000.0,2730000.0,1137458000.0,278911000.0,-40174000.0,,,,,,341408000.0,688521000.0,90593000.0,,,1133929000.0,,666037000.0,,2970000.0,520064000.0,1657522000.0,1428847000.0,775051000.0,-650267000.0,1912509000.0,23498000.0,,834000000.0,494169000.0,494169000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q3YTD,2009-01-01,2009-09-30,,794712000.0,-3.66,-3.66,0.21,1157768000.0,209000.0,-3.66,6634000.0,1890000.0,-635790000.0,375389000.0,612798000.0,4371772000.0,614798000.0,103146000.0,-1306083000.0,-1306083000.0,-1296536000.0,9485000.0,3289213000.0,824600000.0,127679000.0,,-19032000.0,,,,1083025000.0,2464896000.0,197561000.0,,,3090208000.0,,2105798000.0,,11718000.0,1790918000.0,5080131000.0,5108842000.0,2967964000.0,-1941873000.0,6257177000.0,93462000.0,,834000000.0,494169000.0,494169000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q2YTD,2009-01-01,2009-06-30,,780971000.0,-2.9,-2.9,0.2,822776000.0,176000.0,-2.9,5174000.0,1495000.0,-299734000.0,248685000.0,406806000.0,2944168000.0,434156000.0,64989000.0,-991872000.0,-991872000.0,-979595000.0,6755000.0,2151755000.0,545689000.0,167853000.0,,-19032000.0,,,,741617000.0,1776375000.0,106968000.0,,,1956279000.0,,1439761000.0,,8748000.0,1270854000.0,3422609000.0,3679995000.0,2192913000.0,-1291606000.0,4344668000.0,69964000.0,,401000000.0,399242000.0,400633000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 06:08:10+00:00,767016000.0,-2.49,-2.49,0.1,423873000.0,113000.0,-2.49,2733000.0,937000.0,-150777000.0,116247000.0,210063000.0,1474717000.0,235476000.0,34725000.0,-812008000.0,-812008000.0,-815167000.0,3159000.0,1062098000.0,269318000.0,110670000.0,,,,,,325844000.0,894321000.0,19068000.0,,,994098000.0,,736052000.0,,5155000.0,667237000.0,1729335000.0,2152023000.0,1121238000.0,-962785000.0,2183336000.0,43505000.0,,327400000.0,351352000.0,351352000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,Q4,2010-10-01,2010-12-31,,12000000.0,0.22,0.22,0.01,188000000.0,,0.22,-5000000.0,,45000000.0,161000000.0,202000000.0,1370000000.0,106000000.0,56000000.0,193000000.0,193000000.0,-22000000.0,8000000.0,1266000000.0,308000000.0,226000000.0,,207000000.0,,,-69000000.0,533000000.0,714000000.0,93000000.0,,265000000.0,512000000.0,,281000000.0,,40000000.0,329000000.0,1595000000.0,1548000000.0,1032000000.0,238000000.0,2298000000.0,23000000.0,,483300000.0,495361000.0,498744000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,Q3YTD,2010-01-01,2010-09-30,,39000000.0,-0.4,-0.4,0.03,672000000.0,,-0.4,5000000.0,,-230000000.0,357000000.0,614000000.0,4067000000.0,474000000.0,121000000.0,13000000.0,13000000.0,-65000000.0,9000000.0,3588000000.0,865000000.0,138000000.0,,69000000.0,,,69000000.0,978000000.0,2133000000.0,277000000.0,,,2139000000.0,,2083000000.0,,9000000.0,1160000000.0,4748000000.0,4363000000.0,2697000000.0,-217000000.0,6285000000.0,67000000.0,,494100000.0,495501000.0,498802000.0
