company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,bankersacceptances,cashandequivalents,commonequity,customerandotherreceivables,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2008.0,FY,,2008-12-31,2010-02-23 11:20:01+00:00,2350996000.0,981125000.0,5294000.0,5622789000.0,7277443000.0,5294000.0,1120079000.0,990614000.0,7043503000.0,1035427000.0,91806363000.0,23999000.0,126998443000.0,4032128000.0,26812381000.0,124647447000.0,1547892000.0,,21522021000.0,14096062000.0,8113068000.0,10388984000.0,17257950000.0,189137961000.0,17279102000.0,22500805000.0,22500805000.0,166637156000.0,189137961000.0,5221703000.0,30092806000.0,-1368450000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,FY,,2009-12-31,2011-02-25 11:54:00+00:00,3120000000.0,1070000000.0,6000000.0,6456000000.0,9036000000.0,6000000.0,1433000000.0,517000000.0,6319000000.0,1711000000.0,97619000000.0,24000000.0,113675000000.0,4670000000.0,17490000000.0,110555000000.0,1552000000.0,,24244000000.0,8898000000.0,6909000000.0,8563000000.0,3933000000.0,174165000000.0,17614000000.0,22531000000.0,22531000000.0,151634000000.0,174165000000.0,4917000000.0,33457000000.0,-1055000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q3,,2009-09-30,2009-11-03 18:32:09+00:00,3024000000.0,1152151000.0,5911000.0,4303550000.0,9035200000.0,5911000.0,1037562000.0,829089000.0,6314382000.0,1604136000.0,95740790000.0,25098000.0,116487938000.0,4577549000.0,18177280000.0,113463938000.0,1553342000.0,,23590252000.0,11244279000.0,7064993000.0,8886150000.0,4192675000.0,172717747000.0,17996868000.0,22908284000.0,22908284000.0,149809463000.0,172717747000.0,4911416000.0,28796473000.0,-1076633000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2009.0,Q2,,2009-06-30,2009-08-07 21:27:37+00:00,2896000000.0,823986000.0,5276000.0,2434859000.0,9054703000.0,5276000.0,3920127000.0,798515000.0,6314382000.0,1517483000.0,94191168000.0,24310000.0,122816176000.0,8031114000.0,18842460000.0,119920176000.0,1545990000.0,,24610303000.0,8938378000.0,7118549000.0,9271388000.0,5093930000.0,176734971000.0,18034295000.0,22953158000.0,22953158000.0,153781813000.0,176734971000.0,4918863000.0,27204488000.0,-1115782000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,FY,,2010-12-31,2012-02-24 17:04:46+00:00,2974000000.0,1616000000.0,,4296000000.0,8918000000.0,,951000000.0,1058000000.0,6323000000.0,1571000000.0,95754000000.0,24000000.0,115975000000.0,3501000000.0,13648000000.0,113001000000.0,1620000000.0,,27290000000.0,8410000000.0,7231000000.0,8542000000.0,4870000000.0,172874000000.0,18188000000.0,23130000000.0,23130000000.0,149744000000.0,172874000000.0,4942000000.0,33070000000.0,-888000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,Q3,,2010-09-30,2010-11-05 17:28:54+00:00,3086000000.0,2064925000.0,6173000.0,3168647000.0,8957418000.0,6173000.0,1076227000.0,962104000.0,6323028000.0,1204352000.0,93636986000.0,24449000.0,115054548000.0,3114174000.0,15207837000.0,111968548000.0,1567629000.0,,26707192000.0,9403844000.0,7306945000.0,8431253000.0,7323756000.0,174702690000.0,18502067000.0,23437574000.0,23437574000.0,151265116000.0,174702690000.0,4935507000.0,36959742000.0,-951529000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,Q2,,2010-06-30,2010-08-06 13:56:22+00:00,3156000000.0,1744917000.0,10620000.0,3835943000.0,8959744000.0,10620000.0,1260447000.0,932769000.0,6323028000.0,1443227000.0,93285990000.0,24463000.0,112925417000.0,3184717000.0,15658705000.0,109769417000.0,1547294000.0,,25382113000.0,9832830000.0,7053468000.0,8358155000.0,4993233000.0,170668470000.0,18094537000.0,23023894000.0,23023894000.0,147644576000.0,170668470000.0,4929357000.0,33764162000.0,-968279000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2010.0,Q1,,2010-03-31,2010-05-05 06:08:10+00:00,3176000000.0,1306379000.0,5912000.0,4671345000.0,8960876000.0,5912000.0,1158713000.0,1613663000.0,6322878000.0,1799919000.0,93600599000.0,24665000.0,113979448000.0,3696990000.0,16531380000.0,110803448000.0,1553786000.0,,25148837000.0,9027016000.0,7549053000.0,8419219000.0,5181835000.0,171796255000.0,17696634000.0,22619926000.0,22619926000.0,149176329000.0,171796255000.0,4923292000.0,32276633000.0,-989840000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2011.0,FY,,2011-12-31,2013-02-27 16:19:32+00:00,2457000000.0,1749000000.0,,3696000000.0,9856000000.0,,839000000.0,792000000.0,6344000000.0,1017000000.0,93563000000.0,21000000.0,122495000000.0,2353000000.0,10908000000.0,120038000000.0,1564000000.0,,34359000000.0,6638000000.0,6497000000.0,8978000000.0,10627000000.0,176859000000.0,19791000000.0,20066000000.0,20066000000.0,156793000000.0,176859000000.0,275000000.0,34396000000.0,-792000000.0
SunTrust Banks Inc,STI,7E1PDLW1JL6TS0BS1G03,750556,2011.0,Q3,,2011-09-30,2011-11-04 16:24:58+00:00,2600000000.0,2026000000.0,,4637000000.0,9864000000.0,,998000000.0,842000000.0,6344000000.0,1138000000.0,93804000000.0,21000000.0,117475000000.0,2243000000.0,13544000000.0,114875000000.0,1559000000.0,,32447000000.0,7104000000.0,6326000000.0,8933000000.0,5234000000.0,172553000000.0,20028000000.0,20200000000.0,20200000000.0,152353000000.0,172553000000.0,172000000.0,33790000000.0,-795000000.0
