company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:31:44+00:00,2613000000.0,,51000000.0,34000000.0,,2207000000.0,-371000000.0,-5432000000.0,5308000000.0,-282000000.0,1343000000.0,-371000000.0,-5714000000.0,6651000000.0,617000000.0,3606000000.0,2485000000.0,1121000000.0,176000000.0,135000000.0,0.0,,-259000000.0,-934000000.0,-5710000000.0,-2128000000.0,-326000000.0,1136000000.0,76000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q4,2008-10-01,2008-12-31,,737000000.0,,-69000000.0,-3537000000.0,,1000000.0,941000000.0,-2375000000.0,388000000.0,-536000000.0,839000000.0,941000000.0,-2911000000.0,1227000000.0,-812000000.0,-7707000000.0,-6793000000.0,-914000000.0,9981000000.0,9000000.0,280000000.0,,-73000000.0,,-2659000000.0,1004000000.0,,3000000.0,1000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:34:36+00:00,3203000000.0,,-116000000.0,-1774000000.0,,1742000000.0,-3408000000.0,-8196000000.0,8448000000.0,1323000000.0,960000000.0,-3408000000.0,-6873000000.0,9408000000.0,-989000000.0,-3039000000.0,-3039000000.0,,10058000000.0,26000000.0,280000000.0,,-289000000.0,-50000000.0,-8843000000.0,-4222000000.0,-665000000.0,300000000.0,117000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q3,2008-07-01,2008-09-30,,848000000.0,,-28000000.0,1360000000.0,,121000000.0,-1459000000.0,-2304000000.0,2980000000.0,147000000.0,15000000.0,-1459000000.0,-2157000000.0,2995000000.0,-649000000.0,2618000000.0,2509000000.0,109000000.0,-1737000000.0,8000000.0,,,-70000000.0,,-2314000000.0,-1105000000.0,-413000000.0,2000000.0,8000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 14:42:19+00:00,2466000000.0,,-47000000.0,1763000000.0,,1741000000.0,-4349000000.0,-5821000000.0,8060000000.0,1859000000.0,121000000.0,-4349000000.0,-3962000000.0,8181000000.0,-177000000.0,4668000000.0,3754000000.0,914000000.0,77000000.0,17000000.0,,,-216000000.0,-50000000.0,-6184000000.0,-5226000000.0,-665000000.0,297000000.0,116000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 12:54:38+00:00,1618000000.0,,-19000000.0,403000000.0,,1620000000.0,-2890000000.0,-3517000000.0,5080000000.0,1712000000.0,106000000.0,-2890000000.0,-1805000000.0,5186000000.0,472000000.0,2050000000.0,1245000000.0,805000000.0,1814000000.0,9000000.0,,,-146000000.0,-50000000.0,-3870000000.0,-4121000000.0,-252000000.0,295000000.0,108000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 10:22:00+00:00,2108000000.0,,43000000.0,-1874000000.0,,1613000000.0,1201000000.0,-4855000000.0,4232000000.0,-499000000.0,505000000.0,1201000000.0,-5354000000.0,4737000000.0,627000000.0,-2479000000.0,-2753000000.0,274000000.0,6751000000.0,50000000.0,-17000000.0,,-284000000.0,,-4879000000.0,-178000000.0,,7000000.0,34000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q4,2009-10-01,2009-12-31,,486000000.0,,14000000.0,277000000.0,,63000000.0,-160000000.0,-1077000000.0,1297000000.0,-123000000.0,148000000.0,-160000000.0,-1200000000.0,1445000000.0,99000000.0,831000000.0,557000000.0,274000000.0,-23000000.0,25000000.0,-17000000.0,,-71000000.0,,-1072000000.0,-177000000.0,,1000000.0,11000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 17:01:17+00:00,1622000000.0,,29000000.0,-2151000000.0,,1550000000.0,1361000000.0,-3778000000.0,2935000000.0,-376000000.0,357000000.0,1361000000.0,-4154000000.0,3292000000.0,528000000.0,-3310000000.0,-3310000000.0,,6774000000.0,25000000.0,,,-213000000.0,,-3807000000.0,-1000000.0,0.0,6000000.0,23000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q3TTM,2008-10-01,2009-09-30,,2359000000.0,,-40000000.0,-5688000000.0,,1551000000.0,2302000000.0,-6153000000.0,3323000000.0,-912000000.0,1196000000.0,2302000000.0,-7065000000.0,4519000000.0,-284000000.0,-11017000000.0,-10103000000.0,-914000000.0,16755000000.0,34000000.0,280000000.0,,-286000000.0,,-6466000000.0,1003000000.0,,9000000.0,24000000.0
