company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depletionexpense,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:31:44+00:00,,8.08,8.08,,2412000000.0,201000000.0,8.0,,0.0,842000000.0,3606000000.0,2485000000.0,1121000000.0,3596000000.0,,2749000000.0,9961000000.0,51000000.0,394000000.0,14000000.0,,10000000.0,0.0,513000000.0,2749000000.0,7226000000.0,430000000.0,,3520000000.0,3706000000.0,-379000000.0,3327000000.0,9975000000.0,445000000.0,445000000.0,449500000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:34:36+00:00,,-6.86,-4.85,0.64,2948000000.0,255000000.0,-4.85,,9891000000.0,-1121000000.0,-2148000000.0,-3039000000.0,891000000.0,-2153000000.0,,3462000000.0,13858000000.0,217000000.0,705000000.0,,,5000000.0,,645000000.0,3462000000.0,10396000000.0,329000000.0,,14444000000.0,-4048000000.0,-112000000.0,-4160000000.0,13858000000.0,313800000.0,443900000.0,443900000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 14:42:19+00:00,,5.93,5.93,,781000000.0,67000000.0,5.88,,0.0,1226000000.0,2618000000.0,2509000000.0,109000000.0,2618000000.0,,1043000000.0,4386000000.0,83000000.0,220000000.0,1592000000.0,,0.0,,146000000.0,1043000000.0,4935000000.0,69000000.0,,1214000000.0,3721000000.0,14000000.0,3735000000.0,5978000000.0,441500000.0,441500000.0,445200000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 12:54:38+00:00,,2.91,2.91,,762000000.0,62000000.0,2.88,,0.0,667000000.0,1301000000.0,594000000.0,707000000.0,1298000000.0,,1052000000.0,4763000000.0,17000000.0,158000000.0,-1215000000.0,,3000000.0,,180000000.0,1052000000.0,2496000000.0,90000000.0,,1162000000.0,1334000000.0,-73000000.0,1261000000.0,3548000000.0,446000000.0,446000000.0,450700000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q4,2009-10-01,2009-12-31,,,1.5,1.5,0.64,694000000.0,-208000000.0,1.52,,,309000000.0,667000000.0,557000000.0,110000000.0,667000000.0,,731000000.0,2228000000.0,22000000.0,17000000.0,217000000.0,,,105000000.0,176000000.0,731000000.0,1714000000.0,86000000.0,,784000000.0,930000000.0,-64000000.0,866000000.0,2445000000.0,444300000.0,444300000.0,444300000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 10:22:00+00:00,,-5.58,-5.58,0.64,2108000000.0,,-5.58,,6408000000.0,-1773000000.0,-2479000000.0,-2753000000.0,274000000.0,-2479000000.0,,2692000000.0,7631000000.0,83000000.0,314000000.0,384000000.0,,,105000000.0,648000000.0,2692000000.0,5323000000.0,349000000.0,,9583000000.0,-4260000000.0,-266000000.0,-4526000000.0,8015000000.0,444300000.0,444300000.0,444300000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 17:01:17+00:00,,1.13,1.13,,424000000.0,64000000.0,1.12,,,89000000.0,499000000.0,382000000.0,117000000.0,499000000.0,,657000000.0,1848000000.0,92000000.0,98000000.0,,,,,136000000.0,657000000.0,1191000000.0,90000000.0,,722000000.0,469000000.0,2000000.0,471000000.0,1848000000.0,439000000.0,439000000.0,439000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q3YTD,2009-01-01,2009-09-30,,,-7.08,-7.08,,1414000000.0,208000000.0,-7.1,,6408000000.0,-2082000000.0,-3146000000.0,-3310000000.0,164000000.0,-3146000000.0,,1961000000.0,5403000000.0,61000000.0,297000000.0,167000000.0,,,,472000000.0,1961000000.0,3609000000.0,263000000.0,,8799000000.0,-5190000000.0,-202000000.0,-5392000000.0,5570000000.0,439000000.0,439000000.0,439000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 12:04:37+00:00,,0.71,0.71,,430000000.0,74000000.0,0.7,,,109000000.0,314000000.0,190000000.0,124000000.0,314000000.0,,640000000.0,1809000000.0,-24000000.0,92000000.0,13000000.0,,,,173000000.0,640000000.0,1182000000.0,90000000.0,,769000000.0,413000000.0,-114000000.0,299000000.0,1822000000.0,439000000.0,439000000.0,439000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q2YTD,2009-01-01,2009-06-30,,,-8.21,-8.21,,990000000.0,144000000.0,-8.22,,6408000000.0,-2171000000.0,-3645000000.0,-3692000000.0,47000000.0,-3645000000.0,,1304000000.0,3555000000.0,-31000000.0,199000000.0,167000000.0,,,,336000000.0,1304000000.0,2418000000.0,173000000.0,,8077000000.0,-5659000000.0,-204000000.0,-5863000000.0,3722000000.0,439000000.0,439000000.0,439000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 11:47:28+00:00,,-8.92,-8.92,,560000000.0,70000000.0,-8.92,,6408000000.0,-2280000000.0,-3959000000.0,-3882000000.0,-77000000.0,-3959000000.0,,664000000.0,1746000000.0,-7000000.0,107000000.0,154000000.0,,,,163000000.0,664000000.0,1236000000.0,83000000.0,,7308000000.0,-6072000000.0,-90000000.0,-6162000000.0,1900000000.0,443800000.0,443800000.0,443800000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2010.0,Q4,2010-10-01,2010-12-31,,-63000000.0,1.28,1.28,-0.16,-1249000000.0,1801000000.0,1.28,,,190000000.0,562000000.0,478000000.0,84000000.0,562000000.0,,762000000.0,1578000000.0,-68000000.0,-101000000.0,557000000.0,,,2000000.0,164000000.0,762000000.0,1373000000.0,83000000.0,,554000000.0,819000000.0,-151000000.0,668000000.0,2135000000.0,435000000.0,435000000.0,435000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 12:19:56+00:00,,10.35,10.35,0.16,,1930000000.0,10.31,,,1235000000.0,4550000000.0,2333000000.0,2217000000.0,4550000000.0,,3046000000.0,9129000000.0,-33000000.0,380000000.0,811000000.0,,,57000000.0,563000000.0,3046000000.0,6894000000.0,363000000.0,,2930000000.0,3964000000.0,-396000000.0,3568000000.0,9940000000.0,435000000.0,435000000.0,435000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2010.0,Q3YTD,2010-01-01,2010-09-30,,63000000.0,9.07,9.07,0.32,1249000000.0,129000000.0,9.03,,,1045000000.0,3988000000.0,1855000000.0,2133000000.0,3988000000.0,,2284000000.0,7551000000.0,35000000.0,481000000.0,254000000.0,,,55000000.0,399000000.0,2284000000.0,5521000000.0,280000000.0,,2376000000.0,3145000000.0,-245000000.0,2900000000.0,7805000000.0,430000000.0,430000000.0,430000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2010.0,Q3TTM,2009-10-01,2010-09-30,,63000000.0,10.57,10.57,0.96,1943000000.0,-79000000.0,10.55,,,1354000000.0,4655000000.0,2412000000.0,2243000000.0,4655000000.0,,3015000000.0,9779000000.0,57000000.0,498000000.0,471000000.0,,,160000000.0,575000000.0,3015000000.0,7235000000.0,366000000.0,,3160000000.0,4075000000.0,-309000000.0,3766000000.0,10250000000.0,430000000.0,430000000.0,430000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 17:26:08+00:00,,4.81,4.81,,397000000.0,66000000.0,4.79,,,270000000.0,2090000000.0,429000000.0,1661000000.0,2090000000.0,,751000000.0,2144000000.0,9000000.0,172000000.0,209000000.0,,,63000000.0,131000000.0,751000000.0,1602000000.0,83000000.0,,829000000.0,773000000.0,-74000000.0,699000000.0,2353000000.0,430000000.0,430000000.0,430000000.0
