company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2011.0,Q2,,2011-06-30,2011-08-04 17:20:44+00:00,2034000000.0,1446000000.0,45643000000.0,2021000000.0,1499000000.0,,3351000000.0,0.0,4531000000.0,,,6176000000.0,68070000000.0,5968000000.0,22427000000.0,,4348000000.0,711000000.0,445000000.0,36000000.0,43000000.0,929000000.0,808000000.0,94000000.0,2000000.0,,14901000000.0,1962000000.0,3367000000.0,38537000000.0,21478000000.0,8911000000.0,4484000000.0,21428000000.0,21428000000.0,17109000000.0,38537000000.0,7199000000.0,12625000000.0,25000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2011.0,Q1,,2011-03-31,2011-05-04 16:38:48+00:00,1992000000.0,1269000000.0,45064000000.0,1951000000.0,1468000000.0,,1311000000.0,,5071000000.0,,,6151000000.0,66145000000.0,3800000000.0,21081000000.0,,3199000000.0,850000000.0,495000000.0,533000000.0,264000000.0,806000000.0,1066000000.0,913000000.0,34000000.0,,12230000000.0,3003000000.0,1636000000.0,34550000000.0,19275000000.0,5599000000.0,5754000000.0,19229000000.0,19229000000.0,15321000000.0,34550000000.0,7870000000.0,9567000000.0,23000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2012.0,FY,,2012-12-31,2014-02-28 13:43:31+00:00,2201000000.0,1245000000.0,51032000000.0,1771000000.0,1996000000.0,,4637000000.0,0.0,3729000000.0,,,6079000000.0,78348000000.0,8455000000.0,27316000000.0,,4693000000.0,746000000.0,613000000.0,,,960000000.0,901000000.0,,,,15778000000.0,3189000000.0,2343000000.0,43326000000.0,21278000000.0,8971000000.0,6003000000.0,21278000000.0,21278000000.0,22048000000.0,43326000000.0,7039000000.0,16045000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2012.0,Q3,,2012-09-30,2012-11-07 14:57:14+00:00,2181000000.0,1113000000.0,49669000000.0,1879000000.0,2009000000.0,,5338000000.0,0.0,3685000000.0,,,6114000000.0,76815000000.0,8455000000.0,27146000000.0,,4944000000.0,818000000.0,535000000.0,,,855000000.0,863000000.0,,,,16217000000.0,2780000000.0,2164000000.0,43548000000.0,21781000000.0,9433000000.0,5496000000.0,21781000000.0,21781000000.0,21767000000.0,43548000000.0,6969000000.0,16271000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2012.0,Q2,,2012-06-30,2012-08-01 17:07:07+00:00,2101000000.0,1005000000.0,47331000000.0,1565000000.0,1942000000.0,,6101000000.0,0.0,3644000000.0,,,6007000000.0,74572000000.0,8455000000.0,27241000000.0,,5088000000.0,1167000000.0,712000000.0,,,1005000000.0,799000000.0,,,,17016000000.0,2148000000.0,944000000.0,43470000000.0,22225000000.0,9217000000.0,4961000000.0,22225000000.0,22225000000.0,21245000000.0,43470000000.0,7012000000.0,16284000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2012.0,Q1,,2012-03-31,2012-05-02 14:35:06+00:00,1592000000.0,1107000000.0,46948000000.0,1731000000.0,1944000000.0,,5828000000.0,0.0,3604000000.0,,,6067000000.0,73509000000.0,6719000000.0,26561000000.0,,4972000000.0,861000000.0,550000000.0,,,899000000.0,752000000.0,,,,16621000000.0,4120000000.0,1282000000.0,42605000000.0,21956000000.0,9078000000.0,6262000000.0,21956000000.0,21956000000.0,20649000000.0,42605000000.0,6966000000.0,14387000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2013.0,FY,,2013-12-31,2015-02-20 17:03:04+00:00,2015000000.0,1520000000.0,54534000000.0,1268000000.0,2140000000.0,,6066000000.0,0.0,3821000000.0,89000000.0,19000000.0,5858000000.0,82981000000.0,7956000000.0,28447000000.0,,4793000000.0,330000000.0,555000000.0,,,567000000.0,834000000.0,,,,15410000000.0,4066000000.0,,42877000000.0,20499000000.0,8005000000.0,6655000000.0,20499000000.0,20499000000.0,22378000000.0,42877000000.0,6425000000.0,15723000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2013.0,Q3,,2013-09-30,2013-11-06 15:27:04+00:00,2076000000.0,1520000000.0,54416000000.0,1502000000.0,2161000000.0,,4320000000.0,0.0,3818000000.0,,,5954000000.0,82378000000.0,7956000000.0,27962000000.0,,4505000000.0,475000000.0,594000000.0,,,615000000.0,830000000.0,,,,15292000000.0,2112000000.0,,40846000000.0,20612000000.0,6315000000.0,4782000000.0,20612000000.0,20612000000.0,20234000000.0,40846000000.0,6569000000.0,15452000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2013.0,Q2,,2013-06-30,2013-08-07 14:57:18+00:00,2027000000.0,1538000000.0,53353000000.0,1326000000.0,2121000000.0,,3363000000.0,0.0,3788000000.0,,,5917000000.0,80278000000.0,7956000000.0,26925000000.0,,4196000000.0,587000000.0,644000000.0,,,821000000.0,816000000.0,,,,14952000000.0,2194000000.0,869000000.0,40020000000.0,20066000000.0,6357000000.0,4865000000.0,20066000000.0,20066000000.0,19954000000.0,40020000000.0,6738000000.0,15089000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2013.0,Q1,,2013-03-31,2013-05-01 15:56:16+00:00,2162000000.0,1369000000.0,53267000000.0,1592000000.0,2092000000.0,,5275000000.0,0.0,3758000000.0,,,6017000000.0,79649000000.0,7955000000.0,26382000000.0,,4154000000.0,533000000.0,441000000.0,,,780000000.0,873000000.0,,,,14358000000.0,4197000000.0,1226000000.0,41582000000.0,19708000000.0,8403000000.0,6800000000.0,19708000000.0,19708000000.0,21874000000.0,41582000000.0,6797000000.0,15074000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2014.0,FY,,2014-12-31,2016-02-17 13:00:59+00:00,2593000000.0,1959000000.0,51889000000.0,779000000.0,1339000000.0,,1480000000.0,0.0,4129000000.0,522000000.0,730000000.0,6303000000.0,88185000000.0,9830000000.0,36296000000.0,4802000000.0,6244000000.0,2537000000.0,1180000000.0,,,1540000000.0,948000000.0,,,,16631000000.0,1432000000.0,,50637000000.0,21539000000.0,6498000000.0,5935000000.0,21539000000.0,26341000000.0,24296000000.0,50637000000.0,7843000000.0,18361000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2014.0,Q3,,2014-09-30,2014-11-05 12:01:51+00:00,2799000000.0,2009000000.0,51410000000.0,993000000.0,1348000000.0,,3408000000.0,0.0,4045000000.0,,651000000.0,8310000000.0,86579000000.0,10161000000.0,35169000000.0,4592000000.0,5642000000.0,556000000.0,646000000.0,,,1387000000.0,926000000.0,,,,17138000000.0,1898000000.0,,50839000000.0,22176000000.0,5973000000.0,5994000000.0,22176000000.0,26768000000.0,24071000000.0,50839000000.0,9697000000.0,18077000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2014.0,Q2,,2014-06-30,2014-08-06 16:50:04+00:00,3110000000.0,2301000000.0,51183000000.0,1270000000.0,1541000000.0,,1706000000.0,0.0,3984000000.0,,,8408000000.0,88182000000.0,11880000000.0,36999000000.0,4585000000.0,5927000000.0,385000000.0,1094000000.0,,,1316000000.0,1029000000.0,,,,16220000000.0,475000000.0,,51115000000.0,21474000000.0,4392000000.0,4679000000.0,21474000000.0,26059000000.0,25056000000.0,51115000000.0,9724000000.0,20377000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2014.0,Q1,,2014-03-31,2014-05-09 16:20:28+00:00,3110000000.0,2580000000.0,54592000000.0,973000000.0,2218000000.0,,2027000000.0,0.0,3877000000.0,,,9155000000.0,92021000000.0,11739000000.0,37429000000.0,4552000000.0,5249000000.0,413000000.0,697000000.0,,,1161000000.0,933000000.0,,,,15644000000.0,3773000000.0,,52765000000.0,20494000000.0,5020000000.0,7580000000.0,20494000000.0,25046000000.0,27719000000.0,52765000000.0,10316000000.0,20139000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2015.0,FY,,2015-12-31,2017-02-15 12:02:34+00:00,1669000000.0,1105000000.0,72086000000.0,230000000.0,1370000000.0,,2310000000.0,,5038000000.0,,,5032000000.0,91154000000.0,12056000000.0,19068000000.0,3940000000.0,888000000.0,606000000.0,650000000.0,,,1330000000.0,853000000.0,,,,1781000000.0,976000000.0,,29451000000.0,7049000000.0,4021000000.0,3295000000.0,7049000000.0,10989000000.0,18462000000.0,29451000000.0,6362000000.0,15167000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2015.0,Q3,,2015-09-30,2015-11-04 12:47:28+00:00,1925000000.0,1318000000.0,67416000000.0,321000000.0,1377000000.0,,1787000000.0,0.0,4814000000.0,8000000.0,261000000.0,5775000000.0,90191000000.0,11400000000.0,22775000000.0,4374000000.0,1333000000.0,1185000000.0,815000000.0,,,1503000000.0,818000000.0,,,,6413000000.0,500000000.0,,34351000000.0,11548000000.0,4298000000.0,3501000000.0,11548000000.0,15922000000.0,18429000000.0,34351000000.0,7278000000.0,14928000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2015.0,Q2,,2015-06-30,2015-08-05 14:44:08+00:00,2130000000.0,1602000000.0,62406000000.0,528000000.0,1391000000.0,,1725000000.0,0.0,4777000000.0,9000000.0,346000000.0,6349000000.0,90230000000.0,11375000000.0,27824000000.0,4828000000.0,2909000000.0,1394000000.0,852000000.0,,,1703000000.0,782000000.0,,,,10018000000.0,670000000.0,,40606000000.0,15323000000.0,4730000000.0,3998000000.0,15323000000.0,20151000000.0,20455000000.0,40606000000.0,8052000000.0,16457000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2015.0,Q1,,2015-03-31,2015-05-06 13:32:27+00:00,2389000000.0,1663000000.0,57262000000.0,481000000.0,1373000000.0,,1858000000.0,0.0,4583000000.0,,638000000.0,6328000000.0,88717000000.0,10301000000.0,31455000000.0,5022000000.0,4167000000.0,2285000000.0,1085000000.0,,,1753000000.0,922000000.0,,,,12933000000.0,1448000000.0,,45342000000.0,17997000000.0,5806000000.0,5560000000.0,17997000000.0,23019000000.0,22323000000.0,45342000000.0,8081000000.0,16763000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2016.0,FY,,2016-12-31,2018-02-21 12:03:34+00:00,642000000.0,1356000000.0,,1054000000.0,1226000000.0,,1959000000.0,,7289000000.0,,,2383000000.0,,10154000000.0,20533000000.0,4448000000.0,1063000000.0,264000000.0,1974000000.0,193000000.0,,1987000000.0,894000000.0,,,,-69000000.0,,,28675000000.0,8274000000.0,3772000000.0,2616000000.0,8274000000.0,12722000000.0,15953000000.0,28675000000.0,4370000000.0,13337000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2016.0,Q3,,2016-09-30,2016-11-02 12:25:57+00:00,1389000000.0,1092000000.0,73219000000.0,278000000.0,1230000000.0,,2385000000.0,,7539000000.0,,,3963000000.0,89388000000.0,11004000000.0,16169000000.0,4221000000.0,631000000.0,257000000.0,910000000.0,717000000.0,202000000.0,2230000000.0,1036000000.0,,,,-1977000000.0,350000000.0,,26813000000.0,5840000000.0,4451000000.0,2851000000.0,5840000000.0,10061000000.0,16752000000.0,26813000000.0,6193000000.0,13901000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2016.0,Q2,,2016-06-30,2016-08-03 12:40:59+00:00,1364000000.0,1167000000.0,77292000000.0,265000000.0,1473000000.0,,1723000000.0,0.0,7552000000.0,,,4159000000.0,94107000000.0,12357000000.0,16815000000.0,4072000000.0,555000000.0,364000000.0,1010000000.0,728000000.0,205000000.0,2288000000.0,1011000000.0,,,,-2970000000.0,350000000.0,,27244000000.0,4847000000.0,3982000000.0,2929000000.0,4847000000.0,8919000000.0,18325000000.0,27244000000.0,6447000000.0,15396000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2016.0,Q1,,2016-03-31,2016-05-04 13:21:15+00:00,1345000000.0,1023000000.0,75523000000.0,257000000.0,1491000000.0,,1635000000.0,0.0,7553000000.0,24000000.0,,4159000000.0,94787000000.0,12195000000.0,19264000000.0,4098000000.0,731000000.0,268000000.0,905000000.0,,,2264000000.0,1112000000.0,,,,-1400000000.0,350000000.0,,28637000000.0,6410000000.0,2950000000.0,2600000000.0,6410000000.0,10508000000.0,18129000000.0,28637000000.0,6423000000.0,15529000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2017.0,FY,,2017-12-31,2019-02-20 12:18:53+00:00,633000000.0,989000000.0,,1166000000.0,1099000000.0,,2642000000.0,,7386000000.0,,,841000000.0,,6749000000.0,14584000000.0,4850000000.0,489000000.0,400000000.0,1576000000.0,760000000.0,991000000.0,296000000.0,549000000.0,9729000000.0,3936000000.0,,702000000.0,115000000.0,,30241000000.0,9254000000.0,4791000000.0,3315000000.0,9254000000.0,14104000000.0,16137000000.0,30241000000.0,10866000000.0,12822000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2017.0,Q3,,2017-09-30,2017-11-01 12:02:18+00:00,1809000000.0,1462000000.0,75338000000.0,297000000.0,1100000000.0,,2781000000.0,,7260000000.0,,,3964000000.0,92420000000.0,10383000000.0,17082000000.0,4805000000.0,665000000.0,379000000.0,1003000000.0,,,1891000000.0,645000000.0,,,,-428000000.0,20000000.0,,27559000000.0,7129000000.0,4622000000.0,2832000000.0,7129000000.0,11934000000.0,15625000000.0,27559000000.0,5855000000.0,12793000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2017.0,Q2,,2017-06-30,2017-08-02 12:01:51+00:00,1641000000.0,1248000000.0,74460000000.0,291000000.0,1078000000.0,,2369000000.0,,7264000000.0,,,3964000000.0,91282000000.0,10558000000.0,16822000000.0,4431000000.0,659000000.0,469000000.0,891000000.0,,,1942000000.0,657000000.0,,,,-656000000.0,,,26814000000.0,6899000000.0,4086000000.0,2532000000.0,6899000000.0,11330000000.0,15484000000.0,26814000000.0,5906000000.0,12952000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2017.0,Q1,,2017-03-31,2017-05-03 12:02:19+00:00,1629000000.0,1320000000.0,73797000000.0,287000000.0,1067000000.0,,2119000000.0,,7260000000.0,,,3964000000.0,90218000000.0,10381000000.0,16421000000.0,4456000000.0,651000000.0,336000000.0,841000000.0,,,1974000000.0,643000000.0,,,,-1081000000.0,,,26134000000.0,6466000000.0,3775000000.0,2470000000.0,6466000000.0,10922000000.0,15212000000.0,26134000000.0,5938000000.0,12742000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2018.0,FY,,2018-12-31,2020-02-19 12:03:54+00:00,530000000.0,812000000.0,,1027000000.0,468000000.0,,2414000000.0,,4531000000.0,,,753000000.0,,4292000000.0,8462000000.0,,529000000.0,880000000.0,1042000000.0,331000000.0,492000000.0,276000000.0,411000000.0,5638000000.0,2454000000.0,,3650000000.0,162000000.0,,19566000000.0,9186000000.0,4437000000.0,2226000000.0,9186000000.0,9186000000.0,10380000000.0,19566000000.0,6667000000.0,8154000000.0,-22000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2018.0,Q3,,2018-09-30,2018-11-07 12:02:42+00:00,777000000.0,1226000000.0,,1164000000.0,1103000000.0,,3102000000.0,,5264000000.0,,,841000000.0,,5791000000.0,14202000000.0,,543000000.0,429000000.0,2190000000.0,,,372000000.0,613000000.0,,,,2505000000.0,257000000.0,,20172000000.0,8898000000.0,4757000000.0,3224000000.0,8898000000.0,8898000000.0,11274000000.0,20172000000.0,1213000000.0,8050000000.0,-35000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2018.0,Q2,,2018-06-30,2018-08-01 12:02:19+00:00,771000000.0,1141000000.0,,1091000000.0,1088000000.0,,1460000000.0,,6939000000.0,,,841000000.0,,5790000000.0,14121000000.0,4834000000.0,432000000.0,455000000.0,2038000000.0,10764000000.0,5291000000.0,377000000.0,624000000.0,,,,6000000.0,277000000.0,,29159000000.0,8014000000.0,13820000000.0,8377000000.0,8014000000.0,12848000000.0,16311000000.0,29159000000.0,1218000000.0,7934000000.0,-22000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2018.0,Q1,,2018-03-31,2018-05-02 12:01:37+00:00,862000000.0,1695000000.0,,1122000000.0,1141000000.0,,1424000000.0,,7322000000.0,,,2383000000.0,,9628000000.0,21383000000.0,4820000000.0,773000000.0,516000000.0,2266000000.0,,,1915000000.0,567000000.0,,,,473000000.0,354000000.0,,29316000000.0,8905000000.0,3635000000.0,3482000000.0,8905000000.0,13725000000.0,15591000000.0,29316000000.0,4298000000.0,12109000000.0,-12000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2019.0,FY,,2019-12-31,2020-05-06 11:01:57+00:00,428000000.0,832000000.0,,-119000000.0,380000000.0,244000000.0,1464000000.0,,2773000000.0,,,753000000.0,,4294000000.0,8593000000.0,118000000.0,341000000.0,279000000.0,1040000000.0,896000000.0,459000000.0,439000000.0,426000000.0,81000000.0,185000000.0,380000000.0,3148000000.0,,,13717000000.0,5802000000.0,3851000000.0,1927000000.0,5802000000.0,5920000000.0,7797000000.0,13717000000.0,1273000000.0,5870000000.0,
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2019.0,Q3,,2019-09-30,2019-11-06 12:02:57+00:00,513000000.0,787000000.0,,-116000000.0,526000000.0,244000000.0,1375000000.0,,2854000000.0,,,841000000.0,,4295000000.0,10177000000.0,,523000000.0,383000000.0,973000000.0,21000000.0,172000000.0,435000000.0,431000000.0,95000000.0,175000000.0,280000000.0,3812000000.0,,,14394000000.0,6542000000.0,2846000000.0,1658000000.0,6542000000.0,6542000000.0,7852000000.0,14394000000.0,1371000000.0,6194000000.0,-8000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2019.0,Q2,,2019-06-30,2019-08-07 12:02:39+00:00,522000000.0,842000000.0,,-117000000.0,528000000.0,263000000.0,3470000000.0,,3393000000.0,,,841000000.0,,4294000000.0,10037000000.0,,483000000.0,354000000.0,1051000000.0,131000000.0,1894000000.0,505000000.0,431000000.0,99000000.0,189000000.0,370000000.0,3738000000.0,,,16649000000.0,6994000000.0,5167000000.0,3467000000.0,6994000000.0,6994000000.0,9655000000.0,16649000000.0,1445000000.0,6188000000.0,-20000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2019.0,Q1,,2019-03-31,2019-05-01 12:02:07+00:00,603000000.0,1038000000.0,,1064000000.0,938000000.0,298000000.0,1327000000.0,,3560000000.0,,,841000000.0,,5786000000.0,13864000000.0,,772000000.0,338000000.0,1365000000.0,,,669000000.0,458000000.0,,,,3280000000.0,,,18077000000.0,7857000000.0,2703000000.0,1968000000.0,7857000000.0,7857000000.0,10220000000.0,18077000000.0,1510000000.0,8252000000.0,-47000000.0
Devon Energy Corp,DVN,54930042348RKR3ZPN35,1090012,2020.0,Q1,,2020-03-31,2020-05-06 11:01:57+00:00,444000000.0,594000000.0,,-118000000.0,386000000.0,245000000.0,1527000000.0,,2739000000.0,,,753000000.0,,4295000000.0,5780000000.0,121000000.0,,998000000.0,816000000.0,736000000.0,294000000.0,482000000.0,461000000.0,74000000.0,163000000.0,200000000.0,1298000000.0,,,11144000000.0,3919000000.0,4055000000.0,1554000000.0,3919000000.0,4040000000.0,7104000000.0,11144000000.0,1309000000.0,5550000000.0,
