company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2008.0,FY,,2008-12-31,2010-02-26 14:21:25+00:00,2370100000.0,3389900000.0,322000000.0,5012100000.0,,987300000.0,202200000.0,,3181400000.0,268000000.0,51100000.0,120300000.0,4600000.0,15728600000.0,5098700000.0,421000000.0,942400000.0,10716500000.0,20100000.0,721100000.0,1354300000.0,2361800000.0,2149500000.0,2947200000.0,2271000000.0,1030500000.0,,3447200000.0,22284100000.0,3181400000.0,8194800000.0,8460200000.0,3371400000.0,3391500000.0,18892600000.0,22284100000.0,3372800000.0,10432400000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,FY,,2009-12-31,2011-03-01 07:00:44+00:00,1150500000.0,2137600000.0,409800000.0,4080700000.0,,29300000.0,3440000000.0,,8697100000.0,127900000.0,877300000.0,103300000.0,25500000.0,12534500000.0,4814000000.0,5647200000.0,408200000.0,8453800000.0,75300000.0,3237500000.0,743900000.0,1320000000.0,1453400000.0,1957200000.0,1716600000.0,27000000.0,,46400000.0,23544400000.0,8697100000.0,7460700000.0,4040700000.0,8887100000.0,8962400000.0,14582000000.0,23544400000.0,7629900000.0,10541300000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q3,,2009-09-30,2009-11-06 13:29:18+00:00,1368900000.0,2217100000.0,393900000.0,5222600000.0,-1269400000.0,1040800000.0,742600000.0,,3213000000.0,346000000.0,,105400000.0,25400000.0,16676400000.0,4839600000.0,350000000.0,528200000.0,11453800000.0,72500000.0,1262800000.0,1049500000.0,937300000.0,1668200000.0,3056700000.0,2012900000.0,48900000.0,2089400000.0,1668500000.0,19706000000.0,4033000000.0,4820100000.0,5204900000.0,4223000000.0,4295500000.0,15410500000.0,19706000000.0,3432100000.0,10205600000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q2,,2009-06-30,2009-08-07 15:37:28+00:00,1582500000.0,2429200000.0,278300000.0,5111900000.0,-1662300000.0,1022600000.0,961600000.0,,3191500000.0,290200000.0,,114900000.0,4600000.0,16300100000.0,4817000000.0,333600000.0,532500000.0,11188200000.0,45900000.0,978200000.0,1061300000.0,1414900000.0,2158100000.0,2817600000.0,2047200000.0,26000000.0,2002700000.0,2170500000.0,19998400000.0,3531900000.0,5654400000.0,6304300000.0,3721900000.0,3767800000.0,16230600000.0,19998400000.0,3155800000.0,9926300000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,FY,,2010-12-31,2012-02-29 12:36:35+00:00,1262400000.0,2368100000.0,358100000.0,4310100000.0,,32300000.0,2028500000.0,0.0,7829200000.0,152700000.0,127500000.0,87200000.0,77000000.0,13590700000.0,4448800000.0,3181000000.0,465400000.0,9278800000.0,88800000.0,2517400000.0,574700000.0,1333600000.0,1164000000.0,1027300000.0,1060100000.0,104300000.0,,278000000.0,20018500000.0,7829200000.0,6452600000.0,3277200000.0,8019200000.0,8108000000.0,11910500000.0,20018500000.0,4285300000.0,8633300000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q3,,2010-09-30,2010-11-05 15:00:53+00:00,1134800000.0,2285000000.0,365900000.0,4310700000.0,-863000000.0,30800000.0,1295200000.0,,3297000000.0,14500000.0,68400000.0,,25500000.0,13445900000.0,4196900000.0,3172000000.0,425300000.0,9135200000.0,87000000.0,2206200000.0,729000000.0,1369800000.0,1207400000.0,1318200000.0,1318800000.0,124900000.0,5159400000.0,37000000.0,19165600000.0,7593400000.0,5514700000.0,2813500000.0,7783400000.0,7870400000.0,11295200000.0,19165600000.0,4515700000.0,8481700000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q2,,2010-06-30,2010-08-06 10:58:11+00:00,1140300000.0,2172300000.0,275200000.0,4207400000.0,-878400000.0,30400000.0,1603200000.0,,3284800000.0,88000000.0,55300000.0,,25500000.0,13193700000.0,4190100000.0,5564500000.0,458300000.0,8986300000.0,58700000.0,3214900000.0,734900000.0,1172000000.0,1318400000.0,1563400000.0,1451300000.0,75900000.0,6614500000.0,29000000.0,21709400000.0,9020900000.0,5569700000.0,2818200000.0,9210900000.0,9269600000.0,12439800000.0,21709400000.0,7153400000.0,9621600000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q1,,2010-03-31,2010-05-07 13:38:41+00:00,1225300000.0,2232500000.0,187700000.0,4127500000.0,-1100500000.0,29400000.0,1937800000.0,,3270800000.0,172100000.0,168200000.0,,25500000.0,12623700000.0,4220200000.0,5636600000.0,368200000.0,8496200000.0,54300000.0,3211900000.0,742900000.0,1299500000.0,1626000000.0,1856700000.0,1698200000.0,112000000.0,6591400000.0,21300000.0,22137100000.0,8761700000.0,6122100000.0,3228500000.0,8951700000.0,9006000000.0,13131100000.0,22137100000.0,7518800000.0,9902600000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2011.0,FY,,2011-12-31,2012-02-29 12:36:35+00:00,1102000000.0,2155500000.0,431400000.0,4472100000.0,,37600000.0,964500000.0,0.0,7093900000.0,288600000.0,90400000.0,95200000.0,282200000.0,15471100000.0,4844800000.0,2272800000.0,552700000.0,10903300000.0,116900000.0,2328700000.0,698000000.0,810100000.0,1459200000.0,1040100000.0,814900000.0,47100000.0,,109600000.0,19412600000.0,7093900000.0,4818500000.0,3287800000.0,7283900000.0,7400800000.0,12011800000.0,19412600000.0,3595100000.0,8724000000.0,190000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2011.0,Q3,,2011-09-30,2011-11-07 11:06:23+00:00,1169000000.0,2167300000.0,285900000.0,4496000000.0,-680900000.0,32100000.0,1171000000.0,0.0,3279700000.0,45200000.0,91300000.0,,283300000.0,15237600000.0,4553900000.0,3163600000.0,545300000.0,10741600000.0,120900000.0,2709100000.0,595600000.0,836400000.0,1253700000.0,1054200000.0,820000000.0,75100000.0,5370600000.0,292100000.0,20083000000.0,7969400000.0,4840300000.0,3092000000.0,8159400000.0,8280300000.0,11802700000.0,20083000000.0,4501100000.0,8710700000.0,190000000.0
