company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 14:21:25+00:00,4.55,4.55,1.74,557800000.0,4.5,20200000.0,428300000.0,833500000.0,834400000.0,821500000.0,12000000.0,16473900000.0,21185100000.0,157400000.0,2804600000.0,,2300000.0,16473900000.0,4711200000.0,292400000.0,71400000.0,3384900000.0,1326300000.0,-63600000.0,1262700000.0,21185100000.0,180500000.0,180200000.0,182500000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 07:00:44+00:00,-7.34,-7.34,1.91,583200000.0,-7.34,741800000.0,-78300000.0,-1318400000.0,-1318400000.0,-1314400000.0,-4000000.0,15521300000.0,19741900000.0,-44000000.0,3953400000.0,,22200000.0,15521300000.0,4220600000.0,349100000.0,76400000.0,5300600000.0,-1080000000.0,-316700000.0,-1396700000.0,19741900000.0,179100000.0,179100000.0,179100000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 13:29:18+00:00,-1.27,-1.27,0.4775,134300000.0,-1.27,477100000.0,-111600000.0,-222100000.0,-222100000.0,-225700000.0,3600000.0,4318000000.0,5323600000.0,-15800000.0,620400000.0,,2200000.0,4318000000.0,1005600000.0,89500000.0,,1234000000.0,-228400000.0,-105300000.0,-333700000.0,5323600000.0,177700000.0,178400000.0,179500000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 15:37:28+00:00,0.96,0.96,0.4775,141900000.0,0.95,,107100000.0,175000000.0,175000000.0,171500000.0,3500000.0,3559400000.0,4756100000.0,91800000.0,799600000.0,,,3559400000.0,1196700000.0,64900000.0,,941500000.0,255200000.0,26900000.0,282100000.0,4756100000.0,178600000.0,178400000.0,180200000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q4,2009-10-01,2009-12-31,,22.18,22.18,0.24,204600000.0,22.08,21400000.0,2827800000.0,4427400000.0,4427400000.0,4421200000.0,6200000.0,2580400000.0,3403600000.0,-85400000.0,603100000.0,,1000000.0,2580400000.0,823200000.0,92000000.0,7439500000.0,830100000.0,-6900000.0,7262100000.0,7255200000.0,3403600000.0,199300000.0,199300000.0,200300000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 12:36:35+00:00,22.29,22.29,0.96,651400000.0,22.19,124700000.0,2986800000.0,4503400000.0,4503400000.0,4443400000.0,60000000.0,11135600000.0,15598800000.0,-609500000.0,2664200000.0,,12600000.0,11135600000.0,4463200000.0,350100000.0,7439500000.0,3452900000.0,1010300000.0,6479900000.0,7490200000.0,15598800000.0,199300000.0,199300000.0,200300000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.11,0.11,0.72,446800000.0,0.11,103300000.0,159000000.0,76000000.0,76000000.0,22200000.0,53800000.0,8555200000.0,12195200000.0,-524100000.0,2061100000.0,,11600000.0,8555200000.0,3640000000.0,258100000.0,,2622800000.0,1017200000.0,-782200000.0,235000000.0,12195200000.0,199400000.0,199600000.0,200800000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 15:00:53+00:00,0.69,0.69,0.24,149300000.0,0.69,7500000.0,298400000.0,167400000.0,167400000.0,137600000.0,29800000.0,2650400000.0,4027700000.0,11300000.0,685500000.0,,400000.0,2650400000.0,1377300000.0,80100000.0,,842700000.0,534600000.0,-68800000.0,465800000.0,4027700000.0,199400000.0,199600000.0,200800000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.58,-0.58,0.48,297500000.0,-0.58,95800000.0,-139400000.0,-91400000.0,-91400000.0,-115400000.0,24000000.0,5904800000.0,8167500000.0,-535400000.0,1375600000.0,,11200000.0,5904800000.0,2262700000.0,178000000.0,,1780100000.0,482600000.0,-713400000.0,-230800000.0,8167500000.0,202500000.0,199200000.0,200000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 10:58:11+00:00,0.04,0.04,0.24,148900000.0,0.04,67200000.0,102800000.0,28300000.0,28300000.0,8100000.0,20200000.0,2631600000.0,3864100000.0,-144600000.0,655800000.0,,400000.0,2631600000.0,1232500000.0,84500000.0,,872300000.0,360200000.0,-229100000.0,131100000.0,3864100000.0,202500000.0,199200000.0,200000000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 13:38:41+00:00,-0.62,-0.62,0.24,148600000.0,-0.62,28600000.0,-242200000.0,-119700000.0,-119700000.0,-123500000.0,3800000.0,3273200000.0,4303400000.0,-390800000.0,719800000.0,,10800000.0,3273200000.0,1030200000.0,93500000.0,,907800000.0,122400000.0,-484300000.0,-361900000.0,4303400000.0,199200000.0,198500000.0,198500000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,FY,2010-01-01,2010-12-31,2012-02-29 12:36:35+00:00,-4.9,-4.9,0.96,519500000.0,-4.9,2476800000.0,-665700000.0,-931800000.0,-931800000.0,-982600000.0,50800000.0,10902500000.0,14340000000.0,169100000.0,1955000000.0,,,10902500000.0,3437500000.0,277800000.0,25000000.0,4951300000.0,-1513800000.0,-83700000.0,-1597500000.0,14340000000.0,200500000.0,200500000.0,200500000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 11:06:23+00:00,-6.99,-6.99,0.24,123000000.0,-6.99,2468400000.0,-947000000.0,-1375000000.0,-1375000000.0,-1406500000.0,31500000.0,3231700000.0,3968900000.0,19900000.0,484200000.0,,,3231700000.0,737200000.0,56900000.0,53400000.0,3075600000.0,-2338400000.0,16400000.0,-2322000000.0,3968900000.0,201200000.0,201100000.0,201100000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q1TTM,2009-04-01,2010-03-31,,23.87,23.87,0.96,634700000.0,23.76,96100000.0,3324600000.0,4814400000.0,4814400000.0,4758400000.0,56000000.0,10423000000.0,14882000000.0,-236100000.0,2407600000.0,,1800000.0,10423000000.0,4459000000.0,362500000.0,7418800000.0,3140200000.0,1318800000.0,6820200000.0,8139000000.0,14882000000.0,199500000.0,200300000.0,201900000.0
CONSTELLATION ENERGY GROUP INC,CEG,,1004440,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 09:34:32+00:00,0.96,0.96,0.24,131900000.0,0.95,,95600000.0,191300000.0,191300000.0,191500000.0,-200000.0,2560600000.0,3586600000.0,-17400000.0,463200000.0,,,2560600000.0,1026000000.0,105900000.0,-20700000.0,595100000.0,430900000.0,-144000000.0,286900000.0,3586600000.0,199500000.0,200300000.0,201900000.0
