company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netrealizedcapitalgains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q3TTM,2014-10-01,2015-09-30,,3896000000.0,11.28,11.28,3.37,11.16,1380000000.0,-277000000.0,3611000000.0,3611000000.0,3611000000.0,-370000000.0,2532000000.0,647000000.0,,4106000000.0,570000000.0,23830000000.0,13569000000.0,370000000.0,21571000000.0,26932000000.0,4991000000.0,26562000000.0,309300000.0,307600000.0,311000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q2,2015-04-01,2015-06-30,2016-07-21 07:08:37+00:00,963000000.0,2.56,2.56,0.61,2.53,264000000.0,,812000000.0,812000000.0,812000000.0,-92000000.0,642000000.0,92000000.0,,1032000000.0,137000000.0,5931000000.0,3547000000.0,92000000.0,5542000000.0,6710000000.0,1076000000.0,6618000000.0,317200000.0,314800000.0,318000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q2YTD,2015-01-01,2015-06-30,,1926000000.0,5.14,5.14,1.16,5.08,579000000.0,,1645000000.0,1645000000.0,1645000000.0,-184000000.0,1244000000.0,184000000.0,,2027000000.0,276000000.0,11819000000.0,6978000000.0,184000000.0,10931000000.0,13339000000.0,2224000000.0,13155000000.0,317200000.0,314800000.0,318000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q2TTM,2014-07-01,2015-06-30,,3893000000.0,11.0,11.0,3.31,10.88,1340000000.0,-184000000.0,3602000000.0,3602000000.0,3602000000.0,-369000000.0,2662000000.0,553000000.0,,4109000000.0,577000000.0,23781000000.0,13707000000.0,369000000.0,21709000000.0,27020000000.0,4942000000.0,26651000000.0,317200000.0,314800000.0,318000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q1,2015-01-01,2015-03-31,2016-04-21 07:09:19+00:00,963000000.0,2.58,2.58,0.55,2.55,315000000.0,,833000000.0,833000000.0,833000000.0,-92000000.0,602000000.0,92000000.0,,995000000.0,139000000.0,5888000000.0,3431000000.0,92000000.0,5389000000.0,6629000000.0,1148000000.0,6537000000.0,322900000.0,320800000.0,324500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q1TTM,2014-04-01,2015-03-31,,3895000000.0,10.42,10.42,2.7,10.3,1294000000.0,-92000000.0,3473000000.0,3473000000.0,3473000000.0,-369000000.0,2731000000.0,461000000.0,,4078000000.0,586000000.0,23778000000.0,13986000000.0,369000000.0,21959000000.0,27095000000.0,4767000000.0,26726000000.0,322900000.0,320800000.0,324500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,FY,2016-01-01,2016-12-31,2019-02-14 08:46:39+00:00,3985000000.0,10.39,10.39,2.62,10.28,1039000000.0,,3014000000.0,3014000000.0,3014000000.0,-363000000.0,2370000000.0,363000000.0,,4154000000.0,721000000.0,24534000000.0,15070000000.0,363000000.0,23209000000.0,27625000000.0,4053000000.0,27262000000.0,290100000.0,288100000.0,291000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q4,2016-10-01,2016-12-31,,1013000000.0,3.31,3.31,0.67,3.29,359000000.0,,943000000.0,943000000.0,943000000.0,-90000000.0,662000000.0,90000000.0,,1048000000.0,254000000.0,6277000000.0,3740000000.0,90000000.0,5801000000.0,7193000000.0,1302000000.0,7103000000.0,290100000.0,288100000.0,291000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q3,2016-07-01,2016-09-30,2017-10-19 07:09:28+00:00,1012000000.0,2.48,2.48,0.67,2.45,231000000.0,,716000000.0,716000000.0,716000000.0,-89000000.0,605000000.0,89000000.0,,1057000000.0,147000000.0,6209000000.0,3856000000.0,89000000.0,5925000000.0,6961000000.0,947000000.0,6872000000.0,288700000.0,286000000.0,289800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q3YTD,2016-01-01,2016-09-30,,2972000000.0,7.08,7.08,1.95,6.99,680000000.0,,2071000000.0,2071000000.0,2071000000.0,-273000000.0,1708000000.0,273000000.0,,3106000000.0,467000000.0,18257000000.0,11330000000.0,273000000.0,17408000000.0,20432000000.0,2751000000.0,20159000000.0,288700000.0,286000000.0,289800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q3TTM,2015-10-01,2016-09-30,,3944000000.0,9.93,9.93,2.56,9.82,1023000000.0,,2937000000.0,2937000000.0,2937000000.0,-368000000.0,2217000000.0,368000000.0,,4145000000.0,613000000.0,24280000000.0,14693000000.0,368000000.0,22782000000.0,27110000000.0,3960000000.0,26742000000.0,288700000.0,286000000.0,289800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q2,2016-04-01,2016-06-30,2017-07-20 07:06:44+00:00,989000000.0,2.27,2.27,0.67,2.24,223000000.0,,664000000.0,664000000.0,664000000.0,-93000000.0,568000000.0,93000000.0,,1054000000.0,150000000.0,6067000000.0,3762000000.0,93000000.0,5805000000.0,6785000000.0,887000000.0,6692000000.0,292500000.0,290100000.0,293600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q2YTD,2016-01-01,2016-06-30,,1960000000.0,4.6,4.6,1.28,4.54,449000000.0,,1355000000.0,1355000000.0,1355000000.0,-184000000.0,1103000000.0,184000000.0,,2049000000.0,320000000.0,12048000000.0,7474000000.0,184000000.0,11483000000.0,13471000000.0,1804000000.0,13287000000.0,292500000.0,290100000.0,293600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q2TTM,2015-07-01,2016-06-30,,3919000000.0,10.45,10.45,2.5,10.34,1171000000.0,,3149000000.0,3149000000.0,3149000000.0,-373000000.0,2241000000.0,373000000.0,,4116000000.0,603000000.0,24103000000.0,14219000000.0,373000000.0,22254000000.0,26947000000.0,4320000000.0,26574000000.0,292500000.0,290100000.0,293600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q1,2016-01-01,2016-03-31,2017-04-20 07:08:20+00:00,971000000.0,2.33,2.33,0.61,2.3,226000000.0,,691000000.0,691000000.0,691000000.0,-91000000.0,535000000.0,91000000.0,,995000000.0,170000000.0,5981000000.0,3712000000.0,91000000.0,5678000000.0,6686000000.0,917000000.0,6595000000.0,296600000.0,294200000.0,297900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2016.0,Q1TTM,2015-04-01,2016-03-31,,3893000000.0,10.74,10.74,2.44,10.63,1212000000.0,,3297000000.0,3297000000.0,3297000000.0,-372000000.0,2315000000.0,372000000.0,,4094000000.0,590000000.0,23967000000.0,14004000000.0,372000000.0,21991000000.0,26872000000.0,4509000000.0,26500000000.0,296600000.0,294200000.0,297900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 06:52:02+00:00,4166000000.0,7.39,7.39,2.83,7.33,674000000.0,,2056000000.0,2056000000.0,2056000000.0,-369000000.0,2613000000.0,369000000.0,,4170000000.0,606000000.0,25683000000.0,17467000000.0,369000000.0,25803000000.0,28902000000.0,2730000000.0,28533000000.0,278200000.0,276000000.0,278600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q4,2017-10-01,2017-12-31,,1072000000.0,2.01,2.01,0.72,2.0,309000000.0,,551000000.0,551000000.0,551000000.0,-93000000.0,671000000.0,93000000.0,,1084000000.0,154000000.0,6626000000.0,4342000000.0,93000000.0,6498000000.0,7451000000.0,860000000.0,7358000000.0,278200000.0,276000000.0,278600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q3,2017-07-01,2017-09-30,2018-10-18 07:08:11+00:00,1059000000.0,1.06,1.06,0.72,1.05,27000000.0,,293000000.0,293000000.0,293000000.0,-95000000.0,649000000.0,95000000.0,,1045000000.0,153000000.0,6523000000.0,4806000000.0,95000000.0,6910000000.0,7325000000.0,320000000.0,7230000000.0,276400000.0,274100000.0,276600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q3YTD,2017-01-01,2017-09-30,,3094000000.0,5.38,5.38,2.11,5.33,365000000.0,,1505000000.0,1505000000.0,1505000000.0,-276000000.0,1942000000.0,276000000.0,,3086000000.0,452000000.0,19057000000.0,13125000000.0,276000000.0,19305000000.0,21451000000.0,1870000000.0,21175000000.0,276400000.0,274100000.0,276600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q3TTM,2016-10-01,2017-09-30,,4107000000.0,8.69,8.69,2.78,8.62,724000000.0,,2448000000.0,2448000000.0,2448000000.0,-366000000.0,2604000000.0,366000000.0,,4134000000.0,706000000.0,25334000000.0,16865000000.0,366000000.0,25106000000.0,28644000000.0,3172000000.0,28278000000.0,276400000.0,274100000.0,276600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q2,2017-04-01,2017-06-30,2018-07-19 07:07:07+00:00,1032000000.0,2.13,2.13,0.72,2.11,195000000.0,,595000000.0,595000000.0,595000000.0,-92000000.0,678000000.0,92000000.0,,1045000000.0,155000000.0,6351000000.0,4225000000.0,92000000.0,6302000000.0,7184000000.0,790000000.0,7092000000.0,279300000.0,277500000.0,280000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q2YTD,2017-01-01,2017-06-30,,2035000000.0,4.32,4.32,1.39,4.28,338000000.0,,1212000000.0,1212000000.0,1212000000.0,-181000000.0,1293000000.0,181000000.0,,2041000000.0,299000000.0,12534000000.0,8319000000.0,181000000.0,12395000000.0,14126000000.0,1550000000.0,13945000000.0,279300000.0,277500000.0,280000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q2TTM,2016-07-01,2017-06-30,,4060000000.0,10.11,10.11,2.73,10.02,928000000.0,,2871000000.0,2871000000.0,2871000000.0,-360000000.0,2560000000.0,360000000.0,,4146000000.0,700000000.0,25020000000.0,15915000000.0,360000000.0,24121000000.0,28280000000.0,3799000000.0,27920000000.0,279300000.0,277500000.0,280000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q1,2017-01-01,2017-03-31,2018-04-24 07:11:47+00:00,1003000000.0,2.19,2.19,0.67,2.17,143000000.0,,617000000.0,617000000.0,617000000.0,-89000000.0,615000000.0,89000000.0,,996000000.0,144000000.0,6183000000.0,4094000000.0,89000000.0,6093000000.0,6942000000.0,760000000.0,6853000000.0,281700000.0,279700000.0,282400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2017.0,Q1TTM,2016-04-01,2017-03-31,,4017000000.0,10.25,10.25,2.68,10.15,956000000.0,,2940000000.0,2940000000.0,2940000000.0,-361000000.0,2450000000.0,361000000.0,,4155000000.0,695000000.0,24736000000.0,15452000000.0,361000000.0,23624000000.0,27881000000.0,3896000000.0,27520000000.0,281700000.0,279700000.0,282400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 06:52:02+00:00,4381000000.0,9.37,9.37,3.03,9.28,438000000.0,,2523000000.0,2523000000.0,2523000000.0,-352000000.0,2588000000.0,352000000.0,,4297000000.0,635000000.0,27059000000.0,18291000000.0,352000000.0,26969000000.0,30282000000.0,2961000000.0,29930000000.0,269300000.0,267400000.0,269800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q4,2018-10-01,2018-12-31,,1122000000.0,2.34,2.34,0.77,2.32,125000000.0,,621000000.0,621000000.0,621000000.0,-87000000.0,690000000.0,87000000.0,,1063000000.0,161000000.0,6945000000.0,4778000000.0,87000000.0,6963000000.0,7796000000.0,746000000.0,7709000000.0,269300000.0,267400000.0,269800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q3,2018-07-01,2018-09-30,2019-10-22 07:09:31+00:00,1117000000.0,2.65,2.65,0.77,2.62,97000000.0,,709000000.0,709000000.0,709000000.0,-86000000.0,675000000.0,86000000.0,,1059000000.0,166000000.0,6882000000.0,4655000000.0,86000000.0,6831000000.0,7723000000.0,806000000.0,7637000000.0,267500000.0,266100000.0,268400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q3YTD,2018-01-01,2018-09-30,,3259000000.0,7.03,7.03,2.26,6.96,313000000.0,,1902000000.0,1902000000.0,1902000000.0,-265000000.0,1898000000.0,265000000.0,,3234000000.0,474000000.0,20114000000.0,13513000000.0,265000000.0,20006000000.0,22486000000.0,2215000000.0,22221000000.0,267500000.0,266100000.0,268400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q3TTM,2017-10-01,2018-09-30,,4331000000.0,9.04,9.04,2.98,8.96,622000000.0,,2453000000.0,2453000000.0,2453000000.0,-358000000.0,2569000000.0,358000000.0,,4318000000.0,628000000.0,26740000000.0,17855000000.0,358000000.0,26504000000.0,29937000000.0,3075000000.0,29579000000.0,267500000.0,266100000.0,268400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q2,2018-04-01,2018-06-30,2019-07-23 07:09:56+00:00,1081000000.0,1.93,1.93,0.77,1.92,107000000.0,,524000000.0,524000000.0,524000000.0,-90000000.0,631000000.0,90000000.0,,1113000000.0,151000000.0,6695000000.0,4562000000.0,90000000.0,6756000000.0,7477000000.0,631000000.0,7387000000.0,271500000.0,268700000.0,271100000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q2YTD,2018-01-01,2018-06-30,,2142000000.0,4.38,4.38,1.49,4.34,216000000.0,,1193000000.0,1193000000.0,1193000000.0,-179000000.0,1223000000.0,179000000.0,,2175000000.0,308000000.0,13232000000.0,8858000000.0,179000000.0,13175000000.0,14763000000.0,1409000000.0,14584000000.0,271500000.0,268700000.0,271100000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q2TTM,2017-07-01,2018-06-30,,4273000000.0,7.45,7.45,2.93,7.39,552000000.0,,2037000000.0,2037000000.0,2037000000.0,-367000000.0,2543000000.0,367000000.0,,4304000000.0,615000000.0,26381000000.0,18006000000.0,367000000.0,26583000000.0,29539000000.0,2589000000.0,29172000000.0,271500000.0,268700000.0,271100000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q1,2018-01-01,2018-03-31,2019-04-18 07:07:52+00:00,1061000000.0,2.45,2.45,0.72,2.42,109000000.0,,669000000.0,669000000.0,669000000.0,-89000000.0,592000000.0,89000000.0,,1062000000.0,157000000.0,6537000000.0,4296000000.0,89000000.0,6419000000.0,7286000000.0,778000000.0,7197000000.0,273100000.0,271000000.0,273900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2018.0,Q1TTM,2017-04-01,2018-03-31,,4224000000.0,7.65,7.65,2.88,7.58,640000000.0,,2108000000.0,2108000000.0,2108000000.0,-369000000.0,2590000000.0,369000000.0,,4236000000.0,619000000.0,26037000000.0,17669000000.0,369000000.0,26129000000.0,29246000000.0,2748000000.0,28877000000.0,273100000.0,271000000.0,273900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q4,2019-10-01,2019-12-31,,1181000000.0,3.37,3.37,0.82,3.33,201000000.0,,873000000.0,873000000.0,873000000.0,-83000000.0,628000000.0,83000000.0,,1085000000.0,185000000.0,7250000000.0,4640000000.0,83000000.0,6906000000.0,8063000000.0,1074000000.0,7980000000.0,261900000.0,260000000.0,262300000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,FY,2019-01-01,2019-12-31,2020-02-13 06:52:02+00:00,4601000000.0,10.01,10.01,3.23,9.92,516000000.0,,2622000000.0,2622000000.0,2622000000.0,-344000000.0,2581000000.0,344000000.0,,4365000000.0,728000000.0,28272000000.0,19133000000.0,344000000.0,28099000000.0,31581000000.0,3138000000.0,31237000000.0,261900000.0,260000000.0,262300000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q3YTD,2019-01-01,2019-09-30,,3420000000.0,6.64,6.64,2.41,6.59,315000000.0,,1749000000.0,1749000000.0,1749000000.0,-261000000.0,1953000000.0,261000000.0,,3280000000.0,543000000.0,21022000000.0,14493000000.0,261000000.0,21193000000.0,23518000000.0,2064000000.0,23257000000.0,260500000.0,259200000.0,261800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q3TTM,2018-10-01,2019-09-30,,4542000000.0,8.98,8.98,3.18,8.91,440000000.0,,2370000000.0,2370000000.0,2370000000.0,-348000000.0,2643000000.0,348000000.0,,4343000000.0,704000000.0,27967000000.0,19271000000.0,348000000.0,28156000000.0,31314000000.0,2810000000.0,30966000000.0,260500000.0,259200000.0,261800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q3,2019-07-01,2019-09-30,2019-10-22 07:09:31+00:00,1169000000.0,1.52,1.52,0.82,1.5,36000000.0,,396000000.0,396000000.0,396000000.0,-84000000.0,645000000.0,84000000.0,,1098000000.0,189000000.0,7179000000.0,5230000000.0,84000000.0,7497000000.0,8013000000.0,432000000.0,7929000000.0,260500000.0,259200000.0,261800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q2,2019-04-01,2019-06-30,2019-07-23 07:09:56+00:00,1134000000.0,2.11,2.11,0.82,2.1,108000000.0,,557000000.0,557000000.0,557000000.0,-89000000.0,673000000.0,89000000.0,,1125000000.0,173000000.0,6988000000.0,4821000000.0,89000000.0,7080000000.0,7834000000.0,665000000.0,7745000000.0,264000000.0,261300000.0,263700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q2YTD,2019-01-01,2019-06-30,,2251000000.0,5.12,5.12,1.59,5.09,279000000.0,,1353000000.0,1353000000.0,1353000000.0,-177000000.0,1308000000.0,177000000.0,,2182000000.0,354000000.0,13843000000.0,9263000000.0,177000000.0,13696000000.0,15505000000.0,1632000000.0,15328000000.0,264000000.0,261300000.0,263700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q2TTM,2018-07-01,2019-06-30,,4490000000.0,10.11,10.11,3.13,10.03,501000000.0,,2683000000.0,2683000000.0,2683000000.0,-350000000.0,2673000000.0,350000000.0,,4304000000.0,681000000.0,27670000000.0,18696000000.0,350000000.0,27490000000.0,31024000000.0,3184000000.0,30674000000.0,264000000.0,261300000.0,263700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q1,2019-01-01,2019-03-31,2020-04-21 07:04:56+00:00,1117000000.0,3.01,3.01,0.77,2.99,171000000.0,,796000000.0,796000000.0,796000000.0,-88000000.0,635000000.0,88000000.0,,1057000000.0,181000000.0,6855000000.0,4442000000.0,88000000.0,6616000000.0,7671000000.0,967000000.0,7583000000.0,264500000.0,262900000.0,264800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2019.0,Q1TTM,2018-04-01,2019-03-31,,4437000000.0,9.93,9.93,3.08,9.85,500000000.0,,2650000000.0,2650000000.0,2650000000.0,-351000000.0,2631000000.0,351000000.0,,4292000000.0,659000000.0,27377000000.0,18437000000.0,351000000.0,27166000000.0,30667000000.0,3150000000.0,30316000000.0,264500000.0,262900000.0,264800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2020.0,Q1TTM,2019-04-01,2020-03-31,,4662000000.0,9.34,9.34,3.28,9.26,465000000.0,,2426000000.0,2426000000.0,2426000000.0,-340000000.0,2459000000.0,340000000.0,,4445000000.0,713000000.0,28646000000.0,19480000000.0,340000000.0,28587000000.0,31818000000.0,2891000000.0,31478000000.0,256400000.0,254400000.0,255900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2020.0,Q1,2020-01-01,2020-03-31,2020-04-21 07:04:56+00:00,1178000000.0,2.34,2.34,0.82,2.33,120000000.0,,600000000.0,600000000.0,600000000.0,-84000000.0,513000000.0,84000000.0,,1137000000.0,166000000.0,7229000000.0,4789000000.0,84000000.0,7104000000.0,7908000000.0,720000000.0,7824000000.0,256400000.0,254400000.0,255900000.0
