company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 06:26:00+00:00,3706000000.0,1346000000.0,357000000.0,811000000.0,5000000.0,2271000000.0,2461000000.0,-2953000000.0,-2526000000.0,5286000000.0,-2953000000.0,-2526000000.0,5286000000.0,-188000000.0,4601000000.0,4601000000.0,-6103000000.0,243000000.0,,,-742000000.0,-16731000000.0,-1956000000.0,-2959000000.0,14205000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2008.0,FY,2008-01-01,2008-12-31,2010-02-18 06:26:00+00:00,3880000000.0,841000000.0,375000000.0,821000000.0,-29000000.0,1224000000.0,496000000.0,-2868000000.0,-162000000.0,3138000000.0,-2868000000.0,-162000000.0,3138000000.0,79000000.0,2924000000.0,2924000000.0,-5711000000.0,99000000.0,,,-715000000.0,-12696000000.0,-552000000.0,-2196000000.0,12534000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2008.0,Q4,2008-10-01,2008-12-31,,975000000.0,9000000.0,127000000.0,194000000.0,-17000000.0,588000000.0,,-422000000.0,-163000000.0,565000000.0,-422000000.0,-163000000.0,565000000.0,-37000000.0,801000000.0,801000000.0,-1993000000.0,19000000.0,,,-179000000.0,-4760000000.0,-149000000.0,-113000000.0,4597000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 06:54:53+00:00,2905000000.0,832000000.0,248000000.0,627000000.0,-12000000.0,636000000.0,496000000.0,-2446000000.0,1000000.0,2573000000.0,-2446000000.0,1000000.0,2573000000.0,116000000.0,2123000000.0,2123000000.0,-3718000000.0,80000000.0,,,-536000000.0,-7936000000.0,-403000000.0,-2083000000.0,7937000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q4,2009-10-01,2009-12-31,,949000000.0,-1449000000.0,137000000.0,195000000.0,2000000.0,542000000.0,,-1606000000.0,546000000.0,1027000000.0,-1606000000.0,546000000.0,1027000000.0,-31000000.0,1285000000.0,1285000000.0,-1944000000.0,137000000.0,1345000000.0,,-175000000.0,-3444000000.0,,-1568000000.0,2645000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 06:20:24+00:00,3813000000.0,-876000000.0,385000000.0,797000000.0,15000000.0,1684000000.0,494000000.0,-3442000000.0,-899000000.0,4231000000.0,-3442000000.0,-899000000.0,4231000000.0,-95000000.0,3622000000.0,3622000000.0,-5685000000.0,188000000.0,,,-693000000.0,-10361000000.0,-143000000.0,-3288000000.0,9462000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-22 06:54:53+00:00,2864000000.0,573000000.0,248000000.0,602000000.0,13000000.0,1142000000.0,494000000.0,-1836000000.0,-1445000000.0,3204000000.0,-1836000000.0,-1445000000.0,3204000000.0,-64000000.0,2337000000.0,2337000000.0,-3741000000.0,51000000.0,-1345000000.0,,-518000000.0,-6917000000.0,-143000000.0,-1720000000.0,6817000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q3TTM,2008-10-01,2009-09-30,,3839000000.0,582000000.0,375000000.0,796000000.0,-4000000.0,1730000000.0,494000000.0,-2258000000.0,-1608000000.0,3769000000.0,-2258000000.0,-1608000000.0,3769000000.0,-101000000.0,3138000000.0,3138000000.0,-5734000000.0,70000000.0,-1345000000.0,,-697000000.0,-11677000000.0,-292000000.0,-1833000000.0,11414000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q3,2009-07-01,2009-09-30,,967000000.0,210000000.0,63000000.0,187000000.0,3000000.0,571000000.0,,-1091000000.0,-323000000.0,1415000000.0,-1091000000.0,-323000000.0,1415000000.0,4000000.0,935000000.0,935000000.0,-1245000000.0,21000000.0,-1345000000.0,,-168000000.0,-1005000000.0,-2000000.0,-942000000.0,2027000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q2,2009-04-01,2009-06-30,,953000000.0,329000000.0,122000000.0,209000000.0,10000000.0,384000000.0,494000000.0,-410000000.0,-539000000.0,976000000.0,-410000000.0,-539000000.0,976000000.0,37000000.0,740000000.0,740000000.0,-1310000000.0,19000000.0,,,-172000000.0,-2983000000.0,,-751000000.0,2444000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-22 06:55:56+00:00,1897000000.0,363000000.0,185000000.0,415000000.0,10000000.0,571000000.0,494000000.0,-745000000.0,-1122000000.0,1789000000.0,-745000000.0,-1122000000.0,1789000000.0,-68000000.0,1402000000.0,1402000000.0,-2496000000.0,30000000.0,,,-350000000.0,-5912000000.0,-141000000.0,-778000000.0,4790000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 15:21:46+00:00,944000000.0,34000000.0,63000000.0,206000000.0,,187000000.0,,-335000000.0,-583000000.0,813000000.0,-335000000.0,-583000000.0,813000000.0,-105000000.0,662000000.0,662000000.0,-1186000000.0,11000000.0,,,-178000000.0,-2929000000.0,-141000000.0,-27000000.0,2346000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q4,2010-10-01,2010-12-31,,957000000.0,-1295000000.0,134000000.0,204000000.0,2000000.0,393000000.0,1234000000.0,-1226000000.0,464000000.0,662000000.0,-1226000000.0,464000000.0,662000000.0,-98000000.0,894000000.0,894000000.0,-1786000000.0,183000000.0,56000000.0,,-161000000.0,-2384000000.0,-885000000.0,-1597000000.0,2792000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 07:08:46+00:00,3802000000.0,-784000000.0,397000000.0,812000000.0,3000000.0,1337000000.0,1234000000.0,-5221000000.0,2109000000.0,3054000000.0,-5221000000.0,2109000000.0,3054000000.0,-55000000.0,3216000000.0,3216000000.0,-6113000000.0,416000000.0,,,-673000000.0,-8428000000.0,-1160000000.0,-5038000000.0,10537000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-10-21 06:33:02+00:00,2845000000.0,511000000.0,263000000.0,608000000.0,1000000.0,944000000.0,,-3995000000.0,1645000000.0,2392000000.0,-3995000000.0,1645000000.0,2392000000.0,43000000.0,2322000000.0,2322000000.0,-4327000000.0,233000000.0,-56000000.0,,-512000000.0,-6044000000.0,-275000000.0,-3441000000.0,7745000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3TTM,2009-10-01,2010-09-30,,3794000000.0,-938000000.0,400000000.0,803000000.0,3000000.0,1486000000.0,,-5601000000.0,2191000000.0,3419000000.0,-5601000000.0,2191000000.0,3419000000.0,12000000.0,3607000000.0,3607000000.0,-6271000000.0,370000000.0,1289000000.0,,-687000000.0,-9488000000.0,-275000000.0,-5009000000.0,10390000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3,2010-07-01,2010-09-30,,966000000.0,202000000.0,63000000.0,197000000.0,6000000.0,528000000.0,,-762000000.0,-553000000.0,1341000000.0,-762000000.0,-553000000.0,1341000000.0,32000000.0,1005000000.0,1005000000.0,-1355000000.0,69000000.0,-1116000000.0,,-169000000.0,-1705000000.0,-25000000.0,-637000000.0,2268000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-22 06:55:56+00:00,1879000000.0,309000000.0,200000000.0,411000000.0,-5000000.0,416000000.0,,-3233000000.0,2198000000.0,1051000000.0,-3233000000.0,2198000000.0,1051000000.0,11000000.0,1317000000.0,1317000000.0,-2972000000.0,164000000.0,1060000000.0,,-343000000.0,-4339000000.0,-250000000.0,-2804000000.0,5477000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2TTM,2009-07-01,2010-06-30,,3795000000.0,-930000000.0,400000000.0,793000000.0,,1529000000.0,,-5930000000.0,2421000000.0,3493000000.0,-5930000000.0,2421000000.0,3493000000.0,-16000000.0,3537000000.0,3537000000.0,-6161000000.0,322000000.0,1060000000.0,,-686000000.0,-8788000000.0,-252000000.0,-5314000000.0,10149000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2,2010-04-01,2010-06-30,,950000000.0,265000000.0,137000000.0,195000000.0,-5000000.0,341000000.0,,-1747000000.0,1246000000.0,520000000.0,-1747000000.0,1246000000.0,520000000.0,15000000.0,670000000.0,670000000.0,-1636000000.0,1444000000.0,1051000000.0,1000000.0,-175000000.0,-1977000000.0,-250000000.0,-2766000000.0,2172000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q1,2010-01-01,2010-03-31,2010-04-23 15:21:46+00:00,929000000.0,44000000.0,63000000.0,216000000.0,,75000000.0,,-1486000000.0,952000000.0,531000000.0,-1486000000.0,952000000.0,531000000.0,-4000000.0,647000000.0,647000000.0,-1336000000.0,-1280000000.0,9000000.0,-1000000.0,-168000000.0,-2362000000.0,,-38000000.0,3305000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q1TTM,2009-04-01,2010-03-31,,3798000000.0,-866000000.0,385000000.0,807000000.0,15000000.0,1572000000.0,494000000.0,-4593000000.0,636000000.0,3949000000.0,-4593000000.0,636000000.0,3949000000.0,6000000.0,3607000000.0,3607000000.0,-5835000000.0,-1103000000.0,9000000.0,-1000000.0,-683000000.0,-9794000000.0,-2000000.0,-3299000000.0,10421000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q4,2011-10-01,2011-12-31,,976000000.0,-495000000.0,156000000.0,203000000.0,1000000.0,189000000.0,,-1284000000.0,915000000.0,351000000.0,-1284000000.0,915000000.0,351000000.0,-17000000.0,618000000.0,618000000.0,-1635000000.0,45000000.0,,,-165000000.0,-2772000000.0,,-1164000000.0,3687000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 07:11:29+00:00,3876000000.0,-218000000.0,382000000.0,802000000.0,-1000000.0,606000000.0,,-3306000000.0,1152000000.0,2169000000.0,-3306000000.0,1152000000.0,2169000000.0,14000000.0,1426000000.0,1426000000.0,-4541000000.0,332000000.0,,,-665000000.0,-10161000000.0,-8000000.0,-2965000000.0,11313000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-19 07:12:29+00:00,2900000000.0,277000000.0,226000000.0,599000000.0,-2000000.0,417000000.0,,-2022000000.0,237000000.0,1818000000.0,-2022000000.0,237000000.0,1818000000.0,31000000.0,808000000.0,808000000.0,-2906000000.0,287000000.0,,,-500000000.0,-7389000000.0,-8000000.0,-1801000000.0,7626000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3TTM,2010-10-01,2011-09-30,,3857000000.0,-1018000000.0,360000000.0,803000000.0,,810000000.0,1234000000.0,-3248000000.0,701000000.0,2480000000.0,-3248000000.0,701000000.0,2480000000.0,-67000000.0,1702000000.0,1702000000.0,-4692000000.0,470000000.0,56000000.0,,-661000000.0,-9773000000.0,-893000000.0,-3398000000.0,10418000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3,2011-07-01,2011-09-30,,982000000.0,-14000000.0,35000000.0,194000000.0,-6000000.0,339000000.0,,-535000000.0,-418000000.0,917000000.0,-535000000.0,-418000000.0,917000000.0,-42000000.0,333000000.0,333000000.0,-931000000.0,31000000.0,,,-171000000.0,-2932000000.0,,-395000000.0,2514000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-21 06:50:53+00:00,1918000000.0,291000000.0,191000000.0,405000000.0,4000000.0,78000000.0,,-1487000000.0,655000000.0,901000000.0,-1487000000.0,655000000.0,901000000.0,73000000.0,475000000.0,475000000.0,-1975000000.0,256000000.0,,,-329000000.0,-4457000000.0,-8000000.0,-1406000000.0,5112000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2TTM,2010-07-01,2011-06-30,,3841000000.0,-802000000.0,388000000.0,806000000.0,12000000.0,999000000.0,1234000000.0,-3475000000.0,566000000.0,2904000000.0,-3475000000.0,566000000.0,2904000000.0,7000000.0,2374000000.0,2374000000.0,-5116000000.0,508000000.0,-1060000000.0,,-659000000.0,-8546000000.0,-918000000.0,-3640000000.0,10172000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2,2011-04-01,2011-06-30,,970000000.0,179000000.0,156000000.0,197000000.0,,-148000000.0,,-359000000.0,125000000.0,268000000.0,-359000000.0,125000000.0,268000000.0,34000000.0,-364000000.0,-364000000.0,-387000000.0,125000000.0,31000000.0,,-174000000.0,-2376000000.0,-8000000.0,-302000000.0,2470000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q1,2011-01-01,2011-03-31,2011-04-21 06:45:28+00:00,948000000.0,112000000.0,35000000.0,208000000.0,4000000.0,226000000.0,,-1128000000.0,530000000.0,633000000.0,-1128000000.0,530000000.0,633000000.0,39000000.0,839000000.0,839000000.0,-1588000000.0,131000000.0,-31000000.0,,-155000000.0,-2081000000.0,,-1104000000.0,2642000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q1TTM,2010-04-01,2011-03-31,,3821000000.0,-716000000.0,369000000.0,804000000.0,7000000.0,1488000000.0,1234000000.0,-4863000000.0,1687000000.0,3156000000.0,-4863000000.0,1687000000.0,3156000000.0,-12000000.0,3408000000.0,3408000000.0,-6365000000.0,1827000000.0,-40000000.0,1000000.0,-660000000.0,-8147000000.0,-1160000000.0,-6104000000.0,9874000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q4,2012-10-01,2012-12-31,,977000000.0,-498000000.0,149000000.0,209000000.0,,-1227000000.0,,-540000000.0,186000000.0,464000000.0,-540000000.0,186000000.0,464000000.0,110000000.0,304000000.0,304000000.0,201000000.0,54000000.0,,,-175000000.0,-3130000000.0,,-419000000.0,3316000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,FY,2012-01-01,2012-12-31,2015-02-12 07:04:17+00:00,3910000000.0,-188000000.0,375000000.0,827000000.0,4000000.0,-102000000.0,,-2146000000.0,-972000000.0,3230000000.0,-2146000000.0,-972000000.0,3230000000.0,116000000.0,2473000000.0,2473000000.0,-3878000000.0,333000000.0,,,-694000000.0,-11470000000.0,-258000000.0,-1527000000.0,10498000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-18 07:08:37+00:00,2933000000.0,310000000.0,226000000.0,618000000.0,4000000.0,1125000000.0,,-1606000000.0,-1158000000.0,2766000000.0,-1606000000.0,-1158000000.0,2766000000.0,6000000.0,2169000000.0,2169000000.0,-4079000000.0,279000000.0,,,-519000000.0,-8340000000.0,-258000000.0,-1108000000.0,7182000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3TTM,2011-10-01,2012-09-30,,3909000000.0,-185000000.0,382000000.0,821000000.0,5000000.0,1314000000.0,,-2890000000.0,-243000000.0,3117000000.0,-2890000000.0,-243000000.0,3117000000.0,-11000000.0,2787000000.0,2787000000.0,-5714000000.0,324000000.0,,,-684000000.0,-11112000000.0,-258000000.0,-2272000000.0,10869000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3,2012-07-01,2012-09-30,,986000000.0,14000000.0,35000000.0,206000000.0,3000000.0,495000000.0,,-437000000.0,-1077000000.0,1501000000.0,-437000000.0,-1077000000.0,1501000000.0,-10000000.0,864000000.0,864000000.0,-1050000000.0,90000000.0,-3000000.0,,-178000000.0,-2695000000.0,,-349000000.0,1621000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-07-19 07:10:15+00:00,1947000000.0,296000000.0,191000000.0,412000000.0,1000000.0,630000000.0,,-1169000000.0,-81000000.0,1265000000.0,-1169000000.0,-81000000.0,1265000000.0,16000000.0,1305000000.0,1305000000.0,-3029000000.0,189000000.0,3000000.0,,-341000000.0,-5645000000.0,-258000000.0,-759000000.0,5561000000.0
