company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2TTM,2011-07-01,2012-06-30,,3905000000.0,-213000000.0,382000000.0,809000000.0,-4000000.0,1158000000.0,,-2988000000.0,416000000.0,2533000000.0,-2988000000.0,416000000.0,2533000000.0,-43000000.0,2256000000.0,2256000000.0,-5595000000.0,265000000.0,3000000.0,,-677000000.0,-11349000000.0,-258000000.0,-2318000000.0,11762000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2,2012-04-01,2012-06-30,,976000000.0,276000000.0,156000000.0,196000000.0,-2000000.0,170000000.0,,-691000000.0,214000000.0,451000000.0,-691000000.0,214000000.0,451000000.0,-28000000.0,499000000.0,499000000.0,-1390000000.0,100000000.0,3000000.0,,-180000000.0,-2820000000.0,-258000000.0,-353000000.0,3031000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q1,2012-01-01,2012-03-31,2012-04-19 07:21:35+00:00,971000000.0,20000000.0,35000000.0,216000000.0,3000000.0,460000000.0,,-478000000.0,-295000000.0,814000000.0,-478000000.0,-295000000.0,814000000.0,44000000.0,806000000.0,806000000.0,-1639000000.0,89000000.0,,,-161000000.0,-2825000000.0,,-406000000.0,2530000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q1TTM,2011-04-01,2012-03-31,,3899000000.0,-310000000.0,382000000.0,810000000.0,-2000000.0,840000000.0,,-2656000000.0,327000000.0,2350000000.0,-2656000000.0,327000000.0,2350000000.0,19000000.0,1393000000.0,1393000000.0,-4592000000.0,290000000.0,31000000.0,,-671000000.0,-10905000000.0,-8000000.0,-2267000000.0,11201000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q4,2013-10-01,2013-12-31,,970000000.0,-1781000000.0,149000000.0,225000000.0,,-351000000.0,494000000.0,-1125000000.0,197000000.0,927000000.0,-1125000000.0,197000000.0,927000000.0,-1000000.0,988000000.0,988000000.0,-905000000.0,-438000000.0,,,-180000000.0,-2381000000.0,,-1001000000.0,2578000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,FY,2013-01-01,2013-12-31,2015-02-12 07:04:17+00:00,3821000000.0,-1057000000.0,355000000.0,867000000.0,-3000000.0,-692000000.0,494000000.0,-2939000000.0,-910000000.0,3816000000.0,-2939000000.0,-910000000.0,3816000000.0,-36000000.0,3673000000.0,3673000000.0,-3853000000.0,257000000.0,,,-729000000.0,-11447000000.0,-500000000.0,-2461000000.0,10537000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-22 07:05:51+00:00,2851000000.0,724000000.0,206000000.0,642000000.0,-3000000.0,-341000000.0,,-1814000000.0,-1107000000.0,2889000000.0,-1814000000.0,-1107000000.0,2889000000.0,-35000000.0,2685000000.0,2685000000.0,-2948000000.0,695000000.0,,,-549000000.0,-9066000000.0,-500000000.0,-1460000000.0,7959000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3TTM,2012-10-01,2013-09-30,,3828000000.0,226000000.0,355000000.0,851000000.0,-3000000.0,-1568000000.0,,-2354000000.0,-921000000.0,3353000000.0,-2354000000.0,-921000000.0,3353000000.0,75000000.0,2989000000.0,2989000000.0,-2747000000.0,749000000.0,,,-724000000.0,-12196000000.0,-500000000.0,-1879000000.0,11275000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3,2013-07-01,2013-09-30,,953000000.0,229000000.0,22000000.0,207000000.0,6000000.0,-1030000000.0,,-457000000.0,-1199000000.0,1637000000.0,-457000000.0,-1199000000.0,1637000000.0,-13000000.0,864000000.0,864000000.0,643000000.0,527000000.0,,,-183000000.0,-4113000000.0,,-801000000.0,2914000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-23 07:07:47+00:00,1898000000.0,495000000.0,184000000.0,435000000.0,-9000000.0,689000000.0,,-1357000000.0,92000000.0,1252000000.0,-1357000000.0,92000000.0,1252000000.0,-22000000.0,1821000000.0,1821000000.0,-3591000000.0,168000000.0,,,-366000000.0,-4953000000.0,-500000000.0,-659000000.0,5045000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2TTM,2012-07-01,2013-06-30,,3861000000.0,11000000.0,368000000.0,850000000.0,-6000000.0,-43000000.0,,-2334000000.0,-799000000.0,3217000000.0,-2334000000.0,-799000000.0,3217000000.0,78000000.0,2989000000.0,2989000000.0,-4440000000.0,312000000.0,-3000000.0,,-719000000.0,-10778000000.0,-500000000.0,-1427000000.0,9982000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2,2013-04-01,2013-06-30,,950000000.0,468000000.0,149000000.0,216000000.0,-3000000.0,267000000.0,,-443000000.0,-211000000.0,722000000.0,-443000000.0,-211000000.0,722000000.0,65000000.0,925000000.0,925000000.0,-1636000000.0,549000000.0,,,-191000000.0,-2400000000.0,-500000000.0,-301000000.0,2189000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q1,2013-01-01,2013-03-31,2013-04-23 07:08:20+00:00,948000000.0,27000000.0,35000000.0,219000000.0,-6000000.0,422000000.0,,-914000000.0,303000000.0,530000000.0,-914000000.0,303000000.0,530000000.0,-87000000.0,896000000.0,896000000.0,-1955000000.0,-381000000.0,,,-175000000.0,-2553000000.0,,-358000000.0,2856000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q1TTM,2012-04-01,2013-03-31,,3887000000.0,-181000000.0,375000000.0,830000000.0,-5000000.0,-140000000.0,,-2582000000.0,-374000000.0,2946000000.0,-2582000000.0,-374000000.0,2946000000.0,-15000000.0,2563000000.0,2563000000.0,-4194000000.0,-137000000.0,,,-708000000.0,-11198000000.0,-258000000.0,-1479000000.0,10824000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 07:07:39+00:00,3882000000.0,1147000000.0,365000000.0,864000000.0,-10000000.0,-438000000.0,,-3809000000.0,206000000.0,3693000000.0,-3809000000.0,206000000.0,3693000000.0,80000000.0,3692000000.0,3692000000.0,-4307000000.0,195000000.0,,,-729000000.0,-12847000000.0,,-3275000000.0,13053000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q4,2014-10-01,2014-12-31,,983000000.0,362000000.0,148000000.0,211000000.0,-5000000.0,-588000000.0,,-1121000000.0,608000000.0,525000000.0,-1121000000.0,608000000.0,525000000.0,7000000.0,1038000000.0,1038000000.0,-1119000000.0,3000000.0,,,-180000000.0,-2679000000.0,,-944000000.0,3287000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3TTM,2013-10-01,2014-09-30,,3869000000.0,-996000000.0,366000000.0,878000000.0,-5000000.0,-201000000.0,494000000.0,-3813000000.0,-205000000.0,4095000000.0,-3813000000.0,-205000000.0,4095000000.0,72000000.0,3642000000.0,3642000000.0,-4093000000.0,-246000000.0,,,-729000000.0,-12549000000.0,,-3332000000.0,12344000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3,2014-07-01,2014-09-30,,984000000.0,58000000.0,34000000.0,211000000.0,-6000000.0,232000000.0,,-889000000.0,-889000000.0,1840000000.0,-889000000.0,-889000000.0,1840000000.0,56000000.0,919000000.0,919000000.0,-506000000.0,1626000000.0,,,-184000000.0,-4253000000.0,,-2331000000.0,3364000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-20 07:08:53+00:00,2899000000.0,785000000.0,217000000.0,653000000.0,-5000000.0,150000000.0,,-2688000000.0,-402000000.0,3168000000.0,-2688000000.0,-402000000.0,3168000000.0,73000000.0,2654000000.0,2654000000.0,-3188000000.0,192000000.0,,,-549000000.0,-10168000000.0,,-2331000000.0,9766000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2TTM,2013-07-01,2014-06-30,,3838000000.0,-825000000.0,354000000.0,874000000.0,7000000.0,-1463000000.0,494000000.0,-3381000000.0,-515000000.0,3892000000.0,-3381000000.0,-515000000.0,3892000000.0,3000000.0,3587000000.0,3587000000.0,-2944000000.0,-1345000000.0,,,-728000000.0,-12409000000.0,,-1802000000.0,11894000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2,2014-04-01,2014-06-30,,965000000.0,634000000.0,149000000.0,215000000.0,3000000.0,-93000000.0,,-989000000.0,412000000.0,625000000.0,-989000000.0,412000000.0,625000000.0,51000000.0,683000000.0,683000000.0,-1145000000.0,-800000000.0,159000000.0,,-189000000.0,-2988000000.0,,,3241000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2YTD,2014-01-01,2014-06-30,2014-07-22 07:12:27+00:00,1915000000.0,727000000.0,183000000.0,442000000.0,1000000.0,-82000000.0,,-1799000000.0,487000000.0,1328000000.0,-1799000000.0,487000000.0,1328000000.0,17000000.0,1735000000.0,1735000000.0,-2682000000.0,-1434000000.0,,,-365000000.0,-5915000000.0,,,6402000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q1,2014-01-01,2014-03-31,2014-04-22 07:21:23+00:00,950000000.0,93000000.0,34000000.0,227000000.0,-2000000.0,11000000.0,,-810000000.0,75000000.0,703000000.0,-810000000.0,75000000.0,703000000.0,-34000000.0,1052000000.0,1052000000.0,-1537000000.0,-634000000.0,-159000000.0,,-176000000.0,-2927000000.0,,,3161000000.0
