company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,FY,,2008-12-26,2010-02-19 08:56:51+00:00,973000000.0,1107000000.0,,-7520000000.0,-741000000.0,643000000.0,669000000.0,391000000.0,203000000.0,125000000.0,465000000.0,30208000000.0,7512000000.0,1015000000.0,217000000.0,22688000000.0,20000000.0,6235000000.0,119000000.0,522000000.0,194000000.0,1426000000.0,8398000000.0,319000000.0,76000000.0,26288000000.0,8048000000.0,2391000000.0,2404000000.0,8048000000.0,8068000000.0,18220000000.0,26288000000.0,1209000000.0,15816000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,FY,,2009-12-25,2011-02-18 11:05:56+00:00,967000000.0,995000000.0,,7843000000.0,-809000000.0,547000000.0,1029000000.0,473000000.0,158000000.0,112000000.0,383000000.0,30907000000.0,7895000000.0,1088000000.0,203000000.0,23064000000.0,14000000.0,6528000000.0,124000000.0,290000000.0,165000000.0,1284000000.0,9090000000.0,113000000.0,61000000.0,26887000000.0,8754000000.0,2570000000.0,1865000000.0,8754000000.0,8768000000.0,18119000000.0,26887000000.0,1253000000.0,16254000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3,,2009-09-25,2009-10-19 17:41:31+00:00,963000000.0,928000000.0,,7765000000.0,-728000000.0,580000000.0,1240000000.0,441000000.0,171000000.0,121000000.0,402000000.0,30805000000.0,7906000000.0,1037000000.0,239000000.0,23040000000.0,13000000.0,6551000000.0,111000000.0,274000000.0,173000000.0,1218000000.0,8963000000.0,316000000.0,81000000.0,27020000000.0,8676000000.0,2770000000.0,2076000000.0,8676000000.0,8689000000.0,18331000000.0,27020000000.0,1210000000.0,16255000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,FY,,2010-12-31,2012-02-21 13:43:35+00:00,1046000000.0,993000000.0,,8266000000.0,-771000000.0,502000000.0,1292000000.0,370000000.0,192000000.0,85000000.0,520000000.0,32065000000.0,8051000000.0,1134000000.0,218000000.0,23799000000.0,14000000.0,7053000000.0,106000000.0,273000000.0,353000000.0,1298000000.0,9087000000.0,613000000.0,54000000.0,28141000000.0,8686000000.0,2855000000.0,2537000000.0,8686000000.0,8700000000.0,19441000000.0,28141000000.0,1487000000.0,16904000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q3,,2010-09-24,2010-10-15 14:01:26+00:00,981000000.0,1001000000.0,187000000.0,8123000000.0,-771000000.0,,636000000.0,374000000.0,206000000.0,179000000.0,473000000.0,31457000000.0,7297000000.0,1126000000.0,225000000.0,23334000000.0,13000000.0,6732000000.0,97000000.0,115000000.0,364000000.0,1822000000.0,9022000000.0,605000000.0,40000000.0,27029000000.0,8625000000.0,2205000000.0,2540000000.0,8625000000.0,8638000000.0,18391000000.0,27029000000.0,1490000000.0,15851000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q2,,2010-06-25,2010-07-15 16:04:34+00:00,922000000.0,938000000.0,190000000.0,8018000000.0,-787000000.0,,633000000.0,380000000.0,185000000.0,125000000.0,390000000.0,31191000000.0,7320000000.0,1109000000.0,223000000.0,23173000000.0,16000000.0,6650000000.0,108000000.0,113000000.0,319000000.0,1843000000.0,8968000000.0,614000000.0,56000000.0,26744000000.0,8561000000.0,2143000000.0,2354000000.0,8561000000.0,8577000000.0,18167000000.0,26744000000.0,1428000000.0,15813000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q1,,2010-03-26,2010-04-19 15:56:42+00:00,931000000.0,971000000.0,,7986000000.0,-798000000.0,553000000.0,993000000.0,389000000.0,184000000.0,162000000.0,376000000.0,31276000000.0,7372000000.0,1096000000.0,218000000.0,23290000000.0,15000000.0,6668000000.0,78000000.0,302000000.0,306000000.0,1327000000.0,9279000000.0,617000000.0,57000000.0,27193000000.0,8870000000.0,2501000000.0,2388000000.0,8870000000.0,8885000000.0,18308000000.0,27193000000.0,1402000000.0,15920000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2011.0,FY,,2011-12-30,2013-02-19 15:27:46+00:00,1018000000.0,1000000000.0,,8730000000.0,-875000000.0,352000000.0,783000000.0,1055000000.0,182000000.0,129000000.0,541000000.0,33704000000.0,8734000000.0,1171000000.0,240000000.0,24974000000.0,13000000.0,7601000000.0,78000000.0,363000000.0,393000000.0,1631000000.0,8275000000.0,507000000.0,523000000.0,29344000000.0,8455000000.0,2806000000.0,2558000000.0,8455000000.0,8468000000.0,20876000000.0,29344000000.0,1564000000.0,18318000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2011.0,Q3,,2011-09-30,2011-10-26 14:21:53+00:00,1170000000.0,1148000000.0,,8723000000.0,-738000000.0,434000000.0,580000000.0,1050000000.0,164000000.0,129000000.0,474000000.0,33141000000.0,8160000000.0,1168000000.0,236000000.0,24418000000.0,12000000.0,7535000000.0,112000000.0,301000000.0,361000000.0,1283000000.0,7944000000.0,494000000.0,61000000.0,28248000000.0,8256000000.0,2301000000.0,2568000000.0,8256000000.0,8268000000.0,19980000000.0,28248000000.0,1529000000.0,17412000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2011.0,Q2,,2011-07-01,2011-07-21 14:00:53+00:00,1076000000.0,1112000000.0,,8575000000.0,-747000000.0,468000000.0,1252000000.0,1095000000.0,186000000.0,137000000.0,430000000.0,32777000000.0,8186000000.0,1158000000.0,251000000.0,24202000000.0,11000000.0,7340000000.0,123000000.0,348000000.0,378000000.0,1285000000.0,8582000000.0,494000000.0,43000000.0,28705000000.0,8930000000.0,2967000000.0,2485000000.0,8930000000.0,8941000000.0,19764000000.0,28705000000.0,1536000000.0,17279000000.0
