company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2007.0,FY,2006-12-30,2007-12-28,2010-02-19 08:56:51+00:00,235000000.0,411000000.0,890000000.0,68000000.0,2453000000.0,-584000000.0,-1693000000.0,2294000000.0,-110000000.0,-584000000.0,-1693000000.0,2184000000.0,-93000000.0,1336000000.0,1336000000.0,,153000000.0,-41000000.0,-231000000.0,-2338000000.0,-1773000000.0,-785000000.0,-2174000000.0,,2459000000.0,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,Q4,2008-09-27,2008-12-26,,276000000.0,509000000.0,228000000.0,71000000.0,315000000.0,-526000000.0,-402000000.0,536000000.0,166000000.0,-526000000.0,-402000000.0,702000000.0,-226000000.0,237000000.0,237000000.0,,8000000.0,9000000.0,-86000000.0,,-411000000.0,-500000000.0,-263000000.0,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,FY,2007-12-29,2008-12-26,2011-02-18 11:05:56+00:00,276000000.0,509000000.0,914000000.0,458000000.0,1351000000.0,-1164000000.0,-1428000000.0,2727000000.0,166000000.0,-1164000000.0,-1428000000.0,2893000000.0,301000000.0,1355000000.0,1355000000.0,,83000000.0,36000000.0,-308000000.0,-25000000.0,-1719000000.0,-720000000.0,-1570000000.0,,280000000.0,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,Q3YTD,2007-12-29,2008-09-26,2009-10-19 17:41:31+00:00,,,686000000.0,387000000.0,1036000000.0,-638000000.0,-1026000000.0,2191000000.0,,-638000000.0,-1026000000.0,2191000000.0,527000000.0,1118000000.0,1118000000.0,,75000000.0,27000000.0,-222000000.0,-25000000.0,-1308000000.0,-220000000.0,-1307000000.0,,280000000.0,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q4,2009-09-26,2009-12-25,,201000000.0,560000000.0,228000000.0,-81000000.0,,-269000000.0,-392000000.0,450000000.0,,-269000000.0,-392000000.0,450000000.0,-211000000.0,303000000.0,303000000.0,,15000000.0,-42000000.0,-86000000.0,,-395000000.0,-198000000.0,,,,45000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,FY,2008-12-27,2009-12-25,2012-02-21 13:43:35+00:00,201000000.0,560000000.0,903000000.0,-7000000.0,500000000.0,-307000000.0,-1372000000.0,2039000000.0,,-307000000.0,-1372000000.0,2039000000.0,360000000.0,1143000000.0,1143000000.0,,34000000.0,9000000.0,-345000000.0,0.0,-1426000000.0,-496000000.0,0.0,,,45000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3TTM,2008-09-27,2009-09-25,,276000000.0,509000000.0,903000000.0,145000000.0,815000000.0,-564000000.0,-1382000000.0,2125000000.0,166000000.0,-564000000.0,-1382000000.0,2291000000.0,345000000.0,1077000000.0,1077000000.0,,27000000.0,60000000.0,-345000000.0,,-1442000000.0,-798000000.0,-263000000.0,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3,2009-06-27,2009-09-25,,,,224000000.0,104000000.0,,-114000000.0,-372000000.0,618000000.0,,-114000000.0,-372000000.0,618000000.0,132000000.0,290000000.0,290000000.0,,7000000.0,2000000.0,-83000000.0,,-374000000.0,-38000000.0,,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3YTD,2008-12-27,2009-09-25,2010-10-15 14:01:26+00:00,,,675000000.0,74000000.0,500000000.0,-38000000.0,-980000000.0,1589000000.0,,-38000000.0,-980000000.0,1589000000.0,571000000.0,840000000.0,840000000.0,,19000000.0,51000000.0,-259000000.0,,-1031000000.0,-298000000.0,0.0,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q2,2009-03-28,2009-06-26,,,,227000000.0,-9000000.0,,-134000000.0,-336000000.0,522000000.0,,-134000000.0,-336000000.0,522000000.0,52000000.0,304000000.0,304000000.0,,10000000.0,12000000.0,-90000000.0,,-348000000.0,-54000000.0,,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q2YTD,2008-12-27,2009-06-26,2010-07-15 16:04:34+00:00,,,451000000.0,-30000000.0,500000000.0,76000000.0,-608000000.0,971000000.0,,76000000.0,-608000000.0,971000000.0,439000000.0,550000000.0,550000000.0,,12000000.0,49000000.0,-176000000.0,,-657000000.0,-260000000.0,0.0,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q1,2008-12-27,2009-03-27,2010-04-19 15:56:42+00:00,,,224000000.0,-21000000.0,500000000.0,210000000.0,-272000000.0,449000000.0,,210000000.0,-272000000.0,449000000.0,387000000.0,246000000.0,246000000.0,,2000000.0,37000000.0,-86000000.0,,-309000000.0,-206000000.0,0.0,,,
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q4,2010-09-25,2010-12-31,,421000000.0,564000000.0,257000000.0,276000000.0,800000000.0,381000000.0,-709000000.0,984000000.0,,381000000.0,-709000000.0,984000000.0,656000000.0,430000000.0,430000000.0,21000000.0,21000000.0,-121000000.0,-97000000.0,,-737000000.0,-14000000.0,-329000000.0,,41000000.0,108000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,FY,2009-12-26,2010-12-31,2013-02-19 15:27:46+00:00,421000000.0,564000000.0,947000000.0,730000000.0,800000000.0,-1227000000.0,-1771000000.0,3261000000.0,,-1227000000.0,-1771000000.0,3261000000.0,263000000.0,1563000000.0,1563000000.0,21000000.0,42000000.0,-80000000.0,-372000000.0,0.0,-1840000000.0,-245000000.0,-1452000000.0,,41000000.0,108000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q3TTM,2009-09-26,2010-09-24,,201000000.0,560000000.0,918000000.0,373000000.0,,-1877000000.0,-1454000000.0,2727000000.0,,-1877000000.0,-1454000000.0,2727000000.0,-604000000.0,1436000000.0,1436000000.0,,36000000.0,-1000000.0,-361000000.0,,-1498000000.0,-429000000.0,-1123000000.0,,,45000000.0
