company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2007.0,FY,2006-12-30,2007-12-28,2010-02-19 08:56:51+00:00,3.11,3.11,0.54,883000000.0,2.99,712000000.0,1336000000.0,1236000000.0,100000000.0,1336000000.0,3901000000.0,10030000000.0,105000000.0,,,2986000000.0,3901000000.0,6129000000.0,417000000.0,,3869000000.0,2260000000.0,-312000000.0,1948000000.0,10030000000.0,429600000.0,430433000.0,448341000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,FY,2007-12-29,2008-12-26,2011-02-18 11:05:56+00:00,3.39,3.39,0.77,900000000.0,3.32,847000000.0,1355000000.0,1485000000.0,-130000000.0,1355000000.0,4649000000.0,11255000000.0,100000000.0,,,2955000000.0,4649000000.0,6606000000.0,519000000.0,,3855000000.0,2751000000.0,-419000000.0,2332000000.0,11255000000.0,399700000.0,400740000.0,408620000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2008.0,Q3,2008-06-28,2008-09-26,2009-10-19 17:41:31+00:00,0.95,0.95,0.22,227000000.0,0.94,227000000.0,382000000.0,380000000.0,2000000.0,382000000.0,1247000000.0,2961000000.0,5000000.0,,,754000000.0,1247000000.0,1714000000.0,131000000.0,,981000000.0,733000000.0,-126000000.0,607000000.0,2961000000.0,402100000.0,402224000.0,408486000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q4,2009-09-26,2009-12-25,,0.26,0.26,0.07,225000000.0,0.26,152000000.0,302000000.0,302000000.0,,302000000.0,-1141000000.0,2320000000.0,15000000.0,,,2659000000.0,-1141000000.0,3461000000.0,138000000.0,,2884000000.0,577000000.0,-123000000.0,454000000.0,2320000000.0,1178400000.0,1176000000.0,1187000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,FY,2008-12-27,2009-12-25,2012-02-21 13:43:35+00:00,0.97,0.97,0.29,903000000.0,0.96,618000000.0,1143000000.0,1128000000.0,15000000.0,1143000000.0,1240000000.0,9041000000.0,34000000.0,,,4628000000.0,1240000000.0,7801000000.0,558000000.0,,5531000000.0,2270000000.0,-524000000.0,1746000000.0,9041000000.0,1178400000.0,1176000000.0,1187000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3YTD,2008-12-27,2009-09-25,,2.14,2.14,0.66,678000000.0,2.14,466000000.0,841000000.0,826000000.0,15000000.0,841000000.0,2381000000.0,6721000000.0,19000000.0,,,1969000000.0,2381000000.0,4340000000.0,420000000.0,,2647000000.0,1693000000.0,-401000000.0,1292000000.0,6721000000.0,391900000.0,392352000.0,396333000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q3,2009-06-27,2009-09-25,2010-10-15 14:01:26+00:00,0.74,0.74,0.22,227000000.0,0.73,170000000.0,290000000.0,290000000.0,0.0,290000000.0,815000000.0,2289000000.0,6000000.0,,,653000000.0,815000000.0,1474000000.0,140000000.0,,880000000.0,594000000.0,-134000000.0,460000000.0,2289000000.0,391900000.0,392352000.0,396333000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q2YTD,2008-12-27,2009-06-26,,1.41,1.41,0.45,451000000.0,1.41,296000000.0,551000000.0,536000000.0,15000000.0,551000000.0,1566000000.0,4432000000.0,13000000.0,,,1316000000.0,1566000000.0,2866000000.0,280000000.0,,1767000000.0,1099000000.0,-267000000.0,832000000.0,4432000000.0,391000000.0,392027000.0,395370000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q2,2009-03-28,2009-06-26,2010-07-15 16:04:34+00:00,0.78,0.78,0.22,227000000.0,0.77,166000000.0,305000000.0,282000000.0,23000000.0,305000000.0,727000000.0,2185000000.0,10000000.0,,,654000000.0,727000000.0,1458000000.0,139000000.0,,881000000.0,577000000.0,-129000000.0,448000000.0,2185000000.0,391000000.0,392027000.0,395370000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2009.0,Q1,2008-12-27,2009-03-27,2010-04-19 15:56:42+00:00,,0.63,0.22,224000000.0,0.62,130000000.0,246000000.0,254000000.0,-8000000.0,246000000.0,839000000.0,2247000000.0,3000000.0,,,662000000.0,839000000.0,1408000000.0,141000000.0,,886000000.0,522000000.0,-138000000.0,384000000.0,2247000000.0,,391160000.0,394101000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,FY,2009-12-26,2010-12-31,2013-02-19 15:27:46+00:00,1.37,1.37,0.33,947000000.0,1.35,983000000.0,1563000000.0,1563000000.0,,1563000000.0,1586000000.0,10636000000.0,32000000.0,,,5032000000.0,1586000000.0,9050000000.0,557000000.0,,5979000000.0,3071000000.0,-525000000.0,2546000000.0,10636000000.0,1140900000.0,1143000000.0,1154000000.0
CSX Corp,CSX,549300JVQR4N1MMP3Q88,277948,2010.0,Q4,2010-09-25,2010-12-31,,0.38,0.38,0.08,257000000.0,0.38,271000000.0,430000000.0,430000000.0,,430000000.0,-78000000.0,2816000000.0,4000000.0,,,1791000000.0,-78000000.0,2894000000.0,149000000.0,,2048000000.0,846000000.0,-145000000.0,701000000.0,2816000000.0,1140900000.0,1143000000.0,1154000000.0
