company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,FY,,2009-07-03,2010-08-13 16:56:51+00:00,1101000000.0,926000000.0,342000000.0,2000000.0,1794000000.0,,898000000.0,,139000000.0,89000000.0,400000000.0,,376000000.0,1584000000.0,134000000.0,,,249000000.0,174000000.0,2292000000.0,82000000.0,,5291000000.0,3192000000.0,3230000000.0,1525000000.0,3192000000.0,3192000000.0,2099000000.0,5291000000.0,477000000.0,574000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,FY,,2010-07-02,2011-08-11 19:03:00+00:00,1507000000.0,1256000000.0,410000000.0,11000000.0,2734000000.0,0.0,1024000000.0,,146000000.0,88000000.0,294000000.0,,560000000.0,2159000000.0,170000000.0,,,215000000.0,302000000.0,3674000000.0,106000000.0,,7328000000.0,4709000000.0,4720000000.0,2023000000.0,4709000000.0,4709000000.0,2619000000.0,7328000000.0,449000000.0,596000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3,,2010-04-02,2010-04-30 14:03:16+00:00,1508000000.0,1257000000.0,349000000.0,22000000.0,2826000000.0,,999000000.0,,139000000.0,80000000.0,325000000.0,,507000000.0,1756000000.0,188000000.0,,,247000000.0,287000000.0,3410000000.0,100000000.0,,7000000000.0,4431000000.0,4778000000.0,1957000000.0,4431000000.0,4431000000.0,2569000000.0,7000000000.0,466000000.0,612000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2,,2010-01-01,2010-01-29 16:25:23+00:00,1507000000.0,1365000000.0,406000000.0,4000000.0,2435000000.0,,978000000.0,,139000000.0,83000000.0,350000000.0,,453000000.0,1696000000.0,163000000.0,,,251000000.0,237000000.0,3009000000.0,94000000.0,,6585000000.0,3991000000.0,4416000000.0,2007000000.0,3991000000.0,3991000000.0,2594000000.0,6585000000.0,473000000.0,587000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q1,,2009-10-02,2009-10-29 16:55:54+00:00,1342000000.0,1131000000.0,319000000.0,9000000.0,2056000000.0,,934000000.0,,139000000.0,86000000.0,375000000.0,,395000000.0,1625000000.0,168000000.0,,,249000000.0,202000000.0,2580000000.0,88000000.0,,5849000000.0,3523000000.0,3750000000.0,1749000000.0,3523000000.0,3523000000.0,2326000000.0,5849000000.0,474000000.0,577000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,FY,,2011-07-01,2012-08-17 18:58:09+00:00,1545000000.0,1206000000.0,481000000.0,-5000000.0,3490000000.0,0.0,1093000000.0,,151000000.0,71000000.0,150000000.0,,577000000.0,2224000000.0,214000000.0,,,185000000.0,310000000.0,4400000000.0,144000000.0,,8118000000.0,5488000000.0,5487000000.0,2170000000.0,5488000000.0,5488000000.0,2630000000.0,8118000000.0,407000000.0,460000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3,,2011-04-01,2011-04-29 21:14:01+00:00,1486000000.0,1171000000.0,384000000.0,8000000.0,3230000000.0,,1066000000.0,,151000000.0,75000000.0,200000000.0,,574000000.0,2249000000.0,178000000.0,,,211000000.0,328000000.0,4242000000.0,125000000.0,,7839000000.0,5316000000.0,5153000000.0,1995000000.0,5316000000.0,5316000000.0,2523000000.0,7839000000.0,437000000.0,528000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2,,2010-12-31,2011-01-27 21:00:27+00:00,1628000000.0,1250000000.0,397000000.0,21000000.0,3110000000.0,,1042000000.0,,151000000.0,79000000.0,231000000.0,,568000000.0,2277000000.0,192000000.0,,,216000000.0,309000000.0,4096000000.0,119000000.0,,7843000000.0,5159000000.0,5120000000.0,2144000000.0,5159000000.0,5159000000.0,2684000000.0,7843000000.0,446000000.0,540000000.0,0.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q1,,2010-10-01,2010-10-29 16:26:20+00:00,1703000000.0,1325000000.0,358000000.0,39000000.0,2858000000.0,,1040000000.0,,150000000.0,83000000.0,262000000.0,,561000000.0,2245000000.0,217000000.0,,,216000000.0,308000000.0,3871000000.0,113000000.0,,7655000000.0,4911000000.0,4961000000.0,2174000000.0,4911000000.0,4911000000.0,2744000000.0,7655000000.0,449000000.0,570000000.0,0.0,-39000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,FY,,2012-06-29,2013-08-16 20:12:31+00:00,2773000000.0,2364000000.0,628000000.0,-15000000.0,3208000000.0,0.0,2226000000.0,376000000.0,1975000000.0,799000000.0,1955000000.0,,1210000000.0,4067000000.0,359000000.0,25000000.0,,224000000.0,550000000.0,6012000000.0,230000000.0,,14206000000.0,7669000000.0,7141000000.0,4032000000.0,7669000000.0,7669000000.0,6537000000.0,14206000000.0,2998000000.0,2505000000.0,0.0,-554000000.0
