company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2008.0,FY,2007-06-30,2008-06-27,2010-08-13 16:56:51+00:00,-927000000.0,,11000000.0,33000000.0,413000000.0,,20000000.0,65000000.0,1510000000.0,,326000000.0,-1321000000.0,1399000000.0,326000000.0,-1321000000.0,1399000000.0,404000000.0,867000000.0,867000000.0,99000000.0,84000000.0,,,,-105000000.0,-615000000.0,-1273000000.0,-60000000.0,,326000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q4,2009-03-28,2009-07-03,,-19000000.0,,1000000.0,2000000.0,121000000.0,,36000000.0,15000000.0,,,-34000000.0,-100000000.0,349000000.0,-34000000.0,-100000000.0,349000000.0,215000000.0,196000000.0,196000000.0,-4000000.0,-29000000.0,,,,,-111000000.0,-20000000.0,,,1000000.0,29000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,FY,2008-06-28,2009-07-03,2011-08-11 19:03:00+00:00,-63000000.0,,11000000.0,14000000.0,479000000.0,,222000000.0,28000000.0,,,-64000000.0,-551000000.0,1305000000.0,-64000000.0,-551000000.0,1305000000.0,690000000.0,470000000.0,470000000.0,134000000.0,-29000000.0,,,,,-519000000.0,-27000000.0,-36000000.0,,2000000.0,29000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q3,2008-12-27,2009-03-27,,-44000000.0,,3000000.0,8000000.0,119000000.0,,159000000.0,1000000.0,,,-2000000.0,-150000000.0,355000000.0,-2000000.0,-150000000.0,355000000.0,203000000.0,49000000.0,49000000.0,28000000.0,-1000000.0,,,,,-106000000.0,-2000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q3YTD,2008-06-28,2009-03-27,2010-04-30 14:03:16+00:00,-44000000.0,,10000000.0,12000000.0,358000000.0,,186000000.0,13000000.0,,,-30000000.0,-451000000.0,956000000.0,-30000000.0,-451000000.0,956000000.0,475000000.0,274000000.0,274000000.0,138000000.0,0.0,,,,,-408000000.0,-7000000.0,-36000000.0,,1000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q2,2008-09-27,2008-12-26,,,,5000000.0,-1000000.0,122000000.0,,67000000.0,11000000.0,,,3000000.0,-140000000.0,300000000.0,3000000.0,-140000000.0,300000000.0,163000000.0,14000000.0,14000000.0,97000000.0,-5000000.0,,,,,-140000000.0,-3000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q2YTD,2008-06-28,2008-12-26,2010-01-29 16:25:23+00:00,,,7000000.0,4000000.0,239000000.0,,27000000.0,12000000.0,,,-28000000.0,-301000000.0,601000000.0,-28000000.0,-301000000.0,601000000.0,272000000.0,225000000.0,225000000.0,110000000.0,1000000.0,,,,,-302000000.0,-5000000.0,-36000000.0,,1000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2009.0,Q1,2008-06-28,2008-09-26,2009-10-29 16:55:54+00:00,,,2000000.0,5000000.0,117000000.0,,-40000000.0,1000000.0,,,-31000000.0,-161000000.0,301000000.0,-31000000.0,-161000000.0,301000000.0,109000000.0,211000000.0,211000000.0,13000000.0,6000000.0,,,,,-162000000.0,-2000000.0,-36000000.0,,1000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q4,2010-04-03,2010-07-02,,-253000000.0,,1000000.0,2000000.0,134000000.0,,-52000000.0,25000000.0,,,-17000000.0,-438000000.0,363000000.0,-17000000.0,-438000000.0,363000000.0,-92000000.0,264000000.0,264000000.0,17000000.0,-17000000.0,,,,,-185000000.0,-25000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,FY,2009-07-04,2010-07-02,2012-08-17 18:58:09+00:00,-253000000.0,,7000000.0,8000000.0,510000000.0,,-10000000.0,79000000.0,,,-16000000.0,-986000000.0,1942000000.0,-16000000.0,-986000000.0,1942000000.0,940000000.0,1382000000.0,1382000000.0,60000000.0,-13000000.0,,,,,-737000000.0,-82000000.0,,,4000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3TTM,2009-03-28,2010-04-02,,-19000000.0,,7000000.0,8000000.0,497000000.0,,78000000.0,69000000.0,,,-33000000.0,-648000000.0,1928000000.0,-33000000.0,-648000000.0,1928000000.0,1247000000.0,1314000000.0,1314000000.0,39000000.0,-25000000.0,,,,,-663000000.0,-77000000.0,,,5000000.0,29000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3,2010-01-02,2010-04-02,,,,4000000.0,4000000.0,129000000.0,,42000000.0,7000000.0,,,-21000000.0,-176000000.0,588000000.0,-21000000.0,-176000000.0,588000000.0,391000000.0,401000000.0,401000000.0,16000000.0,-9000000.0,,,,,-177000000.0,-19000000.0,,,1000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3YTD,2009-07-04,2010-04-02,2011-04-29 21:14:01+00:00,,,6000000.0,6000000.0,376000000.0,,42000000.0,54000000.0,,,1000000.0,-548000000.0,1579000000.0,1000000.0,-548000000.0,1579000000.0,1032000000.0,1118000000.0,1118000000.0,43000000.0,4000000.0,,,,,-552000000.0,-57000000.0,,,4000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2YTD,2009-07-04,2010-01-01,2011-01-27 21:00:27+00:00,,,2000000.0,2000000.0,247000000.0,,0.0,47000000.0,,,22000000.0,-372000000.0,991000000.0,22000000.0,-372000000.0,991000000.0,641000000.0,717000000.0,717000000.0,27000000.0,13000000.0,,,,,-375000000.0,-38000000.0,,,3000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2TTM,2008-12-27,2010-01-01,,-63000000.0,,6000000.0,12000000.0,487000000.0,,195000000.0,63000000.0,,,-14000000.0,-622000000.0,1695000000.0,-14000000.0,-622000000.0,1695000000.0,1059000000.0,962000000.0,962000000.0,51000000.0,-17000000.0,,,,,-592000000.0,-60000000.0,,,4000000.0,29000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2,2009-10-03,2010-01-01,,,,2000000.0,,126000000.0,,-12000000.0,32000000.0,,,18000000.0,-196000000.0,557000000.0,18000000.0,-196000000.0,557000000.0,379000000.0,429000000.0,429000000.0,14000000.0,5000000.0,,,,,-199000000.0,-19000000.0,,,3000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q1,2009-07-04,2009-10-02,2010-10-29 16:26:20+00:00,,,,2000000.0,121000000.0,,12000000.0,15000000.0,,,4000000.0,-176000000.0,434000000.0,4000000.0,-176000000.0,434000000.0,262000000.0,288000000.0,288000000.0,13000000.0,8000000.0,,,,,-176000000.0,-19000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q1TTM,2008-09-27,2009-10-02,,-63000000.0,,9000000.0,11000000.0,483000000.0,,274000000.0,42000000.0,,,-29000000.0,-566000000.0,1438000000.0,-29000000.0,-566000000.0,1438000000.0,843000000.0,547000000.0,547000000.0,134000000.0,-27000000.0,,,,,-533000000.0,-44000000.0,,,1000000.0,29000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q4,2011-04-02,2011-07-01,,-15000000.0,,,2000000.0,150000000.0,,124000000.0,23000000.0,,,-19000000.0,-168000000.0,447000000.0,-19000000.0,-168000000.0,447000000.0,260000000.0,158000000.0,158000000.0,15000000.0,-11000000.0,,,,,-153000000.0,-31000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,FY,2010-07-03,2011-07-01,2013-08-16 20:12:31+00:00,-15000000.0,,10000000.0,6000000.0,602000000.0,,258000000.0,58000000.0,,,-106000000.0,-793000000.0,1655000000.0,-106000000.0,-793000000.0,1655000000.0,756000000.0,726000000.0,726000000.0,69000000.0,-8000000.0,,,,,-778000000.0,-106000000.0,-50000000.0,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3TTM,2010-04-03,2011-04-01,,-253000000.0,,11000000.0,6000000.0,586000000.0,,82000000.0,60000000.0,,,-104000000.0,-1063000000.0,1571000000.0,-104000000.0,-1063000000.0,1571000000.0,404000000.0,832000000.0,832000000.0,71000000.0,-14000000.0,,,,,-810000000.0,-100000000.0,-50000000.0,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3,2011-01-01,2011-04-01,,,,4000000.0,1000000.0,151000000.0,,-1000000.0,11000000.0,,,-18000000.0,-175000000.0,313000000.0,-18000000.0,-175000000.0,313000000.0,120000000.0,146000000.0,146000000.0,17000000.0,-4000000.0,,,,,-175000000.0,-25000000.0,,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3YTD,2010-07-03,2011-04-01,2012-05-09 10:59:27+00:00,,,10000000.0,4000000.0,452000000.0,,134000000.0,35000000.0,,,-87000000.0,-625000000.0,1208000000.0,-87000000.0,-625000000.0,1208000000.0,496000000.0,568000000.0,568000000.0,54000000.0,3000000.0,,,,,-625000000.0,-75000000.0,-50000000.0,,,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2TTM,2010-01-02,2010-12-31,,-253000000.0,,11000000.0,9000000.0,564000000.0,,125000000.0,56000000.0,,,-107000000.0,-1064000000.0,1846000000.0,-107000000.0,-1064000000.0,1846000000.0,675000000.0,1087000000.0,1087000000.0,70000000.0,-19000000.0,,,,,-812000000.0,-94000000.0,-50000000.0,,1000000.0,
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2,2010-10-02,2010-12-31,,,,4000000.0,2000000.0,151000000.0,,111000000.0,22000000.0,,,-3000000.0,-250000000.0,505000000.0,-3000000.0,-250000000.0,505000000.0,252000000.0,225000000.0,225000000.0,18000000.0,,,,,,-250000000.0,-25000000.0,,,,
