company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3YTD,2009-07-04,2010-04-02,,4.92,4.92,,4.81,,111000000.0,1117000000.0,1117000000.0,1117000000.0,5602000000.0,7468000000.0,,,456000000.0,,177000000.0,5602000000.0,1866000000.0,8000000.0,3000000.0,633000000.0,1233000000.0,-5000000.0,1228000000.0,7468000000.0,228600000.0,229000000.0,234000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3TTM,2009-03-28,2010-04-02,,5.81,5.81,,5.68,,122000000.0,1312000000.0,1312000000.0,1312000000.0,7161000000.0,9397000000.0,,,588000000.0,-23000000.0,230000000.0,7161000000.0,2236000000.0,12000000.0,5000000.0,795000000.0,1441000000.0,-7000000.0,1434000000.0,9397000000.0,228600000.0,229000000.0,234000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q3,2010-01-02,2010-04-02,2011-04-29 21:14:01+00:00,1.75,1.75,,1.71,,40000000.0,400000000.0,400000000.0,400000000.0,1976000000.0,2641000000.0,,,160000000.0,,64000000.0,1976000000.0,665000000.0,2000000.0,1000000.0,224000000.0,441000000.0,-1000000.0,440000000.0,2641000000.0,228600000.0,229000000.0,234000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2YTD,2009-07-04,2010-01-01,,3.17,3.17,,3.1,,71000000.0,717000000.0,717000000.0,717000000.0,3626000000.0,4827000000.0,,,296000000.0,,113000000.0,3626000000.0,1201000000.0,6000000.0,2000000.0,409000000.0,792000000.0,-4000000.0,788000000.0,4827000000.0,227000000.0,227000000.0,232000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2TTM,2008-12-27,2010-01-01,,4.28,4.28,,4.19,,90000000.0,962000000.0,962000000.0,962000000.0,6524000000.0,8348000000.0,,,567000000.0,-19000000.0,215000000.0,6524000000.0,1824000000.0,14000000.0,5000000.0,763000000.0,1061000000.0,-9000000.0,1052000000.0,8348000000.0,227000000.0,227000000.0,232000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q2,2009-10-03,2010-01-01,2011-01-27 21:00:27+00:00,1.89,1.89,,1.85,,42000000.0,429000000.0,429000000.0,429000000.0,1932000000.0,2619000000.0,,,154000000.0,,60000000.0,1932000000.0,687000000.0,3000000.0,1000000.0,214000000.0,473000000.0,-2000000.0,471000000.0,2619000000.0,227000000.0,227000000.0,232000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q1TTM,2008-09-27,2009-10-02,,2.45,2.45,,2.4,,41000000.0,547000000.0,547000000.0,547000000.0,6125000000.0,7552000000.0,,,532000000.0,94000000.0,197000000.0,6125000000.0,1427000000.0,22000000.0,6000000.0,823000000.0,604000000.0,-16000000.0,588000000.0,7552000000.0,225000000.0,225000000.0,230000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2010.0,Q1,2009-07-04,2009-10-02,2010-10-29 16:26:20+00:00,1.28,1.28,,1.25,,29000000.0,288000000.0,288000000.0,288000000.0,1694000000.0,2208000000.0,,,142000000.0,,53000000.0,1694000000.0,514000000.0,3000000.0,1000000.0,195000000.0,319000000.0,-2000000.0,317000000.0,2208000000.0,225000000.0,225000000.0,230000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q4,2011-04-02,2011-07-01,,0.67,0.67,,0.67,,13000000.0,158000000.0,158000000.0,158000000.0,1934000000.0,2403000000.0,,25000000.0,188000000.0,,84000000.0,1934000000.0,469000000.0,4000000.0,3000000.0,297000000.0,172000000.0,-1000000.0,171000000.0,2403000000.0,231200000.0,231000000.0,235000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,FY,2010-07-03,2011-07-01,2013-08-16 20:12:31+00:00,3.14,3.14,,3.09,,54000000.0,726000000.0,726000000.0,726000000.0,7735000000.0,9526000000.0,,25000000.0,703000000.0,,282000000.0,7735000000.0,1791000000.0,10000000.0,9000000.0,1010000000.0,781000000.0,-1000000.0,780000000.0,9526000000.0,231200000.0,231000000.0,235000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3YTD,2010-07-03,2011-04-01,,2.47,2.47,,2.42,,41000000.0,568000000.0,568000000.0,568000000.0,5801000000.0,7123000000.0,,,515000000.0,,198000000.0,5801000000.0,1322000000.0,6000000.0,6000000.0,713000000.0,609000000.0,,609000000.0,7123000000.0,231700000.0,232000000.0,236000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3TTM,2010-04-03,2011-04-01,,3.61,3.61,,3.54,,68000000.0,833000000.0,833000000.0,833000000.0,7648000000.0,9505000000.0,,,670000000.0,,286000000.0,7648000000.0,1857000000.0,7000000.0,7000000.0,956000000.0,901000000.0,,901000000.0,9505000000.0,231700000.0,232000000.0,236000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q3,2011-01-01,2011-04-01,2012-05-09 10:59:27+00:00,0.63,0.63,,0.62,,13000000.0,146000000.0,146000000.0,146000000.0,1842000000.0,2252000000.0,,,179000000.0,,73000000.0,1842000000.0,410000000.0,1000000.0,2000000.0,252000000.0,158000000.0,1000000.0,159000000.0,2252000000.0,231700000.0,232000000.0,236000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2YTD,2010-07-03,2010-12-31,,1.84,1.84,,1.8,,28000000.0,422000000.0,422000000.0,422000000.0,3959000000.0,4871000000.0,,,336000000.0,,125000000.0,3959000000.0,912000000.0,5000000.0,4000000.0,461000000.0,451000000.0,-1000000.0,450000000.0,4871000000.0,229600000.0,230000000.0,235000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2TTM,2010-01-02,2010-12-31,,4.73,4.73,,4.63,,95000000.0,1087000000.0,1087000000.0,1087000000.0,7782000000.0,9894000000.0,,,651000000.0,,277000000.0,7782000000.0,2112000000.0,8000000.0,6000000.0,928000000.0,1184000000.0,-2000000.0,1182000000.0,9894000000.0,229600000.0,230000000.0,235000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q2,2010-10-02,2010-12-31,2012-01-27 15:02:09+00:00,0.98,0.98,,0.96,,14000000.0,225000000.0,225000000.0,225000000.0,2000000000.0,2475000000.0,,,169000000.0,,66000000.0,2000000000.0,475000000.0,3000000.0,2000000.0,235000000.0,240000000.0,-1000000.0,239000000.0,2475000000.0,229600000.0,230000000.0,235000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q1TTM,2009-10-03,2010-10-01,,5.64,5.64,,5.52,,123000000.0,1291000000.0,1291000000.0,1291000000.0,7714000000.0,10038000000.0,,,636000000.0,,271000000.0,7714000000.0,2324000000.0,8000000.0,5000000.0,907000000.0,1417000000.0,-3000000.0,1414000000.0,10038000000.0,229100000.0,230000000.0,234000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2011.0,Q1,2010-07-03,2010-10-01,2011-10-28 17:02:51+00:00,0.86,0.86,,0.84,,14000000.0,197000000.0,197000000.0,197000000.0,1959000000.0,2396000000.0,,,167000000.0,,59000000.0,1959000000.0,437000000.0,2000000.0,2000000.0,226000000.0,211000000.0,,211000000.0,2396000000.0,229100000.0,230000000.0,234000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q4,2012-03-31,2012-06-29,,3.04,3.04,,3.0,,56000000.0,745000000.0,745000000.0,745000000.0,3282000000.0,4754000000.0,,,406000000.0,80000000.0,178000000.0,3282000000.0,1472000000.0,10000000.0,3000000.0,664000000.0,808000000.0,-7000000.0,801000000.0,4754000000.0,241000000.0,241000000.0,245000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,FY,2011-07-02,2012-06-29,2014-08-14 19:40:13+00:00,6.69,6.69,,6.58,,145000000.0,1612000000.0,1612000000.0,1612000000.0,8840000000.0,12478000000.0,,214000000.0,1055000000.0,80000000.0,518000000.0,8840000000.0,3638000000.0,26000000.0,12000000.0,1867000000.0,1771000000.0,-14000000.0,1757000000.0,12478000000.0,241000000.0,241000000.0,245000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q3YTD,2011-07-02,2012-03-30,,3.65,3.65,,3.58,,89000000.0,867000000.0,867000000.0,867000000.0,5558000000.0,7724000000.0,,214000000.0,649000000.0,,340000000.0,5558000000.0,2166000000.0,16000000.0,9000000.0,1203000000.0,963000000.0,-7000000.0,956000000.0,7724000000.0,241500000.0,241000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q3TTM,2011-04-02,2012-03-30,,4.32,4.32,,4.25,,102000000.0,1025000000.0,1025000000.0,1025000000.0,7492000000.0,10127000000.0,,239000000.0,837000000.0,,424000000.0,7492000000.0,2635000000.0,20000000.0,12000000.0,1500000000.0,1135000000.0,-8000000.0,1127000000.0,10127000000.0,241500000.0,241000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q3,2011-12-31,2012-03-30,2013-05-03 16:47:06+00:00,2.0,2.0,,1.96,,55000000.0,483000000.0,483000000.0,483000000.0,2058000000.0,3035000000.0,,15000000.0,265000000.0,,155000000.0,2058000000.0,977000000.0,7000000.0,3000000.0,435000000.0,542000000.0,-4000000.0,538000000.0,3035000000.0,241500000.0,241000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q2YTD,2011-07-02,2011-12-30,,1.65,1.65,,1.62,,34000000.0,384000000.0,384000000.0,384000000.0,3500000000.0,4689000000.0,,199000000.0,384000000.0,,185000000.0,3500000000.0,1189000000.0,9000000.0,6000000.0,768000000.0,421000000.0,-3000000.0,418000000.0,4689000000.0,233900000.0,234000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q2TTM,2011-01-01,2011-12-30,,2.95,2.95,,2.91,,60000000.0,688000000.0,688000000.0,688000000.0,7276000000.0,9344000000.0,,224000000.0,751000000.0,,342000000.0,7276000000.0,2068000000.0,14000000.0,11000000.0,1317000000.0,751000000.0,-3000000.0,748000000.0,9344000000.0,233900000.0,234000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q2,2011-10-01,2011-12-30,2013-02-01 16:02:18+00:00,0.62,0.62,,0.61,,15000000.0,145000000.0,145000000.0,145000000.0,1347000000.0,1995000000.0,,199000000.0,191000000.0,,96000000.0,1347000000.0,648000000.0,5000000.0,3000000.0,486000000.0,162000000.0,-2000000.0,160000000.0,1995000000.0,233900000.0,234000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q1TTM,2010-10-02,2011-09-30,,3.31,3.31,,3.26,,59000000.0,768000000.0,768000000.0,768000000.0,7929000000.0,9824000000.0,,25000000.0,729000000.0,,312000000.0,7929000000.0,1895000000.0,12000000.0,10000000.0,1066000000.0,829000000.0,-2000000.0,827000000.0,9824000000.0,232000000.0,233000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2012.0,Q1,2011-07-02,2011-09-30,2012-11-02 17:26:04+00:00,1.03,1.03,,1.01,,19000000.0,239000000.0,239000000.0,239000000.0,2153000000.0,2694000000.0,,,193000000.0,,89000000.0,2153000000.0,541000000.0,4000000.0,3000000.0,282000000.0,259000000.0,-1000000.0,258000000.0,2694000000.0,232000000.0,233000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q4,2013-03-30,2013-06-28,,-1.06,-1.06,,-1.04,138000000.0,35000000.0,-265000000.0,-265000000.0,-265000000.0,2678000000.0,3728000000.0,,681000000.0,402000000.0,-130000000.0,180000000.0,2678000000.0,1050000000.0,12000000.0,3000000.0,1271000000.0,-221000000.0,-9000000.0,-230000000.0,3728000000.0,240800000.0,241000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,FY,2012-06-30,2013-06-28,2015-08-21 17:13:13+00:00,4.07,4.07,,3.98,138000000.0,242000000.0,980000000.0,980000000.0,980000000.0,10988000000.0,15351000000.0,,681000000.0,1572000000.0,,706000000.0,10988000000.0,4363000000.0,55000000.0,11000000.0,3097000000.0,1266000000.0,-44000000.0,1222000000.0,15351000000.0,240800000.0,241000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q3YTD,2012-06-30,2013-03-29,,5.13,5.13,,5.02,,207000000.0,1245000000.0,1245000000.0,1245000000.0,8310000000.0,11623000000.0,,,1170000000.0,130000000.0,526000000.0,8310000000.0,3313000000.0,43000000.0,8000000.0,1826000000.0,1487000000.0,-35000000.0,1452000000.0,11623000000.0,238400000.0,239000000.0,245000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q3TTM,2012-03-31,2013-03-29,,8.17,8.17,,8.02,,263000000.0,1990000000.0,1990000000.0,1990000000.0,11592000000.0,16377000000.0,,,1576000000.0,210000000.0,704000000.0,11592000000.0,4785000000.0,53000000.0,11000000.0,2490000000.0,2295000000.0,-42000000.0,2253000000.0,16377000000.0,238400000.0,239000000.0,245000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q3,2012-12-29,2013-03-29,2014-05-02 19:37:22+00:00,1.64,1.64,,1.6,,15000000.0,391000000.0,391000000.0,391000000.0,2703000000.0,3764000000.0,,0.0,396000000.0,63000000.0,185000000.0,2703000000.0,1061000000.0,14000000.0,3000000.0,644000000.0,417000000.0,-11000000.0,406000000.0,3764000000.0,238400000.0,239000000.0,245000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q2YTD,2012-06-30,2012-12-28,,3.49,3.49,,3.42,,192000000.0,854000000.0,854000000.0,854000000.0,5607000000.0,7859000000.0,,,774000000.0,67000000.0,341000000.0,5607000000.0,2252000000.0,29000000.0,5000000.0,1182000000.0,1070000000.0,-24000000.0,1046000000.0,7859000000.0,242800000.0,242000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q2TTM,2011-12-31,2012-12-28,,8.53,8.53,,8.38,,303000000.0,2082000000.0,2082000000.0,2082000000.0,10947000000.0,15648000000.0,,15000000.0,1445000000.0,147000000.0,674000000.0,10947000000.0,4701000000.0,46000000.0,11000000.0,2281000000.0,2420000000.0,-35000000.0,2385000000.0,15648000000.0,242800000.0,242000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q2,2012-09-29,2012-12-28,2014-01-31 14:57:33+00:00,1.38,1.38,,1.36,,133000000.0,335000000.0,335000000.0,335000000.0,2765000000.0,3824000000.0,,0.0,378000000.0,41000000.0,162000000.0,2765000000.0,1059000000.0,13000000.0,3000000.0,581000000.0,478000000.0,-10000000.0,468000000.0,3824000000.0,242800000.0,242000000.0,246000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q1TTM,2011-10-01,2012-09-28,,7.77,7.77,,7.63,,185000000.0,1892000000.0,1892000000.0,1892000000.0,9529000000.0,13819000000.0,,214000000.0,1258000000.0,106000000.0,608000000.0,9529000000.0,4290000000.0,38000000.0,11000000.0,2186000000.0,2104000000.0,-27000000.0,2077000000.0,13819000000.0,246000000.0,246000000.0,252000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2013.0,Q1,2012-06-30,2012-09-28,2013-10-29 12:54:54+00:00,2.11,2.11,,2.06,,59000000.0,519000000.0,519000000.0,519000000.0,2842000000.0,4035000000.0,,0.0,396000000.0,26000000.0,179000000.0,2842000000.0,1193000000.0,16000000.0,2000000.0,601000000.0,592000000.0,-14000000.0,578000000.0,4035000000.0,246000000.0,246000000.0,252000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,FY,2013-06-29,2014-06-27,2016-08-26 21:44:04+00:00,6.88,6.88,1.25,6.68,95000000.0,135000000.0,1617000000.0,1617000000.0,1617000000.0,10770000000.0,15130000000.0,2000000.0,,1661000000.0,,813000000.0,10770000000.0,4360000000.0,56000000.0,15000000.0,2569000000.0,1791000000.0,-39000000.0,1752000000.0,15130000000.0,235000000.0,235000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q4,2014-03-29,2014-06-27,,1.36,1.36,1.25,1.31,36000000.0,30000000.0,317000000.0,317000000.0,317000000.0,2622000000.0,3651000000.0,2000000.0,-39000000.0,426000000.0,,254000000.0,2622000000.0,1029000000.0,12000000.0,5000000.0,677000000.0,352000000.0,-5000000.0,347000000.0,3651000000.0,235000000.0,235000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q3YTD,2013-06-29,2014-03-28,,5.52,5.52,,5.37,59000000.0,105000000.0,1300000000.0,1300000000.0,1300000000.0,8148000000.0,11479000000.0,,39000000.0,1235000000.0,,559000000.0,8148000000.0,3331000000.0,44000000.0,10000000.0,1892000000.0,1439000000.0,-34000000.0,1405000000.0,11479000000.0,234400000.0,235000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q3TTM,2013-03-30,2014-03-28,,4.46,4.46,,4.33,197000000.0,140000000.0,1035000000.0,1035000000.0,1035000000.0,10826000000.0,15207000000.0,,720000000.0,1637000000.0,-130000000.0,739000000.0,10826000000.0,4381000000.0,56000000.0,13000000.0,3163000000.0,1218000000.0,-43000000.0,1175000000.0,15207000000.0,234400000.0,235000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q3,2013-12-28,2014-03-28,2015-05-11 19:36:55+00:00,1.6,1.6,,1.55,25000000.0,31000000.0,375000000.0,375000000.0,375000000.0,2627000000.0,3703000000.0,,13000000.0,418000000.0,,201000000.0,2627000000.0,1076000000.0,17000000.0,4000000.0,657000000.0,419000000.0,-13000000.0,406000000.0,3703000000.0,234400000.0,235000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q2YTD,2013-06-29,2013-12-27,,3.92,3.92,,3.82,34000000.0,74000000.0,925000000.0,925000000.0,925000000.0,5521000000.0,7776000000.0,,26000000.0,817000000.0,,358000000.0,5521000000.0,2255000000.0,27000000.0,6000000.0,1235000000.0,1020000000.0,-21000000.0,999000000.0,7776000000.0,236300000.0,236000000.0,243000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q2TTM,2012-12-29,2013-12-27,,4.5,4.5,,4.38,172000000.0,124000000.0,1051000000.0,1051000000.0,1051000000.0,10902000000.0,15268000000.0,,707000000.0,1615000000.0,-67000000.0,723000000.0,10902000000.0,4366000000.0,53000000.0,12000000.0,3150000000.0,1216000000.0,-41000000.0,1175000000.0,15268000000.0,236300000.0,236000000.0,243000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q2,2013-09-28,2013-12-27,2015-02-10 17:18:29+00:00,1.82,1.82,,1.77,23000000.0,37000000.0,430000000.0,430000000.0,430000000.0,2816000000.0,3972000000.0,,13000000.0,416000000.0,,226000000.0,2816000000.0,1156000000.0,14000000.0,3000000.0,678000000.0,478000000.0,-11000000.0,467000000.0,3972000000.0,236300000.0,236000000.0,243000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q1TTM,2012-09-29,2013-09-27,,4.06,4.06,,3.97,149000000.0,220000000.0,956000000.0,956000000.0,956000000.0,10851000000.0,15120000000.0,,694000000.0,1577000000.0,-26000000.0,659000000.0,10851000000.0,4269000000.0,52000000.0,12000000.0,3053000000.0,1216000000.0,-40000000.0,1176000000.0,15120000000.0,235700000.0,236000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2014.0,Q1,2013-06-29,2013-09-27,2014-11-04 16:52:43+00:00,2.1,2.1,,2.05,11000000.0,37000000.0,495000000.0,495000000.0,495000000.0,2705000000.0,3804000000.0,,13000000.0,401000000.0,,132000000.0,2705000000.0,1099000000.0,13000000.0,3000000.0,557000000.0,542000000.0,-10000000.0,532000000.0,3804000000.0,235700000.0,236000000.0,242000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2015.0,FY,2014-06-28,2015-07-03,2017-08-28 21:32:48+00:00,6.31,6.31,1.8,6.18,176000000.0,112000000.0,1465000000.0,1465000000.0,1465000000.0,10351000000.0,14572000000.0,1000000.0,,1646000000.0,,788000000.0,10351000000.0,4221000000.0,49000000.0,14000000.0,2610000000.0,1611000000.0,-34000000.0,1577000000.0,14572000000.0,232200000.0,232000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2015.0,Q4,2015-04-04,2015-07-03,,0.96,0.96,1.8,0.95,104000000.0,27000000.0,220000000.0,220000000.0,220000000.0,2261000000.0,3191000000.0,1000000.0,-15000000.0,381000000.0,,205000000.0,2261000000.0,930000000.0,12000000.0,3000000.0,675000000.0,255000000.0,-8000000.0,247000000.0,3191000000.0,232200000.0,232000000.0,237000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2015.0,Q3,2015-01-03,2015-04-03,2016-05-09 17:11:22+00:00,1.66,1.66,,1.63,10000000.0,28000000.0,384000000.0,384000000.0,384000000.0,2518000000.0,3550000000.0,,0.0,402000000.0,,199000000.0,2518000000.0,1032000000.0,12000000.0,3000000.0,611000000.0,421000000.0,-9000000.0,412000000.0,3550000000.0,231300000.0,231000000.0,236000000.0
Western Digital Corp,WDC,549300QQXOOYEF89IC56,106040,2015.0,Q3YTD,2014-06-28,2015-04-03,,5.35,5.35,,5.23,72000000.0,85000000.0,1245000000.0,1245000000.0,1245000000.0,8090000000.0,11381000000.0,,15000000.0,1265000000.0,,583000000.0,8090000000.0,3291000000.0,37000000.0,11000000.0,1935000000.0,1356000000.0,-26000000.0,1330000000.0,11381000000.0,231300000.0,231000000.0,236000000.0
