company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2009.0,FY,,2009-06-27,2010-08-25 16:13:05+00:00,103029000.0,108707000.0,348619000.0,3851000.0,800362000.0,,1192240000.0,49476000.0,,283387000.0,9788000.0,25072000.0,6000000.0,326148000.0,592982000.0,,159092000.0,,63374000.0,,116678000.0,383570000.0,48342000.0,499951000.0,8004000.0,,2564336000.0,1696042000.0,1396409000.0,459652000.0,1696042000.0,1696042000.0,868294000.0,2564336000.0,574945000.0,408642000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2010.0,FY,,2010-07-03,2011-08-19 16:19:30+00:00,105569000.0,109068000.0,422725000.0,29395000.0,596470000.0,0.0,1505951000.0,77355000.0,,305861000.0,9788000.0,24159000.0,,363285000.0,548474000.0,,156465000.0,,26160000.0,,143886000.0,408627000.0,30375000.0,-30053000.0,742000.0,99928000.0,2467115000.0,1505293000.0,1302641000.0,529036000.0,1505293000.0,1505293000.0,961822000.0,2467115000.0,616000000.0,432786000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2010.0,Q3,,2010-03-27,2010-05-05 17:21:35+00:00,111194000.0,118147000.0,439304000.0,17087000.0,702778000.0,0.0,1377223000.0,76870000.0,,291029000.0,,24245000.0,6000000.0,306673000.0,544365000.0,,,,100738000.0,,290509000.0,403109000.0,,269083000.0,742000.0,204878000.0,2641987000.0,1663393000.0,1510084000.0,551240000.0,1663393000.0,1663393000.0,978594000.0,2641987000.0,587538000.0,427354000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2010.0,Q2,,2009-12-26,2010-02-03 16:37:20+00:00,120167000.0,178849000.0,457557000.0,13922000.0,1103177000.0,0.0,1317441000.0,66230000.0,,293911000.0,,24339000.0,6000000.0,269200000.0,564483000.0,,,,98936000.0,,288344000.0,400764000.0,,534203000.0,737000.0,,2869130000.0,1865566000.0,1716392000.0,578461000.0,1865566000.0,1865566000.0,1003564000.0,2869130000.0,588255000.0,425103000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2010.0,Q1,,2009-09-26,2009-11-04 16:16:15+00:00,94198000.0,105120000.0,437259000.0,13525000.0,994680000.0,0.0,1210560000.0,,,299231000.0,9788000.0,24429000.0,6000000.0,337545000.0,582230000.0,,161278000.0,,173128000.0,,125616000.0,397045000.0,,616896000.0,704000.0,,2794616000.0,1840981000.0,1610473000.0,532161000.0,1840981000.0,1840981000.0,953635000.0,2794616000.0,601913000.0,421474000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2011.0,FY,,2011-07-02,2012-08-22 17:22:52+00:00,118612000.0,142898000.0,473610000.0,54911000.0,699782000.0,0.0,2003312000.0,93902000.0,,331004000.0,9788000.0,23360000.0,,421831000.0,582348000.0,,103657000.0,,53516000.0,,155931000.0,406170000.0,38203000.0,-445654000.0,795000.0,2256000.0,2635116000.0,1612569000.0,1452388000.0,593017000.0,1612569000.0,1612569000.0,1022547000.0,2635116000.0,600380000.0,429530000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2011.0,Q3,,2011-04-02,2011-05-11 16:31:11+00:00,92632000.0,131731000.0,456606000.0,42547000.0,812740000.0,0.0,1902494000.0,,,319035000.0,,23454000.0,,391442000.0,552842000.0,,,,153070000.0,,287586000.0,405724000.0,,-202383000.0,791000.0,73419000.0,2721865000.0,1742658000.0,1562402000.0,550029000.0,1742658000.0,1742658000.0,979207000.0,2721865000.0,606621000.0,429178000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2011.0,Q2,,2011-01-01,2011-02-09 17:10:57+00:00,103876000.0,180583000.0,461489000.0,41097000.0,784232000.0,,1849121000.0,,,330032000.0,,23550000.0,,367410000.0,541471000.0,,,,134799000.0,,300544000.0,439389000.0,,-151760000.0,27909000.0,155600000.0,2794671000.0,1738458000.0,1622624000.0,593274000.0,1738458000.0,1738458000.0,1056213000.0,2794671000.0,630576000.0,462939000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2011.0,Q1,,2010-10-02,2010-11-08 16:17:54+00:00,105448000.0,133173000.0,463453000.0,35287000.0,621371000.0,,1570321000.0,,,321671000.0,,24064000.0,,458920000.0,546246000.0,,,,121194000.0,,316663000.0,433442000.0,,-22935000.0,750000.0,90592000.0,2609830000.0,1582673000.0,1425250000.0,569651000.0,1582673000.0,1582673000.0,1027157000.0,2609830000.0,638334000.0,457506000.0,0.0
Tapestry Inc,TPR,549300LJNVY5SW3VTN33,1116132,2012.0,FY,,2012-06-30,2013-08-22 16:15:49+00:00,155387000.0,174462000.0,540398000.0,50475000.0,917215000.0,0.0,2329906000.0,95419000.0,,376035000.0,9788000.0,985000.0,6000000.0,504490000.0,644449000.0,,95223000.0,,73577000.0,,168298000.0,392245000.0,39365000.0,-387450000.0,22375000.0,,3104321000.0,1992931000.0,1804528000.0,718160000.0,1992931000.0,1992931000.0,1111390000.0,3104321000.0,655344000.0,393230000.0,0.0
