company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Level 3 Communications Inc,LVLT,,794323,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:27:59+00:00,-0.2,-0.2,931000000.0,-0.2,,6000000.0,-318000000.0,-318000000.0,,-318000000.0,1809000000.0,4301000000.0,123000000.0,,25000000.0,1505000000.0,1809000000.0,2492000000.0,481000000.0,15000000.0,2461000000.0,31000000.0,-343000000.0,-312000000.0,4301000000.0,1590000000.0,1564996000.0,1564996000.0
Level 3 Communications Inc,LVLT,,794323,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 19:24:49+00:00,-5.68,-5.68,906000000.0,-5.68,,1000000.0,-618000000.0,-624000000.0,6000000.0,-618000000.0,1499000000.0,3695000000.0,12000000.0,,9000000.0,1337000000.0,1499000000.0,2196000000.0,581000000.0,2000000.0,2252000000.0,-56000000.0,-567000000.0,-623000000.0,3695000000.0,108800000.0,108870000.0,108870000.0
Level 3 Communications Inc,LVLT,,794323,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:59:07+00:00,-0.1,-0.1,229000000.0,-0.1,,2000000.0,-170000000.0,-170000000.0,,-170000000.0,387000000.0,916000000.0,3000000.0,,1000000.0,325000000.0,387000000.0,529000000.0,145000000.0,,555000000.0,-26000000.0,-142000000.0,-168000000.0,916000000.0,1700000000.0,1637727000.0,1637727000.0
Level 3 Communications Inc,LVLT,,794323,2009.0,Q2,2009-04-01,2009-06-30,2010-08-03 16:15:47+00:00,-0.08,-0.08,228000000.0,-0.08,,1000000.0,-134000000.0,-134000000.0,,-134000000.0,395000000.0,942000000.0,12000000.0,,6000000.0,321000000.0,395000000.0,547000000.0,138000000.0,1000000.0,555000000.0,-8000000.0,-125000000.0,-133000000.0,942000000.0,1675000000.0,1632254000.0,1632254000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q4,2010-10-01,2010-12-31,,-0.47,-0.47,207000000.0,-0.47,,-93000000.0,-52000000.0,-51000000.0,-1000000.0,-52000000.0,309000000.0,861000000.0,5000000.0,,,347000000.0,309000000.0,552000000.0,148000000.0,1000000.0,554000000.0,-2000000.0,-142000000.0,-144000000.0,861000000.0,110700000.0,110680000.0,110680000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,FY,2010-01-01,2010-12-31,2012-02-27 19:24:49+00:00,-5.62,-5.62,870000000.0,-5.62,,-91000000.0,-622000000.0,-621000000.0,-1000000.0,-622000000.0,1434000000.0,3591000000.0,20000000.0,,2000000.0,1373000000.0,1434000000.0,2157000000.0,645000000.0,1000000.0,2245000000.0,-88000000.0,-624000000.0,-712000000.0,3591000000.0,110700000.0,110680000.0,110680000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q3YTD,2010-01-01,2010-09-30,,-5.14,-5.14,663000000.0,-5.14,,2000000.0,-570000000.0,-570000000.0,,-570000000.0,1125000000.0,2730000000.0,15000000.0,,2000000.0,1026000000.0,1125000000.0,1605000000.0,497000000.0,,1691000000.0,-86000000.0,-482000000.0,-568000000.0,2730000000.0,110900000.0,110958000.0,110958000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 16:13:26+00:00,-1.47,-1.47,215000000.0,-1.47,,1000000.0,-163000000.0,-163000000.0,,-163000000.0,368000000.0,912000000.0,-1000000.0,,1000000.0,345000000.0,368000000.0,544000000.0,144000000.0,,561000000.0,-17000000.0,-145000000.0,-162000000.0,912000000.0,110900000.0,110958000.0,110958000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.25,-0.25,448000000.0,-0.25,,1000000.0,-407000000.0,-407000000.0,,-407000000.0,757000000.0,1818000000.0,16000000.0,,1000000.0,681000000.0,757000000.0,1061000000.0,353000000.0,,1130000000.0,-69000000.0,-337000000.0,-406000000.0,1818000000.0,1690000000.0,1660009000.0,1660009000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 18:12:23+00:00,-0.1,-0.1,223000000.0,-0.1,,,-169000000.0,-169000000.0,,-169000000.0,374000000.0,908000000.0,9000000.0,,1000000.0,338000000.0,374000000.0,534000000.0,150000000.0,,562000000.0,-28000000.0,-141000000.0,-169000000.0,908000000.0,1690000000.0,1660009000.0,1660009000.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:15:53+00:00,-0.14,-0.14,225000000.0,-0.14,,1000000.0,-238000000.0,-238000000.0,,-238000000.0,383000000.0,910000000.0,7000000.0,,,343000000.0,383000000.0,527000000.0,203000000.0,,568000000.0,-41000000.0,-196000000.0,-237000000.0,910000000.0,1700000000.0,1647407000.0,1647407000.0
Level 3 Communications Inc,LVLT,,794323,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:20:48+00:00,-5.51,-5.51,805000000.0,-5.51,,41000000.0,-756000000.0,-827000000.0,71000000.0,-756000000.0,1706000000.0,4333000000.0,-23000000.0,,,1770000000.0,1706000000.0,2627000000.0,816000000.0,1000000.0,2575000000.0,52000000.0,-838000000.0,-786000000.0,4333000000.0,137176000.0,137200000.0,137200000.0
Level 3 Communications Inc,LVLT,,794323,2011.0,Q4,2011-10-01,2011-12-31,,-1.19,-1.19,193000000.0,-1.19,,5000000.0,-163000000.0,-235000000.0,72000000.0,-163000000.0,660000000.0,1579000000.0,-28000000.0,,,681000000.0,660000000.0,919000000.0,248000000.0,1000000.0,874000000.0,45000000.0,-275000000.0,-230000000.0,1579000000.0,137176000.0,137200000.0,137200000.0
