company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Level 3 Communications Inc,LVLT,,794323,2009.0,FY,,2009-12-31,2011-02-25 16:27:59+00:00,364000000.0,323000000.0,,-5000000.0,836000000.0,,11553000000.0,162000000.0,,51000000.0,1429000000.0,,467000000.0,5755000000.0,122000000.0,5687000000.0,740000000.0,,,,97000000.0,97000000.0,,140000000.0,,98000000.0,557000000.0,,,3000000.0,-11057000000.0,705000000.0,,9062000000.0,491000000.0,1259000000.0,1519000000.0,491000000.0,491000000.0,8571000000.0,9062000000.0,2116000000.0,7052000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2010.0,FY,,2010-12-31,2012-02-27 19:24:49+00:00,326000000.0,259000000.0,,-98000000.0,616000000.0,0.0,11620000000.0,151000000.0,,84000000.0,1427000000.0,,371000000.0,6268000000.0,49000000.0,5285000000.0,736000000.0,,,,83000000.0,53000000.0,12000000.0,162000000.0,,161000000.0,440000000.0,90000000.0,112000000.0,2000000.0,-11679000000.0,180000000.0,,8355000000.0,-157000000.0,972000000.0,956000000.0,-157000000.0,-157000000.0,8512000000.0,8355000000.0,2098000000.0,7556000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q3,,2010-09-30,2010-11-05 16:59:07+00:00,338000000.0,317000000.0,,-72000000.0,518000000.0,,11613000000.0,144000000.0,,55000000.0,1428000000.0,,396000000.0,6408000000.0,120000000.0,5376000000.0,746000000.0,,,,102000000.0,70000000.0,,124000000.0,,101000000.0,558000000.0,,,2000000.0,-11627000000.0,3000000.0,,8360000000.0,-86000000.0,939000000.0,734000000.0,-86000000.0,-86000000.0,8446000000.0,8360000000.0,2045000000.0,7712000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2010.0,Q2,,2010-06-30,2010-08-03 16:15:47+00:00,355000000.0,312000000.0,,-122000000.0,442000000.0,,11601000000.0,148000000.0,,45000000.0,1425000000.0,,419000000.0,6223000000.0,120000000.0,5376000000.0,717000000.0,,,,101000000.0,63000000.0,,144000000.0,,100000000.0,545000000.0,,,1000000.0,-11464000000.0,41000000.0,,8296000000.0,15000000.0,856000000.0,796000000.0,15000000.0,15000000.0,8281000000.0,8296000000.0,2064000000.0,7485000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2011.0,FY,,2011-12-31,2013-02-26 16:34:38+00:00,747000000.0,648000000.0,,-80000000.0,918000000.0,0.0,13708000000.0,264000000.0,,209000000.0,2541000000.0,,358000000.0,8385000000.0,51000000.0,8136000000.0,885000000.0,,,,131000000.0,157000000.0,,216000000.0,,395000000.0,1067000000.0,,,10000000.0,-12435000000.0,65000000.0,,13188000000.0,1193000000.0,1707000000.0,1658000000.0,1193000000.0,1193000000.0,11995000000.0,13188000000.0,3345000000.0,10337000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2011.0,Q3,,2011-09-30,2011-11-08 16:13:26+00:00,342000000.0,337000000.0,,-65000000.0,461000000.0,0.0,11814000000.0,140000000.0,,77000000.0,1428000000.0,,300000000.0,7420000000.0,121000000.0,5117000000.0,742000000.0,,,,104000000.0,90000000.0,,189000000.0,,127000000.0,512000000.0,,,1259000000.0,-12272000000.0,265000000.0,,9254000000.0,-523000000.0,2161000000.0,1103000000.0,-523000000.0,-523000000.0,9777000000.0,9254000000.0,1976000000.0,8674000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2011.0,Q2,,2011-06-30,2011-08-03 18:12:23+00:00,336000000.0,294000000.0,,-41000000.0,584000000.0,0.0,11674000000.0,144000000.0,,65000000.0,1429000000.0,,323000000.0,6349000000.0,120000000.0,5228000000.0,745000000.0,,,,112000000.0,83000000.0,,169000000.0,,140000000.0,528000000.0,,,632000000.0,-12065000000.0,875000000.0,,8862000000.0,-432000000.0,1622000000.0,1672000000.0,-432000000.0,-432000000.0,9294000000.0,8862000000.0,2012000000.0,7622000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2011.0,Q1,,2011-03-31,2011-05-06 16:15:53+00:00,328000000.0,295000000.0,,-47000000.0,1079000000.0,,11666000000.0,151000000.0,,39000000.0,1429000000.0,,347000000.0,6618000000.0,120000000.0,5276000000.0,737000000.0,,,,109000000.0,79000000.0,,134000000.0,,144000000.0,532000000.0,,,3000000.0,-11884000000.0,449000000.0,,8802000000.0,-265000000.0,1486000000.0,1180000000.0,-265000000.0,-265000000.0,9067000000.0,8802000000.0,2040000000.0,7887000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2012.0,FY,,2012-12-31,2014-02-27 16:20:48+00:00,779000000.0,714000000.0,,26000000.0,979000000.0,0.0,14002000000.0,251000000.0,,211000000.0,2565000000.0,,268000000.0,8516000000.0,35000000.0,8199000000.0,887000000.0,,,,141000000.0,136000000.0,,209000000.0,,398000000.0,931000000.0,,,8000000.0,-12857000000.0,216000000.0,,13307000000.0,1171000000.0,1842000000.0,1802000000.0,1171000000.0,1171000000.0,12136000000.0,13307000000.0,3266000000.0,10334000000.0,0.0
Level 3 Communications Inc,LVLT,,794323,2012.0,Q3,,2012-09-30,2012-11-08 16:36:59+00:00,719000000.0,748000000.0,,28000000.0,793000000.0,,13977000000.0,260000000.0,,163000000.0,2565000000.0,,287000000.0,8496000000.0,39000000.0,8191000000.0,841000000.0,,,,186000000.0,122000000.0,,166000000.0,,399000000.0,1032000000.0,,,8000000.0,-12801000000.0,213000000.0,,13216000000.0,1204000000.0,1735000000.0,1643000000.0,1204000000.0,1204000000.0,12012000000.0,13216000000.0,3290000000.0,10369000000.0,0.0
