company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,fedfundspurchased,goodwill,intangibleassets,interestbearingdepositsatotherbanks,loansheldforsale,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumsdebit
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,FY,,2008-12-31,2010-02-26 14:16:44+00:00,37900000.0,,-95800000.0,,,5437900000.0,24500000.0,288300000.0,5727500000.0,-142800000.0,,-658200000.0,862000000.0,,-205300000.0,906700000.0,,-176200000.0,195300000.0,639800000.0,,,1476300000.0,-963800000.0,840200000.0,297200000.0,2640600000.0,5689500000.0,5689500000.0,6596200000.0,3160700000.0,9756900000.0,,,-1128900000.0,-965100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,FY,,2009-12-31,2011-02-25 16:03:08+00:00,82800000.0,,393600000.0,790000000.0,,5780300000.0,23800000.0,367900000.0,6467600000.0,139100000.0,,,745700000.0,,220700000.0,707900000.0,,1985400000.0,244700000.0,564700000.0,,,1631400000.0,1283000000.0,1283000000.0,,10909600000.0,6912900000.0,6912900000.0,7620800000.0,3288800000.0,10909600000.0,,,-892400000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q3,,2009-09-30,2009-10-30 13:00:19+00:00,72100000.0,962100000.0,336400000.0,,,5796900000.0,20600000.0,489700000.0,6378700000.0,142300000.0,,,745700000.0,,209200000.0,697600000.0,,2046300000.0,227000000.0,506300000.0,,,1565200000.0,1190400000.0,1190400000.0,294200000.0,10949600000.0,6726600000.0,6726600000.0,7424200000.0,3525400000.0,10949600000.0,,,-971900000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q2,,2009-06-30,2009-07-31 10:23:48+00:00,32700000.0,,223800000.0,,,5800200000.0,21900000.0,548200000.0,6272400000.0,145000000.0,,,745700000.0,50000000.0,219100000.0,707400000.0,,2811900000.0,220900000.0,475800000.0,,,1504000000.0,1057300000.0,1057300000.0,294200000.0,10577600000.0,6495400000.0,6495400000.0,7202800000.0,3374800000.0,10577600000.0,,,-1032600000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2010.0,FY,,2010-12-31,2012-10-30 16:42:56+00:00,,,495500000.0,1377200000.0,,6360700000.0,42200000.0,504800000.0,6980200000.0,1337200000.0,146300000.0,,7181100000.0,,272400000.0,1096300000.0,146300000.0,8993200000.0,1955600000.0,,,,2399900000.0,1295400000.0,1295400000.0,0.0,20444100000.0,8264600000.0,8264600000.0,9360900000.0,11083200000.0,20444100000.0,,,-991500000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2010.0,Q3,,2010-09-30,2010-11-02 15:03:19+00:00,74500000.0,,417200000.0,981600000.0,,6366200000.0,41600000.0,1137700000.0,6876100000.0,1344200000.0,,,7038000000.0,,244900000.0,696100000.0,,9203600000.0,506300000.0,1089300000.0,,,2327700000.0,1249700000.0,1249700000.0,,19941700000.0,8150100000.0,8150100000.0,8846200000.0,11095500000.0,19941700000.0,0.0,,-961000000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2010.0,Q2,,2010-06-30,2010-08-02 17:23:19+00:00,58800000.0,,213600000.0,857300000.0,,6343500000.0,40300000.0,643600000.0,6688900000.0,1322800000.0,,,6800100000.0,,232100000.0,711200000.0,,8611000000.0,508700000.0,921100000.0,,,2398200000.0,1151500000.0,1151500000.0,,18903900000.0,8108900000.0,8108900000.0,8820100000.0,10083800000.0,18903900000.0,0.0,,-846400000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2010.0,Q1,,2010-03-31,2010-05-04 14:38:32+00:00,84400000.0,,340500000.0,928800000.0,,5744400000.0,28300000.0,735900000.0,6425800000.0,135900000.0,,,5864800000.0,,221100000.0,697900000.0,,7830600000.0,224700000.0,659800000.0,,,2070600000.0,1221000000.0,1221000000.0,,16791500000.0,7303000000.0,7303000000.0,8000900000.0,8790600000.0,16791500000.0,,,-852500000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2011.0,FY,,2011-12-31,2013-02-22 13:22:43+00:00,59600000.0,,373300000.0,1109700000.0,,6278700000.0,40500000.0,439600000.0,6907900000.0,1322800000.0,81200000.0,,6582500000.0,,312800000.0,1018500000.0,81200000.0,8328600000.0,571300000.0,1016600000.0,,,2747500000.0,1243500000.0,1243500000.0,215100000.0,19347000000.0,8119100000.0,8119100000.0,9137600000.0,10209400000.0,19347000000.0,,,-1280400000.0,
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2011.0,Q3,,2011-09-30,2011-10-28 11:53:07+00:00,54900000.0,,372400000.0,1113700000.0,0.0,6274000000.0,40400000.0,605600000.0,6857500000.0,1303400000.0,92700000.0,,7040900000.0,,275800000.0,1018400000.0,92700000.0,8799000000.0,523500000.0,982300000.0,,,2499600000.0,1255300000.0,1255300000.0,215100000.0,19737800000.0,7949100000.0,7949100000.0,8967500000.0,10770300000.0,19737800000.0,,,-1196900000.0,
