company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 14:16:44+00:00,-56000000.0,328200000.0,72000000.0,48200000.0,84100000.0,1600000.0,100600000.0,0.0,412600000.0,-740800000.0,-48200000.0,915500000.0,-740800000.0,-48200000.0,915500000.0,126500000.0,886500000.0,886500000.0,-155700000.0,53300000.0,-155000000.0,-437700000.0,-36700000.0,-335700000.0,-716000000.0,468500000.0,12100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,Q4,2008-10-01,2008-12-31,,-43400000.0,458900000.0,-120200000.0,6900000.0,17200000.0,,67900000.0,,-45600000.0,-230000000.0,-47900000.0,187500000.0,-230000000.0,-47900000.0,187500000.0,-90400000.0,-29300000.0,-29300000.0,131700000.0,-28400000.0,-38700000.0,-39100000.0,-14600000.0,-117200000.0,-100000.0,49100000.0,100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:03:08+00:00,-174300000.0,238400000.0,-71200000.0,36900000.0,67600000.0,,-141000000.0,,28900000.0,-666400000.0,-98400000.0,525500000.0,-666400000.0,-98400000.0,525500000.0,-239300000.0,421000000.0,421000000.0,177900000.0,-48300000.0,-207100000.0,-248800000.0,-84100000.0,-126500000.0,-313400000.0,408600000.0,200000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,Q3,2008-07-01,2008-09-30,,,-42300000.0,11500000.0,7800000.0,16700000.0,,119100000.0,,-15000000.0,-185000000.0,48000000.0,269800000.0,-185000000.0,48000000.0,269800000.0,132800000.0,136100000.0,136100000.0,-2100000.0,-30900000.0,-38800000.0,-27600000.0,-21300000.0,,-100300000.0,96800000.0,100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 13:00:19+00:00,-130900000.0,-220500000.0,49000000.0,30000000.0,50400000.0,,-208900000.0,0.0,74500000.0,-436400000.0,-50500000.0,338000000.0,-436400000.0,-50500000.0,338000000.0,-148900000.0,450300000.0,450300000.0,46200000.0,-19900000.0,-168400000.0,-209700000.0,-69500000.0,-9300000.0,-313300000.0,359500000.0,100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-31 10:23:48+00:00,-130900000.0,-178200000.0,37500000.0,22200000.0,33700000.0,,-328000000.0,0.0,89500000.0,-251400000.0,-98500000.0,68200000.0,-251400000.0,-98500000.0,68200000.0,-281700000.0,314200000.0,314200000.0,48300000.0,11000000.0,-129600000.0,-182100000.0,-48200000.0,-9300000.0,-213000000.0,262700000.0,0.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q4,2009-10-01,2009-12-31,,-34200000.0,-146300000.0,-18500000.0,2400000.0,24900000.0,,49300000.0,,,-304100000.0,-62600000.0,201300000.0,-304100000.0,-62600000.0,201300000.0,-165400000.0,134200000.0,134200000.0,-7100000.0,34800000.0,-44700000.0,-39900000.0,-16200000.0,-294200000.0,,27300000.0,400000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,FY,2009-01-01,2009-12-31,2012-10-30 16:42:56+00:00,-34200000.0,-88400000.0,-60400000.0,10500000.0,77600000.0,,-163300000.0,441800000.0,,-100700000.0,-102400000.0,362700000.0,-100700000.0,-102400000.0,362700000.0,159600000.0,209300000.0,209300000.0,239100000.0,35600000.0,-168900000.0,-148200000.0,-39500000.0,-409200000.0,0.0,112700000.0,6800000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q3TTM,2008-10-01,2009-09-30,,-43400000.0,516800000.0,-162100000.0,15000000.0,69900000.0,,-144700000.0,441800000.0,-45600000.0,-26600000.0,-87700000.0,348900000.0,-26600000.0,-87700000.0,348900000.0,234600000.0,45800000.0,45800000.0,377900000.0,-27600000.0,-162900000.0,-147400000.0,-37900000.0,-232200000.0,-100000.0,134500000.0,6500000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q3,2009-07-01,2009-09-30,,,26700000.0,-10000000.0,1800000.0,20000000.0,,10200000.0,,,-20800000.0,-37700000.0,164200000.0,-20800000.0,-37700000.0,164200000.0,105700000.0,104700000.0,104700000.0,29300000.0,23200000.0,-44000000.0,-68000000.0,-6200000.0,,,30400000.0,6100000.0
Invesco Ltd,IVZ,ECPGFXU8A2SHKVVGJI15,914208,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 15:03:19+00:00,,57900000.0,-41900000.0,8100000.0,52700000.0,,-212600000.0,441800000.0,,203400000.0,-39800000.0,161400000.0,203400000.0,-39800000.0,161400000.0,325000000.0,75100000.0,75100000.0,246200000.0,800000.0,-124200000.0,-108300000.0,-23300000.0,-115000000.0,,85400000.0,6400000.0
