company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2008.0,FY,,2008-12-31,2010-02-25 17:30:06+00:00,13990000000.0,11995000000.0,-1875000000.0,7163000000.0,755000000.0,43413000000.0,4273000000.0,939000000.0,3778000000.0,846000000.0,27085000000.0,30926000000.0,5095000000.0,83947000000.0,1100000000.0,,18167000000.0,4127000000.0,1973000000.0,2208000000.0,-804000000.0,552000000.0,2609000000.0,5669000000.0,2998000000.0,,30642000000.0,370000000.0,,142865000000.0,55165000000.0,20843000000.0,21780000000.0,55165000000.0,56265000000.0,86600000000.0,142865000000.0,38075000000.0,64820000000.0,-16211000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2009.0,FY,,2009-12-31,2011-02-23 12:43:13+00:00,15485000000.0,13215000000.0,3065000000.0,8713000000.0,542000000.0,43698000000.0,3402000000.0,846000000.0,3638000000.0,823000000.0,26925000000.0,35742000000.0,4940000000.0,87708000000.0,590000000.0,,17956000000.0,4130000000.0,2352000000.0,2234000000.0,-743000000.0,708000000.0,3097000000.0,5009000000.0,2470000000.0,,32214000000.0,1728000000.0,,152138000000.0,62023000000.0,21167000000.0,23695000000.0,62023000000.0,62613000000.0,89525000000.0,152138000000.0,43263000000.0,65830000000.0,-16211000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2009.0,Q3,,2009-09-30,2009-11-03 17:29:13+00:00,14862000000.0,12530000000.0,2712000000.0,7836000000.0,641000000.0,43600000000.0,3844000000.0,741000000.0,3715000000.0,831000000.0,27662000000.0,35664000000.0,6268000000.0,87136000000.0,587000000.0,,18294000000.0,3662000000.0,2186000000.0,2413000000.0,-772000000.0,642000000.0,3043000000.0,5177000000.0,2814000000.0,,32181000000.0,2796000000.0,,152427000000.0,61510000000.0,22253000000.0,24656000000.0,61510000000.0,62097000000.0,90330000000.0,152427000000.0,43038000000.0,65674000000.0,-16211000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2009.0,Q2,,2009-06-30,2009-08-04 17:30:34+00:00,13197000000.0,12497000000.0,998000000.0,7580000000.0,888000000.0,43531000000.0,3816000000.0,695000000.0,3715000000.0,835000000.0,28926000000.0,33551000000.0,6181000000.0,86246000000.0,1078000000.0,,18136000000.0,4178000000.0,2038000000.0,3943000000.0,-777000000.0,614000000.0,2814000000.0,5343000000.0,3508000000.0,,31388000000.0,1438000000.0,,150073000000.0,58929000000.0,23074000000.0,23089000000.0,58929000000.0,60007000000.0,90066000000.0,150073000000.0,40753000000.0,66977000000.0,-16211000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2010.0,FY,,2010-12-31,2012-02-21 17:28:08+00:00,18399000000.0,15812000000.0,4773000000.0,9199000000.0,9454000000.0,44149000000.0,4874000000.0,1081000000.0,3633000000.0,801000000.0,22656000000.0,31581000000.0,5197000000.0,82554000000.0,547000000.0,,17335000000.0,3683000000.0,2180000000.0,2129000000.0,-680000000.0,905000000.0,2599000000.0,4314000000.0,2141000000.0,,40397000000.0,936000000.0,2056000000.0,156314000000.0,68562000000.0,34660000000.0,27419000000.0,68562000000.0,69109000000.0,87205000000.0,156314000000.0,39100000000.0,59786000000.0,-20077000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2010.0,Q3,,2010-09-30,2010-11-02 17:23:58+00:00,16064000000.0,13478000000.0,4405000000.0,8518000000.0,7996000000.0,43973000000.0,5186000000.0,768000000.0,3637000000.0,806000000.0,23225000000.0,31182000000.0,7741000000.0,81460000000.0,556000000.0,,17286000000.0,3732000000.0,2175000000.0,3027000000.0,-705000000.0,756000000.0,2742000000.0,4492000000.0,3246000000.0,,39156000000.0,376000000.0,2856000000.0,155333000000.0,69361000000.0,35317000000.0,25421000000.0,69361000000.0,69917000000.0,85416000000.0,155333000000.0,38556000000.0,59995000000.0,-17468000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2010.0,Q2,,2010-06-30,2010-08-04 18:18:23+00:00,15376000000.0,13197000000.0,1881000000.0,8389000000.0,4120000000.0,43886000000.0,4508000000.0,667000000.0,3638000000.0,808000000.0,23197000000.0,35957000000.0,7119000000.0,81269000000.0,574000000.0,,17012000000.0,3836000000.0,2394000000.0,2035000000.0,-712000000.0,724000000.0,2743000000.0,4666000000.0,2230000000.0,,36917000000.0,3082000000.0,,151456000000.0,65371000000.0,26666000000.0,25668000000.0,65371000000.0,65945000000.0,85511000000.0,151456000000.0,43521000000.0,59843000000.0,-16601000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2010.0,Q1,,2010-03-31,2010-05-04 17:02:17+00:00,15937000000.0,12630000000.0,3275000000.0,8661000000.0,855000000.0,43759000000.0,4105000000.0,540000000.0,3635000000.0,815000000.0,26225000000.0,36764000000.0,7300000000.0,86623000000.0,580000000.0,,17891000000.0,4138000000.0,2560000000.0,3260000000.0,-735000000.0,820000000.0,3034000000.0,4839000000.0,2808000000.0,,32749000000.0,2763000000.0,,154810000000.0,62837000000.0,23593000000.0,26605000000.0,62837000000.0,63417000000.0,91393000000.0,154810000000.0,44594000000.0,64788000000.0,-16211000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2011.0,FY,,2011-12-31,2013-02-19 17:09:15+00:00,19653000000.0,16526000000.0,3246000000.0,9329000000.0,5780000000.0,44742000000.0,4220000000.0,1111000000.0,3332000000.0,745000000.0,21610000000.0,32108000000.0,4631000000.0,84180000000.0,510000000.0,2784000000.0,18040000000.0,4068000000.0,1675000000.0,2071000000.0,-11000000.0,972000000.0,,3582000000.0,2700000000.0,,49049000000.0,1013000000.0,581000000.0,153230000000.0,65239000000.0,30218000000.0,28068000000.0,65239000000.0,65749000000.0,87481000000.0,153230000000.0,38832000000.0,59413000000.0,-31787000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2011.0,Q3,,2011-09-30,2011-11-01 16:56:50+00:00,20835000000.0,16416000000.0,3203000000.0,9286000000.0,3437000000.0,44627000000.0,4573000000.0,894000000.0,3606000000.0,764000000.0,22534000000.0,32152000000.0,7164000000.0,83090000000.0,520000000.0,,17979000000.0,3078000000.0,1694000000.0,2018000000.0,-34000000.0,992000000.0,2781000000.0,3769000000.0,2785000000.0,,46681000000.0,616000000.0,2589000000.0,154689000000.0,65806000000.0,32391000000.0,28936000000.0,65806000000.0,66326000000.0,88363000000.0,154689000000.0,39208000000.0,59427000000.0,-28671000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2011.0,Q2,,2011-06-30,2011-08-02 15:06:38+00:00,21018000000.0,16805000000.0,6125000000.0,9492000000.0,5505000000.0,44485000000.0,4836000000.0,772000000.0,3606000000.0,792000000.0,22590000000.0,34020000000.0,6986000000.0,84268000000.0,519000000.0,,18062000000.0,3432000000.0,1736000000.0,2112000000.0,-653000000.0,968000000.0,2617000000.0,3953000000.0,2747000000.0,,44964000000.0,606000000.0,2635000000.0,160068000000.0,70059000000.0,34678000000.0,29344000000.0,70059000000.0,70578000000.0,89490000000.0,160068000000.0,41122000000.0,60146000000.0,-24862000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2011.0,Q1,,2011-03-31,2011-05-03 15:33:02+00:00,20203000000.0,16408000000.0,5547000000.0,9455000000.0,6172000000.0,44331000000.0,5445000000.0,632000000.0,3630000000.0,797000000.0,22604000000.0,32791000000.0,7944000000.0,83765000000.0,549000000.0,,17530000000.0,3590000000.0,2138000000.0,2333000000.0,-673000000.0,909000000.0,2590000000.0,4135000000.0,2858000000.0,,42480000000.0,605000000.0,2231000000.0,159643000000.0,69972000000.0,35613000000.0,29218000000.0,69972000000.0,70521000000.0,89122000000.0,159643000000.0,40265000000.0,59904000000.0,-21713000000.0
ConocoPhillips,COP,WPTL2Z3FIYTHSP5V2253,1163165,2012.0,FY,,2012-12-31,2014-02-25 10:09:42+00:00,10013000000.0,9182000000.0,4087000000.0,8947000000.0,3618000000.0,45342000000.0,3366000000.0,742000000.0,,,20770000000.0,23489000000.0,965000000.0,67263000000.0,440000000.0,2216000000.0,13185000000.0,3346000000.0,1517000000.0,2367000000.0,,886000000.0,,2810000000.0,9476000000.0,748000000.0,35338000000.0,955000000.0,,117144000000.0,47987000000.0,23989000000.0,17443000000.0,47987000000.0,48427000000.0,68717000000.0,117144000000.0,25892000000.0,51274000000.0,-36780000000.0
