company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,FY,,2010-03-31,2011-05-26 10:44:30+00:00,157566000.0,186804000.0,307822000.0,1346212000.0,3442000.0,47001000.0,,569284000.0,48591000.0,1109276000.0,3774208000.0,212752000.0,1499384000.0,333961000.0,2427996000.0,652389000.0,34573000.0,72972000.0,94978000.0,1332759000.0,10255000.0,4495932000.0,1795544000.0,711335000.0,475643000.0,1795544000.0,1795544000.0,2700388000.0,4495932000.0,1356601000.0,2224745000.0,0.0,-109941000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,FY,,2011-03-31,2012-05-29 17:12:37+00:00,163091000.0,550262000.0,391544000.0,1494216000.0,7580000.0,57218000.0,0.0,608459000.0,50132000.0,1117336000.0,3949974000.0,197168000.0,1842994000.0,372375000.0,2455758000.0,726797000.0,44974000.0,70548000.0,100531000.0,1504758000.0,9868000.0,4945754000.0,1740912000.0,1130518000.0,564503000.0,1740912000.0,1740912000.0,3204842000.0,4945754000.0,1359478000.0,2640339000.0,0.0,-379885000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q3,,2010-12-31,2011-02-04 13:33:44+00:00,114094000.0,497573000.0,355891000.0,1460321000.0,4989000.0,35015000.0,,601928000.0,53931000.0,1117079000.0,3894538000.0,201699000.0,1617150000.0,359186000.0,2434217000.0,702356000.0,46950000.0,68632000.0,100934000.0,1459614000.0,9564000.0,4846584000.0,1978897000.0,1046639000.0,479549000.0,1978897000.0,1978897000.0,2867687000.0,4846584000.0,1365728000.0,2388138000.0,0.0,-87634000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q2,,2010-09-30,2010-11-05 13:59:35+00:00,152127000.0,520676000.0,346547000.0,1416895000.0,3547000.0,53352000.0,,593218000.0,53591000.0,1110345000.0,3845332000.0,203151000.0,1666918000.0,337448000.0,2428437000.0,676257000.0,50208000.0,67927000.0,90904000.0,1424808000.0,10624000.0,4848112000.0,1927712000.0,1055971000.0,509298000.0,1927712000.0,1927712000.0,2920400000.0,4848112000.0,1363704000.0,2411102000.0,0.0,-93861000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q1,,2010-06-30,2010-08-06 10:23:35+00:00,147249000.0,504512000.0,357221000.0,1366479000.0,1374000.0,57890000.0,,583339000.0,50185000.0,1106881000.0,3791373000.0,207011000.0,1711630000.0,344644000.0,2424894000.0,658944000.0,38827000.0,69231000.0,79985000.0,1379186000.0,9589000.0,4814829000.0,1860965000.0,1037216000.0,514059000.0,1860965000.0,1860965000.0,2953864000.0,4814829000.0,1352719000.0,2439805000.0,0.0,-102934000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2012.0,FY,,2012-03-31,2013-05-22 16:47:59+00:00,174868000.0,652439000.0,356344000.0,1690361000.0,5386000.0,44663000.0,0.0,650420000.0,49617000.0,1163803000.0,4306420000.0,214204000.0,1761902000.0,408438000.0,2616059000.0,793957000.0,52313000.0,84419000.0,119049000.0,1701478000.0,398837000.0,5320585000.0,1750258000.0,1274206000.0,930049000.0,1750258000.0,1750258000.0,3570327000.0,5320585000.0,1430320000.0,2640278000.0,0.0,-607026000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2012.0,Q3,,2011-12-31,2012-02-08 13:53:04+00:00,152211000.0,595518000.0,338779000.0,1636206000.0,2801000.0,45790000.0,0.0,635669000.0,53954000.0,1141160000.0,4198908000.0,199578000.0,1760065000.0,393363000.0,2562702000.0,763263000.0,52549000.0,77578000.0,114026000.0,1641745000.0,417604000.0,5158640000.0,1649140000.0,1202651000.0,908594000.0,1649140000.0,1649140000.0,3509500000.0,5158640000.0,1393287000.0,2600906000.0,0.0,-631075000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2012.0,Q2,,2011-09-30,2011-11-08 15:40:46+00:00,154166000.0,601029000.0,330362000.0,1586642000.0,2132000.0,36701000.0,0.0,625183000.0,52000000.0,1137675000.0,4120598000.0,204618000.0,2202688000.0,373056000.0,2533956000.0,745397000.0,52320000.0,76755000.0,102433000.0,1604798000.0,10391000.0,5093788000.0,1574029000.0,1165219000.0,494919000.0,1574029000.0,1574029000.0,3519759000.0,5093788000.0,1394613000.0,3024840000.0,0.0,-658084000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2012.0,Q1,,2011-06-30,2011-08-08 15:26:41+00:00,162645000.0,590130000.0,357584000.0,1540060000.0,8516000.0,60535000.0,0.0,616931000.0,52058000.0,1137451000.0,4061369000.0,210095000.0,2221902000.0,380303000.0,2521309000.0,735381000.0,50597000.0,82025000.0,81870000.0,1551303000.0,10188000.0,5084348000.0,1514623000.0,1164896000.0,530417000.0,1514623000.0,1514623000.0,3569725000.0,5084348000.0,1398143000.0,3039308000.0,0.0,-662127000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2013.0,FY,,2013-03-31,2014-05-29 17:18:47+00:00,183258000.0,710740000.0,374883000.0,1899628000.0,4438000.0,86386000.0,0.0,730721000.0,53562000.0,1195613000.0,4585933000.0,226824000.0,2304245000.0,474821000.0,2686305000.0,825612000.0,45653000.0,89671000.0,138321000.0,1861395000.0,303573000.0,5618225000.0,1536983000.0,1463830000.0,861714000.0,1536983000.0,1536983000.0,4081242000.0,5618225000.0,1468090000.0,3219528000.0,0.0,-1059571000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2013.0,Q3,,2012-12-31,2013-02-08 13:42:48+00:00,157384000.0,645174000.0,347724000.0,1849198000.0,5991000.0,66606000.0,0.0,719297000.0,53898000.0,1198698000.0,4523456000.0,230469000.0,1706926000.0,462379000.0,2674258000.0,811547000.0,46679000.0,88087000.0,160900000.0,1811421000.0,589647000.0,5539061000.0,1837746000.0,1388957000.0,1094755000.0,1837746000.0,1837746000.0,3701315000.0,5539061000.0,1475846000.0,2606560000.0,0.0,-698963000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2013.0,Q2,,2012-09-30,2012-11-07 14:16:28+00:00,166194000.0,686940000.0,362234000.0,1790812000.0,6045000.0,47867000.0,0.0,682051000.0,55269000.0,1166323000.0,4436947000.0,204513000.0,1752515000.0,439263000.0,2646135000.0,800574000.0,50197000.0,82875000.0,112471000.0,1804164000.0,337994000.0,5408978000.0,1906592000.0,1341810000.0,866422000.0,1906592000.0,1906592000.0,3502386000.0,5408978000.0,1421033000.0,2635964000.0,0.0,-585668000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2013.0,Q1,,2012-06-30,2012-08-08 15:04:38+00:00,174130000.0,678672000.0,369126000.0,1736488000.0,3302000.0,54895000.0,0.0,670440000.0,53597000.0,1159746000.0,4361585000.0,205047000.0,1751155000.0,432216000.0,2625097000.0,803617000.0,51721000.0,84081000.0,112415000.0,1756975000.0,355227000.0,5373406000.0,1836070000.0,1331795000.0,898483000.0,1836070000.0,1836070000.0,3537336000.0,5373406000.0,1416514000.0,2638853000.0,0.0,-594647000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2014.0,FY,,2014-03-31,2015-05-27 17:18:18+00:00,196911000.0,701060000.0,345676000.0,2128649000.0,529000.0,69561000.0,0.0,790663000.0,57961000.0,1289896000.0,4931064000.0,258836000.0,1706774000.0,478149000.0,2802415000.0,825897000.0,43080000.0,89219000.0,92356000.0,2047843000.0,788188000.0,5793314000.0,1840649000.0,1399087000.0,1330775000.0,1840649000.0,1840649000.0,3952665000.0,5793314000.0,1591812000.0,2621890000.0,0.0,-998386000.0
