company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2009.0,FY,2008-04-01,2009-03-31,2011-05-26 10:44:30+00:00,22762000.0,3.19,3.19,0.56,198033000.0,3.12,168265000.0,261088000.0,261088000.0,261088000.0,2039888000.0,4361479000.0,-11120000.0,,,1575928000.0,2039888000.0,2321591000.0,84395000.0,,1796723000.0,524868000.0,-95515000.0,429353000.0,4361479000.0,81800000.0,81926000.0,83816000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q4,2010-01-01,2010-03-31,,6127000.0,0.48,0.48,0.76,54846000.0,0.47,18322000.0,40044000.0,40044000.0,40044000.0,448721000.0,983308000.0,-706000.0,23435000.0,,368350000.0,448721000.0,534587000.0,-40553000.0,-63310000.0,452758000.0,81829000.0,-23463000.0,58366000.0,983308000.0,82100000.0,82129000.0,83787000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,FY,2009-04-01,2010-03-31,2012-05-29 17:12:37+00:00,22231000.0,2.39,2.39,0.76,212718000.0,2.34,117780000.0,196266000.0,196266000.0,196266000.0,1727920000.0,3875153000.0,-4319000.0,23435000.0,0.0,1489305000.0,1727920000.0,2147233000.0,17869000.0,-63310000.0,1747689000.0,399544000.0,-85498000.0,314046000.0,3875153000.0,82100000.0,82129000.0,83787000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q3YTD,2009-04-01,2009-12-31,,16104000.0,1.91,1.91,,157872000.0,1.87,99458000.0,156222000.0,156222000.0,156222000.0,1279199000.0,2891845000.0,-3613000.0,,,1120955000.0,1279199000.0,1612646000.0,58422000.0,,1294931000.0,317715000.0,-62035000.0,255680000.0,2891845000.0,82200000.0,82134000.0,83910000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q3,2009-10-01,2009-12-31,2011-02-04 13:33:44+00:00,5811000.0,0.57,0.57,,53642000.0,0.56,29961000.0,46866000.0,46866000.0,46866000.0,415124000.0,944763000.0,-1461000.0,0.0,,370197000.0,415124000.0,529639000.0,21701000.0,,429650000.0,99989000.0,-23162000.0,76827000.0,944763000.0,82200000.0,82134000.0,83910000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q2YTD,2009-04-01,2009-09-30,,10293000.0,1.34,1.34,,104230000.0,1.31,69497000.0,109356000.0,109356000.0,109356000.0,864075000.0,1947082000.0,-2152000.0,,,750758000.0,864075000.0,1083007000.0,36721000.0,,865281000.0,217726000.0,-38873000.0,178853000.0,1947082000.0,81400000.0,81764000.0,83476000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q2,2009-07-01,2009-09-30,2010-11-05 13:59:35+00:00,5477000.0,0.67,0.67,,52647000.0,0.65,35181000.0,54540000.0,54540000.0,54540000.0,425136000.0,965091000.0,-1742000.0,0.0,,372014000.0,425136000.0,539955000.0,18354000.0,,430138000.0,109817000.0,-20096000.0,89721000.0,965091000.0,81400000.0,81764000.0,83476000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2010.0,Q1,2009-04-01,2009-06-30,2010-08-06 10:23:35+00:00,4816000.0,0.67,0.67,,51583000.0,0.66,34316000.0,54816000.0,54816000.0,54816000.0,438939000.0,981991000.0,-410000.0,0.0,,378744000.0,438939000.0,543052000.0,18367000.0,,435143000.0,107909000.0,-18777000.0,89132000.0,981991000.0,81800000.0,81618000.0,83287000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q4,2011-01-01,2011-03-31,,6492000.0,0.76,0.76,1.01,58773000.0,0.75,39681000.0,63069000.0,63069000.0,63069000.0,503789000.0,1102684000.0,680000.0,18374000.0,,398947000.0,503789000.0,598895000.0,-27344000.0,-41583000.0,482586000.0,116309000.0,-13559000.0,102750000.0,1102684000.0,83400000.0,83487000.0,85252000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,FY,2010-04-01,2011-03-31,2013-05-22 16:47:59+00:00,25135000.0,3.0,3.0,1.01,225383000.0,2.94,156669000.0,250264000.0,250264000.0,250264000.0,1913280000.0,4251467000.0,1958000.0,44406000.0,0.0,1574072000.0,1913280000.0,2338187000.0,4162000.0,-60054000.0,1868996000.0,469191000.0,-62258000.0,406933000.0,4251467000.0,83400000.0,83487000.0,85252000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q3YTD,2010-04-01,2010-12-31,,18643000.0,2.24,2.24,,166610000.0,2.19,116988000.0,187195000.0,187195000.0,187195000.0,1409491000.0,3148783000.0,1278000.0,26032000.0,,1175125000.0,1409491000.0,1739292000.0,31506000.0,-18471000.0,1386410000.0,352882000.0,-48699000.0,304183000.0,3148783000.0,84600000.0,84057000.0,85850000.0
Airgas Inc ,ARG,T9G0YDC6WFXHBPA02M60,804212,2011.0,Q3TTM,2010-01-01,2010-12-31,,24770000.0,2.72,2.72,0.76,221456000.0,2.66,135310000.0,227239000.0,227239000.0,227239000.0,1858212000.0,4132091000.0,572000.0,49467000.0,,1543475000.0,1858212000.0,2273879000.0,-9047000.0,-81781000.0,1839168000.0,434711000.0,-72162000.0,362549000.0,4132091000.0,84600000.0,84057000.0,85850000.0
