company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,FY,2010-11-01,2011-10-30,2013-12-18 09:11:45+00:00,1.78,1.78,0.51,1.74,,239640000.0,479196000.0,479196000.0,474195000.0,5001000.0,6560976000.0,7895089000.0,,618586000.0,6560976000.0,1334113000.0,22662000.0,26757000.0,618586000.0,715527000.0,4095000.0,718836000.0,7895089000.0,266400000.0,266394000.0,271915000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q3YTD,2010-11-01,2011-07-31,,1.34,1.34,0.36,1.34,,177796000.0,360701000.0,360701000.0,356886000.0,3815000.0,4793104000.0,5791191000.0,,461892000.0,4793104000.0,998087000.0,19389000.0,21111000.0,461892000.0,536195000.0,1722000.0,538497000.0,5791191000.0,266200000.0,266925000.0,272759000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q3TTM,2010-07-26,2011-07-31,,1.79,1.79,0.46,1.79,,243264000.0,483309000.0,483309000.0,478034000.0,5275000.0,6501170000.0,7854230000.0,,628348000.0,6501170000.0,1353060000.0,26350000.0,28384000.0,628348000.0,724712000.0,2034000.0,726573000.0,7854230000.0,266200000.0,266925000.0,272759000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q3,2011-05-02,2011-07-31,2012-09-07 15:56:10+00:00,0.37,0.37,0.1275,0.36,,41374000.0,99964000.0,99964000.0,98481000.0,1483000.0,1612737000.0,1910592000.0,,156595000.0,1612737000.0,297855000.0,5623000.0,5562000.0,156595000.0,141260000.0,-61000.0,141338000.0,1910592000.0,266200000.0,266925000.0,272759000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q2YTD,2010-11-01,2011-05-01,,0.97,0.97,0.23,0.97,,136422000.0,260737000.0,260737000.0,258405000.0,2332000.0,3180367000.0,3880599000.0,,305297000.0,3180367000.0,700232000.0,13766000.0,15549000.0,305297000.0,394935000.0,1783000.0,397159000.0,3880599000.0,267300000.0,267207000.0,272847000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q2TTM,2010-04-26,2011-05-01,,1.74,1.74,0.44,1.74,,249957000.0,469709000.0,469709000.0,464923000.0,4786000.0,6333969000.0,7674089000.0,,618276000.0,6333969000.0,1340120000.0,27220000.0,25044000.0,618276000.0,721844000.0,-2176000.0,719666000.0,7674089000.0,267300000.0,267207000.0,272847000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q2,2011-01-31,2011-05-01,2012-06-08 13:19:46+00:00,0.41,0.41,0.1275,0.4,,56846000.0,110702000.0,110702000.0,109579000.0,1123000.0,1632814000.0,1959041000.0,,160136000.0,1632814000.0,326227000.0,7187000.0,8644000.0,160136000.0,166091000.0,1457000.0,167548000.0,1959041000.0,267300000.0,267207000.0,272847000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q1TTM,2010-01-25,2011-01-30,,1.63,1.63,0.42,1.63,,247062000.0,437542000.0,437542000.0,433206000.0,4336000.0,6120470000.0,7414830000.0,,604922000.0,6120470000.0,1294360000.0,26607000.0,21775000.0,604922000.0,689438000.0,-4832000.0,684604000.0,7414830000.0,265800000.0,266560000.0,271740000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q1,2010-11-01,2011-01-30,2012-03-09 12:45:26+00:00,0.56,0.56,0.1275,0.55,,79576000.0,150035000.0,150035000.0,148826000.0,1209000.0,1547553000.0,1921558000.0,,145161000.0,1547553000.0,374005000.0,6579000.0,6905000.0,145161000.0,228844000.0,326000.0,229611000.0,1921558000.0,265800000.0,266560000.0,271740000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q4,2012-07-30,2012-10-28,,0.5,0.5,0.15,0.5,,66452000.0,134286000.0,134286000.0,132601000.0,1685000.0,1818405000.0,2170184000.0,,159685000.0,1818405000.0,351779000.0,3155000.0,12643000.0,159685000.0,192094000.0,9488000.0,200738000.0,2170184000.0,263200000.0,263466000.0,268891000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,FY,2011-10-31,2012-10-28,2014-12-17 12:12:17+00:00,1.9,1.9,0.6,1.86,,253374000.0,504961000.0,504961000.0,500050000.0,4911000.0,6898819000.0,8230670000.0,,605868000.0,6898819000.0,1331851000.0,12859000.0,45211000.0,605868000.0,725983000.0,32352000.0,758335000.0,8230670000.0,263200000.0,263466000.0,268891000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q3YTD,2011-10-31,2012-07-29,,1.4,1.4,0.43,1.4,,186922000.0,370675000.0,370675000.0,367449000.0,3226000.0,5080414000.0,6060486000.0,,446183000.0,5080414000.0,980072000.0,9704000.0,32568000.0,446183000.0,533889000.0,22864000.0,557597000.0,6060486000.0,264700000.0,263359000.0,268746000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q3TTM,2011-08-01,2012-07-29,,1.84,1.84,0.56,1.84,,248766000.0,489170000.0,489170000.0,484758000.0,4412000.0,6848286000.0,8164384000.0,,602877000.0,6848286000.0,1316098000.0,12977000.0,38214000.0,602877000.0,713221000.0,25237000.0,737936000.0,8164384000.0,264700000.0,263359000.0,268746000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q3,2012-04-30,2012-07-29,2013-09-06 08:09:33+00:00,0.42,0.42,0.15,0.41,,57087000.0,112407000.0,112407000.0,111167000.0,1240000.0,1701132000.0,2008188000.0,,145022000.0,1701132000.0,307056000.0,3207000.0,9823000.0,145022000.0,162034000.0,6616000.0,169494000.0,2008188000.0,264700000.0,263359000.0,268746000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q2YTD,2011-10-31,2012-04-29,,0.97,0.97,0.28,0.97,,129835000.0,258268000.0,258268000.0,256282000.0,1986000.0,3379282000.0,4052298000.0,,301161000.0,3379282000.0,673016000.0,6497000.0,22745000.0,301161000.0,371855000.0,16248000.0,388103000.0,4052298000.0,261000000.0,263610000.0,269061000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q2TTM,2011-05-02,2012-04-29,,1.79,1.79,0.54,1.79,,233053000.0,476727000.0,476727000.0,472072000.0,4655000.0,6759891000.0,8066788000.0,,614450000.0,6759891000.0,1306897000.0,15393000.0,33953000.0,614450000.0,692447000.0,18560000.0,709780000.0,8066788000.0,261000000.0,263610000.0,269061000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q2,2012-01-30,2012-04-29,2013-06-07 07:51:06+00:00,0.49,0.49,0.15,0.48,,64859000.0,128935000.0,128935000.0,127887000.0,1048000.0,1677252000.0,2012859000.0,,148684000.0,1677252000.0,335607000.0,3283000.0,10154000.0,148684000.0,186923000.0,6871000.0,193794000.0,2012859000.0,261000000.0,263610000.0,269061000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q1TTM,2011-01-31,2012-01-29,,1.72,1.72,0.51,1.72,,225040000.0,458494000.0,458494000.0,453764000.0,4730000.0,6715453000.0,8012970000.0,,625902000.0,6715453000.0,1297517000.0,19297000.0,32443000.0,625902000.0,671615000.0,13146000.0,683534000.0,8012970000.0,262000000.0,263946000.0,269608000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q1,2011-10-31,2012-01-29,2013-03-08 08:09:54+00:00,0.49,0.49,0.15,0.48,,64976000.0,129333000.0,129333000.0,128395000.0,938000.0,1702030000.0,2039439000.0,,152477000.0,1702030000.0,337409000.0,3214000.0,12591000.0,152477000.0,184932000.0,9377000.0,194309000.0,2039439000.0,262000000.0,263946000.0,269608000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,FY,2012-10-29,2013-10-27,2015-12-16 14:45:31+00:00,1.99,1.99,0.68,1.95,,268431000.0,530076000.0,530076000.0,526211000.0,3865000.0,7338838000.0,8751654000.0,4971000.0,627340000.0,7338838000.0,1412816000.0,12453000.0,20513000.0,627340000.0,785476000.0,13031000.0,798507000.0,8751654000.0,264400000.0,264317000.0,270224000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q4,2013-07-29,2013-10-27,,0.6,0.6,0.18,0.6,,81122000.0,158485000.0,158485000.0,157340000.0,1145000.0,1937686000.0,2323202000.0,4971000.0,147444000.0,1937686000.0,385516000.0,3095000.0,-341000.0,147444000.0,238072000.0,1535000.0,239607000.0,2323202000.0,264400000.0,264317000.0,270224000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q3YTD,2012-10-29,2013-07-28,,1.39,1.39,0.49,1.39,,187309000.0,371591000.0,371591000.0,368871000.0,2720000.0,5401152000.0,6428452000.0,,479896000.0,5401152000.0,1027300000.0,9358000.0,20854000.0,479896000.0,547404000.0,11496000.0,558900000.0,6428452000.0,264300000.0,264605000.0,270769000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q3TTM,2012-07-30,2013-07-28,,1.9,1.9,0.64,1.9,,253761000.0,505877000.0,505877000.0,501472000.0,4405000.0,7219557000.0,8598636000.0,,639581000.0,7219557000.0,1379079000.0,12513000.0,33497000.0,639581000.0,739498000.0,20984000.0,759638000.0,8598636000.0,264300000.0,264605000.0,270769000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q3,2013-04-29,2013-07-28,2014-09-05 08:08:07+00:00,0.43,0.43,0.17,0.42,,63171000.0,113905000.0,113905000.0,113635000.0,270000.0,1829219000.0,2159525000.0,,150999000.0,1829219000.0,330306000.0,3122000.0,891000.0,150999000.0,179307000.0,-2231000.0,177076000.0,2159525000.0,264300000.0,264605000.0,270769000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q2YTD,2012-10-29,2013-04-28,,0.96,0.96,0.32,0.96,,124138000.0,257686000.0,257686000.0,255236000.0,2450000.0,3571933000.0,4268927000.0,,328897000.0,3571933000.0,696994000.0,6236000.0,19963000.0,328897000.0,368097000.0,13727000.0,381824000.0,4268927000.0,267100000.0,264868000.0,270780000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q2TTM,2012-04-30,2013-04-28,,1.88,1.88,0.62,1.88,,247677000.0,504379000.0,504379000.0,499004000.0,5375000.0,7091470000.0,8447299000.0,,633604000.0,7091470000.0,1355829000.0,12598000.0,42429000.0,633604000.0,722225000.0,29831000.0,752056000.0,8447299000.0,267100000.0,264868000.0,270780000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q2,2013-01-28,2013-04-28,2014-06-06 08:19:21+00:00,0.47,0.47,0.17,0.46,,58262000.0,126641000.0,126641000.0,125520000.0,1121000.0,1799885000.0,2152686000.0,,173066000.0,1799885000.0,352801000.0,3142000.0,8310000.0,173066000.0,179735000.0,5168000.0,184903000.0,2152686000.0,267100000.0,264868000.0,270780000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q1TTM,2012-01-30,2013-01-27,,1.9,1.9,0.6,1.9,,254274000.0,506673000.0,506673000.0,501371000.0,5302000.0,6968837000.0,8307472000.0,,609222000.0,6968837000.0,1338635000.0,12739000.0,44273000.0,609222000.0,729413000.0,31534000.0,760947000.0,8307472000.0,264700000.0,263944000.0,269140000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2013.0,Q1,2012-10-29,2013-01-27,2014-03-07 12:32:36+00:00,0.49,0.49,0.17,0.48,,65876000.0,131045000.0,131045000.0,129716000.0,1329000.0,1772048000.0,2116241000.0,,155831000.0,1772048000.0,344193000.0,3094000.0,11653000.0,155831000.0,188362000.0,8559000.0,196921000.0,2116241000.0,264700000.0,263944000.0,269140000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,FY,2013-10-28,2014-10-26,2016-12-21 13:07:21+00:00,1.14,1.14,0.4,1.12,0.0,316126000.0,606026000.0,606026000.0,602677000.0,3349000.0,7751273000.0,9316256000.0,3236000.0,650948000.0,7751273000.0,1564983000.0,12704000.0,17585000.0,650948000.0,914035000.0,8117000.0,922152000.0,9316256000.0,528700000.0,527624000.0,540431000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q4,2014-07-28,2014-10-26,,0.32,0.32,0.1,0.32,,88894000.0,171848000.0,171848000.0,171264000.0,584000.0,2120187000.0,2543771000.0,1633000.0,165939000.0,2120187000.0,423584000.0,3392000.0,5723000.0,165939000.0,257645000.0,3964000.0,260742000.0,2543771000.0,528700000.0,527624000.0,540431000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q3YTD,2013-10-28,2014-07-27,,1.63,1.63,0.57,1.63,,227232000.0,434178000.0,434178000.0,431413000.0,2765000.0,5631086000.0,6772485000.0,1603000.0,485009000.0,5631086000.0,1141399000.0,9312000.0,11862000.0,485009000.0,656390000.0,4153000.0,661410000.0,6772485000.0,265300000.0,263983000.0,270400000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q3TTM,2013-07-29,2014-07-27,,2.23,2.23,0.75,2.23,,308354000.0,592663000.0,592663000.0,588753000.0,3910000.0,7568772000.0,9095687000.0,6574000.0,632453000.0,7568772000.0,1526915000.0,12407000.0,11521000.0,632453000.0,894462000.0,5688000.0,901017000.0,9095687000.0,265300000.0,263983000.0,270400000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q3,2014-04-28,2014-07-27,2015-09-04 08:23:21+00:00,0.52,0.52,0.2,0.51,,73968000.0,139014000.0,139014000.0,137975000.0,1039000.0,1920948000.0,2284947000.0,1603000.0,153035000.0,1920948000.0,363999000.0,3125000.0,3540000.0,153035000.0,210964000.0,2018000.0,212982000.0,2284947000.0,265300000.0,263983000.0,270400000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q2YTD,2013-10-28,2014-04-27,,1.11,1.11,0.37,1.11,,153264000.0,295164000.0,295164000.0,293438000.0,1726000.0,3710138000.0,4487538000.0,,331974000.0,3710138000.0,777400000.0,6187000.0,8322000.0,331974000.0,445426000.0,2135000.0,448428000.0,4487538000.0,264300000.0,263926000.0,270410000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q2TTM,2013-04-29,2014-04-27,,2.14,2.14,0.73,2.14,,297557000.0,567554000.0,567554000.0,564413000.0,3141000.0,7477043000.0,8970265000.0,4971000.0,630417000.0,7477043000.0,1493222000.0,12404000.0,8872000.0,630417000.0,862805000.0,1439000.0,865111000.0,8970265000.0,264300000.0,263926000.0,270410000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q2,2014-01-27,2014-04-27,2015-06-05 09:43:48+00:00,0.53,0.53,0.2,0.52,,72451000.0,140706000.0,140706000.0,140090000.0,616000.0,1866108000.0,2244866000.0,,165785000.0,1866108000.0,378758000.0,3093000.0,3583000.0,165785000.0,212973000.0,490000.0,213157000.0,2244866000.0,264300000.0,263926000.0,270410000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q1TTM,2013-01-28,2014-01-26,,2.08,2.08,0.7,2.08,,283368000.0,553489000.0,553489000.0,549843000.0,3646000.0,7410820000.0,8878085000.0,4971000.0,637698000.0,7410820000.0,1467265000.0,12453000.0,13599000.0,637698000.0,829567000.0,6117000.0,836857000.0,8878085000.0,264400000.0,263752000.0,270224000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2014.0,Q1,2013-10-28,2014-01-26,2015-03-06 09:13:58+00:00,0.58,0.58,0.2,0.57,,80813000.0,154458000.0,154458000.0,153348000.0,1110000.0,1844030000.0,2242672000.0,,166189000.0,1844030000.0,398642000.0,3094000.0,4739000.0,166189000.0,232453000.0,1645000.0,235271000.0,2242672000.0,264400000.0,263752000.0,270224000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,FY,2014-10-27,2015-10-25,2017-12-20 11:45:48+00:00,1.3,1.3,0.5,1.27,21537000.0,369879000.0,687264000.0,687264000.0,686088000.0,1176000.0,7455282000.0,9263863000.0,,743611000.0,7455282000.0,1808581000.0,13111000.0,23887000.0,765148000.0,1043433000.0,10776000.0,1057143000.0,9263863000.0,527800000.0,528143000.0,541002000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q4,2015-07-27,2015-10-25,,0.35,0.35,0.13,0.35,21537000.0,101713000.0,187443000.0,187443000.0,187231000.0,212000.0,1905828000.0,2400858000.0,-189000.0,188952000.0,1905828000.0,495030000.0,3821000.0,7957000.0,210489000.0,284541000.0,3947000.0,289156000.0,2400858000.0,527800000.0,528143000.0,541002000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q3,2015-04-27,2015-07-26,2016-09-02 10:47:50+00:00,0.28,0.28,0.125,0.27,,81263000.0,146956000.0,146956000.0,146938000.0,18000.0,1779197000.0,2188587000.0,189000.0,184627000.0,1779197000.0,409390000.0,3129000.0,6396000.0,184627000.0,224763000.0,3456000.0,228219000.0,2188587000.0,524800000.0,528516000.0,541204000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q3YTD,2014-10-27,2015-07-26,,0.94,0.94,0.37,0.94,,268166000.0,499821000.0,499821000.0,498857000.0,964000.0,5549454000.0,6863005000.0,189000.0,554659000.0,5549454000.0,1313551000.0,9290000.0,15930000.0,554659000.0,758892000.0,6829000.0,767987000.0,6863005000.0,524800000.0,528516000.0,541204000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q3TTM,2014-07-28,2015-07-26,,1.27,1.27,0.48,1.27,,357060000.0,671669000.0,671669000.0,670121000.0,1548000.0,7669641000.0,9406776000.0,1822000.0,720598000.0,7669641000.0,1737135000.0,12682000.0,21653000.0,720598000.0,1016537000.0,10793000.0,1028729000.0,9406776000.0,524800000.0,528516000.0,541204000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q2,2015-01-26,2015-04-26,2016-06-03 15:33:47+00:00,0.34,0.34,0.125,0.33,,95296000.0,180435000.0,180435000.0,180201000.0,234000.0,1819789000.0,2279345000.0,,189733000.0,1819789000.0,459556000.0,3083000.0,7874000.0,189733000.0,269823000.0,4791000.0,275731000.0,2279345000.0,530000000.0,528056000.0,540888000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q2YTD,2014-10-27,2015-04-26,,0.67,0.67,0.25,0.67,,186903000.0,352865000.0,352865000.0,351919000.0,946000.0,3770257000.0,4674418000.0,,370032000.0,3770257000.0,904161000.0,6161000.0,9534000.0,370032000.0,534129000.0,3373000.0,539768000.0,4674418000.0,530000000.0,528056000.0,540888000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q2TTM,2014-04-28,2015-04-26,,1.25,1.25,0.45,1.25,,349765000.0,663727000.0,663727000.0,661158000.0,2569000.0,7811392000.0,9503136000.0,3236000.0,689006000.0,7811392000.0,1691744000.0,12678000.0,18797000.0,689006000.0,1002738000.0,9355000.0,1013492000.0,9503136000.0,530000000.0,528056000.0,540888000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q1,2014-10-27,2015-01-25,2016-03-04 12:06:35+00:00,0.33,0.33,0.125,0.32,,91607000.0,172430000.0,172430000.0,171718000.0,712000.0,1950468000.0,2395073000.0,,180299000.0,1950468000.0,444605000.0,3078000.0,1660000.0,180299000.0,264306000.0,-1418000.0,264037000.0,2395073000.0,520400000.0,527352000.0,540123000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2015.0,Q1TTM,2014-01-27,2015-01-25,,1.18,1.18,0.41,1.18,,326920000.0,623998000.0,623998000.0,621047000.0,2951000.0,7857711000.0,9468657000.0,3236000.0,665058000.0,7857711000.0,1610946000.0,12688000.0,14506000.0,665058000.0,945888000.0,5054000.0,950918000.0,9468657000.0,520400000.0,527352000.0,540123000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2016.0,FY,2015-10-26,2016-10-30,2018-12-07 13:50:30+00:00,1.68,1.68,0.58,1.64,991000.0,426698000.0,890517000.0,890517000.0,890052000.0,465000.0,7365049000.0,9523224000.0,,871974000.0,7365049000.0,2158175000.0,12871000.0,44876000.0,872965000.0,1285210000.0,32005000.0,1317215000.0,9523224000.0,529800000.0,529290000.0,542473000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2016.0,Q4,2016-07-25,2016-10-30,,0.46,0.46,0.15,0.46,,120543000.0,244190000.0,244190000.0,243940000.0,250000.0,2029421000.0,2627941000.0,-1446000.0,244006000.0,2029421000.0,598520000.0,3288000.0,14953000.0,244006000.0,354514000.0,10219000.0,364733000.0,2627941000.0,529800000.0,529290000.0,542473000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2016.0,Q3,2016-04-25,2016-07-24,2017-09-08 12:14:14+00:00,0.37,0.37,0.145,0.36,,78341000.0,195776000.0,195776000.0,195654000.0,122000.0,1827091000.0,2302376000.0,,206876000.0,1827091000.0,475285000.0,3147000.0,8855000.0,206876000.0,268409000.0,5708000.0,274117000.0,2302376000.0,528800000.0,529660000.0,542163000.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2016.0,Q3YTD,2015-10-26,2016-07-24,,1.22,1.22,0.41,1.22,991000.0,306155000.0,646327000.0,646327000.0,646112000.0,215000.0,5335628000.0,6895283000.0,1446000.0,627968000.0,5335628000.0,1559655000.0,9583000.0,29923000.0,628959000.0,930696000.0,21786000.0,952482000.0,6895283000.0,528800000.0,529660000.0,542163000.0
