company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2009.0,FY,,2009-10-25,2010-12-21 15:05:51+00:00,313258000.0,372292000.0,110741000.0,1183359000.0,-203610000.0,385252000.0,,66435000.0,15127000.0,210952000.0,34951000.0,29663000.0,620155000.0,2136072000.0,140854000.0,350000000.0,86599000.0,722371000.0,952713000.0,1713000.0,122007000.0,,429800000.0,19253000.0,165331000.0,102905000.0,9130000.0,2318390000.0,0.0,0.0,3692055000.0,2114780000.0,1574733000.0,685029000.0,2122608000.0,2124321000.0,1567734000.0,3692055000.0,1164609000.0,882705000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2010.0,FY,,2010-10-31,2011-12-21 16:38:13+00:00,361287000.0,430939000.0,122960000.0,1265152000.0,-175910000.0,467845000.0,,79228000.0,9339000.0,220138000.0,37489000.0,61272000.0,629023000.0,2187255000.0,141522000.0,,214389000.0,793771000.0,922103000.0,5982000.0,72426000.0,,454998000.0,23635000.0,155017000.0,91068000.0,12153000.0,2568774000.0,350000000.0,50595000.0,4053918000.0,2392864000.0,1858166000.0,1101213000.0,2400657000.0,2406639000.0,1647279000.0,4053918000.0,1273649000.0,546066000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2010.0,Q3,,2010-07-25,2010-09-03 09:10:13+00:00,297110000.0,383892000.0,131055000.0,1252476000.0,-188175000.0,376917000.0,,77922000.0,9374000.0,196978000.0,31594000.0,31238000.0,628820000.0,2180639000.0,144268000.0,0.0,132433000.0,790875000.0,928163000.0,4464000.0,105294000.0,,433649000.0,17420000.0,164228000.0,87544000.0,13342000.0,2483635000.0,350000000.0,50214000.0,3845026000.0,2295460000.0,1710582000.0,1016111000.0,2303258000.0,2307722000.0,1537304000.0,3845026000.0,1206281000.0,521193000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,FY,,2011-10-30,2012-12-19 08:55:47+00:00,390171000.0,461110000.0,117902000.0,1341740000.0,-175483000.0,463130000.0,,93626000.0,8137000.0,227476000.0,34500000.0,80208000.0,630884000.0,2248830000.0,132046000.0,250000000.0,295698000.0,885823000.0,907090000.0,3234000.0,59814000.0,,473688000.0,8417000.0,140420000.0,82701000.0,10048000.0,2824331000.0,,76077000.0,4244391000.0,2648848000.0,1998231000.0,778186000.0,2656582000.0,2659816000.0,1584575000.0,4244391000.0,1339070000.0,806389000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q3,,2011-07-31,2011-09-09 17:21:19+00:00,301578000.0,427927000.0,142969000.0,1326718000.0,-154554000.0,497364000.0,,87129000.0,9034000.0,210030000.0,37352000.0,87424000.0,630707000.0,2222613000.0,134330000.0,250000000.0,227810000.0,865875000.0,895895000.0,6975000.0,49046000.0,,458258000.0,10842000.0,147196000.0,73693000.0,11859000.0,2806391000.0,0.0,76125000.0,4149529000.0,2651837000.0,1977121000.0,700963000.0,2659640000.0,2666615000.0,1482914000.0,4149529000.0,1276513000.0,781951000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q2,,2011-05-01,2011-06-10 11:08:34+00:00,277116000.0,405792000.0,135506000.0,1306264000.0,-149099000.0,913704000.0,19963000.0,75625000.0,8587000.0,190671000.0,44056000.0,64128000.0,630707000.0,2211785000.0,136603000.0,250000000.0,222817000.0,810388000.0,905521000.0,5433000.0,53534000.0,,457057000.0,17937000.0,150903000.0,95176000.0,12756000.0,2759116000.0,350000000.0,51002000.0,4451417000.0,2629980000.0,2287204000.0,1005936000.0,2637815000.0,2643248000.0,1808169000.0,4451417000.0,1258692000.0,802233000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2011.0,Q1,,2011-01-30,2011-03-11 12:32:03+00:00,267814000.0,406677000.0,140309000.0,1282127000.0,-161794000.0,598813000.0,17996000.0,69474000.0,61959000.0,162506000.0,37615000.0,64572000.0,630707000.0,2197759000.0,139023000.0,,211169000.0,787280000.0,915632000.0,4271000.0,57048000.0,,456234000.0,22655000.0,155567000.0,94527000.0,13612000.0,2683690000.0,350000000.0,50719000.0,4122948000.0,2539892000.0,1949230000.0,1020203000.0,2547713000.0,2551984000.0,1570964000.0,4122948000.0,1258086000.0,550761000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,FY,,2012-10-28,2013-12-18 09:11:45+00:00,385877000.0,507041000.0,128504000.0,1417538000.0,-323569000.0,682388000.0,,85020000.0,4864000.0,227006000.0,40049000.0,49000.0,630875000.0,2342018000.0,123072000.0,250000000.0,286537000.0,950521000.0,924480000.0,5470000.0,144245000.0,,615428000.0,5555000.0,134024000.0,87313000.0,12772000.0,3135317000.0,,77387000.0,4563966000.0,2811748000.0,2320684000.0,786300000.0,2819455000.0,2824925000.0,1739041000.0,4563966000.0,1318802000.0,952741000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q3,,2012-07-29,2012-09-07 15:56:10+00:00,289212000.0,474425000.0,128440000.0,1404652000.0,-168896000.0,533217000.0,,86885000.0,5845000.0,210575000.0,42638000.0,108765000.0,630875000.0,2320444000.0,125367000.0,250000000.0,296785000.0,927047000.0,915792000.0,7312000.0,55295000.0,,477102000.0,5806000.0,132482000.0,82608000.0,12865000.0,3050070000.0,,77013000.0,4382619000.0,2881174000.0,2117258000.0,676710000.0,2888887000.0,2896199000.0,1486420000.0,4382619000.0,1349569000.0,809710000.0,0.0
Hormel Foods Corp,HRL,MSD54751OJP1FS2ND863,48465,2012.0,Q2,,2012-04-29,2012-06-08 13:19:46+00:00,318432000.0,439348000.0,140056000.0,1384136000.0,-187529000.0,524779000.0,,86134000.0,6776000.0,194553000.0,40151000.0,79896000.0,630875000.0,2292665000.0,127593000.0,250000000.0,301685000.0,912672000.0,908529000.0,5286000.0,67033000.0,,476173000.0,8345000.0,138977000.0,82699000.0,11986000.0,2980353000.0,,76811000.0,4314663000.0,2792824000.0,2060075000.0,699968000.0,2800537000.0,2805823000.0,1508840000.0,4314663000.0,1346059000.0,808872000.0,0.0
