company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Rite Aid Corp,RAD,,84129,2009.0,FY,2008-03-02,2009-02-28,2011-04-26 15:11:56+00:00,-80601000.0,,,586208000.0,317605000.0,1117000.0,900629000.0,-17279000.0,-346358000.0,359910000.0,-17279000.0,-346358000.0,359910000.0,-3727000.0,-2915420000.0,-2915420000.0,,2371517000.0,31266000.0,,,-3466000.0,-460857000.0,-946825000.0,,33547000.0,161553000.0
Rite Aid Corp,RAD,,84129,2010.0,FY,2009-03-01,2010-02-27,2011-04-26 15:11:56+00:00,-9772000.0,,,534238000.0,-651122000.0,66000.0,1389957000.0,397108000.0,-120486000.0,-326443000.0,397108000.0,-120486000.0,-325063000.0,-48441000.0,-506676000.0,-506676000.0,,297117000.0,,,,,-183858000.0,-992915000.0,,65177000.0,7967000.0
Rite Aid Corp,RAD,,84129,2010.0,Q4,2009-11-29,2010-02-27,,-4111000.0,-2645000.0,-300103000.0,0.0,0.0,36000.0,86650000.0,83743000.0,-36024000.0,-100754000.0,83743000.0,-36024000.0,-100754000.0,-53035000.0,-208356000.0,-208356000.0,,107602000.0,,,,,-59317000.0,-2943000.0,,25969000.0,1435000.0
Rite Aid Corp,RAD,,84129,2010.0,Q3,2009-08-30,2009-11-28,,-2214000.0,1455000.0,90466000.0,132547000.0,-537945000.0,30000.0,396703000.0,512719000.0,-42046000.0,-435051000.0,512719000.0,-42046000.0,-435051000.0,35622000.0,-83862000.0,-83862000.0,,54209000.0,,,,,-43342000.0,115986000.0,,3510000.0,
Rite Aid Corp,RAD,,84129,2010.0,Q3YTD,2009-03-01,2009-11-28,2011-01-06 10:13:36+00:00,-5661000.0,2645000.0,300103000.0,404307000.0,-500526000.0,30000.0,1303307000.0,313365000.0,-84462000.0,-224309000.0,313365000.0,-84462000.0,-224309000.0,4594000.0,-298320000.0,-298320000.0,,170230000.0,,,,,-124541000.0,-989972000.0,,39208000.0,6532000.0
Rite Aid Corp,RAD,,84129,2010.0,Q2YTD,2009-03-01,2009-08-29,2010-10-07 09:38:29+00:00,-3447000.0,1190000.0,209637000.0,271760000.0,37419000.0,,906604000.0,-199354000.0,-42416000.0,210742000.0,-199354000.0,-42416000.0,210742000.0,-31028000.0,-214458000.0,-214458000.0,,116021000.0,,,,,-81199000.0,-1105958000.0,,35698000.0,6532000.0
Rite Aid Corp,RAD,,84129,2011.0,Q4,2010-11-28,2011-02-26,,-8162000.0,-8028000.0,-313615000.0,126548000.0,-139302000.0,125000.0,,94116000.0,-53489000.0,-71553000.0,94116000.0,-53489000.0,-71553000.0,-30926000.0,-205693000.0,-205693000.0,,146894000.0,19666000.0,,,,-57904000.0,74325000.0,,-17266000.0,29843000.0
Rite Aid Corp,RAD,,84129,2011.0,FY,2010-02-28,2011-02-26,2013-04-23 15:57:40+00:00,-24233000.0,,,505546000.0,150814000.0,226000.0,650000000.0,-251650000.0,-156677000.0,395849000.0,-251650000.0,-156677000.0,395849000.0,-12478000.0,-555424000.0,-555424000.0,,294913000.0,,,,,-162287000.0,-901876000.0,,,29843000.0
Rite Aid Corp,RAD,,84129,2011.0,Q3YTD,2010-02-28,2010-11-27,2011-01-06 10:13:36+00:00,-16071000.0,8028000.0,313615000.0,378998000.0,290116000.0,101000.0,650000000.0,-345766000.0,-103188000.0,467402000.0,-345766000.0,-103188000.0,467402000.0,18448000.0,-349731000.0,-349731000.0,,148019000.0,-19666000.0,,,,-104383000.0,-976201000.0,,17266000.0,
Rite Aid Corp,RAD,,84129,2011.0,Q3TTM,2009-11-29,2010-11-27,,-20182000.0,5383000.0,13512000.0,508929000.0,139520000.0,137000.0,736650000.0,-262023000.0,-139212000.0,365268000.0,-262023000.0,-139212000.0,366648000.0,-34587000.0,-558087000.0,-558087000.0,,274906000.0,-19666000.0,,,,-163700000.0,-979144000.0,,43235000.0,1435000.0
Rite Aid Corp,RAD,,84129,2011.0,Q3,2010-08-29,2010-11-27,,-5849000.0,733000.0,95509000.0,124985000.0,-109465000.0,101000.0,,65405000.0,-29368000.0,-46407000.0,65405000.0,-29368000.0,-46407000.0,-10370000.0,-79071000.0,-79071000.0,,17144000.0,-94000.0,,,,-31864000.0,65398000.0,,8345000.0,
Rite Aid Corp,RAD,,84129,2011.0,Q2YTD,2010-02-28,2010-08-28,2010-10-07 09:38:29+00:00,-10222000.0,7295000.0,218106000.0,254013000.0,399581000.0,,650000000.0,-411171000.0,-73820000.0,513809000.0,-411171000.0,-73820000.0,513809000.0,28818000.0,-270660000.0,-270660000.0,,130875000.0,-19572000.0,,,,-72519000.0,-1041599000.0,,8921000.0,
Rite Aid Corp,RAD,,84129,2011.0,Q2,2010-05-30,2010-08-28,,-4845000.0,5981000.0,140973000.0,126513000.0,-26463000.0,-93000.0,650000000.0,-152451000.0,-37261000.0,-5758000.0,-152451000.0,-37261000.0,-5758000.0,-195470000.0,-196976000.0,-196976000.0,,91168000.0,-19572000.0,,,,-37307000.0,-782786000.0,,8921000.0,-4030000.0
