company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 14:40:37+00:00,2.53,2.53,1.71,1641000000.0,2.53,0.0,0.0,643000000.0,1218000000.0,1218000000.0,,1211000000.0,4000000.0,8161000000.0,13687000000.0,12000000.0,,1962000000.0,740000000.0,,3000000.0,8161000000.0,6266000000.0,999000000.0,185000000.0,3603000000.0,2663000000.0,-814000000.0,1849000000.0,14427000000.0,478700000.0,479373306.0,479601442.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q4,2010-10-01,2010-12-31,,0.37,0.37,0.46,404000000.0,0.37,,,113000000.0,178000000.0,178000000.0,,176000000.0,1000000.0,1977000000.0,3219000000.0,4000000.0,,567000000.0,215000000.0,,1000000.0,1977000000.0,1457000000.0,249000000.0,50000000.0,971000000.0,486000000.0,-199000000.0,287000000.0,3434000000.0,478700000.0,479373306.0,479601442.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.16,2.16,1.25,1237000000.0,2.16,,,530000000.0,1040000000.0,1040000000.0,,1035000000.0,3000000.0,6184000000.0,10468000000.0,8000000.0,,1395000000.0,525000000.0,,2000000.0,6184000000.0,4809000000.0,750000000.0,135000000.0,2632000000.0,2177000000.0,-615000000.0,1562000000.0,10993000000.0,478400000.0,479578139.0,479750447.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.63,2.63,1.66,1634000000.0,2.63,,,570000000.0,1279000000.0,1279000000.0,,1273000000.0,3000000.0,8021000000.0,13535000000.0,10000000.0,66000000.0,1962000000.0,740000000.0,,3000000.0,8021000000.0,6254000000.0,997000000.0,112000000.0,3596000000.0,2658000000.0,-819000000.0,1839000000.0,14275000000.0,478400000.0,479578139.0,479750447.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 11:33:06+00:00,1.16,1.16,0.42,424000000.0,1.16,0.0,0.0,258000000.0,557000000.0,557000000.0,,555000000.0,1000000.0,2143000000.0,3876000000.0,3000000.0,,472000000.0,188000000.0,,1000000.0,2143000000.0,1921000000.0,251000000.0,38000000.0,896000000.0,1025000000.0,-213000000.0,812000000.0,4064000000.0,478400000.0,479578139.0,479750447.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 14:53:58+00:00,0.28,0.28,0.42,405000000.0,0.28,,,65000000.0,137000000.0,137000000.0,,136000000.0,1000000.0,2116000000.0,3186000000.0,1000000.0,,445000000.0,174000000.0,,0.0,2116000000.0,1244000000.0,249000000.0,56000000.0,850000000.0,394000000.0,-193000000.0,201000000.0,3360000000.0,485700000.0,479050774.0,479176543.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.0,1.0,0.83,813000000.0,1.0,,,272000000.0,483000000.0,483000000.0,,480000000.0,2000000.0,4041000000.0,6592000000.0,5000000.0,,923000000.0,337000000.0,,1000000.0,4041000000.0,2888000000.0,499000000.0,97000000.0,1736000000.0,1152000000.0,-402000000.0,750000000.0,6929000000.0,485700000.0,479050774.0,479176543.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.4,2.4,1.65,1631000000.0,2.4,,,520000000.0,1168000000.0,1168000000.0,,1161000000.0,4000000.0,7698000000.0,13023000000.0,11000000.0,66000000.0,1938000000.0,735000000.0,,3000000.0,7698000000.0,6060000000.0,994000000.0,114000000.0,3569000000.0,2491000000.0,-814000000.0,1677000000.0,13758000000.0,485700000.0,479050774.0,479176543.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.79,2.79,1.64,1623000000.0,2.79,-5000000.0,,603000000.0,1348000000.0,1353000000.0,,1341000000.0,4000000.0,7242000000.0,12872000000.0,11000000.0,66000000.0,1956000000.0,728000000.0,,3000000.0,7242000000.0,6358000000.0,985000000.0,85000000.0,3579000000.0,2779000000.0,-834000000.0,1945000000.0,13600000000.0,477800000.0,478429535.0,478844632.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 13:03:39+00:00,0.72,0.72,0.41,408000000.0,0.72,,,207000000.0,346000000.0,346000000.0,,344000000.0,1000000.0,1925000000.0,3406000000.0,4000000.0,,478000000.0,163000000.0,,1000000.0,1925000000.0,1644000000.0,250000000.0,41000000.0,886000000.0,758000000.0,-209000000.0,549000000.0,3569000000.0,477800000.0,478429535.0,478844632.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q4,2011-10-01,2011-12-31,,0.64,0.64,0.47,397000000.0,0.64,100000000.0,49000000.0,32000000.0,311000000.0,211000000.0,,308000000.0,,2087000000.0,3586000000.0,8000000.0,,568000000.0,-142000000.0,,3000000.0,2087000000.0,1357000000.0,210000000.0,102000000.0,1014000000.0,343000000.0,-108000000.0,235000000.0,3444000000.0,482800000.0,482169282.0,482460328.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 14:26:50+00:00,4.02,4.02,1.85,1655000000.0,4.02,373000000.0,139000000.0,818000000.0,1949000000.0,1576000000.0,,1941000000.0,3000000.0,8480000000.0,14487000000.0,27000000.0,,2060000000.0,629000000.0,,5000000.0,8480000000.0,6636000000.0,933000000.0,518000000.0,3854000000.0,2782000000.0,-415000000.0,2367000000.0,15116000000.0,482800000.0,482169282.0,482460328.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.38,3.38,1.38,1258000000.0,3.38,273000000.0,90000000.0,786000000.0,1638000000.0,1365000000.0,,1633000000.0,3000000.0,6393000000.0,10901000000.0,19000000.0,,1492000000.0,771000000.0,,2000000.0,6393000000.0,5279000000.0,723000000.0,416000000.0,2840000000.0,2439000000.0,-307000000.0,2132000000.0,11672000000.0,483300000.0,482498734.0,482796945.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.75,3.75,1.84,1662000000.0,3.75,273000000.0,90000000.0,899000000.0,1816000000.0,1543000000.0,,1809000000.0,4000000.0,8370000000.0,14120000000.0,23000000.0,,2059000000.0,986000000.0,,3000000.0,8370000000.0,6736000000.0,972000000.0,466000000.0,3811000000.0,2925000000.0,-506000000.0,2419000000.0,15106000000.0,483300000.0,482498734.0,482796945.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 10:49:17+00:00,1.92,1.92,0.46,445000000.0,1.92,273000000.0,90000000.0,334000000.0,930000000.0,657000000.0,,928000000.0,1000000.0,2412000000.0,4044000000.0,7000000.0,,496000000.0,289000000.0,,1000000.0,2412000000.0,1921000000.0,242000000.0,336000000.0,1031000000.0,890000000.0,94000000.0,984000000.0,4333000000.0,483300000.0,482498734.0,482796945.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.46,1.46,0.92,813000000.0,1.46,,,452000000.0,708000000.0,708000000.0,,705000000.0,2000000.0,3981000000.0,6857000000.0,12000000.0,,996000000.0,482000000.0,,1000000.0,3981000000.0,3358000000.0,481000000.0,80000000.0,1809000000.0,1549000000.0,-401000000.0,1148000000.0,7339000000.0,482200000.0,481928494.0,482203255.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.99,2.99,1.8,1641000000.0,2.99,,,823000000.0,1443000000.0,1443000000.0,,1436000000.0,4000000.0,8101000000.0,13952000000.0,19000000.0,,2035000000.0,885000000.0,,3000000.0,8101000000.0,6736000000.0,981000000.0,168000000.0,3676000000.0,3060000000.0,-813000000.0,2247000000.0,14837000000.0,482200000.0,481928494.0,482203255.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 10:45:05+00:00,0.73,0.73,0.46,410000000.0,0.73,,,174000000.0,353000000.0,353000000.0,,352000000.0,1000000.0,1964000000.0,3360000000.0,6000000.0,,518000000.0,249000000.0,,0.0,1964000000.0,1645000000.0,239000000.0,43000000.0,928000000.0,717000000.0,-196000000.0,521000000.0,3609000000.0,482200000.0,481928494.0,482203255.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.54,2.54,1.76,1636000000.0,2.54,,,714000000.0,1227000000.0,1227000000.0,,1220000000.0,4000000.0,8253000000.0,13778000000.0,14000000.0,,1962000000.0,810000000.0,,3000000.0,8253000000.0,6335000000.0,991000000.0,181000000.0,3598000000.0,2737000000.0,-810000000.0,1927000000.0,14588000000.0,483600000.0,481144270.0,481365806.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 13:01:54+00:00,0.73,0.73,0.46,403000000.0,0.73,,,278000000.0,355000000.0,355000000.0,,353000000.0,1000000.0,2017000000.0,3497000000.0,6000000.0,,478000000.0,233000000.0,,1000000.0,2017000000.0,1713000000.0,242000000.0,37000000.0,881000000.0,832000000.0,-205000000.0,627000000.0,3730000000.0,483600000.0,481144270.0,481365806.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,FY,2012-01-01,2012-12-31,2013-02-26 14:40:37+00:00,2.6,2.6,1.88,1782000000.0,2.6,0.0,300000000.0,604000000.0,1262000000.0,1262000000.0,,1259000000.0,3000000.0,8242000000.0,13677000000.0,44000000.0,,1965000000.0,1268000000.0,,0.0,8242000000.0,6703000000.0,988000000.0,154000000.0,4047000000.0,2656000000.0,-834000000.0,1822000000.0,14945000000.0,484200000.0,484682469.0,485084694.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q4,2012-10-01,2012-12-31,,0.05,0.05,0.47,429000000.0,0.05,,287000000.0,-16000000.0,21000000.0,21000000.0,,21000000.0,,2100000000.0,3265000000.0,11000000.0,,548000000.0,348000000.0,,,2100000000.0,1513000000.0,291000000.0,36000000.0,1264000000.0,249000000.0,-255000000.0,-6000000.0,3613000000.0,484200000.0,484682469.0,485084694.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q3,2012-07-01,2012-09-30,2013-10-25 13:02:08+00:00,1.0,1.0,0.47,470000000.0,1.0,,13000000.0,241000000.0,488000000.0,488000000.0,,487000000.0,1000000.0,2282000000.0,3814000000.0,14000000.0,,479000000.0,342000000.0,,,2282000000.0,1874000000.0,233000000.0,36000000.0,962000000.0,912000000.0,-197000000.0,715000000.0,4156000000.0,487000000.0,484979543.0,485362858.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.55,2.55,1.41,1353000000.0,2.55,,13000000.0,620000000.0,1241000000.0,1241000000.0,,1238000000.0,3000000.0,6142000000.0,10412000000.0,33000000.0,,1417000000.0,920000000.0,,,6142000000.0,5190000000.0,697000000.0,118000000.0,2783000000.0,2407000000.0,-579000000.0,1828000000.0,11332000000.0,487000000.0,484979543.0,485362858.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.19,3.19,1.88,1750000000.0,3.19,100000000.0,62000000.0,652000000.0,1552000000.0,1452000000.0,,1546000000.0,3000000.0,8229000000.0,13998000000.0,41000000.0,,1985000000.0,778000000.0,,3000000.0,8229000000.0,6547000000.0,907000000.0,220000000.0,3797000000.0,2750000000.0,-687000000.0,2063000000.0,14776000000.0,487000000.0,484979543.0,485362858.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.55,1.55,0.94,883000000.0,1.55,,,379000000.0,753000000.0,753000000.0,,751000000.0,2000000.0,3860000000.0,6598000000.0,19000000.0,,938000000.0,578000000.0,,,3860000000.0,3316000000.0,464000000.0,82000000.0,1821000000.0,1495000000.0,-382000000.0,1113000000.0,7176000000.0,482700000.0,484500029.0,484860690.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q2TTM,2011-07-01,2012-06-30,,4.11,4.11,1.87,1725000000.0,4.11,373000000.0,139000000.0,745000000.0,1994000000.0,1621000000.0,,1987000000.0,3000000.0,8359000000.0,14228000000.0,34000000.0,,2002000000.0,725000000.0,,4000000.0,8359000000.0,6594000000.0,916000000.0,520000000.0,3866000000.0,2728000000.0,-396000000.0,2332000000.0,14953000000.0,482700000.0,484500029.0,484860690.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q2,2012-04-01,2012-06-30,2013-07-26 11:44:52+00:00,0.75,0.75,0.47,460000000.0,0.75,,0.0,190000000.0,363000000.0,363000000.0,,362000000.0,1000000.0,1891000000.0,3235000000.0,10000000.0,,459000000.0,316000000.0,,,1891000000.0,1660000000.0,235000000.0,37000000.0,919000000.0,741000000.0,-198000000.0,543000000.0,3551000000.0,482700000.0,484500029.0,484860690.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.09,4.09,1.86,1675000000.0,4.09,373000000.0,139000000.0,729000000.0,1984000000.0,1611000000.0,,1977000000.0,3000000.0,8432000000.0,14353000000.0,30000000.0,,2061000000.0,658000000.0,,4000000.0,8432000000.0,6579000000.0,920000000.0,526000000.0,3875000000.0,2704000000.0,-394000000.0,2310000000.0,15011000000.0,486300000.0,483828101.0,484248868.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 11:53:58+00:00,0.8,0.8,0.47,423000000.0,0.8,,,189000000.0,390000000.0,390000000.0,,389000000.0,1000000.0,1969000000.0,3363000000.0,9000000.0,,479000000.0,262000000.0,,,1969000000.0,1656000000.0,229000000.0,45000000.0,902000000.0,754000000.0,-184000000.0,570000000.0,3625000000.0,486300000.0,483828101.0,484248868.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 18:04:17+00:00,3.04,3.04,1.95,1712500000.0,3.04,,226400000.0,677700000.0,1484200000.0,1473900000.0,10300000.0,1480500000.0,3700000.0,8007500000.0,14833700000.0,58300000.0,,2044600000.0,-20200000.0,,,8007500000.0,6806000000.0,890000000.0,160800000.0,3983500000.0,2822500000.0,-729200000.0,2093300000.0,14813500000.0,487000000.0,486619555.0,487040956.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q4,2013-10-01,2013-12-31,,0.71,0.71,0.5,402500000.0,0.71,,-71600000.0,157700000.0,347200000.0,336900000.0,10300000.0,346500000.0,700000.0,1718500000.0,3595700000.0,19300000.0,,534600000.0,-366200000.0,,,1718500000.0,1511000000.0,205000000.0,34800000.0,865500000.0,645500000.0,-170200000.0,475300000.0,3229500000.0,487000000.0,486619555.0,487040956.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.33,2.33,1.45,1310000000.0,2.33,,298000000.0,520000000.0,1137000000.0,1137000000.0,,1134000000.0,3000000.0,6289000000.0,11238000000.0,39000000.0,,1510000000.0,346000000.0,,,6289000000.0,5295000000.0,685000000.0,126000000.0,3118000000.0,2177000000.0,-559000000.0,1618000000.0,11584000000.0,486500000.0,486932747.0,487258905.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.38,2.38,1.92,1739000000.0,2.38,,585000000.0,504000000.0,1158000000.0,1158000000.0,,1155000000.0,3000000.0,8389000000.0,14503000000.0,50000000.0,,2058000000.0,694000000.0,,,8389000000.0,6808000000.0,976000000.0,162000000.0,4382000000.0,2426000000.0,-814000000.0,1612000000.0,15197000000.0,486500000.0,486932747.0,487258905.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 17:28:03+00:00,0.89,0.89,0.49,447000000.0,0.89,,144000000.0,257000000.0,434000000.0,434000000.0,,433000000.0,1000000.0,2218000000.0,4041000000.0,11000000.0,,492000000.0,135000000.0,,,2218000000.0,1958000000.0,225000000.0,30000000.0,1083000000.0,875000000.0,-195000000.0,680000000.0,4176000000.0,486500000.0,486932747.0,487258905.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.44,1.44,0.96,863000000.0,1.44,,154000000.0,263000000.0,703000000.0,703000000.0,,701000000.0,2000000.0,4071000000.0,7197000000.0,28000000.0,,1018000000.0,211000000.0,,,4071000000.0,3337000000.0,460000000.0,96000000.0,2035000000.0,1302000000.0,-364000000.0,938000000.0,7408000000.0,489900000.0,486293026.0,486763615.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.49,2.49,1.9,1762000000.0,2.49,,454000000.0,488000000.0,1212000000.0,1212000000.0,,1209000000.0,3000000.0,8453000000.0,14276000000.0,53000000.0,,2045000000.0,901000000.0,,,8453000000.0,6724000000.0,984000000.0,168000000.0,4261000000.0,2463000000.0,-816000000.0,1647000000.0,15177000000.0,489900000.0,486293026.0,486763615.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 13:26:48+00:00,0.69,0.69,0.49,443000000.0,0.69,,154000000.0,68000000.0,339000000.0,339000000.0,,338000000.0,1000000.0,1931000000.0,3493000000.0,14000000.0,,507000000.0,89000000.0,,,1931000000.0,1651000000.0,228000000.0,74000000.0,1104000000.0,547000000.0,-154000000.0,393000000.0,3582000000.0,489900000.0,486293026.0,486763615.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.55,2.55,1.88,1779000000.0,2.55,,300000000.0,610000000.0,1236000000.0,1236000000.0,,1233000000.0,3000000.0,8413000000.0,14018000000.0,49000000.0,,1997000000.0,1128000000.0,,,8413000000.0,6733000000.0,991000000.0,131000000.0,4076000000.0,2657000000.0,-860000000.0,1797000000.0,15146000000.0,484000000.0,485823668.0,486344036.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 13:07:17+00:00,0.75,0.75,0.47,420000000.0,0.75,,,195000000.0,364000000.0,364000000.0,,363000000.0,1000000.0,2140000000.0,3704000000.0,14000000.0,,511000000.0,122000000.0,,,2140000000.0,1686000000.0,232000000.0,22000000.0,931000000.0,755000000.0,-210000000.0,545000000.0,3826000000.0,484000000.0,485823668.0,486344036.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 18:59:56+00:00,3.34,3.34,2.03,1897600000.0,3.34,,0.0,902600000.0,1638000000.0,1590500000.0,47500000.0,1633800000.0,4200000.0,9124300000.0,16333700000.0,90200000.0,,2229300000.0,44900000.0,,,9124300000.0,7254300000.0,868000000.0,143500000.0,4126900000.0,3127400000.0,-724500000.0,2402900000.0,16378600000.0,489200000.0,488592997.0,488899840.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2014.0,Q4,2014-10-01,2014-12-31,,0.38,0.38,0.53,464600000.0,0.38,,,116600000.0,192000000.0,155500000.0,36500000.0,190800000.0,1200000.0,2048300000.0,3796700000.0,25200000.0,,598300000.0,-271100000.0,,,2048300000.0,1477300000.0,210000000.0,42500000.0,1062900000.0,414400000.0,-167500000.0,246900000.0,3525600000.0,489200000.0,488592997.0,488899840.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2014.0,Q3,2014-07-01,2014-09-30,2015-10-22 16:59:57+00:00,1.01,1.01,0.5,499000000.0,1.01,,,264000000.0,494000000.0,483000000.0,11000000.0,493000000.0,1000000.0,2214000000.0,4133000000.0,24000000.0,,543000000.0,28000000.0,,,2214000000.0,1947000000.0,217000000.0,35000000.0,1042000000.0,905000000.0,-182000000.0,723000000.0,4161000000.0,488100000.0,488912892.0,488970647.0
