company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:29:54+00:00,39000000.0,,,1513000000.0,24000000.0,144000000.0,3290000000.0,1404000000.0,-3921000000.0,2394000000.0,,,,1404000000.0,-3921000000.0,2394000000.0,-123000000.0,1098000000.0,1074000000.0,24000000.0,-256000000.0,85000000.0,-3644000000.0,,-639000000.0,-11200000000.0,-512000000.0,-1476000000.0,,11213000000.0,222000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2008.0,Q4,2008-10-01,2008-12-31,,-120000000.0,-126000000.0,-657000000.0,360000000.0,202000000.0,53000000.0,-1161000000.0,1642000000.0,7387000000.0,-460000000.0,,,,1642000000.0,7387000000.0,-460000000.0,8569000000.0,-1234000000.0,-1245000000.0,13000000.0,343000000.0,,2871000000.0,,1171000000.0,1386000000.0,97000000.0,1579000000.0,,2866000000.0,167000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 13:48:40+00:00,75000000.0,,,1483000000.0,51000000.0,159000000.0,4849000000.0,1679000000.0,-4027000000.0,2581000000.0,,,,1679000000.0,-4027000000.0,2581000000.0,233000000.0,1388000000.0,1376000000.0,12000000.0,-404000000.0,,-3997000000.0,,-669000000.0,-1922000000.0,-160000000.0,-2660000000.0,,1962000000.0,90000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 12:45:35+00:00,208000000.0,126000000.0,657000000.0,1123000000.0,-85000000.0,106000000.0,3216000000.0,1162000000.0,-3061000000.0,2059000000.0,,,,1162000000.0,-3061000000.0,2059000000.0,160000000.0,1234000000.0,1233000000.0,-1000000.0,-420000000.0,,-2679000000.0,,-502000000.0,-1386000000.0,-97000000.0,-1658000000.0,,1018000000.0,83000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q4,2009-10-01,2009-12-31,,5000000.0,-98000000.0,924000000.0,397000000.0,157000000.0,22000000.0,2552000000.0,-128000000.0,-4566000000.0,331000000.0,,,,-128000000.0,-4566000000.0,331000000.0,-4363000000.0,1365000000.0,239000000.0,,-467000000.0,,-3154000000.0,,-1327000000.0,-853000000.0,-104000000.0,-1375000000.0,,-405000000.0,-50000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 11:42:07+00:00,46000000.0,-98000000.0,924000000.0,1597000000.0,124000000.0,1728000000.0,2552000000.0,520000000.0,-2916000000.0,2475000000.0,,,,520000000.0,-2916000000.0,2475000000.0,79000000.0,1365000000.0,1365000000.0,,-657000000.0,,-3001000000.0,,-761000000.0,-853000000.0,-104000000.0,-2999000000.0,0.0,764000000.0,278000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q3TTM,2008-10-01,2009-09-30,,-79000000.0,-126000000.0,-657000000.0,1560000000.0,169000000.0,1759000000.0,-1161000000.0,2290000000.0,9037000000.0,1684000000.0,,,,2290000000.0,9037000000.0,1684000000.0,13011000000.0,-1234000000.0,-119000000.0,13000000.0,153000000.0,,3024000000.0,,1737000000.0,1386000000.0,97000000.0,-45000000.0,,4035000000.0,495000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q3,2009-07-01,2009-09-30,,-22000000.0,-27000000.0,-495000000.0,421000000.0,141000000.0,18000000.0,-1462000000.0,80000000.0,3128000000.0,1287000000.0,,,,80000000.0,3128000000.0,1287000000.0,4495000000.0,-680000000.0,446000000.0,,301000000.0,,1871000000.0,,931000000.0,443000000.0,11000000.0,593000000.0,,715000000.0,88000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-01 16:45:22+00:00,185000000.0,-74000000.0,744000000.0,1200000000.0,88000000.0,1706000000.0,2349000000.0,692000000.0,-2097000000.0,1871000000.0,,,,692000000.0,-2097000000.0,1871000000.0,466000000.0,1126000000.0,1126000000.0,,-728000000.0,,-2308000000.0,,-566000000.0,-573000000.0,-70000000.0,-2797000000.0,,596000000.0,258000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q2,2009-04-01,2009-06-30,,114000000.0,27000000.0,495000000.0,397000000.0,-20000000.0,1640000000.0,487000000.0,-141000000.0,-751000000.0,540000000.0,,,,-141000000.0,-751000000.0,540000000.0,-352000000.0,317000000.0,317000000.0,,-268000000.0,,-729000000.0,,-195000000.0,-264000000.0,-11000000.0,-2073000000.0,,185000000.0,68000000.0
